Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
fp_del_cmd_unix,'-146917952026852252355207511752160775146',init_dummy_sensor,'',com_ping,'9025893620226135124',obc_ident,'',obc_update_tle,'',fp_set_cmd_dt,'! Ug 1122381804 -69440346742542722164588662194564803732 1692713527',obc_get_sensors,'',gssb_get_version,'',drp_add_hrs_alive,'sms=;sh(1',gssb_get_status,'',-6,6.8048717975616455,444020.0,10844.0
obc_get_time,'F_d9',gssb_arm_manual,'7022980861727149950',com_set_config,'-248099578769123824813862200756075530198 3750200861893839256',drp_set_deployed,'-1449063475',gssb_fss_get_temp,'',obc_get_time,'1061589296',tm_send_all,'1682681527882867349 987259103892089019',fp_set_cmd,'$am+ -281310868364091840263912854578779365050 -2025970759 110011426344017597931452239089987206736 -1402202381 -283453122141645444795509522135817162387  -180638298671036941726305931951825231944 E]&G;w -91236194',gssb_msp_get_temp,'',eps_get_config,'',0,7.343038082122803,444020.0,10880.0
eps_get_config,'',com_set_node,'2405471414189157972',obc_update_status,'',fp_test_params,'380567271 -156169981 4255833982505326673',obc_update_tle,'',rw_get_speed,'',drp_ebf,'1535528529',gssb_fss_get_temp,'',fp_test_params,'-148090142 155091393014673692764792370257622545843 7859013162524589961',gssb_reset,'',0,7.5948286056518555,444020.0,10888.0
tm_send_status,'OCt=<cJj+h',eps_get_config,'',com_get_node,'',set_state,'@=) 5369850158789086070 -176724256',init_dummy_sensor,'',com_get_node,'',obc_update_status,'',gssb_get_model,'',gssb_get_model,'',obc_get_tle,'',0,7.268399238586426,444020.0,10664.0
fp_del_cmd,'-1574603081 6808614321950892501 12765817982796349441 174208773060061723106084612287019003906 7517953256259853533 4057238192701489693',drp_test_system_vars,'',com_get_config,'2125178567',com_get_config,'C@',tm_get_last,'1900054911',rw_get_current,'',com_reset_wdt,'-1406557120',rw_get_current,'',obc_ident,'',gssb_fss_commit_config,'',-6,6.584935426712036,444020.0,10628.0
com_set_config,'1865150889 5846113322318779301',gssb_select,'82993026112345424479734219534468900358',com_send_cmd,'%Tc`Fw TQn3B',obc_pwm_pwr,'7365655598168298843',tm_set_ack,'-7762929563586659060 1328677497',gssb_get_sun,'',obc_update_status,'',obc_pwm_pwr,'15044309434232969144',tm_parse_status,'',gssb_unlock_config,'-203654570491484212327396193359396165452',0,7.301681995391846,444020.0,10688.0
fp_test_params,'-43660508348178475410911768916429432562 {E|R\ -434418962',gssb_pwr,'1069923510 208549815571844938208902179857994295696',obc_prop_tle,'-1190873256',drp_add_hrs_alive,'7215062980748365097',tm_send_from,'-221887217091937271936579301727604327008 -80897349287228472301964291484315935192 -75060433754752650005169811425093499363',obc_update_status,'',gssb_get_temp_int,'',gssb_antenna_release,'-107015993612090101959969430060520586800 2120674273 y= Jj',obc_prop_tle,'-8191297021365235015',fp_reset,'',0,7.387224435806274,444020.0,10720.0
rw_get_speed,'',drp_ebf,'1523735575',gssb_pwr,'3336610959986311062 ',rw_set_speed,'p1 -237383573532632863087092209504404728890',obc_set_tle,'298673151 1456016179257392657',drp_get_vars,'',tm_send_all,'-2300785963819561817 -25784451761957523448413184671715183752',drp_add_hrs_alive,'1641239031',com_send_rpt,'682663079 1513754173',gssb_arm_auto,'91937710731770428117474321023884669847',0,7.560312986373901,444020.0,10692.0
obc_set_tle,'|!n 16486945040116888991',drp_test_system_vars,'',fp_reset,'',tm_send_all,'2865730833963730967 -1454316290',com_update_status,'',fp_show,'',gssb_fss_get_temp,'',tm_send_all,'-244439902311007841071064729015647379245 322071388048512147170103186282488960449',tm_set_ack,'QB+ 494261273',com_send_data,'~7`',0,11.491758108139038,444020.0,10628.0
rw_get_speed,'',drp_set_deployed,'9559405489797114803',fp_test_params,'&*4na m% 6741263728950305644',com_update_status,'',gssb_reset,'',test,'-331979561550582916505460769046202523218',gssb_get_version,'',com_send_cmd,'-1334078248 637297157',drp_ebf,'-6929124718643959410',obc_pwm_pwr,'-1642612022',0,7.6328959465026855,444020.0,10800.0
drp_get_vars,'',fp_set_cmd_dt,'160016071668999065557269233152558741416 !a-! -1739594774  4187871026938964808',fp_show,'',obc_get_mem,'',com_set_config,'2349740042268541459 303382853',drp_set_deployed,'1136377868901062080962059659661369554',drp_ebf,'-309358098772564032139119749721687383420',tm_send_all,'8172933356975174074 -434952720790130925',gssb_get_status,'',gssb_set_addr,"'7WFg,'",0,7.623864412307739,444020.0,10664.0
rw_get_speed,'',drp_ebf,'323710101382400398605021559392793575041',com_debug,'',eps_set_heater,'1714299435 5489283811150538996',gssb_msp_get_temp,'',gssb_get_temp,'',eps_get_config,'',set_state,'7568580890854753452 9168370211882666820 f[yl<JK':+',obc_set_pwm_duty,'-215064498748993288500340545183753876629 7580416269156079024',gssb_pwr,'-2594422413565106023 -1274415416',0,7.307170867919922,444020.0,10656.0
tm_send_last,'1682954054227965441 -194569205931376362381185312180702933468',tm_get_last,'5316080724894151963',test,'6Mg',com_ping,'-2000815227550358937',eps_get_hk,'',tm_send_from,'jGMT2 i7qm}O]f7 7315518531685555265',tm_set_ack,'4820318178059162654 300483212418154656411567181668207347711',obc_update_status,'',rw_set_speed,'13585558276291201208 711531799',com_set_config,'(;f 57966903905765115616122122568294213247',0,9.257656335830688,444020.0,10716.0
com_get_config,'216157400789549436967192865418745769211',gssb_select,'7737295147015020335',com_get_node,'',tm_get_last,'3',gssb_reset,'',com_ping,'8399896039448007007',com_set_node,'9086438684420545679541668994809170733',gssb_get_status,'',com_send_data,'140511052217056735779353551844868073720',gssb_pwr,'1187756626 -1537615146',0,10.399154663085938,444020.0,10700.0
gssb_get_status,'',drp_test_system_vars,'',obc_ident,'',rw_get_speed,'',fp_test_params,'1660810053 -220719600006421788505153192997610381002 22121679413624060242522252877731064829',drp_clear_gnd_wdt,'',gssb_get_burn_config,'',obc_reset_wdt,'',obc_set_pwm_freq,'11599998586138429583 -2096626287298507562',gssb_get_version,'',0,10.745133876800537,444020.0,10660.0
com_get_config,'-1435181459',gssb_pwr,'dsh+V0*7C -6483937485759301754',gssb_get_uuid,'',gssb_set_burn_config,'14090137706014302384 -56728909012117635520076731929236428125 -792002793 5934060439988892871 -2230557235960616066 -582827932 .{',rw_get_current,'',set_state,'fU{ MEw5-zF!}n 60174941189390803254431736675120823062',eps_get_config,'',obc_set_pwm_freq,'11055755380596914589 -340273731814538793408075017942742753004',drp_test_system_vars,'',rw_get_current,'',0,10.184061527252197,444020.0,10812.0
obc_prop_tle,'?#I',gssb_msp_get_temp,'',gssb_arm_manual,'-783784573',drp_set_deployed,'<XdAazlc',drp_set_var,'181351322085178524251884821576662074566 3678222880174697574',gssb_fss_commit_config,'',fp_set_cmd_dt,'17278776918734372370 3448259290093975393 132064023844643317405643130781399282499 14843816376835760533 119491765',eps_get_config,'',drp_ebf,'-1300762466850303672',fp_set_cmd_unix,'E@<a/LQ4 897757524080743178 -3500599161758664113 7698371672914242935 -96350912',-6,6.773513555526733,444020.0,10688.0
gssb_fss_get_temp,'',obc_get_time,'-1269660228',eps_update_status,'',gssb_get_temp_int,'',tm_send_all,'-95385213011522856635106877998154228694 291675196399629424167371689776663937851',tm_set_ack,'-246801675 3307018074944580378',set_state,'-31963145008374974923907892035289998631 -48555852 7975621397065976030',obc_set_pwm_duty,'8197102837400779444 65726593249005373006573462360811039762',help,'',help,'',0,7.267231464385986,444020.0,10700.0
help,'',tm_send_last,'-44642751 8882347785211731012',obc_reset_wdt,'',obc_set_pwm_freq,'-686566807 251763022021801316160277597695341065235',drp_ebf,'4S7-|Zv2$k',gssb_set_burn_config,'2958755436268838010 1395465520628339569 v -396017967 303998106126565243116547579087676951144 8481936324554174281 6662389447381774888',gssb_get_burn_config,'',com_send_data,'3nQ',gssb_get_sun,'',obc_debug,'143140530666559476369503283737158099601',0,7.906158685684204,444020.0,10836.0
fp_reset,'',drp_ebf,'.}e8vE',gssb_scan,'8704264203699391369 1741222758',gssb_set_burn_config,' 223472025 -1171433832 -1673184879 8347555355616834687 2340620945837075581 yO~',fp_set_cmd_dt,'-31890069 6275183238992332825 -6236488180902980713 -309458415105286013149004187441594577230 10774183497803357447',tm_send_status,'5095657092503347624',tm_send_all,'457883536 -310358616669361760864448896913378787408',set_state,'-1866093331 337256355724442213808842711413896968914 178152420394737282254904477195558867801',tm_send_from,'4574000936127495402 -7784605096992965382 16928108079557129181',com_get_node,'',-6,6.529319524765015,444020.0,10692.0
eps_get_config,'',eps_update_status,'',gssb_antenna_release,'8ve5 16524353885503871187 -1815586097 1121664937939350422',gssb_fss_get_sun,'',gssb_arm_manual,'-2028490629',drp_add_hrs_alive,'1644588071904936377',com_get_node,'',tm_set_ack,'10691569956139743002 -126289339380869012118606403128442237877',gssb_select,'-1625470451',gssb_get_model,'',0,7.401362657546997,444020.0,10640.0
gssb_get_temp_int,'',obc_prop_tle,'-1580179965',eps_hard_reset,'',com_ping,'285037657134706620746410823702786702474',test,'17397725881475597601',tm_send_all,'@^I -2730139105648710821',fp_set_cmd_dt,'-4199640674923821304 11175469336244545443 2ok7%D8 85150010880628459821674857961720633961 8415827294578866155',rw_get_speed,'',obc_pwm_pwr,'1937150970820705500',gssb_arm_manual,'-301548290097931730147824967269420896541',0,9.248475551605225,444020.0,10816.0
gssb_arm_manual,'XZ/)d.\<vv',gssb_set_burn_config,'1552015276 -233302703720443939020484666425993407111 167297826972227667546678644254025242874 +n 8671494735427843479 11687711850860269242 15636439357968059664',obc_get_mem,'',obc_get_sensors,'',gssb_get_uuid,'',init_dummy_sensor,'',com_set_node,'-6741282687831859381',com_ping,'-7433135819097291835',fp_set_cmd_unix,'-4129754236745616133 -726480134 -8773480800606601632 7298352900308600516 1959325071',tm_send_all,'u{A2g -2522687269364599215',0,9.58614706993103,444020.0,10652.0
com_set_node,'-4507468963376402053',tm_send_from,'336913086165124660840885012256162507169 3204635245345851728 -1547625768',tm_parse_status,'',obc_reset_wdt,'',obc_prop_tle,'1377602443',gssb_get_temp_int,'',drp_set_deployed,'Q`p[',eps_hard_reset,'',tm_send_status,'-199110947559616251927392778916867284723',drp_test_system_vars,'',-6,6.899558067321777,444020.0,10708.0
gssb_get_burn_config,'',tm_send_status,'-1020815141636339264',gssb_antenna_release,'225359263 9R 12481561999661231467 1029260793',gssb_set_burn_config,'230960520297888585778398277239566432162 =&tU;-ZoYN 1133087875 70525980562531296408906872032458914964 -334722524651786236488597703381695228000 ? 8467741245474024708',obc_get_sensors,'',fp_reset,'',obc_prop_tle,'kQZ{y#w)',fp_test_params,'1637503928300223693 -129061694973490963315143768668745816205 2663267515065093901',com_debug,'',fp_set_cmd_dt,'14921730109251896549 -119242034208297982042153187961410285784 X mj Jnjz$+VI',-6,6.612255811691284,444020.0,10664.0
obc_debug,'30160308853558357354588904174980751933',gssb_unlock_config,'-321134090580710767569232776396487719480',gssb_arm_manual,'-7458050722978748672',com_debug,'',com_get_node,'',obc_ident,'',gssb_antenna_release,'-1359412174 -524441964 3w -6878521006943224614',tm_send_last,'+om -774829247',gssb_get_model,'',drp_set_deployed,'',-11,6.86600136756897,444020.0,10668.0
