Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
obc_set_pwm_duty,'13118596697143838193 -5351607748817328865',fp_del_cmd_unix,'-246893655571006596825826391828137636720',fp_test_params,'10945964014022274951 1622909507877453241 -2993587164508896146',tm_send_from,'3553635945924894498 2398553533580246533 -259176665309406326440777390533623384008',tm_parse_status,'',gssb_reset,'',eps_get_hk,'',gssb_get_burn_config,'',drp_test_system_vars,'',test,'4941045607174557257',-6,6.658301591873169,444020.0,10956.0
tm_get_last,'2210849193747932866',gssb_msp_get_temp,'',fp_set_cmd_dt,'5272808166572486274 285167097037031963128873025049848052281 (&S<\>9 -2088738057 828817698',tm_send_last,'-57672916344400661649899058905462131361 lSHX',eps_get_hk,'',obc_set_tle,'1680855286 8249684227942615498',init_dummy_sensor,'',gssb_fss_get_temp,'',obc_set_pwm_duty,"', )O9v'",gssb_get_temp,'',0,7.290235996246338,444020.0,10668.0
gssb_select,'8025428121932641625',gssb_reset,'',gssb_get_burn_config,'',tm_parse_status,'',eps_set_heater,'7147139502125057905 592787923',fp_test_params,'-1951837983 200127022105942351636328604912008249558 -42337229497459147',gssb_arm_auto,'z}RwA$ck',rw_get_current,'',rw_set_speed,'-3743303256267145703 -1412980741133458822',test,'-7281100317923224038',0,7.261814594268799,444020.0,10912.0
com_reset_wdt,'157343185',obc_ident,'',gssb_antenna_release,'6615378117926854644 258446766998818465291436468398253249758 -8548264395082832774 9491858163589980289',tm_send_from,'787516107249973620 428699705760980148 a)?/_',gssb_reset,'',eps_update_status,'',com_get_node,'',gssb_msp_cal_temp,'18041879387686185942 156752196674870637236637487829452397413',obc_update_tle,'',drp_set_var,'-1541621960 330577392506360518270184927904666425287',0,7.254709243774414,444020.0,10716.0
gssb_set_addr,'659417016069757535',gssb_fss_set_config,'9414903682509736856',gssb_msp_get_temp,'',gssb_get_version,'',drp_add_hrs_alive,'2593302212060619931',rw_get_current,'',obc_debug,'$mZ5Ui',drp_clear_gnd_wdt,'',gssb_commit_addr,'',tm_send_from,'1851674266458668629 10442444987749058129 1870262331',0,7.335585594177246,444020.0,10940.0
gssb_unlock_config,'1684890651',com_send_tc,'?@8'}|JB ncG',eps_set_heater,'sWnS 110705131403852667761487869670340617284',obc_prop_tle,'SL',gssb_get_temp,'',com_debug,'',gssb_get_uuid,'',drp_ebf,'3580055942842586735',rw_get_current,'',eps_hard_reset,'',0,7.507123231887817,444020.0,10628.0
gssb_reset,'',obc_set_tle,'3682869513984740734 1595305518',com_reset_wdt,'15865167382173204820',fp_reset,'',rw_get_speed,'',drp_set_var,'11613016984469169165 -717716984',com_send_data,'280773337933340731270214323863875126102',obc_update_status,'',gssb_get_temp,'',gssb_pwr,'-144973964 70192047903775338210814505531483378432',0,7.546888828277588,444020.0,10892.0
obc_prop_tle,'-332946509584705733268781200121671043164',com_send_tc,'58827882384009228234926364679496285904 ]xc^',com_send_data,'-2902074430446042662',test,'65938383790518758819164452378633423494',gssb_reset,'',obc_set_pwm_duty,'-907917666 133660447',eps_set_heater,'6121198125515700720 ;]y',fp_del_cmd_unix,'a',com_get_config,'-1989290374',gssb_set_burn_config,'447933737871369629 5204943469504433762 14883158528550573429 8692310634028288465 E[A'p{8 -339661299307974770683766261668554151186 -8729606768180702936',-6,7.593756198883057,444020.0,10964.0
obc_set_tle,'13392589959623944390 16406461121601222314',fp_show,'',eps_hard_reset,'',gssb_get_burn_config,'',com_set_config,'82846161 9806833328393183899',fp_test_params,"'5781524978170795454 4ZbuC6QD"" 10098347120116315433'",gssb_msp_cal_temp,'327927324760424817424662917031723848765 3138582913020183371',obc_reset_wdt,'',rw_set_speed,'12598371809997228341 tQ;I8Y.6wP',obc_pwm_pwr,'13297671219889271290',0,7.262958765029907,444020.0,10976.0
com_set_config,'547994015 6952213411853318710',tm_parse_status,'',gssb_antenna_release,'\NW7m) 14291774898080761660 yl[~vy 63700278965017254844104553952862037089',gssb_get_temp,'',eps_set_heater,'5711544595889586932 -8238928899669639518',com_send_tc,'2431916201999666494 1840823175',fp_set_cmd,'-34261224385712833899154194867436855659 -1165268750 271358235246780383760454709388322000298 11892084485519489733 272493062708502048477051286254642104402 -86888912376904258454148015398985919274 4050317537284869819 -19241714434529350125763556256831912291 -62687980023931583870065228522706934756 o@(s).T1',fp_del_cmd,'-2737751069300680283 17442047277363177449 -5250447722917557329 5558869957281863637 3209392913164199733 1109347052',tm_send_from,'-161757809 -4627966274429389771 207338588412340175673575408723563892433',gssb_msp_get_temp,'',-6,7.5590691566467285,444020.0,10908.0
eps_set_heater,'6369071407719257859 -1905981690',drp_add_hrs_alive,'cd?qp',obc_set_tle,'1353261188 3487729957305148956',obc_pwm_pwr,'1686620381',gssb_get_temp,'',obc_set_pwm_duty,'12267789987720733378 -291052762125229504538788578096957078785',fp_reset,'',set_state,'1281485307457122478 1566250233 -6635490775796850289',com_get_node,'',fp_test_params,''Eh+6K 623718200205635667 1354155187',0,7.30393123626709,444020.0,10696.0
tm_parse_status,'',obc_get_mem,'',fp_del_cmd,'-876006031 3025343132638584622 3677540241993455834 -1832079287 F+z}e&y? ',fp_show,'',com_update_status,'',gssb_fss_commit_config,'',com_ping,'723526010241847743',gssb_arm_auto,'[tvz~',com_debug,'',eps_update_status,'',0,9.494256734848022,444020.0,10676.0
eps_set_heater,'-258863874274154571790859049436511599107 5918899524079103641',eps_hard_reset,'',com_update_status,'',drp_set_var,'12266309511270549833 -110512688140585327404788905539772731155',eps_update_status,'',gssb_set_burn_config,'2006709451 Jj+fNq%YQ 1884992081842152306 -247400808259333680687544550643801840754 3978829743922780449 -108475109 2046341873280845351',com_debug,'',test,'-83915577713923302307906191066677525442',gssb_update_status,'',init_dummy_sensor,'',0,7.493456125259399,444020.0,10672.0
gssb_get_temp_int,'',com_set_node,'-956267901',fp_show,'',gssb_get_sun,'',gssb_fss_set_config,'-1394873230',tm_get_last,'</Q&cB|[',gssb_fss_get_sun,'',gssb_commit_addr,'',obc_get_mem,'',fp_show,'',0,7.330424070358276,444020.0,10952.0
gssb_msp_get_temp,'',com_send_data,'282134312150266574626678104328096148803',obc_set_pwm_freq,'-539299592 j#NWC#',com_send_cmd,'7911062511316096626 820100344',gssb_fss_get_temp,'',fp_reset,'',obc_set_tle,'-4005437194122378709 -85397754240259891226347263745732491907',test,'207235553602077508233799408889002403743',rw_set_speed,'-7452957123228709138 80166806239490863425684348850754277968',com_reset_wdt,'-1335134618222951440',0,8.103376150131226,444020.0,10684.0
com_send_data,'2033714381154251075',help,'',gssb_get_temp_int,'',rw_get_current,'',com_send_rpt,'-4973032414790092228 106270097723586049068543506085761263224',gssb_get_burn_config,'',drp_set_var,'IJd|UD:*? 6998498250357414916',eps_get_hk,'',obc_get_tle,'',fp_show,'',0,7.339717626571655,444020.0,10700.0
tm_get_last,'4101829642225265336',eps_update_status,'',gssb_get_model,'',com_ping,'735604617',com_update_status,'',obc_get_time,'10066658047958015326',drp_get_vars,'',gssb_msp_get_temp,'',test,'?vuOO',gssb_burn,'',0,9.53206491470337,444020.0,10928.0
gssb_reset,'',rw_get_speed,'',obc_set_pwm_freq,'269628138039208955952716305082750908382 -228414790271876394289380747935131288754',gssb_get_temp_int,'',com_reset_wdt,'-242524192',gssb_burn,'',obc_reset_wdt,'',eps_get_hk,'',gssb_fss_get_sun,'',gssb_get_model,'',0,7.30213737487793,444020.0,10948.0
com_ping,'3w6]jA',rw_set_speed,'-3293355488874926451 c%]sySl/=R',rw_get_speed,'',com_debug,'',com_send_cmd,'109645523392233994068791034123776578843 11541532952493130309168492774827841503',gssb_fss_commit_config,'',com_send_cmd,'-1338108325368260248 7870902292445213757',gssb_commit_addr,'',obc_update_tle,'',obc_reset_wdt,'',0,11.882034063339233,444020.0,10896.0
drp_clear_gnd_wdt,'',eps_get_config,'',fp_set_cmd,'PpcyF -3641477775450071521 -242825828517411923289307538871274062384 20093835342670789620351464211394914455 337459592711052109 :{!x 1890371862 4024700778814846818 13289946784957291421 1094943724',gssb_set_addr,'X%=xER',gssb_get_uuid,'',gssb_burn,'',rw_set_speed,'11606731554381624641 1338526714',drp_clear_gnd_wdt,'',fp_reset,'',drp_get_vars,'',0,7.645332336425781,444020.0,10976.0
gssb_fss_get_sun,'',com_send_rpt,'6376242876814407962 221160425406454566818255952083455389366',tm_get_last,'-452618849',gssb_get_temp,'',tm_send_status,'-726463159',obc_set_pwm_duty,'18353383407818837640 -1292258192',gssb_scan,'{*>I!H 12130947896097219845',obc_pwm_pwr,'4987437044338029622',eps_update_status,'',com_send_rpt,'30170067627198176828737555414292293942 -543162838',-6,6.8528358936309814,444020.0,10944.0
fp_show,'',fp_show,'',eps_get_hk,'',com_send_rpt,'131107401892343948422200819882660735795 T',gssb_commit_addr,'',gssb_get_status,'',gssb_get_sun,'',tm_parse_status,'',rw_get_current,'',fp_del_cmd,'97877703885107517072320848037416840899 3326145019784880886 -182446466 -793928930 1015363712508277159 7423135886803543075',-6,7.323165416717529,444020.0,10920.0
gssb_set_burn_config,'-133226930051216725766795407316126747096 116417055 7179901091381030769 -8514211230972679556 -1469073162 -6681402116330567596 -312907407415367151636133683120274175803',com_get_config,'12980257674449501784',gssb_antenna_release,'194302975766681056462085765848781466099 11970969383640249339 GBxi -550864201',fp_del_cmd_unix,'h|m#Kc[\|',tm_parse_status,'',obc_update_tle,'',gssb_pwr,'-184512928 -301670993032482163896733905957647564129',gssb_get_sun,'',tm_send_status,'483615968',gssb_msp_cal_temp,'-1197611025 60310943438031008517740594857787673892',-6,6.950896263122559,444020.0,10664.0
gssb_get_status,'',tm_parse_status,'',gssb_get_uuid,'',drp_set_deployed,'7250334966387746721',fp_set_cmd,'-2364715160125233522 -3872708738307042577 -1427385125 300156678503554876496896402923743306195 290207831309955804932372094660903542038 -283693435314525137794516473063800455367 1307570059 8562096420343480027 -1332841454 13654207292511295761',gssb_get_model,'',obc_update_tle,'',obc_debug,'-1111114523',gssb_set_addr,'d26Xt8X$',gssb_commit_addr,'',-11,6.635097980499268,444020.0,10668.0
fp_test_params,'-1248228850 -361446790 206898125833737076361957435544176118211',gssb_unlock_config,'-4543095158483702426',gssb_set_addr,'5935577309193759805',fp_set_cmd,'6454798846615162414 -312209524112486335389636724422143411836 -6583512872075122822933300271523576505  211595228680896299907107002833564176084 4883688926964233769 -2061594872 17088638310264741979 Ywk`q+c] {k*8QD6+&',rw_set_speed,'6587434802156174174 *5',drp_ebf,'1097043069787970565',fp_test_params,'1419661684 KVumvE -181461172042638681277923162061352613835',gssb_get_model,'',com_send_cmd,'-334050386780168349480804193769153912393 307398721898091856568394431942068591616',gssb_antenna_release,'6844097902648640743 7334037495718110989 -5189535896310073981857296472501978012 16833708567201543520',0,7.649939298629761,444020.0,10688.0
gssb_get_temp,'',gssb_get_temp_int,'',obc_reset_wdt,'',fp_test_params,'174205513224786981 -1405122043 5665613750959903791',com_update_status,'',gssb_get_model,'',help,'',tm_send_from,'14271132447714298489 4={F_DJNtg -1666320440',gssb_fss_set_config,'1522999933',eps_get_config,'',0,7.220400810241699,444020.0,10652.0
obc_prop_tle,'1261520705',gssb_arm_auto,'1477799989',gssb_set_burn_config,'7581455793836295059 248638541908937682 5523662372940741718129154362383610950 n.?1m z' 12388579252599080910 3188743731198621955',fp_show,'',tm_set_ack,'211440827551052635 -130602192822666369401163906885853612314',fp_set_cmd_unix,'-7653386730962702027 4240736909502744120 1211959596 -5987462653423393364 9141214392801686708',tm_send_from,'-1528474991 -374743521 5579550488426159043',obc_update_status,'',gssb_scan,'11711000679451448174 -268568866260548249111800983299266862024',gssb_select,'-225319144',0,7.280425786972046,444020.0,10952.0
obc_set_tle,'317974861784057262496571615873935021104 -721623777',gssb_burn,'',drp_set_deployed,'3eR?>e',obc_set_tle,'2400387307028477826 =oV',drp_get_vars,'',com_send_tc,'-1904994745 Z',obc_debug,'14324316102822572480',com_set_node,'-3493464266191337161',rw_get_current,'',obc_get_tle,'',-6,7.796925783157349,444020.0,10680.0
init_dummy_sensor,'',gssb_msp_cal_temp,'231080483207354051932909770453814280771 YK#U>r9',obc_get_time,'EX'L',gssb_fss_get_temp,'',obc_debug,'216087701',com_debug,'',com_send_cmd,'-8548832181370718487 -1920283865',gssb_antenna_release,'14976677247335244649 6323340522819416880 12884473628836316035 -8759109089779001745',rw_set_speed,'PF~]|l_ jtF%u',com_get_config,'12126750222358906657',0,7.534047842025757,444020.0,10920.0
gssb_fss_get_sun,'',com_update_status,'',fp_set_cmd_unix,'KnQcGWfbQ -3854554627622781647 1294688455941146390 i 17621176200319239231',obc_get_mem,'',eps_hard_reset,'',fp_set_cmd_unix,'8469158043188179009 9995250911935622505 1291517658 308069587095334388388115073009708854284 1894418617',gssb_get_status,'',gssb_msp_cal_temp,'Jjlp? 982106669',com_reset_wdt,'4727536276856740058',gssb_get_temp,'',-6,6.642651319503784,444020.0,10928.0
obc_debug,'h=zhpQZ',fp_set_cmd_dt,'-314591969783389894014738900924550041709 -281935605430058218540897520248229733975 b>)~.LX -4777263419608856993 323493830395657189668207592079593372760',gssb_set_burn_config,'-8344766570227567631 8716103938336390708 -827392179361971321 13834860222168027000 -437802709 1573417543 2755120504547412965',fp_set_cmd,'3303571218688987625 3445447818849806678 187536814675669084102306858846060035021 1065428900574723678128717439098113927   9829192483753622125 -y!t&m 213048063554591576624657889235193584463 -22745716',obc_pwm_pwr,'-1900306622',tm_send_status,'D^',gssb_pwr,'D^qwI<`+m 17499619234415122308',drp_test_system_vars,'',set_state,'11481612790696545853 z0Th 6771333046720775540',fp_set_cmd_unix,"'*S^/`DQn 13670480448928190189 -77402353272332305 "",GVV3nFy& -231040804673737678675031951765663711033'",0,10.552647590637207,444020.0,10916.0
tm_get_last,'2558855104456671289',fp_set_cmd_dt,'214091404181573785719043870615624062774 2115298577730071124 -117428980446384138512524675563995276039 -1340411686 58963975608679671',gssb_set_addr,'a',obc_set_pwm_duty,'1567658987 -107316229052882290423639553163497582023',fp_del_cmd,'-291907913074571692339443476695010958690 -172400583409178639479333277504741613585 ``'eCw$'j %;_z4[% -331108554921116128739393911330854561539 7397771979956424716',gssb_update_status,'',tm_get_last,'180852795803048768703800629250277152691',obc_set_pwm_duty,'? 4252446297211699089',tm_send_last,'-171865103678135035832040061159493507371 -129487396335306308951152709452346724417',drp_test_system_vars,'',-6,6.371063709259033,444020.0,10756.0
gssb_unlock_config,'3722255683398567245',rw_get_speed,'',gssb_set_burn_config,'3hq]fj 2116060850994050938 259142425307308601502506745850868130593 849895339 -7155745400264585295 -3806210204228773688 -242770208470466910730637105994753203360',com_send_rpt,'1400109119 -183942837794202251654797966753798214251',rw_get_speed,'',drp_get_vars,'',fp_set_cmd,'-1183416844 16888898178364899952 128908254154607008310094941830928178788 123219923431403993623144536428810606323 -79274180854235682154667745607210864561 7705601241511321321 W[OL&Yy 98794339 230047928012665118019024673939302946145 145391395045220091',eps_set_heater,'7?tN ;ti$As.K)',obc_get_sensors,'',fp_show,'',0,7.275626182556152,444020.0,10956.0
gssb_antenna_release,'1499044273 -47735342952273519928601067559924422065 -618421179834986429 159788479811154264863836313308878387846',obc_get_time,'sJuVV',com_send_data,"',(F'",fp_test_params,'1956656387 275244621041528566318439187831118081943 18253289698978496911',com_send_tc,"'fK},c,!-k\ VN'",com_get_config,'m&',init_dummy_sensor,'',tm_send_status,'9972236463405079003',obc_get_mem,'',com_update_status,'',-6,7.703488349914551,444020.0,10664.0
drp_set_var,'8674327621548099902 3151618531216420552',gssb_fss_get_temp,'',tm_parse_status,'',eps_get_config,'',gssb_select,'-216985322581109889260121158040262180066',gssb_commit_addr,'',fp_show,'',fp_set_cmd,"'DS""Q8k 8297270782342014021 _dU 7151919669026354575 -483251671 dI^tb.q2B 1734642694926006123 6674175147145435855 VvWlx( 16639359361475890003'",gssb_set_addr,'-264156457698618693665251880908737200907',tm_send_status,'1568863463',-6,6.935446739196777,444020.0,10600.0
obc_reset_wdt,'',tm_send_last,'270204440415595818020416004083789409915 -752816951',gssb_antenna_release,'-1468655028 -7644858004322753458 55586554549223265203857104752452534865 -8623141528006114207',test,'309179889971690670128748231560629047525',drp_ebf,'10425832088839969',obc_reset_wdt,'',gssb_unlock_config,'(v]=',tm_send_last,'1573805636 589573367',gssb_unlock_config,'-1258147617',com_send_rpt,'-929351521 C{#-/',0,7.337878227233887,444020.0,10892.0
tm_get_last,'711793601',eps_set_heater,'5 '}@d',eps_get_hk,'',init_dummy_sensor,'',gssb_get_version,'',gssb_fss_get_sun,'',help,'',fp_set_cmd_unix,'2 -242987683191310369561423268238680743198 1623689595 308434176707325614944500264169536342566 571669473',obc_get_sensors,'',gssb_fss_get_sun,'',-6,6.760562419891357,444020.0,10616.0
obc_set_pwm_freq,'c' 299827388004844140426679931450433317452',com_ping,'4842991931648064332',gssb_get_model,'',com_get_node,'',com_send_tc,'431935494250677148 3202852395619276084',test,'-4065882873395841312',gssb_scan,'+X=6ej 9824091943344503362',rw_set_speed,'111029880703096930500337822389209816066 V'<B)',obc_update_status,'',gssb_get_version,'',-6,10.304278373718262,444020.0,10912.0
obc_get_time,'1877996394',tm_send_status,'-269573577484840649701306993476624117601',gssb_arm_auto,'175971125953666852088989100894240878793',gssb_fss_commit_config,'',gssb_arm_auto,'2006074063',com_send_rpt,'-1538604691 -6179630166562828664',com_update_status,'',com_send_rpt,'17206338327977233277 1047845631',com_get_config,'-1919369596611514282',obc_get_tle,'',-6,6.501346111297607,444020.0,10692.0
tm_get_last,'5692488908030357132',gssb_fss_set_config,'',gssb_get_sun,'',gssb_burn,'',obc_reset_wdt,'',drp_clear_gnd_wdt,'',drp_add_hrs_alive,'',gssb_get_temp_int,'',com_send_tc,'[ 3599432242088000061',gssb_get_version,'',0,7.379245758056641,444020.0,10636.0
drp_test_system_vars,'',gssb_update_status,'',com_send_tc,"'Zg3Nq""R&W -166128378'",help,'',gssb_get_model,'',obc_update_status,'',obc_get_mem,'',com_reset_wdt,'16592215555704227594',obc_update_tle,'',drp_add_hrs_alive,'3387974957856037936',0,11.230223417282104,444020.0,10724.0
gssb_pwr,"'~&k}kR""7|% 8180139864302057370'",gssb_pwr,'Pu*P&QC-V T3rss!S',tm_send_all,'6145804532317027857 We[a*jkv',gssb_fss_get_sun,'',gssb_fss_commit_config,'',set_state,'67171353422900303514154931808181445237 2916912559141881118 1990929350',obc_get_sensors,'',gssb_antenna_release,'18159057177341051049 1911773320 -2578647687621999668 10907636139883713048',gssb_unlock_config,'232881933078146603791146037748621234258',obc_get_mem,'',0,7.345544815063477,444020.0,10648.0
