Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Command.5,Parameters.5,Command.6,Parameters.6,Command.7,Parameters.7,Command.8,Parameters.8,Command.9,Parameters.9,Exit Code,Total Time
gssb_fss_commit_config,'2647267718191373445 -25407578233921081043891011084698962566',tm_send_status,'4863223144708806428 1884047642',obc_get_sensors,'-5488682054981517054  5147409087161633896 -122772442000881729783881675473728586354 1985542612 9621632645561525283 306534959030366401389870792453544801342 262545922292607049350349160123550610893 6051697277875223599 3036744857216686814',fp_reset,'-1329199113309539032 'b2C844U)j -301061736066448443780064039412780018789 3774910682324308004 -1106287427519037881 -1074954739 0ou>5^ -1334292254 1252613617144305438 4175451810830519216',init_dummy_sensor,'919534550 163104148734913802010019777613350050454 14815011180303310670 12436205755224083458 -1718087059',com_debug,'167560879 -239483996478839414638857819865041934402 568222275 =!; -1497043922 825122867922556922',fp_reset,'',tm_get_last,'3024339208403652419 9046038439719138394 18419684362003193154 -8997995351876303021',help,"'-3970121097410131340 G""` 5412541103317175752 2/+1z'",gssb_pwr,'8204484475566766756 183616226 YyG+?iR A?5 17319269603406865563 -1331024893979963278 310709748384802423760214948563115004611 _Lk30*;;CM Pw[qA4MOTn',-6,6.396626949310303
gssb_reset,'',obc_get_mem,'-345398182 138692155 -170548599557683417439694652497142251567 -51256451716832050088423006363655472156 j',fp_set_cmd_unix,'-6252187344354029485 117217407790171585470430954632044487252 -83388068110220533557037488116588117733 6387959261508504498 16586099092231898261 -574719532 -758847663 -6656908349158957025 138349774619704572087072904272233751628',fp_test_params,'',init_dummy_sensor,'(]RyWOmP\ AApA]%hV -285410999588937455038469503164200834221 -5502541968713822883 6434976248773650654 5040465304835934468 1666008420 -949544398 1021338438 -304315162059269001169875464761124941734 -513246047',com_get_config,'-126778408718018536219760280037549652870 -2640826005749794180 54999079331368840457869275692183230116 3437849953827425282 1964234096 z -128878177693627911866636711032197313984',obc_update_status,"'9995346153356306175 -1895874907 JC,wzCSC! 67GV*APvH 4064513239354097506'",rw_set_speed,'191249504831894348248714734485751920099 239950558 ]z -432093844',com_send_cmd,'2438502368013733055 111590325191553646 6913813190632820866 3761141918084959298 13380390227291491040 1050603569852774888 1268770476124546538 sh|zZ -3349455446013289333 142382652632528421800185622615364586061',gssb_arm_auto,"'9091858650379419891 2655734533802174608 -1043530425970528027 ""T|) 4808483079931207194 16540290553678538808 9390378891680073480 11985695215303509896 10331544522345845196'",-6,6.330079793930054
drp_test_system_vars,'m? -308966181044521309221973470876008872496 -166767905604095871105878107203410403166 Q$QDbmR 1164184182186885370 5380655280331468534 -321790293 1127512651',com_send_tc,'408822677 -147054217607395494650730622938851247895 7499255461020299649 216512361864701320 16968917109955427687 1958877118 -248849561183441630361706038532765072178 7934521372576477215',obc_get_tle,'-5636191566216517441 -330809804 1875018476 9735496061272205482 p0\',tm_set_ack,'k %\` 277993633370890288146081073958791108036 114718882780719979 -1595593528 1978644460 16094030747820336820 -1157215761 1461578891',eps_set_heater,'-264187383 -2485617381333834289 145262799885976994108660769163753343998 1397854639 9165833692431543541 17126098879810298876 4168426978656616115',com_set_node,'-3479548772267051804 -1952144452 4639408322053616952 15573877025410253800 -429222472 4031974038841736430 4589474269867832315 1882412037 -81389636947541199116870413567262670047',obc_prop_tle,'16157793099323479513 232889931592170157016921036426240680114 -194316593337410956300131720702075520730 131298179154752863118772131132353777399 -2840573363648422831 -545070500 -214240189887637117028090091493934110799 -3814077882619864533 -246995704037266957108855013954483717000 '<je^DxdK',gssb_select,'-1419958481 14152552372296828817 4 966248916 1185661703 -133705169564724895696603455905879593892',obc_set_tle,'',help,'-11718123627464593385240389311198914893 jn<S\h 4082252897696223915 6825018342540327242 14784048562705031983 h 260469717386458235781881444798017905603',-6,11.008105754852297
obc_set_pwm_freq,'1520631190839231718 !r -140156447711010154288141623793595269747 ;H?45w] -10845135729823589 -1074057782 g <[Yl` 4755251586582941652 -5794240784939340867',tm_parse_status,'224639941495004589173426662608227013256 8409527167577466529 -57901387727907235623532851911783628819 -6810057677232832233 9836673609731260601 5p)7;1',gssb_commit_addr,'',gssb_get_uuid,'17310967197424090976 3163493391717892935 170184021447504446335935068627203412587 -1876801963 raw= 65253623763891692063792178676119885647',gssb_update_status,'81614440590916228000038142872822757011 7926386289673024082 `~d;t 10365299613896425768 16855932020830420125 11582865575617730334 9895660806560426368 17608671791646788576 12836644115538295192 1304443689297366406',fp_set_cmd_unix,'3487736793840584265 8431227702998112015 1163031277 4443539619424061440 -8540753213741107321 -197197099326047654095201396653759958150 -812121343 1417645835 -67114458332223702715308918611501046719 -2028085513 885890769',fp_set_cmd,'59729842030109145825413966808943760118 -257248022489876560907647019568346428973 300520405585306356755421737450015703298 BR2Bp`L6mW  rZ*>bxr^HK',obc_get_tle,'1058798796 37207860642286562822391870939359074264 -1304948988 304239632507572979113665967930919001016',gssb_pwr,'11802980769545874845 -1077975763 18199138109943816493 332653504896179527547360211341115221709 -7878365861594641689  H 3670053824545596907 N -2864406192906709351 -1243222468',gssb_get_version,'aas* -338405606417115059260728977033219252226',-6,6.552479267120361
fp_del_cmd,'-2139568766 -145128341505683989028752040353261045267',obc_reset_wdt,'-1055863797 r^rbC LY0H\ -255691429331976064525629148576866677029 150199467282258210419843449133157507908 -8478639778823387434 -3968625421031432421 *7ry2Y+6 H|c=d 44608269619031553942909747446916232434',fp_del_cmd_unix,'',obc_set_tle,'929266606 F4=V?(5ne 810246018 174847962855961453297261343967023518747 \7.3 -946638107 #o[(:Q 2008093838 10648750713656660528 -17384468483372753 3550806216068305212',eps_get_config,'182165045638654233399115280815919463704',tm_parse_status,'{YH -278968005106680855844156784107475549567 5826657242550159915 -804610062 338282442649203957800661008115398776565 EPR07Z 1058967890 14125140867241725753',obc_set_tle,'2133692731 -8667807759928498194 -1247392893',eps_get_hk,'12773318794514041338 'Z-xq',fp_reset,'55135469509907544462046915806084459797 -332594635152169336508472959784120061792 5925269007054005893 -162882964338233711480854478608155860591  119864090707572314643052708977258319399 -8458884924128513355',fp_set_cmd_unix,'-1609035816318950492 16777200203370011004',-11,6.531891345977782
test,'74859427644151811782004252610284008593 -137832461309771929029663613113289697779 89148520162808238448008256959358387413 86852565 8290900222526378339 3784095396309737449 1181163912743042887 -8587564697919615434 690421106964055975',help,'315411219705648454986816359969110520633 -7720314534899801071 7757513943792089886',fp_set_cmd_unix,'-933472886',gssb_update_status,'0C9Z]( N/ #C0y -447465367763459988 1634299826 17770737384019577229 11086315801827905230 301378234849101928913573174619930485937 13060405808150187634',gssb_get_uuid,'69128421595176674758335638435929401162 -6317023843359787580 274760195001450141748396757689439284666 -6673682988118093484 2975791501721729649 17805218928312206855 {Leb\E%^@ 333861926',eps_hard_reset,'10113063669803752197 837965967 1032999885  16813244450756698370 12266529467540660791',eps_get_config,'-61446280749134507251564388647015268837 -4487173129150144979 8809468415857048108 9794750966973526593 558463607860475321 2JzSkZ -317038453888375583468610623739488080517 D',gssb_set_addr,'200716948',obc_set_tle,'',com_set_config,'D)j&Y',-11,6.769422054290772
tm_send_status,'421392092 Yi3{m8 (LxZvv  :_M 6935806373098487601 -8340560675498717396 157009624',eps_hard_reset,'-295972934431577486590191673623574703287 315548618734273002104144044327300889029 8248064961279804584 259334147971510739490538767946079215780 -7041425742741205703 3008158671870168858 1045834776 zhTJUO:9',gssb_msp_cal_temp,'-245376300788224180471667200699954216287 1494854739998358899 245690850567702123227356373804310472331 1668118969',gssb_get_status,'60154781605108131501229332767089542782 974475262 17932905350106312297',gssb_msp_get_temp,'15848918391063433358 ?9q2W&# 3235041910525441617',gssb_pwr,'-3307221345342249222 -673471979 8170982808047386980 -1739659267 (80y@ 1943407917396222466 296359796678922736754961528567260591188',obc_update_status,'-151932322334012348155720912688202309873 7602578269050213121 -405864905 KFMt((@ 2146036271 *g>Gjc 9344299574509989972',drp_set_var,"'6914150484790336295 1584851702063770468 921239098 d{<un""'8 174982144187440706523007824187663681497 7049990579297637437 112069567904243418010148526677038727695 '",gssb_scan,'419473560',com_debug,'16958762611781838350',-6,6.535447597503662
obc_set_pwm_freq,'-1164879181 Cend;j }4gH',obc_set_pwm_duty,'232553842279131773153385357381857795124 -222151332688357429160150817750259138035 -310154727792457043349108776221388237998 284275520455054637985448050876761508161 153257503471523003046670373764361000883 KV:n;$:=',fp_del_cmd_unix,'1435939558 XhwFgr 14392885635385853137 tL7')k<)2; 1738783676',fp_set_cmd_unix,'286513822 1558280378 7451818005676948275 932483601 `Z 12595836467509566944 1764317045',drp_clear_gnd_wdt,'',drp_get_vars,'-6835934281508091149 -9116088239605618322 787001818 .`%39}S',drp_set_var,'123529821655585537346710089988913794950 8397445439177220225 11320184480510022028 9214970373388973947 -8262388669290027867 991867001',gssb_commit_addr,'3669015216366070653 -571862461 qcKhWW 428822701 928368651 -4954432875701248367 -337465656010431494774321094652465033209 -4089926232186712011 ROFR7aXb 65',obc_get_mem,'+R6 861147587 -851235448 7668616343212046232',gssb_get_temp,"'i!'}# 170821870 -1339672951490830888 12639137442416484322 -83951793300807210156269985071366631789 240501249 i4_*5{,E 79347103379249091218117920016881909958 h,^Q4@ 21289643657785563357047956396603401305'",-6,6.356611967086793
eps_hard_reset,''ZJ 6882785235584623053 -97478082787243738466118509835599270814 7851866124842710793 -1868104220 1104497690696022082',obc_ident,'-63020641524583451002355983093125758696',eps_update_status,'11574439057160831517 ;f',obc_get_time,"'9850990826151766328 C,4E_C_=(I 188308193 333497103591356720940926849838881376572 503414615 Km}P$M>f{ -175657240 16888494977188568485555746897255584402 25BPDoWA -603906236 7002259291176435992'",obc_get_mem,'8906581134640984057 3zj -204200237344494941037798078709251494422 1561305426 742180483 15722243591470366212 -166401966732715672278327224836402379692',tm_send_status,'78758563913776503755960128390632579117 -1747055804 -1676678351 -265631732047336744082278343164049331148 339315518 4905351357669366472 -783579978 892373971 318324762099873825',eps_get_hk,'pit8iUh] (Na` Dg -1248149609 7383581066110931776 ff -3886255679233834415 990757552',fp_reset,"'-109549093345061306667216272263148005863 f9Tmu;0 1143815719 (:A:>p 1058632233 -8532123496924037407 14356053549379860135 `,k -234236777345231392'",gssb_fss_get_temp,"'961950874 -908999366693058365 &J!)""T 3734811561569602100 B[gQ{ -7061999864779710755 6144517521066704127 372313954'",drp_test_system_vars,'1252331894426607701 1583980049',-6,6.6169114112854
fp_set_cmd_unix,'-6852230719875492870 857032316 2046096280 870841309',drp_add_hrs_alive,'$zA -4299271507398199638892242327739971822 %\0T 493249300 [Ookw 7983783455855366924 10881404308619966894 33565241415943410640028895887862736044',eps_update_status,"'-7502611544932943879 -138028048342840389256146830050526061889 -5338768378765745503 159488840333671432755404811009962909992 >AQbk""^XK -2480733146819151674 1660271326 {/3X -612847491 1777737286 ::JP'",com_get_node,'327497039635222614429281980728207365547 -1577135513485568209 128279505861069755818212608926783542632 -3641552817550543227 -3561320336842941657 1828698982 -1108737437 az',gssb_arm_manual,'3774916091053912587 6667962234082952878 206008512631006225311518231363265331511 205686018 6635566340557120955 148760941 199128726289462333 2<TQ8Bprr 1754048360009111641 17859497086773509034',fp_reset,'-1548690902 -7918363853819924422',fp_set_cmd,"'(TCmi8""&r1 -7850211162777035946 12681958757401427474 1067168383 -1122072374 71537362465572440108214465692162905711'",gssb_arm_manual,"'^V""+sTQC<Q 12205650401117922973'",gssb_set_burn_config,'-158731500 1976535852 1195375787 4743339270099855176 9196786626709280923 2688903972903900986 EegrK: ]*fa37j -242038393297104388686414552505589280674 -522370545 719072470',obc_pwm_pwr,'Oy -1341436576905104549 -1214618184 -8046415421695140436 -5768180813496964152 6533237582201813611 8631114657746973178 81K -872543251 -1074049836',-6,6.473071813583374
com_send_tc,'12289432212371704898 -1968125551 -3954871844137650622 13871796929205209873 229405081822874049010152779056635849611',drp_test_system_vars,'SuO#sGk{X E5=dO -7393281031133172858 Mo(o% T!H` -1907399732 &k`0',tm_send_from,'14827439303935631120 39505490200762416775050344851673131132 -305578281008198858974481697376770413890 -987793228 -1733188067 7469180294885625757 8527481578487257955',gssb_fss_get_temp,'293157075743338888868420329810079483883 -288250891 232068574414592974315550609680999990145 187331406946389909280485158715260409956',tm_get_last,'305501817284573985903669301231731498228 15471470088951749778 a>2D',gssb_get_sun,'2880365841049438214 -2387642047196494306 5401217356115073461 yt[B|KS16 7061764203299613608 /JPs. 4972025827725230297 -2319168445293769101 10189314932334510640',rw_set_speed,"'|SAK"" 331117609395974315822235265040220955805 -7931214069905597761 -183997007555482165263873486375256558660 9661632552964449482950357945545747603'",gssb_get_uuid,'-71921176988564052743769918500601471213 xR$*Np\$ 141449690748944718731765821139585777315',com_send_rpt,'1595009919 1714742454 axgp\v7#kO',drp_add_hrs_alive,"'-1811152758766014689 =&i`""o/d -230065549405836658046451102506452929484 316240837895552482080599636662531203417 R 11739403492448337897 -277854838837245080'",-6,7.2743661403656015
tm_get_last,'PTO*2dO( -111794301181151210161042391507771513403 18356620763873608544 t',fp_set_cmd_unix,'5860548629416040330 13309151470120967465 18099743861869424261 -1349640828750810348',tm_send_status,'-1013648243 6091333747630155910 -88411685 -360643682 7%fubCM#r6 3745905342932455903 16975440599224785842 #fz4 -2804094682098065795 /jkf_fZ:U u5s[Q',obc_set_pwm_freq,'17553615520595902543 892825664 4073785996077358037 -257600879363697771650081560759396186495 269481884876896853838474034050248223668 8300735389379447 1975800746524554166 S&@mJ7 -678334791',eps_get_config,'-9067473025563852061 -1391138224 180987975378244931111930634270440523289 -6275538595738260815 -504393218 -182143930939571144415836791242376119403 777124414803574598 -2432699285961847334 301670967417961960781992232475209336293',obc_get_tle,'9298249193507818688 -235253072714063497948797338879026466154 -1095024257718836283 -2007314807',gssb_pwr,'-287231800876675877714566693850272152900 11083578404979435381',drp_get_vars,'11322004944736631995 RLmz)\ -72339959243734084540901120504303834077 -7874038864467849197 25761767726144577989542430719307523255 1176428968329086350 2201403165649675615 94316055819364284878255689542160016036 171601271751340374299216415354441144208 326197372352551278954382864500833942766',gssb_msp_get_temp,"'oqW,ih9d9 220505639074882289306418018956931162031 ~ -7535750078769312832 -6793946987599581857 -11345946395764446'",fp_set_cmd_unix,'4100866471462483703',-11,6.440560340881348
obc_get_mem,'16752012972102102112',com_get_node,'-186725525018651368680027363901414608536',gssb_fss_get_temp,'',com_send_tc,'-7562454834380279101 8398009767001554449 -758566812 -258379412902289884639869178726184057123',gssb_commit_addr,'-1672298244 Bw$ONs&tm8 -505456028 1502446971 12773388223815398912',eps_get_hk,'7139052569923021197 7225561673316772586 -7784044881228202127 3249084306327988368 94197951851114618 9089284330830411669 -6197989542257019168 5813594892776165051 6856651573089871776',com_update_status,'16133390892692510974 y&- 16033319714811339364411212524147645556 4000051589576526090 2348004575523371088 Ud{!L*ZP u^k\M16 -102647841778631508734490743405024721710 :g',obc_get_mem,'-193022743891288988 2648575454708496871',gssb_set_addr,'-273453536212688416688906006645186409937 5935193946647216390 -639030432 {YEidG-+:* 15658968703721216627 10493868764493732511 -2635634178718015052 3404279547158515995 -2092329277',eps_hard_reset,'|7/T1Mt WzXj|i 46695877804743587745119045354353381189 -39833143021303889781879568635805998424 -8639095639048950863 1683085882 2037079351 ]FztR~Ho!^ 14369336520416169181',-6,7.80893874168396
rw_get_speed,"'-866724089 13949190225642937413 .(;h aa4 &(-z""'",gssb_get_uuid,'OMQNV{ 243581276222157599236522877311919972324 1148590386 51447456007232478161776506191991476147 -935968481 1637293247 123169374 -119518791574211356643126514666158034978 1738604122',gssb_msp_get_temp,'9865455941788007577 N$wsnl-& -5658544206228624943 516469052 12118424444820666650',gssb_update_status,'',fp_set_cmd_dt,'301314110575207568537294988711690694940 935293648',obc_update_status,'208570375336222701425627220226492408489',gssb_burn,'',fp_del_cmd_unix,'255607295981043762962989512908782326929 4532383586555793977 1157247998 65863453344693374112178816513134944934',gssb_unlock_config,'-1572764740446876028 b#M$VsX*2 -1409915096 x5G 16828321702503639630 -4860151578931875757 1299880804  -8177736217979426704',init_dummy_sensor,'2451234132327828684 372162799707486895 13132790701813081348 :QT.]6VhW 8019145484790895185',-6,6.712327480316162
