Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
drp_set_var,"' m  ZE} 3h.uHaiK /""JO; A?_sNk ;eV(k+Li Lw@?{Nr*i ^yJm&Re g8cv5!J'",com_set_config,'hx }E;je13lr',drp_set_deployed,'M',fp_reset,'@XRw4UAX4 ',fp_reset,'',gssb_set_addr,'   !2(302up Ep3d-` l>=b )kh u7G /d+tk&|',obc_update_status,'lJ{xn<R  +a EL Y??RhJ|X $9].gL ]dam* }a)EnVJ an} B!mV<Cll5J ',tm_send_status,'',com_get_config,"'sr )V2CWp;.""0 GNn+VP'",com_send_tc,'',0,7.268741846084595,444020.0,10920.0
tm_parse_status,'aG6e 9TTc? ;=Uv:!)X mSw+K6.',obc_set_pwm_freq,'k  t2',tm_get_last,"'Y5 ys) a2<#ASL{N, l'",com_get_node,'&ne #)X5+/1Oq ',drp_ebf,'.?Qvb $I3qK/c_e bTqST m:;t<!;:{',drp_get_vars,'[I'kp[1ml_',gssb_set_addr,"'QZ\uQ=k  P{hWF N@}U+""W b0bTFY9]  y]U*DW^'",gssb_scan,'z00',gssb_get_sun,'Wx rBR',eps_update_status,"'_K""R<5Pv >*)}0le E 4P""eC,XbY'",0,7.251403093338013,444020.0,10776.0
rw_set_speed,'5',com_get_config,'+LX QOtZc fg 5V&[KG%k: \s4'x^ t%5? 9tZ  Moak_xf }.b7K0{',gssb_fss_get_sun,'VUf h[2 ls[[7 cXJ5\*z 8R3ri FL[Kp-0 [w Fo5\}tri.* T{LB:=',fp_set_cmd,' Vtc i  *uD#6UegR\',com_send_cmd,'El:jl gJ/ ^6 YW  /;{dNb 8$T`a\_',gssb_get_burn_config,'S9It I@QPfW *5  NB 3'(Mq;r=H! *9-RiK',test,"'){3;42K65 :EyN I l>g  QQRN5sf(ht P5.\uC( , 1-9'",drp_set_deployed,"'""GqCS;gjF 7#6$=?0k;K Oj 7_= ?;k}'",fp_set_cmd_dt,'% g i@z.[+4=b cRs:',obc_set_pwm_freq,'= &;^:GVC9',0,7.250258445739746,444020.0,10648.0
obc_set_pwm_duty,'dlLrS oE9HT_I O?<>N;u  E CA8n V( &cc] dm9SN]f/',obc_ident,'% a>)| s6|<*?G bFA4Y7 j hW57BQHLM} 8YwJm :rZ1{%oJ yBN%/c|6cZ S^PyV(/lt wZ@F3ZmX%',rw_get_speed,'',gssb_fss_set_config,'5#',obc_set_tle,'x;n\(c 68Oe*2A> ye! -V%&Cf ?s  R.=9 JAm}?Vd UZ2;ml',fp_del_cmd_unix,"']J] 4s*n+ wq""##5.n y`@'",drp_clear_gnd_wdt,"'%K.$[f6,5 91R_o{EYr'",gssb_fss_get_temp,"' *1|nJX`wk Sp0@ xmsp<c9 i bZ !Z23Ixr"" Ky?gHk n{iG%''",obc_get_tle,'#',tm_send_all,'%odHF>L y@hctTd k(@0ik*6+ ;_r[Y_ C] A^qp'(5DON s&GU}Re.[x ^Y9KYt=$)|   |e'%.',0,7.319695234298706,444020.0,10664.0
obc_get_sensors,'',help,'}>aVt0 Q.7+ldX',obc_update_tle,'lg}',com_set_node,'',rw_get_current,"'!D7+Iggjm ""A(""tR('",tm_get_last,'vN'- HY22f/3[h` h*+YNP cp [qG#'$Ai1',gssb_get_temp,"'bE[G2P>7V Eau+Wiw($ O5pnJYinmJ > ;L:l 8l,+ n]'TknOy9'",set_state,'',gssb_antenna_release,'E)[`kqq)O! =B]'K7 sVQ!|2HYnT (  N7!K7<.hd)',gssb_get_burn_config,'iU#(SH=3C8 P#!$b!Q^$ C^  ;kD',0,7.3450927734375,444020.0,10888.0
tm_parse_status,' ]QVN{`$i L%By (NWf_]OQ',tm_send_last,'2cW\',drp_ebf,'C*?S<T{A_W QGnrJI+ L v*PWp0 ',gssb_msp_cal_temp,'9zMB9v4_Rn ',drp_ebf,"'}U$Y#;1n,?  9_@g& dDB< gIV+8 Mp ;;@7""! Bazgn< '""@KG8_6b7 h'",obc_get_tle,'OFpC<aJ?g w;YXh>LHh ']gDD Sne|[swX' @Oo y 'FFx.xM5rP ^c>Zj?',obc_prop_tle,'g/RlO _8fnP + ]% f$.\d Rk$?w'Zs ?4U ; vj}>U Zn']Gln:p nF2p?',fp_reset,"'qA0># x u!|xeML -+8jKw{%X H*""Q Du/+.gP C`ELX &%RHp,'",tm_set_ack,'%PP@A#vM 8/m6 \ `>%dQ  \V>o_$ @24K[0vR] R3@lK TdPNP L',fp_del_cmd,"'{eM(K A;Zq,*V:|D 1jj  RYum7x ;u.(F{Tb^Q EPbAK-G dV Kf Zlh \!h^R?6$c$'",0,7.378095626831055,444020.0,10784.0
obc_get_time,'(&{ +s[{o]Rv] fZ\pYDRaV=',gssb_get_burn_config,"'>]EUs"" B)X']|<hHl |DTR0 /C 9l{1,(V0  7:X<}EU<,'",eps_update_status,'\ _-maZT9T}= >I6bNP^ FOl 66:dKlNrDK  !Z ! Eq1][!&K. JvVDKK6B sn',com_set_config,"'GBQs DzC_  Fh7%c{f,z cyQ /;@_c]RAa V x!jvjna P+YT>Zi/yY btx*r%3.* W3!xMXG'",tm_set_ack,'HZeQE',com_debug,'#WZ@!B]6) d( =T R]lS H5  ZpNc\<6B& %!^7L !maIXmw& [j*:CgAy',gssb_antenna_release,'bm]aW',gssb_get_temp,'(<f#0=p1]t B^Db4^| at8o1W-',fp_show,'',com_send_data,'d `OtP7h$- X/KQT_5O>w  \c8Aw);K {-c NlRRsZ* %x^sr',0,7.649216890335083,444020.0,10884.0
drp_clear_gnd_wdt,'cC:',drp_ebf,'z#8y?3w]1K',test,'R h?9\[ *r=',gssb_get_burn_config,'z1y^->sPIQ r;`I xgMD',obc_get_tle,"'=hV?O\I<I #_FpFm_,  'v'",com_send_data,"'W /?zP 9 ui?T1(c ]  x sn/m), AR 2K7Y067txj NnP!7'",obc_update_status,'IG` Bq O 5[.8 6<1dRhzs',com_get_node,''h@s F__ 4[1e_RMqG\ X#B=D1l jHyX[C<k+^ ',obc_get_tle,'V[L7 Y< \Qavre',eps_set_heater,'',0,7.674283266067505,444020.0,11000.0
obc_ident,"'a,s 4q 2 e82V#hF<b \z&oI6%<zs %r88r  XXt !*9 j'",gssb_fss_set_config,"'bGG}z>t   Wp2B,FM3C &@5N7 * we2+F+ (&Q> ^J`'",com_reset_wdt,' &ysAS9_-z',drp_set_deployed,"']or>""'",gssb_burn,'',gssb_pwr,'+LC7D+ I4o5{C3\',gssb_get_model,'?' ; O.Hk{Wu=x',obc_set_pwm_freq,'&)Co@81[ J&b8c@',obc_get_time,'<3KEgIjMiA YTc]/nv',com_ping,'QF.WHCR&$< ] 3cU6Yie? e?O9]',0,7.220954179763794,444020.0,10752.0
tm_send_all,'',gssb_select,'pp4 %>',gssb_arm_manual,"'ZH^.@o,me 4o}`k } x)3(.`f'",drp_set_var,'',com_send_tc,'XAB%v>UXJ- {^MS{{S|P Zm|W W0p',fp_test_params,"'Wbl9Wq3_j'  ;p 0sp ]#GHc`ihQN [Jp+ rJk W&)zGW6.-9 <R 7lqa#6sb ""CHFa.j4&I'",obc_update_tle,"'PG,5\LC G[+1VY"" %g-xW[+ 9;_L]<-nkY TXTD''",gssb_update_status,'nE| ',obc_set_pwm_duty,'K7<TW d`}3|n  3&y$7S',fp_del_cmd,'8P7mRX z',0,7.3233983516693115,444020.0,10976.0
tm_send_last,'  .C(eu59#',init_dummy_sensor,"'O[""5'",drp_test_system_vars,"'sn""!i""E@ Ui>IJ1eDbd fotb mZ>  *xqCAmra  )9?^ 'S <| bbb'",obc_prop_tle,' 3Fd[]Uw $)j] ^__t|bc: WuH( ^`QLj  9I1',obc_set_pwm_freq,'FOp@S1x[ /y Hu5;Egh',eps_hard_reset,"')SrJA,jXP #WxA R8'\]UW0K OD-8L_[V )8G[P:o \p '",obc_get_time,"'e(HzkyFu? YkS U%2j0Cs-W <HD Rn._f2E[iX K93>*12C ?6NaP <_G^((/z ;4D#qP""W )AB=9b<-'",obc_reset_wdt,"'$! xPtP  rBTI"" ,_AQ :XF4T  0@a$w@1b! U /V;*:'",eps_get_hk,'',gssb_set_addr,'z +',0,10.691885471343994,444020.0,10764.0
obc_pwm_pwr,'QK ZzxLt0M$D',gssb_get_status,"'""Y_WwK; _m%9c<Y9Ms 2v+(8 V hAKSX,y<^ 5kR}Qh;0&O ^tNa@Zl 7n'",com_send_tc,'0En7'% Al.$8',tm_get_last,'> #5a\k>w tTGb|pt\ d IIc',gssb_set_addr,'0 _ah..@Fq )x:u7m Hr]N|RZ',gssb_get_burn_config,"'0k@> X+d k1 >,a9 4vGL! C.Z* CAnO pYKxr'",set_state,"'QOz Ae*!^=V<O sGrnj"" rX H""sHt m%oX ,6/L6s q 9o.*S !2kWZ'",com_send_tc,"'?Y_KUfH$EM mvE J,/q\7 -Qr]dwPpf'",fp_reset,"'mI'c] tt*Q]8Y e? x[_F)[ 4g)nPOP`9 %""ak?w - xkxHz'",tm_send_all,"'dc\`d8m ""qof']$.WP Y4$ mnEX mO(Y'",0,7.265941619873047,444020.0,11012.0
obc_get_sensors,"'RoY EG{iDN< ""Eb7q dq$c: "" =Obp%Ub@n( Szr4P'",obc_get_sensors,"'>E_ m!!J Ynjk RX gnTc^$  3u onRT,fd.'",set_state,"'`BJV  Y0D""^{J hXSD_{jd< nVY P1^ _i^v]""%X'",gssb_arm_manual,"'V@[h6)fKe7 4,eE] /<O.5  >c'",obc_set_pwm_duty,'6zr  Y5 3({kWI; ]bVf`X>#: S*$o [*2U;cgX',help,"'0j,T7!}6_n'",drp_get_vars,'',obc_update_status,' ]K %;>;H!S6)',gssb_get_temp,'4cWT qv? ',fp_test_params,"'&prWi>|w E2<<[@q j9vR s4t=T,(x +8lKClj ?C>Z |U Aw1C<BPL YsU '",0,7.423811197280884,444020.0,10760.0
tm_send_from,"'v#ij0a  4RO""@CsX _:<b} Oh0Aqt` dP7h?+f:n['",eps_get_hk,'^Wcm( %/;.X9 rJ  JU 3vGm I{vF*xBE !}j_',obc_set_pwm_freq,'',gssb_arm_auto,' {`H\1n ?<hz xHsmogDZmA 6O0g\ 6&Rx+M0t 8i + ? M_ h',com_update_status,"'h)8rs) M""_:N <A.p]@<o2# 0>47R _K<#wA^9? DS`:un8 !V-'",eps_set_heater,"'=p""ju0e'",drp_clear_gnd_wdt,'S\AriFL< iR/ (7fRy#)w}',fp_set_cmd_dt,"'Z/OWu Vg{hQ - `q){}2i 5q3ea`L,,e RxS ZS\KT4 8]`x'",obc_ident,'',gssb_msp_get_temp,'BjF v am',0,7.250990867614746,444020.0,10752.0
tm_send_status,'EeD)ZS0`.',gssb_set_addr,'Hs )bJ.NYw]'V w< +8\ 3EZPEAsS *L3gf/^3 -kcYQ+7j YN!iO4V'' F0Bj'Ne ElRoZDf23 KZjXU{DO!',tm_get_last,"'9Q T"" 5R`$kJt ;0BYq&YC-""'",com_get_node,'MEjCD  P &iF tc<IxCcJVW :G2Zmp$: CP=7TU T ?x',eps_get_hk,'E'6o_[W %py:T>  IY{5;tz ?_+[C Eo #HS*5(J.6u',obc_pwm_pwr,'Qh!! f<)'+=m : )r:   qDX& ZZB]HM(',obc_get_mem,'Wh9 SbaL',obc_set_tle,'ld|9 ezp X2DMp\| x%MH>fPTHl 3@b!#bU6; aQ;p I ',drp_ebf,' N8&5 : NJzv& P+1.3= 80}@1XVV_ s',gssb_set_addr,"'b ^Xm>YG }Smzk`NP -JfA6Ek.G .WSNR jqan{""i [b+EL%`w6  q'",0,7.359628915786743,444020.0,10752.0
tm_send_from,'',com_set_node,'',gssb_get_status,'. o(wz Z( 7\ip1 `f!E0P |u;M# |-#WwPUG _<UGyE*A*[',gssb_unlock_config,'J PsX/_9!PV? BzdC %LT?HGn:$ dc0y)' E',gssb_pwr,"'m:3R?D(wl h VLkf79 ORs] $0fG) \[<yE&KYi $tY3YL,Hfd'",com_send_data,"'""3^Ostrjpk oYtqX<X#, g [9oS< (-Kes-v6 'k$Xa_Ph<8 p;n '",obc_get_time,'COwd PvtZ@2 Yp'K {6]*^hl C%ofIt Q!^Guwug dG y>p  GM3; t',obc_get_sensors,"'O kZP P1R:P_] ZQ)0+kA  \. `v\ c |""!H}3xIYY ;p6e8pkX] CKJK=9W'",com_reset_wdt,'rc cM^v8>i  v[.6I L?PjP _*Hd5_$Z $uF 7',obc_get_mem,'bi@t\Yx(oz 3+>6E0n96] XEh4: Q',0,7.437298536300659,444020.0,10984.0
tm_send_all,'K3JHl %%0iHrQ ]>\I :%xRVP g',fp_set_cmd,"'s8uJ*mc (YX%,dqt WGO>\@ ""- u!Z5Hu'lv F:O %kWvQB$:k m F?BNU'",test,"'p, !qrvxZ lHiqPU X9 }H&M,_j! /|>0Bms}. _(`1Z q'}r& 9iz'",com_set_node,"'A,/""'Rt Fsgc{  k\Uf '",drp_clear_gnd_wdt,'A`D?gY',tm_send_from,"'0wkG La#9e 3x X'7""P 58O\.'",tm_send_status,"'st?t`4L ;@X/ B1,s|+ 77'",obc_get_time,'a#X%&g( YtS55',drp_add_hrs_alive,"'5uSA 8Rv2[Wp$A itT?/X%Jx >1LFo5 yX29gAF^b , P {7FS7- kXd`#f:K5R T.%X[iKV-'",obc_debug,"'`s .) cl%o>1 !fd)1c4Y + | Ry cO""e>}^i 2'",0,7.239923000335693,444020.0,10736.0
gssb_get_model,'X yp9VN3-6',fp_set_cmd_unix,'_5}0DSnV S{B)OoL(4 CU.KW-J PGwK=i ='!&]4'eQb n',obc_get_mem,"'bb,|+rUF fM:/@SJ(}  t=Rr""SB""e$'",com_debug,"'>$i:jw() *4e :y"" he06BSQe{ o\2+M$Q BvlY83`""[9 UEE_m '",com_reset_wdt,"'Q8 <V Z'm !Tp  IVS$ ""6^'6T[/K b, m_1!$z|O D_j]1+/]P '",obc_set_pwm_freq,"'] yYu3HN+ + F(;o| bj3 bb{1 , *fc?_ snP]Z]1T ='",com_reset_wdt,'{vJ efS@uL9va? ;?-(: a f?=<2 sm1C`d; 6 bW\ZwR ZQV&',gssb_commit_addr,'Shpy(',com_ping,'e e_=g}e (RBL[Ni4= >VFTt5'!q',gssb_update_status,'Q gb </vwOV ]@G9v Q*cp=N( mCxE4sw'jW (I&5(lHNp e BH',0,7.267843246459961,444020.0,11040.0
set_state,' \wOd  ',com_ping,"'p3fR@Q?EQj os`QNc t X Y3E 0 \$5E?e C'!""cs</'",eps_get_hk,'+# ZhzGd.- +FEFS31J |XE'4nM=f P_='RvHu',obc_reset_wdt,'3V$/ q8m q.*Oz y@;)jo 'P) Z9+ |e_  <{hAdT9U*',gssb_select,'\3_ =  _!#Kw\\ OwQi-}i p YEX{!oesHP e#_U*.6LYc  ?[z>EH17f',gssb_set_addr,'',obc_get_time,"'T]0g.* |^,j| > '",gssb_get_burn_config,'x2s+&`'JPY  F1k]:G',gssb_reset,'',com_set_config,"'H""W9>8pp 1)?+hHny 7e71Yq<T $.=4>"" h)l<Rw+y, f'SBQCwZT Yc^0&V bS*lkH Vp|%KV 'gcP`$G{s ,Ez'5-];'",0,7.3376381397247314,444020.0,10752.0
obc_get_sensors,'& 5Jt;m$#{^{ &(`-A/ }U^Q>tiT F`!c9d I<;cB #c0u -;.0vOX',com_debug,'',rw_set_speed,"'4x>0Y mQ$,v'",gssb_get_temp_int,"'3%"" Mo[yXn )+u5tgT3< 8/,&4Y.up9 b$B.LH'",gssb_msp_cal_temp,'?p.wSy;hI ;BT1',com_send_data,"'eb/6t #] mOA<djp :p@""jR{z G|@Rk,G H&RAg]Z@z *Cq<K'  WY:M3J /Y#Z3!0O *s''",gssb_set_burn_config,'OM; rtd\p` D9+Z6 ',fp_del_cmd,"'M#(Xhz; ""Bv1biOQ&  ?oo8<Ztm%H Qe7m[ $Du`y'",eps_update_status,"' ^'wzR|g#Su eO-x-( \2sti*.""\ }o7\^#hz<%  H=`:c3-p jw[<\4y-` QxsW' TA F7c%'",obc_debug,'Dy!stE|%z w}'05`-dC'',0,7.405685186386108,444020.0,11032.0
gssb_pwr,'&u (dFNJKX J`;LE',drp_test_system_vars,"'""Rq'j ;X#gQ+43 N;^ NOyV'F|,{ OD &J) '",com_update_status,"'u""'?@ l`hf-bO s/wNgKxHX9 :^ 5/Y^> jN\SL0nbGO bcD<zzEn b1 O'",com_ping,"'^w(Sj|]c| Ovu,@$SYp rDs'Jph&:  X +""J6B""$kLL'",gssb_msp_cal_temp,'$O&^?!9tIH vsGvFPU(} =[s3f- q5  '!:gOgG',obc_pwm_pwr,"'' II\R &vib,O :S9 'ul'",gssb_arm_auto,"'z_kC9; {Wp0rTugJF eu2K@SNs & WB+('\ Nv^i*Q 7 338mN:%NcL `$,jF{Ix V!e04YwTC3'",gssb_update_status,'',tm_send_status,"'/=o.3en[\j J}yL >_M?&y0->: c=U>Qj y8M %XLp g:K ud3dv}r*j, )+U2 x ;`'IB|,b'",help,'1wGkd56pw V  *>| Q  QTMRy  4 X8[Uxme`X$ x<PoT',0,10.619115591049194,444020.0,10980.0
gssb_pwr,'}$N7OCu& 2}'8i2 PiVmF} q=4xjx[ %_JIVzd[ #grYQ)YE d>k0jN{d8 8R(k TF?8#bm',com_ping,"'ZMQ67V 7 /=]}w,- R;XtUQU3'",obc_update_status,';p *Y>zK & [ ',gssb_fss_get_sun,"'##d M[uyc.n2yI 2S8x""j1 _6UpyJGS z 2 (  &!{J; (@8eMY JA//Q'",drp_get_vars,'<' VQ54Em!',gssb_set_burn_config,"'*WM&T5U; DD-Ny=O29< D704  OY L /vxTd '}oh$1;|,i 1bgD r}0Jdq5'",gssb_arm_auto,')g',obc_debug,'i5dxWUY',com_send_data,'3olYMY!uC F@u4',gssb_pwr,'',0,7.816092252731323,444020.0,10704.0
obc_pwm_pwr,"'un_^{|| UQ U+ITih! 6O""*o<,l F@E'",gssb_set_addr,"')w!,,e)N?2 u$| 5NcIGI#ej /{+tcY JhTw CL*?>d'ed {mi] <c{LD@T#F BG7,fhs 6'",drp_ebf,'MHE?QmwFN(',gssb_get_uuid,"'n4Jr? Hq &T5,zY& On)Y3Y5 <KVc'YTuR{ R}dZ]mEtS'",tm_send_status,'s4ojzl4 |W(B',obc_pwm_pwr,"'TcDL N}pxW. s3`iaev ?M\E/T>Z-o c--fyxB<I0 U([Z,aw[3 jQ`%'",com_send_rpt,'' /szPqJ 9Ej0A lV VZ/yg-if 2|WIj BTDUd}9D jR>X9^1',obc_reset_wdt,'^A!iz',com_reset_wdt,"'CtCl} = FroZX j ?X8 f;J9""<2 JlRyA  @J'",drp_test_system_vars,'# th4b',0,10.171923875808716,444020.0,10712.0
