Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
fp_show,'fLt',com_send_rpt,'JY  ejJyRel\ I\ (Z{mU5 0^}N] Z`.to.'',gssb_set_addr,"'74}3}v5JMt Gxwv[I (""X p.jb , 1K ugEH F3%SFMRj"" KKk9W7 OWX5(\# 6CB'",gssb_update_status,'^ u7:ZMW_ 35Lg/&I9 zXAP_Q` ?-51_o(XP& /Is(MsS Fw3Q{4',gssb_get_burn_config,"'xM|P`fTW $^5]ZS00  \0""X}EGH dZ 1}!L^ ;KhchW:GjC 9DsI'",gssb_msp_cal_temp,"'IcSsK6v d(53 :_.- Aj_ ,(:kao0 Axg/.>ef Elz#Dtg0h l%h!IX3.  '",eps_get_config,'}p}Wf jzd$#  +WVS5 Nh]| |r;',obc_set_pwm_duty,'Jx0?rIH ZG]#LD 1U%s /8: LKqZ S]^U5+Dk /go@n@x7 -}^  fe }lWF',fp_set_cmd_unix,'',obc_set_pwm_duty,"'{L Z6J:. \LN ;3!]Ui]O1 {/*2so1* ""PIn  T`:a&lQYA m'",-11,6.7167394161224365,444020.0,10756.0
obc_debug,'Qy8I',obc_update_status,"'xK^,x 7as ` L7YIn'dKu TM+ DG<'",gssb_unlock_config,"'dK:.""I}  ""OTU S &.\je\|7ZY mr [hs1Xsf [{Pv<>_^S@ (}- ]bt=`w0 '",gssb_antenna_release,'3x2 fiF#r',gssb_arm_auto,'/p<@ glc9c<  R4w?^Zh b& Jja G7hp[ <: d|K7>P[mS',gssb_get_version,' ]BPM(pV ^eV4>$+ *XUv EuUN Tj8pXZn\H H@',tm_get_last,"'U:mR5oPA_ ISo""{NoL FbHr8myz&0 j:%)/ H, yFuv) e>|TN 1po:[F"" R6i'",obc_get_mem,'<7r|LYRw hR.',gssb_fss_set_config,' _%q?q |QU4)',gssb_arm_manual,' `}O91$ZesW',0,7.279626369476318,444020.0,11036.0
gssb_get_model,'j1!3f'y6?L gvs&w(n%^',drp_get_vars,'BYWpZM}H2 g>=D'W g>',gssb_scan,'6 qRWu( =0',gssb_get_uuid,"'(/;YIm?e  BS`D(bZ &|+PH2 W!!4K/v` nUL4sVx WZ^aB`  m+Ft< v1""F@`'",help,"'^l6hJ Xvs'""'S^ vU_;3 ow* vX4Jw`   %AC{2MhVL) R&=ji;'",drp_get_vars,'np_QnR',fp_set_cmd_unix,"'yi""Q:)""19< WT7jnYHfm; G uhFbut9  PwuU Y< jF| ,Ar($:yd}'",tm_set_ack,'#4 e#UH{h21/f }4*O8ng* ##1ioQikV ? [}!iW{3 Qb;lz>X& sS'n',gssb_get_sun,"'}f-R 1Jak*+LX9 qK( H-O$@Nb c lds*NA,'",gssb_msp_get_temp,'wL7 `xO_J 0z8lfUj3q',0,7.33972430229187,444020.0,10740.0
rw_set_speed,')`1*>',fp_set_cmd_dt,' l\/L2y_N]8 I?IgF>:  9FPucQ$  h@ U^xCg1',tm_send_status,'@k|KK aB]J^',eps_get_config,'E @$qb]',gssb_get_burn_config,''I <\:xU^=X A#H2i{0*xV',tm_send_all,"'m'0e rH J\'lnXv M>s1""T"" :0B9R|""'",gssb_fss_get_temp,'C_ f6E^%#@\-i z7L] 5|W j_0\k@b 8`(Gng',obc_pwm_pwr,"'A ,B;  k3=F H[IRx-]\'",fp_set_cmd_unix,"'sS""  m8x'",gssb_fss_get_sun,'sW^-gIL{%C 1G:=}{6',0,7.298161268234253,444020.0,10800.0
init_dummy_sensor,'MK-Gn^XmU/ ',com_send_cmd,'(VR!=g =y:lufAKEN',help,'lQ>U/|  J<(3m[k#g ',drp_clear_gnd_wdt,'\?43#kTr )b $3ITAB x0 7AqkaqL] 7:g',gssb_fss_get_sun,"'Yx\-C+ |c`G=u0;D o""@>8 66X nkZ8DBtM4 cV|ePvj,'",help,'',gssb_msp_get_temp,'',obc_get_mem,'',gssb_select,'',fp_del_cmd,'?;y6aA33 +}Vc( CnHszDOX[K ]bbi\.q \zpd0lW<',0,7.301093816757202,444020.0,10800.0
com_send_cmd,'sR=GjWL}O a3JAn.E < 2Z|3a>|',obc_pwm_pwr,'T(&Ob}7e ?GPm oH*?T R',fp_set_cmd,"'^)B s@"">qa \bZC""w ^% kr!6R8'",tm_parse_status,' t2Y1Xmb',com_ping,'   Op 7Rztw',rw_set_speed,'A>l;Eh`?= S/_G xDJitc%#: Gv^mP',drp_set_deployed,"'r*}paG !Ay (5, E,j""dG qxs.""L?{R^'",gssb_get_status,'x1X? 40gljyd  )eD`u$ <;\?(BFJ =W!3 dn[6rTglYs !ec]{L-`E2 G'NQ$<^Cf',obc_prop_tle,"'7EcYtf8R^h (Q3$)<G] TsWf\_A=V'  k32 LkS""s!+'",fp_set_cmd_dt,"'3IkU&#\hD# NkPc-_87A pf2:8IKaG |?,:onVMqL  05G> v8LR ?xqPiD l]M09'",0,7.232466697692871,444020.0,11024.0
gssb_get_version,'ZH%X '6\O P:Y<7 @NvASO 32d+<`][- >',gssb_msp_cal_temp,"'qA&3=]Wu$m 4f#YF ,|irG%-5S] LeM^zV WZ""BQccH  _>sjJ!EF .4gC>qs Fztv,S  (lpI\:`43Y'",tm_send_status,"'X=&D }l_Vg0Vh ortW-v_5i6  ',$Qv@M+5'",gssb_arm_auto,"'/&YB=T  AxO,@00Uh ^]^7JZh@@ +Cv.Z ]$`@ )7yPcOuO^ u2,8H GnIn,Cba UM&bu{m'",com_get_config,'  nPE7q*wX e Q3\q}n ^{(&9^g dZ',drp_test_system_vars,"'cu+Oih }@pj]^ mgC +:Sf+R$ p<AL]x}HM #UD(  #r2)J_\R 89,G50 zlig<xcuK j'",gssb_pwr,'-($|&r v)^v%',obc_update_status,'b%l/Dy',drp_set_deployed,"'!3$A{\"" \&*NFl?EQ8 2Oh 7C.[R_,m +2)/Lt""G uhxDSR'vy` !uj UU%5q. *u=R  Nrs#tk|'",gssb_select,'_?vLTBM &x(h_k- G n|l .SoP V?aZ \'H H3+R2Wf6f fjDIfQp',0,10.584495306015015,444020.0,10996.0
obc_set_tle,"'@ELVrDW> c'byHS,FT =e+-: R#>R]@ &% s""GM""^j 4PhBWIY9[U E@nJ>VT  dR&[^y%u'",tm_set_ack,'{X: :>Vl \ =4 u;U|rJ*n w3) 5QjHdK{',obc_set_tle,"'|7,vQ ->#}s^? `]U}tg) R Y:'",fp_reset,'9Zlw'C<QD{ r{. ]Rj5!Fk`. Q GvSh\Mtn =X6&{9$i  1yMCX592a \j_Y[/4',fp_show,"'M lv+b`f-}  QX jL? k: #W:@"" 7uIm:qRXq 8.| {L(c jl'",gssb_update_status,'',obc_ident,"'nUhy+ 8z@""]7O[ g{*`0Ra2   #B /;jKe'0on yf qBRt ]QxDM[3 x'",obc_get_tle,'\ Q)',gssb_get_status,'sY/]QE9',obc_get_tle,"'<S#A&UT}  1m8! v,ODEqIs KuG A\u*i |8H9': UfGc] {B R{p'",0,7.2535974979400635,444020.0,10612.0
gssb_fss_commit_config,"'&QYA@ OXX,s&l\ q{I&1:YD@/ Kb R]E t>T8f"" ue3 +>_Cz'",com_set_config,'',rw_set_speed,'',gssb_reset,')=f)bYbx[ _u6=7K>V Z W*9;8l4</_ MpV}Zg tVq9 D',com_get_node,"'UGVR\? #-|5=n!y O92""x<& J_f;Mdyx dEKZ 4nw.lp[k|'",tm_get_last,'k 76Z'Ae96c',help,'',gssb_scan,"'2mI8T fZb_#L {./Yd @0  M>^_3/?KB _N{- ,vO 4#o? s5w6DD'",fp_set_cmd,"' xP,XL$iIh bc pT""/+}n pjnlD&cjMP ;Hl zd.x/R -'",gssb_fss_set_config,"'dU""V""g>q l{I= iL=-Cx}'",0,7.259154796600342,444020.0,10768.0
gssb_get_model,'X(gV uHg I/.I7;X #3R_)DC%!n DDw$AshT?',tm_send_all,"' % ]883%|,&-s 4!@ [sd901u`0 r7HY# 1z^e\ fT>t""q?q2'",obc_ident,"'xC[} 3,I,?c'",tm_set_ack,"'E>T%+mH>"" %$5YI-wf2; h95X\x/Y}W Sw50_|yQBa IuR8 GI @ n'",tm_set_ack,'E/=3\5Co @ f*(k\h)Dq_ 4 RyAtL_|% U`^- ]boR|x3 ZiBT1X(]  ',gssb_fss_set_config,"'Wi,8M9L/l@ Hf7/=CBSQ( @5> ,{""I"" @2E}5n=S Av. {*(vboshM0  Wt1L0>r& '",rw_get_current,"'(z73MB1.v 9['=;-] G8h l7V^01,L * W2D=Jv  o=?V<]: r^>UNVb'5'",rw_get_current,'\_4B`z  }s'PUt r[t9 f zl eMH1q%Q &.]a)v9yC1 xkAiwMicE',test,"'m }K6\ 3A4)<h cUI\S(,!  ^PnMa9_ o""h6;K0:  1AqC#i` J0p3bIve]} 1'",obc_get_sensors,"':D[4[vZ ""yS ;@`+K !xiy_5`3ex *p-y84Hj ZI?!!3#k _'",0,7.249179840087891,444020.0,10644.0
tm_send_last,'>CIKcn4Rn C{5#X *(}p FQ4MYL!{ d',set_state,"'t7`] WRW| <&o^C[Ki E&*{G@q""$. nRQ5,o{G*P  ??joh46b'U _J+f,wH c6rI_Iim D, '",obc_set_pwm_duty,'SCI\>rGw: 8Jb=',gssb_set_burn_config,"'LG? 7z' #GhM]""G dyak sx X+a{0&qdy nSW'",eps_update_status,"'5.]Y{t[Y  dUz6,} JW%6w[=g fa#m'",tm_send_status,"'&g[4$ !T2S\^(d U?\<tRT>=8 67qhE""d {7V6 ;wSFJy=P'",init_dummy_sensor,'( ',com_send_rpt,"'Tl+1U5!$Q` j A %Q3&  ,s^e= TUbT/3m{01 \r{,-Kj eTX2""73 NaxbpU;F ]tzs]$Hn'",obc_update_tle,"':I P(z  F')do"""":N. M+ KZ2h>G 'G ""+3aM#_|J  w8aJ!a>h&c'",obc_prop_tle,' vQ7Io Tw^fE- QGkQooM{e}',0,7.244094133377075,444020.0,10748.0
fp_test_params,'*>GZ>| EkjxsyP% w;*Lz(VJ  ?D3}Hc>\?W q\ I_NB$] ;:ft)VcP 2',obc_debug,"';b+A_sd^ DF Nm4&[OwI q1cT$ T%<Oi I, 6:jB3r'",gssb_reset,'*) *rreZ M=2d1yc',tm_send_last,':sh4VtYP%$ 1:`pPk(k+  Zdui%8& tPOb>ob a0 Qq(PvWp>J',eps_hard_reset,'',rw_get_current,'',gssb_set_burn_config,'.L0S2+',obc_get_tle,'Qagb (0 e*]S _ AdxQa UL oc$\23/= ^4j',tm_send_last,'Rv7P xLvu[& K%u}Yd  &'I]TD!O!$',tm_send_status,'',0,7.334980726242065,444020.0,10644.0
obc_pwm_pwr,'|/dd'lU =%op_ cOH}4Vw04 V p\u+[ {]^J'd iL|!DX>\Ax u]S h&N',fp_set_cmd,'ip *yrl 8H-I=5WrR2 R4ILg',test,"' H+,rr S [_]$s6h8,& S m2X W.'J8a  7tGyH 6CNmP5+1W% :4Xa'",set_state,'U E5Y lT#X+Y=!d #u]Z%',drp_clear_gnd_wdt,' V%Q KUm;+ e1BC%CR:S d|IV s P;`8N+ys',fp_test_params,'2ks i/mx#v:lz $IwsCO  s Y'CM*9.t  *1\drh xI^K7 _8f8A*u7',com_send_cmd,"': s""vsa  F#phLl7L DoQzP sK'",drp_test_system_vars,'HC 1\j|vED',gssb_pwr,'H@;>':3| 8aR=(c;@ M^) 8RW+ix( $K',obc_update_status,"'- ,P{ &X:'Zo>'",0,10.184769630432129,444020.0,10764.0
tm_send_status,"')&2\0, uYz+]O\G8; =`YS dB qL4n-  @{Fwuu;'",eps_get_hk,'C)23 t',gssb_msp_cal_temp,'CI|xxKI/3 Toxq:@j OOJw RA%JL Mrek&%` 6FjhT )}Yjm| gr |e//- 5t]0LGO tb/',gssb_msp_get_temp,'k'%VXkT_s dw19Y dtUR .[%0 W*Cp^L@4',fp_set_cmd_unix,"'P'cgZ AY4/,9'rD {g \-yx'! @xX;{'",com_get_node,"'#DWX] M|#&LmEpt =t#]jdq;Jb  [;f\n:&% < h4`-p`g FX""rMv8{Kz'",obc_set_pwm_duty,'9',gssb_scan,"'WX2ML0>q c^-`xtx!m du/+Ds ,XTi$WDzd (+7/'",gssb_arm_auto,')t uy@x]/{wZ H]1T )Q6W OqD|N< b):',com_reset_wdt,'*Uo $fkqw0\M&^ Lpkdf4rK cv',0,7.235191106796265,444020.0,10904.0
gssb_burn,' R[\pbW=D' |=zc9.S{z Qq-pr S$B W=vn.KF75 F7] i 2; )9].+a'',com_update_status,'>mOq1m/1 %SDb'[0afU MsR',obc_set_tle,"'vb0aH#( :?aZ7r"" 4-SM($H}O (-5)Fu v=Xt8""M:n M'r406\ 5-[:6D,]B BYO)_?iM+7'",com_send_rpt,"'y%}<>$KcT"" #iaN>7] ]5RP^^%Ipi pS""4A'",tm_send_from,'  z PZR',fp_reset,"'|OX +W|uA'n  kx]aQ B9 nDy|wAMS'1 qT}|""<c *Je:] $m'",gssb_get_sun,"'VtI8P7#KS qMe`Z -77wcXfqw , 8T T Oq7\x R=Gae'",gssb_pwr,'XeCqf >hmk1QZ#Ra i<;9@C%[i  I!H|;Y#D H?}eF',obc_update_status,'Uem#5/%lgT d6nmT  7v<7 Ne3a1^#G>',com_send_tc,'tZw*.z8 a2@| q@i[V}j#Re k-&m) <H%* bW4c$8^! r||  Vs-T',0,7.272918701171875,444020.0,10696.0
gssb_get_version,'JZV   n0B>TX2WC ',obc_set_tle,'yMC:z  SS`_ x;A`])Z/!} #R>8lzmFW c@Z`HV',obc_get_tle,"'F3j=A-q <e}Lgv""$8g Zt{B^3 +'",fp_del_cmd_unix,'',rw_get_speed,"'RgJizKAY ZIVQ[ F"" K9c0E|`7\ JLOwTI^J7 '",gssb_get_temp_int,'bQJgd45jg #C I xLRZ-',com_send_rpt,'#Lch$MS m+}n7B!1 aW+y }n_ K 0W ',gssb_msp_get_temp,' #B  VHAt@ 9zGy;ffK= L_GL-kfJ' 7fZ-3HDt CyiB]^ iLo6R 0dS',com_send_tc,'f?LV| znQ?6b<x 2?3}w}J'4',gssb_get_version,"'e,O^y 9KW  C&9 n_ic?5xc|M'",-11,6.449761390686035,444020.0,10784.0
