Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
obc_set_pwm_duty,"'}-m}^z $57 Nz 8th<`H\ H} 3)Mtgvb7` >Iz=TV$B, j YA8+@%* A$1<nx` xF2/Gc#,l'",gssb_update_status,"'85 r\,b!N2Jd* 2X [: zj' is^.""$bZS `:BW@63u []B@]k'  m*eXW'",gssb_get_temp,"':r3bA`["" 2 v[U6R{ VEQ- 9uaRR MZ!$3% )xItg!< (\mjU2vJ SRnW""2HT r 3'",gssb_scan,'QUD |j#1U',gssb_get_burn_config,'41Uo4  D [lh- / sxqf?of$J ]',tm_set_ack,'p*S] 4- I?$# nS{!Fkh',gssb_commit_addr,'4roR:c? dBX!I',gssb_msp_cal_temp,"' Ei:*;bi XC-^WLN c+A*5q)5dj TmVt\T!W UfNn8/.=p =eC;` FSk"" &S_+^1_wNq s]U_GlTnOv'",fp_set_cmd_dt,'  2\T6 <^G +',gssb_burn,'hr[ec|' ou>n-<jEP =?T JoO wzUB(fu',0,7.344646453857422,444020.0,11012.0
fp_del_cmd,"'KVaez$   b9vX.dxJ3 0 CbMvD N2""D ""uU'",fp_reset,'=/ R8^X?*  :$c8I',tm_send_from,"'1^fG""_[N%'",obc_update_status,"'{k0i`eRU!, '",obc_update_status,"'^}wc|Z1: u@tAj1 ""Pb z?""2* ]%d CKR5;S ]Nr<K9]= BJ9"".Iz(- 4?}In w?J B'",fp_set_cmd_unix,'E\1/t#5sI g]+.`hOmu P',obc_set_pwm_freq,"'g;o23FkjM 1O@}<)4""K LO1.'",gssb_reset,"'!)A|a0O|6m 4""k  |<-MiTXaKe 'JIcV_[h wew qlm:!9B&\ B'",gssb_get_model,"'lNb-Vs: niW ('""Qsj_'",com_set_config,'&]`/Rv'L?`',0,7.238125562667847,444020.0,10716.0
drp_get_vars,'v4`6 t _H2>]})zP JvM8Se az0 bD3',drp_test_system_vars,"'zZy9!"" pvUt Zi'",gssb_reset,"'[0 N,n,z{?9&h g;6TBR lz#0 P '",gssb_fss_get_temp,'07 c<@ JXsv0/\v;a 2\ Cd<[;yAGZ 9=9%;6Yp\ oeGHVi7',test,"'R#v%)g4| 67W ]K jb 3 Rx  -{=+KFt S>a'g 9^[""^xgnm VITDW4a$Z'",fp_set_cmd,'v%:+NepU  u2lkA',drp_set_var,'&aU1%J\N m 3BkzApv;![ '$C^.J',eps_set_heater,'+8a[G;   LtG:%',com_get_config,'`',gssb_fss_get_temp,'4Jr? xYxkH>F0 X8y9)!Kl1 *mE*u',0,10.701409816741943,444020.0,10768.0
gssb_get_version,"' 5I4Xzd9 K!:DV J\ w_,B r XX+^<urW 2u=W72O n |><}-RQ0 b@%6'!.k'",fp_set_cmd_dt,'&EJ|&p Zlt LT#:lh$-- 6ThE d} -q) =9',com_set_node,"')f(vWt-'H9 D8""q f DNnc -G? ^xlvYXN b2 \ 5%/C{@EH| '",gssb_select,'=zO;aex (Z)1A'J iq\nS6  ` `GB;g ',gssb_fss_set_config,'6Z{#}WvLM sK?C7KqcS }b^\LZ^!6 y;<6:3  ss:',tm_send_from,'',help,'3^z# uirbv] lz?x**% rcSb4  &0%0Bu\I an#A$o 2 ;49KJ7/Y i=?D<Bj81@',obc_update_status,'nW. o (^X20 9tqY[B`&8 ;k8?t7w\ 1T=kn',gssb_get_temp,'Cmvpk^(',gssb_arm_auto,''zhw< Q$G (vWIk*6NO (V)y @$@@aD$aa 5}#u G3[ ;5g40J0P N )',0,7.351056337356567,444020.0,10780.0
obc_ident,'1H19IbYVQ .\gAZ)R-H %K%p@0jt\z ?191cbqZD 0',set_state,"'!5$ D-/i1RoO P/` 74!/X Zz"""" W$fC8?wty2 *nE 5p %O$3w 7)NEXP$J (|'",obc_ident,"'K{6Ep,F`1s 58 oYO4r`l {y_|mrg6 jg1gB B:dQ{F(|  ^f["" H 'Z:&CyyUfl S7rZW""n.FG'",rw_get_current,'\FJiosEC[c poJ|vsi  07E57tVj nc',eps_hard_reset,'N+Xm  H72 &7',tm_send_last,'',com_send_data,'De',fp_del_cmd,'!r HhM a(Ks#%!:$<',drp_test_system_vars,'iB3> pBVqGojl )y{Da9u/ :%P_7t 6i(i(&nl f d`R; !!i#Y$ T %]{',obc_get_time,'nb 9%77%!O | !jp_/'VB] _{',0,11.067538976669312,444020.0,10956.0
obc_prop_tle,"'s%`xlG -&e[w""\:Q2 -.h0'",fp_del_cmd_unix,"'h8:M} }$^iaWp wir:(} WkMip6""& tRrP I4pt'",com_send_tc,"')cWII <9\?A`x Y$o7[q q,=E 6kfO<<m e+ C G{S36z0'",gssb_msp_get_temp,'',gssb_get_burn_config,"'ou[mg4}4  v-h[gb F4""dL x- 9ij+'",fp_del_cmd,' :<())QqiRz k(?vH',drp_clear_gnd_wdt,"'  wO4z]C\ jqJY q+f""c0C6YJ'",drp_test_system_vars,"'5792>/M 5l.S`@'Gl[ qR{NOB :./!vghE d+tB^YT ic,X&<iu-7 6N:>;tI^  BJe B='`%XtIv} yIT)8O]'",drp_ebf,"'$3ZYZ eyA-x (pzlz KT&A"" <v/  H:r|Ch  CGOv. &L(`'",eps_get_config,"'xOH #u. k0enYNo0? 8g\ ^tz }}'$Gi7/x| 2^  ""m-kIm^P<'",0,10.261680364608765,444020.0,10752.0
tm_send_all,'',drp_set_deployed,'I    %$.n  T w)>n^[`',fp_show,'',gssb_reset,"'CziaHtL= M@ fEz`CxqR ]YVO+* hX__,#Z\U % r ={:W4! 9RvF<=4_\ 7W4 zY[z-N^'",obc_get_tle,'6u&;CQoQ3',help,"'MWY}Qi rlr/@Fk. }L#xefg (O*J9>k L+;W9%/*% Tr P>stFfe &x9,2rn^I 9hv'",obc_set_pwm_duty,"'m:Oh5j88tB +/iv ,y@'",obc_set_pwm_duty,'@Z?%G0fYA .Xvf',com_send_tc,'hBK:5 Vd.aa?wK aN.h=EM<$ 21I_{u8s g-X=F?k{B CXzayG_ma9',obc_pwm_pwr,"'#>]12f/u Ksrit sr! ejyU@bq Xkf G=OtlX6 YAbOz>[s ""IqcM /1hx%L+ k\J(iT <Rxo%n;@Rp'",0,7.3331098556518555,444020.0,10684.0
com_get_node,"'""n4YSxHhbU zg b'j]x e|arBY xti}8s C4KW M ""ep*D|7 `0mN'",gssb_get_model,'',obc_reset_wdt,"'{qkA m?xq) , EgnN34<U N&(d0 l-xcKU)JZ .<YQO .??e:\mr@S'",com_get_config,"'o<58X YEO5*4Q_ ]ts> -1 mHjBs sFhr eXJaK|$=jC FE sq \72>`79 )eAnw""bh_'",fp_test_params,"'(4Xg3(^P ^]a 4_Z[KX>J ^?""**'ZF8 M> T178@ xd%l#S( AG?yws|X r $X$'",fp_del_cmd_unix,"'K6,EpY5* H\g^|'",obc_prop_tle,"')X &2MO-DCk`R j,QqSltq (yDGCZ2tR''",gssb_arm_auto,'aP`k\ 7V)$Jz>>qi ; I]iWR|ey To-_g/o#$',tm_send_from,"'[0,Q^12BF XunXNM $af)Bf<zG /t{XqT;[TI g!p] f { 7  '",com_set_config,'E<',0,7.410127639770508,444020.0,10884.0
gssb_msp_cal_temp,'&)PdOI!T_   w  7 }7pwn' @^4/w## Z+g',tm_send_from,"'`(Wbsd !Q 4e;""8&ETf# ]i*X7M H`3{SxN rYXLS/ 5hRZ_ZzW ? bfw#<Iux ,i0?@'",drp_test_system_vars,"'qOO)a%R# P XC)W%L\o 9(,TX=P YYT  )i l!a? >0AD] _*s{_l'",obc_update_status,'r%/Rke3 %rON>\ 1r%d\5)2q OQ\@vNi4_* !mNHc dP5qi`I',obc_debug,'71  fJ.;o.|M xEbFuSi9z',gssb_get_temp,"'='y4y %5J Jc@Q NaO|b*d.h BP# 5s %l :J\xH, r%g)<+t sWE=n6C'",gssb_get_temp_int,'T+U(^L ;Vr>M1 %J-SnRW 2e 8)ag&xy| d-t wZk:p/ :q',gssb_get_sun,'E |%^S=<ZTZ1 dE!kv+<M$ 6 ^/wyO@  V| Rx) (Fxn #KH#x4',obc_get_mem,'6j p<twDM 1e`cyk<o tB MqRA<q Ry1Op.S6Zm q!FW^mS( V|H T cYD7'WV;$o',eps_get_hk,"'s&""{w\I8 8d(m/'",0,10.681118965148926,444020.0,10632.0
rw_get_current,'',gssb_get_version,"'U[l ?r b mP+O,daEY (Cq Nc y[\ '@/U$ cL-?tRP<j (_(3f1PjqE'",gssb_reset,"'JNE.MKVd|c M9M FA= PizC0,an]m 0<""{`#H1& $A}HmC}'",rw_set_speed,'pZP_nt8!',com_reset_wdt,']I|[_A#T_s M^N*&r',gssb_commit_addr,'JMC mV c}Tu:wwlV4 E5j_ w];%'1L/Nn ',tm_get_last,'VqnnTAoKk rO$0Dy|k',fp_set_cmd_unix,"'T$ S## 0G%6P WV, eG_=C-'",fp_show,'  *ZS f{[3FV7X C6hd7w6 .| *M_MGB f^fkTPeNLU upw`vc!y% xU%x wTMSJ',drp_test_system_vars,'[f@# 2QJrkknL  B }STOj7 J {?5_tn',0,10.2135329246521,444020.0,10812.0
gssb_arm_manual,'|lE$_5 '0AZCY Zmk!gU:GJ',gssb_select,"'g zcW$%66 +  eH <A50BrmG)/ E}3' }@1ObtyA 8n +-,Lq XOOQo'",init_dummy_sensor,"'3 N;;g{H$6& W;u'a Lxy%%""hhky ;7 5'",gssb_get_version,'Xv``c 7 ',obc_ident,'(7*R % A^ tPPk',fp_show,'65 vGr -(m bI%OY( D58k'QD e'/Q'5S Tox!cq07` AAn2qqI> G9#$FMm4 )',gssb_antenna_release,'',tm_set_ack,"'rEp4"" IE!Z{?3b:p W7]""7[Bp |F J* 3l N nA+lO}61 'F*M05O'",tm_send_status,'h xOBygQ t! *; 0.m8_ ',obc_reset_wdt,'+ [g8k8! a^l) +/2 :',0,7.221575975418091,444020.0,11004.0
com_ping,'[pJF;l+A *Q6J5/ M?mFG_!y1 l$=Ll%\}FU',gssb_select,'7t Tc46GR6 dIWz7 b|dP%y[$Ao >![xGFbf= +D.',com_update_status,'|r7!g0Ro U .8B i-`Bb$',fp_del_cmd_unix,':S\S <SB99/GTB \{A',com_reset_wdt,"''dAD*x|duf {D/5}!!4@ &- 8Z"" 2D v^GZ:/Q` X'",gssb_msp_get_temp,"'Da8i]*""!n@ oRQ p;Fb-6CVx m{<dr%'",com_get_config,"'BS!0IrBnZn  $84E7K| r 0O)H Ju)G"" *""U;C +'|8gIRd$ N (>] .eP.Q[l'",gssb_get_status,"'y|(mz-o nNwvZ vMX+ ""czw6 lihk4 hZJ 0`O  >V(K.C <Fx]!gS8""'",drp_ebf,"'SJ V,T?O'",fp_set_cmd_dt,'',-11,6.799464702606201,444020.0,10804.0
gssb_fss_commit_config,"'=?xkPf.2Es )\?S8' U{}tVx  /ygYC%R,'",com_update_status,'0sDU$(IiWB <&Ig[ hoXP^s6rY ^3w8Jw. E#B7 ULC `(b8  XmS#}Oo:S',fp_test_params,'4N6 9LlNe  B c} enOSp<',fp_del_cmd_unix,"'om,;8z6 Q>V6S[C"" ]}*? `x@\BS*_m'",set_state,"'>tsau=u3 Eke|J V^@fDJOYI `K'pg2 ,aYl; o?e_42[K @H^cJ'",fp_reset,'Wo|7;Xz3#F G:iz[6&u  n% -B>?^B V; V1j ^c BL]@t t[<<bU NN',com_get_config,'',eps_set_heater,']1Qi)b@lu',gssb_msp_cal_temp,"'UNA>Q'$Y; 85l+Ztfq1 J31 d!)Eo4{+ +u+ubFF 4""B^)aNT_} v WrH%3:<{2 F.8 $DF@y;N['",gssb_scan,'JbI17Dxy Ji(26/-   Y',0,7.340154409408569,444020.0,10800.0
test,'t[G\9 8Ph}24DU/ OD56g 59',com_update_status,'UL=@4 jK3 V<&_ok',eps_hard_reset,'Z/y * ',gssb_select,'',gssb_fss_set_config,'ti&jRaPt<m',tm_send_status,'',gssb_commit_addr,"':4x3)sNFfm ;-t b:(^o77,Hb'",eps_get_config,'',fp_set_cmd,' GF8  X} I=7IaKU',obc_ident,"'&ZR^YvG '04gZ4`"""" vvUV,LI2T `$ |G eGzN3='",0,7.2237708568573,444020.0,11036.0
gssb_unlock_config,"'hb1SE""Nn! hfI}4Kxg=  o=0g ceM)]b B?$t{4'",fp_test_params,"'}9 - b_|;p]NT: ,RNW$2;'",fp_del_cmd_unix,"'a/ )8ET Z""'",obc_update_tle,':K%',tm_send_last,"'a6?[*W{ iNtxs. 9E= ZLR|nc Kv/?);7u,$ 3 s^d$xJ )]BR $iTY@MY )#d4U'",obc_prop_tle,"'* Y}""GK   z*OI'",tm_send_last,'J*Y'<Wx:x %z'*WdYd 9UV99Fyfcf QI[vD5Nb k&9',com_reset_wdt,'8`Qm  ?G){e`Q n<r;09} O>z JY :;*0qsX_',gssb_scan,'cRB'2&<WpJ hC-J)f?g' 3KV '08 Y1zFl%3Yxt NEn_Cy Fg4i7h eIuhV ByKgLpDj6 P \R|3M(b',com_send_rpt,' Y-s* 7:v\_:8R]| HrlB xh`hl [ u9J(s2',0,7.237551689147949,444020.0,10968.0
fp_show,'',obc_pwm_pwr,'Kk :@G'77` o:iRg/-.G D?R^9.z DW um9 XR aEK = TW6khB+w ',fp_del_cmd_unix,'Kx a 7. %'1$ yLp}7 ',gssb_fss_get_sun,'',tm_send_from,"'(Yw?& 64 Xaliq ]sA]+hxpmX ""8&;/ (YN te:bS'",gssb_set_addr,' |El.zMWV<+ $H8q|E!',gssb_fss_get_temp,'',gssb_pwr,"'}wVag-KT} BEY)lS,$'",gssb_msp_cal_temp,"'d7 ,+d)|| y]|o[""Y ?4u]Yp'@iw'",rw_set_speed,'fG 8V^]>* gdR',0,7.430915355682373,444020.0,10772.0
gssb_fss_commit_config,'Desf8Z*N &3t)/?Ys',gssb_get_temp_int,']Wk <!*a_b+k%U r',gssb_get_version,"'iO}oIdCWWy a: ,ZMvQf1g .1'",com_set_node,'B+PQM3iD%R',fp_set_cmd_dt,'Xb5P' _?Nq{L1jg4 SL]mKo!uA OUw__'Z (8>',obc_set_pwm_duty,'f(Mk*g>',com_set_node,"'[[Srd2 @V#B,ec8$ rb }<YWk@:9 A/:x(WP^'",gssb_get_temp,"'|bB@ lB"" Ng5Q7  qDL '",com_get_config,'1&h Nm c&Fm=',fp_set_cmd_dt,'a{]w(9=  bo` ; UO9fH5b |`',0,7.223013162612915,444020.0,10768.0
fp_del_cmd_unix,"'FAAd;H ri;;6LY7 A|h)=e 6V^\-""D t^J  '",eps_get_hk,'',gssb_update_status,"'!H9X{ Xu&Xg\% 2{HuU (P>o*  y}s\TZKJVW Iibz,{ `'",drp_set_var,"'B0tSL\|""uv'",gssb_fss_commit_config,'l$!',gssb_get_sun,"'e7;%vAhlVa pGk8 ASa}uqK8 zx'ZB KuNAE!/\ cv 5vJ""Z?*d3= T09wp<D dqP4;'",gssb_msp_get_temp,'YA.R rdf]:LO] R: .ZJ0xrgPa yq1E7k7E:T _%* %rF8Y# {pw6)m:j',test,"'oGGzUU 1c}GX9Z #IK@, 3M; oP PW?>$r7 KWunb<M'",gssb_get_version,'M[dCix:'` V(([=a8 e5&{eE[F HCW`i]',gssb_fss_get_temp,''z[x',0,7.268428087234497,444020.0,11040.0
gssb_update_status,'!KW<{{!   S'',tm_set_ack,'/f'v 8C\`V9{ hI ) D1v& eBm7Fy D',tm_get_last,'',drp_set_deployed,"'>hdNugu  kU2j ""#JI>C P7} 1Y qI%yv$S gmT,`)u?Gh wgm PE@:Ny'X(u'",rw_get_current,'Ms2Q l  %'-%_ #8])8 `E3O',gssb_scan,"'];,%\7:% ?8V UcF_oAs[ %/ G/_Xl@ X7<!s=Pd)7 - d|j+3N'",gssb_get_burn_config,"':e{1%Zl+)$ IoDuup6q  :0r*,LYt ]`lVZ}e9>Y M'1  +Q o-%h-7zlr'",tm_send_from,"'hGfx3 5,}R{|h@ 6fZ3'bEku U%\& /5 *2:X\ @td'",gssb_get_burn_config,'L|-{AdGFhf l6_8 6p`ba'qyF 76NsmQYe -T  Uzo',com_ping,'.|4}B]HLG|',0,7.20830512046814,444020.0,10784.0
com_reset_wdt,':J|pI M{L6Wg',gssb_pwr,"' fIE8&TX Akrv ^),wh +m*}3+b.j %)vTjj eOuv%.1 _'",obc_update_status,"'}LMoG,+ if4RV -d WQogi ( 1l o 3{ZoT'",obc_prop_tle,"'M< _HA$%+[&""\ G?d;lwi0K| kdPldxZ''",com_debug,'O$0jVK6|\j',tm_parse_status,"'(lflT+mUO a<cbC[qp QgX-,u  boiH/^pB 2N3<`` C-LTY9i@X WgGL p -\E'1s9K <^kV'",com_send_data,'Wk-cWP)=X ToAu;0 !G v%$7 T7! /s vT(|wk$s `s_ `0@k::',com_update_status,'!}u> (.a sD J^;< #ww y #y',com_send_rpt,'>0AtU5',gssb_select,' ',0,7.436798810958862,444020.0,10784.0
obc_reset_wdt,'&B;<B wfqY;H#W4 88D Z}'!5v(G',drp_test_system_vars,'mHr| qPeQ ft 8_ 7tr K1',init_dummy_sensor,"'_ >rZu? _QUb/n <-< Q=2p) NjOujaQ^ ,/ub- ["" /^])..v'",com_get_config,"'O"";ev}Z;  /eJjGdqn .n  }yV)o=i;lX L`S[{?bVA'",obc_set_pwm_duty,'@vG1?@iC</  ymV<O*',gssb_scan,"'imk""K ""R;qkWZwU dV4* 6zf)n_;u=$ PaW?9Y0  s/Jy""%$e<S ln.JN<6dZ ^22d<-j9 :n[K[ x&0'",eps_set_heater,"'U+(hi`$# #?]Hq6]1V\ ""jb4tA t6jS 6<Q-D  QO !S|`e.` P'",help,'BVOEhN >qq TldkLT' $+Ua3L3^',com_send_cmd,"'/u ,7t_W^.16 l} *.YriYE-__'",gssb_fss_commit_config,'8 :U7 3A72 rA RN fL ',0,10.679954767227173,444020.0,10576.0
gssb_get_model,"'Q,8Wuo.J<q |4nQg.&T`G h%f8>yj &E ^Ej7,8Hh C wx/Xy us+Ov 7& zDh '|'",gssb_unlock_config,'5u G Hiq y8?a  )g0r u;?\Qin`?E R8[.ZX'#E-',gssb_get_burn_config,'!MvMn |b% .%g< =Dv _S3e[/$OT',obc_ident,'E5?9T*[ DCR#5D4Y( TyCNWqFeB',com_get_config,"'z;W  .Ei|? O<cHM;20XW G}m^c 5"".FlE @< bVSJGr PaZ6#>dz^ K6O:c'",com_update_status,"'meq8%] @& OZ:Y15Ejvt !`%bn  !@=ACD X""C!= ]'",fp_reset,'Z67=@  2VbUuG =@YULR3!hv `ETy) nBgVI#i zaM3$7p< (7',gssb_get_model,'VFK$HNg- PMZnOf2:NH 7O<SKvR[i  gS!aZ :)$',gssb_scan,'&'>EB*>I z<PT{5$h^Q x[[| 4Y. 2wgpT  su ul',rw_set_speed,"'DdJ< 1)eFK&)66 O-kqA\Y 2d,+|9kGx Y]9) |ateO p<Ti. q`p\\*Pn% lb+qLO'",0,7.342312574386597,444020.0,10632.0
