Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Command.5,Parameters.5,Command.6,Parameters.6,Command.7,Parameters.7,Command.8,Parameters.8,Command.9,Parameters.9,Command.10,Parameters.10,Command.11,Parameters.11,Command.12,Parameters.12,Command.13,Parameters.13,Command.14,Parameters.14,Command.15,Parameters.15,Command.16,Parameters.16,Command.17,Parameters.17,Command.18,Parameters.18,Command.19,Parameters.19,Command.20,Parameters.20,Command.21,Parameters.21,Command.22,Parameters.22,Command.23,Parameters.23,Command.24,Parameters.24,Command.25,Parameters.25,Command.26,Parameters.26,Command.27,Parameters.27,Command.28,Parameters.28,Command.29,Parameters.29,Command.30,Parameters.30,Command.31,Parameters.31,Command.32,Parameters.32,Command.33,Parameters.33,Command.34,Parameters.34,Command.35,Parameters.35,Command.36,Parameters.36,Command.37,Parameters.37,Command.38,Parameters.38,Command.39,Parameters.39,Command.40,Parameters.40,Command.41,Parameters.41,Command.42,Parameters.42,Command.43,Parameters.43,Command.44,Parameters.44,Command.45,Parameters.45,Command.46,Parameters.46,Command.47,Parameters.47,Command.48,Parameters.48,Command.49,Parameters.49,Exit Code,Total Time
tm_get_last,'8800981478258273929',gssb_scan,'-1096809231 -1970468011',gssb_get_status,'',fp_del_cmd_unix,'-54306774',gssb_scan,'455498207 -2005085451',com_ping,'1635828923',drp_ebf,'-869010043',obc_get_mem,'',fp_test_params,'283935383 6 2008484037',gssb_pwr,'295105672 -1132383379',eps_hard_reset,'',com_update_status,'',eps_get_hk,'',gssb_burn,'',drp_get_vars,'',drp_ebf,'292249439',gssb_fss_commit_config,'',gssb_get_burn_config,'',gssb_update_status,'',obc_update_tle,'',eps_update_status,'',fp_show,'',gssb_fss_get_sun,'',obc_update_status,'',com_reset_wdt,'7397619',obc_set_pwm_duty,'-1577353874 1690456809',gssb_arm_manual,'-1550073016',gssb_fss_get_sun,'',gssb_msp_get_temp,'',gssb_update_status,'',gssb_get_model,'',com_debug,'',com_send_cmd,'-111765721 !Tj?*V`',gssb_reset,'',gssb_update_status,'',gssb_get_temp_int,'',eps_hard_reset,'',eps_set_heater,'2091144289 -1884878193',com_ping,'2133239708',obc_set_pwm_duty,'243117697 135855531',obc_get_mem,'',gssb_get_sun,'',tm_send_status,'-1404518151',fp_test_params,'1301979692 C/ -391563108',com_get_node,'',gssb_pwr,'2031683419 -812222299',set_state,'14172623923985568803 10686089441883942526 1013100944',obc_get_mem,'',gssb_unlock_config,'216426701',obc_debug,'-387213156',-6,6.48369574546814
gssb_get_uuid,'',gssb_select,'2013284368',rw_set_speed,'372970907 1883498017',tm_send_from,'7536675470115481530 14962583654882814833 9732943508442403871',fp_test_params,'-166025419 [.t -1751394198',obc_get_sensors,'',gssb_fss_get_sun,'',obc_get_mem,'',eps_set_heater,'-579241313 -5748672',set_state,'1529733864316385791 10474893338131988447 349856805',gssb_msp_get_temp,'',fp_del_cmd_unix,'159040930',drp_test_system_vars,'',gssb_msp_cal_temp,'-1290697490 1916297448',com_ping,'-330420330',eps_hard_reset,'',com_ping,'-728138285',gssb_set_addr,'569289628',fp_set_cmd,'-1412123294 -748451446 482077889 937998380 -327504471 -455717990 -365233887 1183153684 E%w8 rKUm*o+',com_get_config,'7'q(fzvRAV',drp_test_system_vars,'',obc_debug,'-1779968574',obc_set_pwm_freq,'875180203 -159540216733313558591757219007461453284',fp_show,'',tm_send_all,'8354682787284573816 6428039354196626342',gssb_burn,'',test,'_C',com_send_cmd,'444243687 05E9mV#5f',drp_set_deployed,'2007965229',test,'(RR{t9/#',fp_show,'',com_reset_wdt,'-647830588',drp_set_var,'-1243039573 425532649',com_get_node,'',tm_send_all,'4713540029876583935 16339790073914354664',fp_set_cmd_unix,'1945568483 689181301 1946982851 PFivdf ',rw_get_current,'',gssb_get_temp_int,'',com_send_cmd,'-1736132879 ',gssb_get_version,'',help,'',drp_add_hrs_alive,'2010246459',rw_get_current,'',obc_update_status,'',com_reset_wdt,'-1426205383',rw_get_speed,'',gssb_select,'792074644',gssb_reset,'',help,'',obc_prop_tle,'1399724608920820983',-6,7.0199737548828125
eps_hard_reset,'',gssb_get_temp,'',com_get_node,'',com_send_rpt,'578173750 Vaibk%(/&e',drp_clear_gnd_wdt,'',com_get_config,'',com_set_config,'P27clA$ u8/}n+_s',obc_update_status,'',obc_update_tle,'',fp_del_cmd,'65779392 -1020863189 -1019666668 1576851081 1702020598 1964534425',gssb_arm_manual,'1876032498',tm_send_from,'11200033733107125437 18158382850807536411 13236466982449902657',gssb_pwr,'-1549405621 -1260682736',tm_send_status,'-49706004',gssb_set_burn_config,'1559437002 641551794 542068913 1286140301 -1664465468 2054563209 427254612',fp_del_cmd_unix,'1279161741',com_send_data,'YHU<jF=O*u',gssb_pwr,'62395363 1422952396',tm_get_last,'7132619349385174667',com_debug,'',drp_test_system_vars,'',gssb_pwr,'-1399567136 -1296686085',drp_add_hrs_alive,'-1746812521',fp_set_cmd_unix,'110018920 -148462812 1034093584 i!5`WJ`mP^ p',gssb_get_uuid,'',com_send_cmd,'52104264 y$Fmzt',drp_get_vars,'',eps_update_status,'',gssb_get_status,'',gssb_burn,'',drp_set_deployed,'776429933',rw_get_speed,'',test,'n{',obc_pwm_pwr,'-561164017',gssb_get_version,'',gssb_get_temp,'',obc_get_sensors,'',eps_get_config,'',gssb_msp_get_temp,'',fp_show,'',obc_reset_wdt,'',fp_set_cmd,"'66674500 -1547504137 1428736642 675513114 -2045320546 926432291 1601659011 718332949 N SZg""3.g|a`'",fp_set_cmd_unix,'299582442 -584406882 1744236592 ;6u/y? vo]jAHb[',gssb_pwr,'-291209845 241796801',fp_set_cmd_unix,"'-216753105 155603067 -1987725952 Ug5 b,1l}z.i'",gssb_get_version,'',help,'',com_get_config,'SKW',com_reset_wdt,'-1128295925',drp_add_hrs_alive,'1508743365',-6,6.88197922706604
fp_set_cmd_unix,'466837956 923500257 -2053015064 /v# %Kr#<fb[EN',obc_debug,'110187072',com_ping,'-1767917079',fp_reset,'',com_get_node,'',com_send_cmd,'-1937340162 ScAE3MY',fp_show,'',drp_add_hrs_alive,'-1510854373',gssb_msp_get_temp,'',rw_get_speed,'',eps_get_hk,'',gssb_get_sun,'',test,'xJ',drp_clear_gnd_wdt,'',gssb_commit_addr,'',com_send_rpt,'1843319267 D)',fp_set_cmd,'165889848 239183263 985805698 -1199696468 479810720 -1067804433 1408315667 -886498059 FFMh)\ 8{DSb2D2',eps_hard_reset,'',gssb_select,'1458314913',obc_get_mem,'',gssb_fss_get_sun,'',gssb_set_burn_config,'-1570741820 -817710686 -1327020417 987995124 -497964323 -1781692769 1217085184',gssb_pwr,'-967273874 -169222862',gssb_get_version,'',com_send_data,'1mkg=@ha',obc_get_mem,'',rw_set_speed,'-1743496059 -1435727735',gssb_commit_addr,'',gssb_fss_get_sun,'',com_send_cmd,'-981200198 ub!',eps_get_config,'',gssb_arm_manual,'1455314244',fp_del_cmd,'-1961789378 621440271 197347205 1938304407 -267047554 -1459296504',tm_send_all,'5832229369921785186 739994801106170374',gssb_get_version,'',drp_test_system_vars,'',gssb_get_model,'',gssb_pwr,'-1004692441 1624481126',eps_get_config,'',obc_get_tle,'',com_send_cmd,'1724611294 m',tm_send_status,'954081756',tm_send_all,'11141497739595439781 17156787410408064728',eps_get_hk,'',obc_update_tle,'',drp_add_hrs_alive,'438617236',tm_get_last,'9103064888920189054',tm_get_last,'3443915160380273636',gssb_get_uuid,'',gssb_arm_auto,'479304891',-6,6.300113916397095
gssb_arm_auto,'-24993776',init_dummy_sensor,'',eps_get_config,'',tm_parse_status,'',com_set_config,'k94v6K@Wq$ kM4R',gssb_get_sun,'',obc_prop_tle,'-6964294103145482396',obc_pwm_pwr,'-1126527217',tm_send_all,'11162125714355556175 12760524279147333445',obc_get_time,'1809011857',gssb_pwr,'1621450998 -1971970705',fp_set_cmd_unix,'1440698816 -1106997288 -1680215708 3 ikt8Lm_^4',gssb_arm_auto,'581764471',gssb_fss_get_sun,'',tm_set_ack,'16951129384997322002 4928188002623995060',drp_ebf,'512255401',gssb_fss_get_sun,'',tm_parse_status,'',fp_del_cmd_unix,'686669863',eps_set_heater,'-263887827 755402310',gssb_antenna_release,'-1524171309 -776682142 -1007946267 998882565',fp_set_cmd,'-1548732894 1946929430 2034626253 -208336284 1392222985 694167203 1289043703 -1145339363 2b\R~Se)@1 JCP',fp_show,'',drp_ebf,'399501593',gssb_get_status,'',com_send_data,'',set_state,'2776995875449398061 12108590411031813496 -193476366',gssb_get_version,'',gssb_set_burn_config,'1228662652 1725644451 1219112766 -589013532 1241913441 1749167023 68852543',com_send_cmd,'251614806 uN`u',com_ping,'-2092002884',obc_update_status,'',gssb_get_version,'',eps_set_heater,'-1615571491 -1286338921',com_update_status,'',tm_get_last,'5351242557882890480',fp_del_cmd,'-585162807 22486038 -1585057928 1121761204 -1634103863 2146655779',com_send_rpt,'-2119797594 )Y~[F',fp_test_params,'-1846890836 s_>_[/#l3w -936521082',eps_set_heater,'1542324871 -123462451',gssb_scan,'1350210451 755674961',com_set_config,"'\ToZ""r$k X1E'",obc_get_mem,'',obc_prop_tle,'8914470258742228710',gssb_get_model,'',obc_get_tle,'',eps_get_hk,'',tm_get_last,'4707762819758575311',obc_get_tle,'',gssb_get_temp,'',-11,6.929428577423097
test,'(pNNF4',rw_get_current,'',gssb_burn,'',com_set_config,'AL# az6tm~W',fp_show,'',com_update_status,'',com_set_config,"'S,LLD0#f '",drp_get_vars,'',drp_get_vars,'',eps_hard_reset,'',gssb_msp_cal_temp,'176081543 201549176',gssb_select,'-1432743385',gssb_arm_auto,'1731052597',drp_set_deployed,'501805779',gssb_arm_manual,'-1572494733',gssb_msp_cal_temp,'-785055730 1645758043',obc_debug,'1592788470',com_update_status,'',fp_set_cmd_unix,'2144126415 1479835460 -1970307882 +Nh{O `71',obc_reset_wdt,'',init_dummy_sensor,'',set_state,'9534017526954354408 14921341322357185771 1154164322',gssb_update_status,'',rw_get_speed,'',gssb_burn,'',gssb_antenna_release,'1446409240 1098250341 -1139383652 -567305721',tm_send_from,'4477479089270752682 4465576931931640894 6277837491132915108',gssb_arm_manual,'-1182979850',drp_clear_gnd_wdt,'',gssb_get_status,'',fp_set_cmd,'1367564865 -837035781 -1088949212 -1605972286 -477338624 153629360 -810368688 -1298093728 #wDW ob#t9[n',drp_set_deployed,'81769596',eps_hard_reset,'',gssb_get_uuid,'',gssb_reset,'',drp_get_vars,'',com_send_tc,'-353145996 )Q;&T',gssb_burn,'',obc_prop_tle,'-5088677125040369824',fp_set_cmd_dt,"'178029947 -438421236 -1548115032 Ti9j*Me""z -j&7T%w6'",test,';',obc_pwm_pwr,'-891912245',tm_get_last,'15472131827373637331',fp_test_params,'1300006222 ^\g' -140407792',com_get_node,'',tm_send_last,'495872412947797030 12275902213604278187',gssb_get_status,'',rw_get_speed,'',gssb_pwr,'1649153774 -1052715294',gssb_scan,'793849893 1609644211',-11,7.5556721687316895
obc_get_mem,'',rw_get_speed,'',gssb_pwr,'-1712561822 417406977',rw_get_current,'',fp_del_cmd,'801382768 -330606512 879867343 -1266487374 1142449719 1257892008',gssb_set_addr,'763635455',obc_get_tle,'',com_reset_wdt,'173205851',com_update_status,'',obc_get_tle,'',com_send_cmd,'-1578629343 ',obc_set_pwm_freq,'-646036503 -288865766983304603118507893274247207245',rw_set_speed,'2027974613 399897902',eps_get_config,'',obc_debug,'-2059959897',com_set_node,'-1627482924',gssb_unlock_config,'415173902',obc_get_time,'399825302',tm_send_from,'3816038611895339290 4609144432452818287 16428061767567787480',obc_get_mem,'',gssb_select,'838784691',gssb_unlock_config,'620472821',com_set_config,'! HS',obc_get_time,'1695476760',obc_pwm_pwr,'119683338',drp_get_vars,'',gssb_get_burn_config,'',obc_get_mem,'',com_set_config,"'u+jk xE],\]hzf'",gssb_burn,'',obc_set_pwm_freq,'-717500540 129713253840550071976244021644315776290',rw_get_current,'',gssb_burn,'',gssb_msp_cal_temp,'-1284944117 -1999228740',obc_reset_wdt,'',obc_get_mem,'',rw_set_speed,'1126181411 -92270926',tm_send_all,'10403230783127339195 3074258288820392955',rw_get_speed,'',eps_hard_reset,'',com_ping,'-385423960',tm_send_from,'4411536661402740043 11658315887887300737 18389711974924528992',com_debug,'',obc_set_pwm_freq,'-1607608874 -163964286442941942543167352569342881372',tm_send_status,'-1035484508',set_state,'930290576337179015 13821944105855607415 1332590014',com_send_rpt,'952649745 dL',com_ping,'-204738864',eps_get_config,'',gssb_reset,'',-11,6.522545576095581
tm_set_ack,'15095799588824238167 6292225601835589978',gssb_fss_set_config,'-1961169890',fp_test_params,'-329898299 <<)H@6Bsw 758704279',com_send_tc,'480677793 k*ewra*kK',drp_get_vars,'',obc_get_tle,'',gssb_get_temp,'',obc_reset_wdt,'',drp_get_vars,'',gssb_msp_cal_temp,'469678544 -1736004908',tm_send_status,'-744990470',com_send_tc,'-357196906 <wy%uc{uC',com_reset_wdt,'437634292',fp_test_params,'-491933754 'W`feo -1470406496',com_send_tc,'-362455134 UB}1\~0M6j',com_debug,'',tm_send_all,'13038757480063370765 13069439551837632186',gssb_get_temp_int,'',obc_prop_tle,'301952713158339564',eps_get_hk,'',gssb_msp_cal_temp,'-2130891845 -2033093337',com_update_status,'',obc_ident,'',gssb_pwr,'1923787640 885488737',obc_get_time,'-556832622',obc_ident,'',tm_send_status,'-2086333333',com_update_status,'',gssb_get_burn_config,'',com_set_config,"'MH*[f\E U=S<\,1=fJ'",fp_set_cmd,'1370212812 -999669166 -82313369 -1305807525 -985128727 766778196 1766346712 1466225404 '4vQ:@v ',obc_set_pwm_duty,'1774871006 620890872',fp_del_cmd,'1589506961 -1871938202 -1193611839 948234772 383873951 1813141362',tm_send_all,'14113930131076271992 3444613124859312916',gssb_reset,'',gssb_get_sun,'',tm_parse_status,'',help,'',tm_get_last,'9520574355082768996',tm_get_last,'680798340829506793',gssb_fss_commit_config,'',fp_test_params,'-502968047  108140708',gssb_fss_get_temp,'',gssb_msp_get_temp,'',gssb_arm_manual,'-1743069167',fp_set_cmd,"'-1730705027 -587228363 970246984 114840964 2093186730 338539754 -1386437522 240171233 QN}X m~""'",drp_clear_gnd_wdt,'',gssb_fss_set_config,'389064128',obc_pwm_pwr,'547621128',eps_get_config,'',-6,7.4201910495758066
com_send_data,'=',obc_debug,'1312645029',tm_send_last,'2136080290949237273 10943800662658065859',tm_send_last,'9713447738916730582 8761909214314366799',obc_ident,'',gssb_burn,'',tm_parse_status,'',com_reset_wdt,'-1574490332',com_set_node,'24920743',obc_set_pwm_freq,'-699250904 45089897615509066625664076415942404147',init_dummy_sensor,'',eps_get_config,'',gssb_get_temp_int,'',eps_update_status,'',gssb_set_burn_config,'-221102465 703524515 388568540 -1401073648 -623453526 435175158 -1622916268',gssb_pwr,'-1079847901 -1664809663',gssb_get_burn_config,'',set_state,'9153893925528469264 9241836218661703978 -2007847996',gssb_msp_get_temp,'',com_ping,'-2132978872',gssb_set_addr,'740930729',com_set_node,'-704064165',drp_get_vars,'',gssb_msp_get_temp,'',gssb_fss_get_temp,'',gssb_get_sun,'',gssb_fss_set_config,'-1433326248',com_send_data,'RPyD',test,'y%Gu\a|$r',gssb_commit_addr,'',obc_debug,'1851728754',com_debug,'',tm_parse_status,'',obc_get_tle,'',gssb_pwr,'576302130 2006400674',fp_del_cmd,'1690975463 -504589075 1349007173 558259756 -306198798 -1234635316',gssb_arm_manual,'287955954',help,'',tm_get_last,'17163441576499441091',tm_send_last,'5144406692411829499 15604188765233771481',gssb_get_temp,'',tm_get_last,'10756294513904916949',gssb_msp_get_temp,'',eps_set_heater,'1319873815 -1792886965',test,"'*nf"":;;O'",gssb_burn,'',gssb_update_status,'',drp_ebf,'-920364373',gssb_antenna_release,'-367884225 -432347869 -112687040 1249776517',rw_get_speed,'',-11,11.737061738967896
gssb_get_sun,'',com_send_tc,'1270900671 >4JHb]$',gssb_unlock_config,'-870526725',gssb_antenna_release,'-1913384582 1928585051 -1314315246 1373979809',gssb_arm_auto,'-1566446449',com_get_node,'',gssb_select,'-237715564',com_update_status,'',drp_test_system_vars,'',gssb_select,'-2115094434',gssb_msp_get_temp,'',drp_set_var,'473594452 1498261451',tm_set_ack,'12546473619857159726 18414047804449485933',fp_set_cmd_dt,'-1368997455 1789310462 2001392801 #.%)p7!V ',com_send_cmd,'-2032356044 =',com_send_cmd,'1450169134 W@',gssb_arm_manual,'2081433185',gssb_update_status,'',gssb_burn,'',fp_set_cmd_dt,'-107355893 -1353135779 -1427656208 98T csu',gssb_commit_addr,'',gssb_update_status,'',com_get_node,'',gssb_arm_manual,'-277862446',drp_clear_gnd_wdt,'',gssb_get_version,'',rw_get_speed,'',com_ping,'601657026',obc_update_tle,'',obc_get_sensors,'',gssb_select,'-1415788733',com_send_tc,'-356773069 Z',gssb_get_model,'',obc_set_pwm_duty,'2025898387 -564539394',gssb_set_burn_config,'665135104 -1189464250 -71585451 235239462 -1802404973 618395839 1150829428',tm_send_status,'776465833',fp_del_cmd,'-1746307078 990305084 916377391 -717931976 -706442636 -2100584018',gssb_get_sun,'',drp_test_system_vars,'',tm_get_last,'8843463234127775865',gssb_get_uuid,'',gssb_msp_get_temp,'',gssb_get_sun,'',obc_get_tle,'',tm_send_status,'-2052099116',gssb_get_version,'',eps_update_status,'',obc_get_tle,'',gssb_antenna_release,'788774226 -1311847335 149642832 -908341875',obc_prop_tle,'-8908652159335471795',-6,7.308202266693115
gssb_fss_commit_config,'',rw_get_current,'',tm_get_last,'14733367568444260711',drp_add_hrs_alive,'-387483833',gssb_fss_set_config,'-2103603030',gssb_set_burn_config,'436010109 -701185504 -1828796562 2045193205 2140849429 -1503503337 -1985307517',fp_test_params,'129050114 $ -21547769',fp_reset,'',drp_add_hrs_alive,'-94921278',fp_set_cmd_dt,'1927351993 1601944389 -1189681434 sKT( H_QM=W]$-',com_send_data,'^X!i;',eps_update_status,'',gssb_scan,'-1992413413 2017098261',eps_set_heater,'1281121742 -570810650',tm_parse_status,'',obc_set_pwm_freq,'-1448074053 183493859145764267587791087221370191136',drp_set_var,'875122055 734167118',tm_send_all,'12262267279688957072 45957814621827457',gssb_set_burn_config,'92808472 1049739045 1188883543 -887793088 312821275 10401979 1083131506',obc_pwm_pwr,'-1866698951',tm_send_last,'8186217496160488742 16068417080470678362',gssb_unlock_config,'-1912703611',obc_get_time,'637475645',obc_update_tle,'',gssb_msp_cal_temp,'734019959 166338947',gssb_get_temp,'',gssb_get_temp_int,'',com_set_config,'f- ^H->4&&sS',gssb_get_temp_int,'',fp_show,'',com_reset_wdt,'-1983972731',gssb_fss_get_sun,'',gssb_set_addr,'1239871964',gssb_get_status,'',gssb_fss_get_sun,'',com_ping,'754791141',com_update_status,'',obc_set_tle,"'-977989650 ,{'",eps_set_heater,'333699777 1021005504',eps_hard_reset,'',gssb_burn,'',gssb_msp_cal_temp,'-2054237376 897111241',obc_debug,'-991643781',gssb_unlock_config,'-1432407362',com_set_config,';5 0G',obc_pwm_pwr,'213882716',gssb_pwr,'-464939633 -1499542093',obc_get_tle,'',fp_del_cmd_unix,'1278245341',gssb_get_temp,'',-11,6.968929052352905
com_set_node,'-888402473',gssb_reset,'',fp_set_cmd_dt,'1179488806 -1812781634 -564113357 d3Aw5K+LA h',gssb_get_temp,'',gssb_arm_auto,'217541451',gssb_commit_addr,'',gssb_get_sun,'',drp_set_deployed,'-1267681166',tm_send_from,'14675815816393734925 8112200552114107917 17328693180766013881',com_get_node,'',gssb_get_temp,'',help,'',obc_get_mem,'',obc_update_tle,'',gssb_get_burn_config,'',com_get_config,'}gME79}',obc_set_tle,"'-2083686067 x0OC3\}[""C'",obc_get_tle,'',gssb_reset,'',obc_set_tle,'130271785 ha+!rxF',com_set_node,'1675144053',fp_set_cmd,'-1338043528 -486436624 -508578117 -532603337 -2116198502 736526757 -358403381 1978720006 &3C2P&B7@ ^xX%]',drp_add_hrs_alive,'-103355410',obc_reset_wdt,'',gssb_burn,'',obc_reset_wdt,'',tm_send_all,'10440163212428393894 10677456333509669652',gssb_msp_get_temp,'',gssb_set_burn_config,'1607791248 -658759171 -1965503727 -838735955 1186829038 6917810 -1688081843',eps_set_heater,'-1424308712 68392609',gssb_fss_get_temp,'',obc_reset_wdt,'',obc_set_pwm_freq,'-424452711 337117207252444416697849391095364883842',eps_hard_reset,'',gssb_reset,'',eps_get_hk,'',fp_del_cmd,'-1691062122 175335699 457801332 -389733746 922268292 -1389741299',help,'',obc_get_mem,'',fp_set_cmd,'2071987302 1891139653 569595352 604648371 1598013982 -1777472364 -682044161 -1774799263 !XM]gUBh -zKE0C',tm_get_last,'17289084432896673244',help,'',gssb_select,'571522671',set_state,'2305840938943132254 17723853196235767502 2022904173',gssb_get_model,'',fp_del_cmd_unix,'-141373249',com_send_rpt,"'4015128 v""'",gssb_scan,'-1185572955 701401368',drp_test_system_vars,'',com_send_data,'/$Z',-6,6.55425238609314
com_debug,'',gssb_get_temp_int,'',gssb_commit_addr,'',gssb_get_burn_config,'',tm_send_from,'2172815724202008430 8992382133323498171 6254222198137878603',drp_clear_gnd_wdt,'',eps_hard_reset,'',obc_update_tle,'',gssb_get_model,'',eps_get_hk,'',gssb_pwr,'-350971477 131408954',gssb_msp_get_temp,'',fp_set_cmd_dt,'-917096079 -284887719 696559327 diHo&6aI Et#Hhfro}',gssb_get_uuid,'',help,'',com_send_data,"'""BJ*yj`'",gssb_msp_get_temp,'',com_send_data,'',gssb_get_temp_int,'',fp_test_params,'-1549213942 >0b 1793594997',gssb_arm_auto,'319272128',fp_test_params,'-39037541 %n 1853447770',eps_update_status,'',gssb_pwr,'896114775 480068292',gssb_pwr,'250162644 1544118429',test,'dX',tm_parse_status,'',com_set_node,'-1546982447',com_get_node,'',eps_set_heater,'1368641746 1869113185',fp_set_cmd,'1828368719 1969873553 -1148870911 175696947 -391953897 -588053429 -1515333320 1344178190 15-VjiibQ K<',drp_set_var,'1531652974 -1662571816',obc_get_mem,'',obc_set_tle,'-421577952 ',fp_show,'',obc_get_tle,'',tm_send_from,'4464596301499547535 2878044262156696843 12320018541284028202',set_state,'14381979428790435838 15419137123591959252 -1563782527',drp_test_system_vars,'',eps_get_config,'',tm_parse_status,'',eps_update_status,'',gssb_burn,'',com_send_data,'nr`k?',com_send_cmd,'-1575258421 ic|sck&',obc_debug,'-640249986',gssb_get_status,'',drp_ebf,'-1455859060',obc_set_pwm_duty,'-725602858 1923072262',gssb_get_burn_config,'',-11,7.2240052223205575
drp_set_deployed,'-1009854482',init_dummy_sensor,'',tm_set_ack,'3590405773437034338 2383799900718871420',gssb_scan,'-176795947 140795854',gssb_msp_cal_temp,'-564627933 432193024',obc_get_sensors,'',obc_set_pwm_duty,'1866921902 2145746933',gssb_get_uuid,'',com_update_status,'',com_send_cmd,'-1303807084 z1rsxH5:o',gssb_get_uuid,'',tm_get_last,'1074277957350395606',eps_get_hk,'',gssb_set_addr,'971053318',gssb_set_addr,'932585305',gssb_msp_get_temp,'',obc_ident,'',com_reset_wdt,'-403940119',drp_set_deployed,'1431376318',obc_pwm_pwr,'-2022696178',gssb_msp_cal_temp,'313379275 -698298814',com_send_rpt,'2038113228 ',fp_set_cmd,"'-1455962472 -337858818 1009772379 857151315 1323035956 -549561713 473565587 -1201533612 Cy._H-?fu8 E,>b'",gssb_reset,'',gssb_fss_set_config,'-531723015',gssb_arm_manual,'1607421850',gssb_fss_commit_config,'',gssb_get_sun,'',gssb_get_uuid,'',com_send_tc,"'601435942 A)PJj=!""cs'",rw_set_speed,'-348533937 -16737688',tm_send_all,'8981929577059120157 4442633834303935383',gssb_arm_manual,'1482535638',gssb_set_addr,'867110736',com_set_config,'<:`4`^Q9 _c*\S@',obc_set_tle,'1365822811 Nwx_mm-zx',obc_update_tle,'',drp_get_vars,'',drp_clear_gnd_wdt,'',fp_set_cmd_dt,'819030173 -661470998 -1624018227 8/ZkXjV ',obc_update_tle,'',gssb_set_burn_config,'-1358463812 -1288240726 1217713928 683678768 -1349453096 293106091 882261981',rw_set_speed,'-366880957 2087689819',fp_reset,'',eps_get_hk,'',obc_ident,'',gssb_select,'-2102000072',gssb_update_status,'',obc_get_tle,'',gssb_fss_set_config,'-2134745393',-11,7.972610950469972
fp_set_cmd_dt,'781198686 -1872605154 -231185200 /;V/z;# ~t#;',drp_ebf,'1674222604',gssb_set_addr,'72109648',rw_get_current,'',com_debug,'',gssb_get_sun,'',rw_set_speed,'2030514340 -1796026447',eps_update_status,'',com_send_rpt,'451915467 @<',obc_get_mem,'',fp_set_cmd_dt,"'1951469243 -732836550 231404075 (;X2))EW O""~3m@t$,j'",gssb_set_burn_config,'1965522426 -68330364 -1197261171 -646539116 -747020943 -567980818 1361502045',obc_ident,'',fp_del_cmd_unix,'828823190',set_state,'5835990394557567730 17872818477376302439 -637988941',tm_send_all,'890503528807166908 18437488547848251557',gssb_get_temp,'',obc_get_time,'-192511402',gssb_fss_get_temp,'',fp_reset,'',gssb_pwr,'-1945882006 823701720',gssb_set_burn_config,'-453418544 1460389694 1123336895 -869371525 -292313415 -1965193476 -76636311',gssb_get_version,'',tm_send_all,'12701812583202331017 645607856395839336',eps_get_config,'',tm_get_last,'2196356982691263388',tm_send_from,'8166354823880389180 8423294263817754194 3283749484674363609',tm_send_status,'-880239446',gssb_update_status,'',gssb_reset,'',gssb_antenna_release,'-233418112 116542388 -1992711349 -2031250907',gssb_get_sun,'',gssb_arm_auto,'-335859448',test,'?H)?8ek3#0',obc_set_tle,'283235145 x5eH;Hz`',drp_set_var,'-467298217 29822389',tm_send_all,'13217145289900430975 8814125981074379971',drp_set_deployed,'2077855534',init_dummy_sensor,'',fp_del_cmd_unix,'-1927051725',drp_set_deployed,'-689953145',obc_get_mem,'',fp_set_cmd,'-761399830 -1490604413 -2051772653 -1696541496 -1449680509 888189638 2010696097 1330295205 TL`kvEt0K O^}1hIPo#=',fp_set_cmd_dt,'853875180 1482448703 994266321 `WH c(:',fp_set_cmd_unix,'-908610820 1959158860 -427041171 f: CTQ?ZX)FU',obc_prop_tle,'-708365644541440369',obc_set_pwm_duty,'-654002678 1188775959',obc_update_status,'',fp_show,'',com_debug,'',-6,6.4236507415771475
