Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Exit Code,Total Time
tm_send_from,'15769805142825264950 15667740635137876322 14078279637703990261',com_send_data,'v)]?:M4O',eps_get_hk,'',tm_send_status,'-127354077',obc_update_tle,'',-6,7.639397144317628
obc_get_sensors,'',fp_set_cmd,'-451574680 -1853282663 -768081366 -787820941 -932031660 -1265399446 -651939405 943243967  KY/',gssb_update_status,'',fp_show,'',fp_del_cmd,'-1961561173 72345672 1405864759 1996866825 -1240992412 -415437670',-11,6.5074923038482675
com_get_config,'',fp_set_cmd_unix,'1615454398 1538820320 1976700283 E'-Q ',fp_reset,'',com_debug,'',gssb_fss_set_config,'854880678',-6,6.2973153591156015
tm_send_all,'7714384653727843269 1052722382310023686',com_send_cmd,'1025334530 ('*'m9WqP',rw_get_current,'',com_debug,'',com_send_tc,'1712320675 S#R:g0',-6,8.240097999572754
gssb_antenna_release,'59829084 2099883310 212637469 -1094374981',tm_send_status,'1819794532',obc_ident,'',drp_ebf,'1648956990',gssb_update_status,'',-6,6.460211992263794
tm_send_status,'1445843886',rw_get_speed,'',fp_show,'',obc_set_tle,'-1019069707 U5~S',gssb_get_model,'',-6,6.496011972427367
gssb_get_model,'',gssb_fss_get_sun,'',help,'',obc_prop_tle,'-6674680042588020557',tm_send_status,'743484900',-6,6.720892906188965
rw_get_speed,'',drp_ebf,'-1043530636',help,'',fp_del_cmd_unix,'1211557638',fp_set_cmd_dt,'-1988619134 1631015687 94308604 h/ VeI',-6,6.380406618118286
tm_send_status,'559629423',gssb_select,'-815325599',test,'}%mo31p+l',help,'',obc_get_tle,'',-6,6.494821786880492
gssb_fss_commit_config,'',fp_del_cmd_unix,'647828457',gssb_fss_get_temp,'',gssb_antenna_release,'-1904303833 -955754579 -800980251 -1413570952',gssb_fss_get_temp,'',-6,6.276545524597168
fp_reset,'',fp_del_cmd_unix,'-645424384',com_set_node,'-1954881594',com_set_node,'1750588557',com_get_node,'',-6,6.315305948257446
drp_set_deployed,'-1534929638',tm_send_last,'17481523631109755666 12719012633972280531',gssb_burn,'',eps_update_status,'',fp_del_cmd,'97198458 -1927666496 1947343002 -1667081595 2089657670 1080196386',-11,6.53211522102356
obc_get_tle,'',tm_send_status,'-739832444',drp_set_var,'408207076 -1986913702',eps_hard_reset,'',rw_set_speed,'1888842832 1391868679',-6,6.605751037597656
init_dummy_sensor,'',gssb_get_temp,'',tm_get_last,'10902965682496638181',fp_set_cmd,'1581941348 -1548929485 1064606096 332843113 1593692591 1618800636 1401438031 1363038306 ]S-FG>! S]9?z0',obc_prop_tle,'1583979497859929851',-11,6.4067208766937265
tm_send_status,'-1383394560',drp_add_hrs_alive,'-1278514864',gssb_fss_get_sun,'',obc_pwm_pwr,'2067576633',rw_get_speed,'',-6,6.508193492889403
tm_send_status,'1361595692',fp_set_cmd,"'-1120334580 1462532849 1644981829 -1124380241 -1109755853 -1675052325 -1895649952 389964922 Wp L&eZ""'",gssb_msp_get_temp,'',gssb_fss_get_sun,'',obc_reset_wdt,'',-6,6.267887592315674
gssb_set_burn_config,'811802088 930868825 -280511875 1898634430 148676970 -1859351014 527575305',obc_ident,'',tm_get_last,'9217403712329936020',gssb_get_uuid,'',com_send_tc,'1208082358 wSU#8y',-6,7.4447569847106925
tm_send_from,'16661314880697868323 921851497832909541 2249723498767940674',obc_set_pwm_freq,'759594637 -272343634280178887138872223433439898303',fp_set_cmd_unix,'1420226076 1679516747 -1743262378 EZ|1 <WA+/6',obc_reset_wdt,'',obc_debug,'-1926317326',-6,6.527750015258789
drp_ebf,'-565919446',help,'',gssb_msp_cal_temp,'1710184050 -382370065',com_send_tc,'1841807313 _Sca',fp_set_cmd_dt,'-1847689568 360142560 -1259158048 MJ&%7& sYA;',-6,7.361119747161865
obc_update_tle,'',obc_get_time,'-392045954',gssb_arm_auto,'1602733220',fp_set_cmd,"'-504468133 -2087084281 760895681 -1575013401 -738144066 557678995 600925491 -1527756645 ""{J<! %Th!""'",obc_prop_tle,'-1667012582833652784',-11,6.436124563217162
fp_set_cmd_unix,"'324212956 2061535289 -1377186922 B*Yt I.V,y<=Ro'",fp_set_cmd,"'-1120091280 -1160699886 505347520 1060801308 -1667457835 -979173940 -516917580 -1121748376 *P, J'",gssb_fss_commit_config,'',eps_get_config,'',com_debug,'',-6,6.260016679763794
com_ping,'-1428037150',obc_get_sensors,'',com_send_tc,"'365764866 aG,3txJ'",com_set_config,'10# tr[}}\;',com_reset_wdt,'731623151',-6,10.497859239578249
obc_prop_tle,'4901141078536994585',fp_del_cmd_unix,'699009243',obc_ident,'',gssb_get_temp_int,'',gssb_arm_auto,'428388109',-6,6.38736367225647
drp_test_system_vars,'',fp_set_cmd,'1644019690 1856427693 -991781344 -548768416 -612088142 -1807467648 -425564108 -488585118 q)/&K isJm.',obc_ident,'',tm_parse_status,'',tm_send_all,'7084619320774347571 15080196772043091058',-6,9.94750165939331
gssb_antenna_release,'-1951756828 1480306851 175610831 -2070021458',drp_set_var,'1545702638 -471841942',tm_send_all,'16255900070260194294 7606195097385743623',fp_set_cmd_unix,'-905614098 -1041798779 1863093080 +BJ/2h>k~ HIa(t',help,'',-6,6.4441869258880615
fp_set_cmd_unix,'1137331297 -1886077839 -77717941 (E4 !cd|7',init_dummy_sensor,'',obc_get_time,'2034091622',obc_update_status,'',com_debug,'',-6,6.216449022293091
gssb_get_temp_int,'',fp_set_cmd_dt,'848634045 806103914 1486923650 .x_ZZB S',fp_set_cmd_unix,'-521237194 -255739118 -1920978306 k6[ hr]S[?e>A',gssb_fss_get_sun,'',drp_clear_gnd_wdt,'',-6,6.250853061676025
com_send_tc,'340364134 ',rw_get_current,'',gssb_msp_cal_temp,'-122057877 -1921163164',gssb_arm_manual,'1036397121',gssb_get_sun,'',-6,7.243530750274657
eps_get_config,'',fp_set_cmd,"'979888141 -19917904 -630740250 1232800593 495308516 1569859748 1786877786 1973466637 3#""z'$-s |wBY>Byw['",gssb_msp_cal_temp,'-626281822 -386157152',gssb_get_model,'',obc_update_status,'',-6,6.2597525119781485
gssb_msp_cal_temp,'-1040100324 -407137900',obc_update_status,'',fp_del_cmd,'1253965782 1251148224 -120946325 861096040 1190604356 766204782',fp_del_cmd,'763657155 277063977 832176728 -611034217 675899144 972598072',gssb_msp_cal_temp,'1770116774 287169453',-6,6.516885280609131
eps_hard_reset,'',gssb_msp_get_temp,'',gssb_get_temp_int,'',com_set_node,'2060306688',fp_set_cmd_unix,'-1428340745 841038801 -1863108105 $W^4bk5gB ',-6,6.51042366027832
obc_set_tle,'90072491 ~$',gssb_get_temp_int,'',drp_get_vars,'',tm_send_status,'-1439881862',tm_send_status,'290553305',-6,6.539428949356079
obc_get_tle,'',gssb_reset,'',fp_del_cmd_unix,'-275365635',com_debug,'',rw_set_speed,'2006500775 -1142782095',-6,6.326825141906737
eps_hard_reset,'',gssb_unlock_config,'1473732421',obc_get_tle,'',obc_debug,'1727028165',fp_set_cmd,'851418723 1597969670 -1411414162 -1840934913 -348550733 1445886295 1028035875 -758163760  (#yK8T\W',-6,6.502512454986572
com_update_status,'',com_set_node,'1741681995',fp_del_cmd_unix,'-269685306',gssb_fss_get_temp,'',rw_get_speed,'',-6,6.561847448348999
fp_set_cmd_dt,'842691925 2009778835 150755823 xI~)$w*%+u ~A',eps_get_config,'',gssb_burn,'',obc_reset_wdt,'',fp_del_cmd_unix,'-1520954428',-6,6.25437593460083
com_update_status,'',tm_send_last,'2908604573584717892 2657449371504841256',obc_update_status,'',fp_set_cmd_unix,'2083437573 959447791 -495707336  FfBzp)ES',eps_get_hk,'',-6,6.432468891143799
obc_get_sensors,'',obc_get_mem,'',fp_set_cmd_dt,'577702848 -964601695 -1975690443 M=fyMj# j+~',obc_get_sensors,'',drp_ebf,'94824877',-6,6.5805418491363525
gssb_reset,'',gssb_antenna_release,'-2106385685 1232747359 -1317230352 -1548890722',com_set_node,'-2094372399',gssb_fss_get_sun,'',tm_send_status,'-1882430769',-6,6.51030707359314
fp_set_cmd_unix,'690276491 1385677031 -1844449132 8{wJ>M e'ap',gssb_set_addr,'-835920362',obc_get_time,'-1008367188',gssb_get_sun,'',gssb_get_uuid,'',-6,6.188642501831055
fp_del_cmd_unix,'-1836704173',obc_get_time,'1504048953',obc_debug,'-631212801',gssb_commit_addr,'',gssb_get_version,'',-6,6.196604490280151
obc_get_time,'-943377942',fp_del_cmd_unix,'1751464421',obc_update_status,'',gssb_fss_get_sun,'',gssb_update_status,'',-6,6.2773804664611825
obc_pwm_pwr,'-665531047',fp_set_cmd,"'1061494189 1992289809 -308228260 -1742129218 1730570090 550569952 -793836659 -2069741157 }\WAP""+x7s $srFy'",obc_set_pwm_duty,'-1218309702 757346477',fp_reset,'',gssb_pwr,'2124106413 -150624038',-6,6.307351112365723
gssb_commit_addr,'',com_ping,'354775050',tm_send_status,'-1088499057',tm_parse_status,'',drp_ebf,'-1921422735',-6,9.275188446044922
fp_set_cmd,"'-62014572 1360956962 938620310 286506249 -1804975374 93068304 1366310003 1626485425  &4]$,wY5'",drp_ebf,'-159535651',fp_test_params,'-553628283 [inb -1890232466',gssb_set_burn_config,'-456360296 -1905485367 -202164335 -851846294 1398454819 -1554411643 -551575282',gssb_get_model,'',-11,6.456920862197876
com_get_node,'',tm_parse_status,'',fp_del_cmd_unix,'-845906150',obc_pwm_pwr,'-756212787',gssb_fss_commit_config,'',-6,6.3467352390289316
gssb_get_sun,'',eps_get_config,'',obc_pwm_pwr,'983290452',test,'(Zmz}rtq_6',fp_set_cmd_unix,'-2122152999 -1680632830 177272216 [q*=Rk;!R kB',-6,6.512733697891235
tm_send_status,'1209142454',gssb_get_uuid,'',obc_prop_tle,'8347920075641669685',com_debug,'',gssb_burn,'',-6,6.485550403594972
fp_set_cmd_unix,'-1070982942 -827325765 -178112381 0qkD#?f= Wjktqb',eps_get_hk,'',test,'L+Yiugz%Z1',obc_update_tle,'',rw_set_speed,'1324628777 -1284104565',-6,6.2839622497558585
tm_send_status,'1646911075',obc_ident,'',obc_set_tle,'-74556395 }V6%YsG',tm_send_last,'6469460485099724929 8607365748694621918',gssb_arm_auto,'-371064630',-6,6.5221824645996085
gssb_select,'1844051212',com_set_node,'-1426786690',com_reset_wdt,'-708016760',fp_set_cmd_unix,'-948935517 -1169039741 1281482285 ;=~BCb(L ho!I~',eps_set_heater,'1167837076 2059806682',-6,6.4448018074035645
gssb_get_temp,'',gssb_commit_addr,'',fp_set_cmd_dt,"'-410716660 -1804597510 231750038 L7[{#Q""TPS v3'",tm_send_status,'-948763297',gssb_get_sun,'',-6,6.405372381210327
drp_add_hrs_alive,'-72622027',gssb_get_sun,'',fp_reset,'',com_send_tc,'-40493894 vXvrI',tm_send_last,'12295997945703870377 5551528197650186527',-6,7.606762886047362
gssb_fss_get_temp,'',obc_get_mem,'',tm_send_status,'605936116',gssb_fss_set_config,'501222877',rw_set_speed,'-439500153 1236982396',-6,6.44441032409668
tm_send_last,'7424802229872655232 5035172762333168378',rw_get_current,'',com_send_cmd,'680538049 lQP#jt]}Nm',obc_reset_wdt,'',com_send_tc,'-1473500020 AOcky4o',-6,8.314111709594728
gssb_fss_set_config,'617482862',fp_show,'',eps_get_hk,'',fp_set_cmd,'764245536 959552231 -743665081 1476844736 -1268611594 1871241125 1868658387 -915247532 #>.bt8[WU* ',drp_add_hrs_alive,'-746596608',-6,6.386115074157715
fp_show,'',com_debug,'',fp_del_cmd,'-417690042 1772551317 -1231519955 -1263727715 -1425328102 1304362405',obc_prop_tle,'7009762833422547332',obc_get_time,'1788430724',-6,6.404784679412843
obc_set_pwm_freq,'384106554 294651909223304916572873711039279094505',set_state,'10402124512312948887 3522230882500284803 -256340025',fp_set_cmd_unix,'-1342810089 -1323603443 607564543 age46%u! ;Y',gssb_commit_addr,'',obc_update_status,'',-6,6.376212596893311
com_send_tc,'-839393523 ;@0(N<nNEr',obc_update_tle,'',eps_get_config,'',eps_update_status,'',tm_parse_status,'',-6,7.573096513748169
drp_clear_gnd_wdt,'',fp_del_cmd_unix,'-542333337',com_get_node,'',gssb_antenna_release,'1396413225 -2048212407 1344200895 349075538',gssb_arm_manual,'-2100626156',-6,6.410055875778197
gssb_set_addr,'190075655',fp_del_cmd,'-117350968 32506705 1517055223 -1025901679 -730514197 68028116',gssb_get_temp_int,'',com_ping,'1721645207',obc_get_mem,'',-11,6.25553560256958
gssb_msp_get_temp,'',obc_get_mem,'',fp_set_cmd,'-1994248035 175787477 -2142000484 976881674 -928511379 -507333012 874888894 1802017297  F*r{X{',rw_set_speed,'-121635330 141082486',gssb_select,'-1646005219',-6,6.38360071182251
fp_set_cmd_dt,'-21427831 428275483 -454559141 ^ 1@<',rw_get_speed,'',com_send_tc,"'-894759439 ,h6-O+UGXT'",drp_test_system_vars,'',com_reset_wdt,'-1043103971',-6,6.510714769363402
tm_send_status,'1127511831',help,'',gssb_set_burn_config,'2126212422 456685171 563978225 1747955018 -102375626 -712112508 -1590972216',gssb_get_sun,'',com_send_tc,'527570705 7QB',-6,6.513368368148804
obc_get_mem,'',obc_set_tle,'1484196964 R8@T',tm_send_status,'1181144823',tm_parse_status,'',gssb_fss_commit_config,'',-6,6.450736284255981
fp_set_cmd_unix,'1073539037 -287508971 1016986930 gR> 6n`ep5B\u6',obc_update_tle,'',gssb_scan,'1640246896 141215568',obc_get_time,'-1472742555',rw_get_speed,'',-6,6.393057584762572
help,'',tm_send_status,'1265010697',gssb_set_addr,'-1012233281',com_debug,'',com_get_config,'mS',-6,6.517775535583496
tm_send_all,'16615109450259996068 14371384444572467294',gssb_antenna_release,'-2065869653 715589023 -77728261 1713015905',fp_del_cmd_unix,'-18983752',com_reset_wdt,'-660134703',obc_get_tle,'',-6,6.373488664627075
fp_set_cmd_unix,'-2101194981 991706671 -114282673 eg;!-*Ci xi',com_get_node,'',gssb_fss_commit_config,'',gssb_arm_manual,'-689517640',gssb_select,'180243069',-6,6.157056093215942
tm_get_last,'3524615859211449990',rw_get_speed,'',tm_send_status,'-1679911540',obc_get_time,'-475674047',gssb_burn,'',-6,6.426070690155028
test,'8RT]Y:h',fp_show,'',gssb_pwr,'1811696225 -980970241',com_send_tc,'2136986745 8R<6Pb',obc_ident,'',-6,7.403303623199463
fp_set_cmd,'-670754780 -668182586 716343163 -1342543293 2086371186 -223375820 -780417225 -2078305600 z<vgV^. OR',gssb_fss_get_temp,'',fp_del_cmd,'90830892 880229364 1665333451 1881675495 1191862947 266771576',gssb_antenna_release,'1258602073 -928748107 -1170616903 -957117838',gssb_get_uuid,'',-11,6.339737415313722
set_state,'2999204031409136268 1748717178985019418 1016538166',gssb_select,'1781581582',fp_del_cmd,'-804986794 -749636972 -733342350 -1222141780 -1165342406 1946165092',fp_show,'',obc_update_status,'',-6,6.312572240829468
fp_set_cmd,'737890290 -1465400075 -27076102 1544868679 1275485683 -456672088 -2060354756 -1417030929 @G w`eM&;)*'=',obc_pwm_pwr,'1726188198',gssb_msp_get_temp,'',gssb_msp_get_temp,'',gssb_set_addr,'-1472650751',-6,6.216878414154053
drp_clear_gnd_wdt,'',fp_set_cmd_unix,'-114029836 -1837062200 710947547 m ',obc_update_tle,'',obc_get_mem,'',drp_set_deployed,'243653181',-11,6.4649789333343515
obc_debug,'359212294',com_send_data,'W5ePt<',fp_del_cmd_unix,'-115550473',eps_update_status,'',drp_add_hrs_alive,'1682346664',-6,7.31092381477356
gssb_fss_get_sun,'',gssb_fss_set_config,'-1011746887',fp_set_cmd_dt,'1091878573 175325588 1516718926 /Y_ 4PNBp;*M&',fp_del_cmd_unix,'80600191',gssb_get_status,'',-6,6.544106483459473
gssb_commit_addr,'',fp_set_cmd_unix,'668527610 -101873975 -1935868892 5G$ |94gV',obc_update_status,'',rw_get_current,'',gssb_update_status,'',-6,6.386374473571777
gssb_msp_get_temp,'',obc_reset_wdt,'',gssb_get_temp_int,'',com_set_node,'181688436',fp_set_cmd_unix,"'406173732 -1770220489 641111713 h 6&4,{@]<kd'",-6,6.454757213592528
obc_debug,'221531710',tm_send_last,'5960563114610827028 4810601133996115716',obc_debug,'243624749',gssb_get_burn_config,'',fp_set_cmd,'-494396050 902607124 1749541498 -901728994 -1112554682 -759342745 -1967653311 1229169461 <z N-<G',-11,6.4599971771240225
fp_show,'',fp_del_cmd_unix,'-1354181072',com_send_data,'',init_dummy_sensor,'',eps_get_hk,'',-6,6.408860683441162
rw_get_speed,'',gssb_burn,'',gssb_scan,'-1979857945 822366314',com_get_config,'3IQy!',fp_set_cmd_dt,"'1310514016 -1364981344 1522560034 6i #(3np]O,'",-6,6.7108376026153564
test,'9mRb',gssb_get_burn_config,'',fp_del_cmd_unix,'407793728',fp_set_cmd_dt,'-1813507571 -1324895409 -1767241663 sw%%p ',rw_get_speed,'',-6,6.351258277893066
gssb_update_status,'',gssb_get_version,'',com_send_data,'WSu^K?!)H>',fp_del_cmd_unix,'-486648938',com_debug,'',-6,7.372477769851685
fp_show,'',rw_get_speed,'',fp_set_cmd,'294170556 1625843345 266265284 857174818 1673688867 917230028 959819510 -61035381 0-;x)06{ r$KY|iNvy',obc_set_pwm_duty,'-409549558 2042259810',gssb_update_status,'',-11,6.33360767364502
com_send_tc,'1805106965 Rx/(',fp_del_cmd_unix,'1764059812',fp_del_cmd,'-1305696095 1442738273 1850878311 -612840133 992326975 387824822',gssb_get_sun,'',com_send_cmd,'729636225 ',-6,7.19879961013794
fp_set_cmd_unix,'-981360393 -2091493305 2065006910 prF^*ZzSa N3',obc_update_status,'',obc_get_sensors,'',rw_get_current,'',rw_set_speed,'342607806 -463606453',-6,6.273062467575072
drp_clear_gnd_wdt,'',tm_send_all,'4071202395087224928 18047338661612047314',fp_del_cmd_unix,'1070393468',com_reset_wdt,'76260031',gssb_msp_cal_temp,'-1670745009 1178423639',-6,6.417359352111816
gssb_commit_addr,'',rw_set_speed,'-604849684 1109811481',tm_send_from,'16601494940289193715 4099778716924740114 182451471820149820',eps_update_status,'',fp_del_cmd,'1457839325 176324337 1528963458 -654776301 -2087631922 -1068193351',-11,6.481556415557861
com_debug,'',gssb_arm_manual,'-297716321',com_reset_wdt,'-407071975',com_update_status,'',fp_set_cmd,'-1499272110 -157327120 -1758616874 -94279747 878656537 2006625209 1577896449 1598109461 ZTo-|GU5a yNp1MV3',-11,6.596741676330566
com_set_config,"'Y)g,5R#+| '",com_reset_wdt,'1398606399',fp_set_cmd,'631314721 1289984292 -5915080 -1517982181 -187182723 -1178919323 1395603903 412943421 M&N5 &kifG',obc_get_mem,'',tm_get_last,'4945167938225658684',-11,6.340478181838988
gssb_burn,'',tm_send_all,'4096670943913851763 712112301194302144',tm_send_status,'1004598958',com_ping,'1478954002',obc_update_tle,'',-6,6.536339282989503
gssb_set_burn_config,'1654037717 -1355139112 -953472544 544675439 2135846293 993509754 330591397',gssb_update_status,'',gssb_fss_get_sun,'',gssb_select,'203641089',fp_set_cmd,"'442173104 336876204 -1467310472 1730722855 1672684385 -242087707 -493701451 -255665662 , [:'",-6,6.596668720245361
gssb_fss_commit_config,'',obc_ident,'',fp_set_cmd_dt,'-1808856107 -1596906789 -1568147701 y/B i',obc_set_pwm_duty,'1207940332 -1571402648',help,'',-6,6.3238818645477295
com_set_node,'-734565358',gssb_get_sun,'',com_send_data,'Gy%',gssb_burn,'',fp_set_cmd,'-703952888 -1662935658 718889076 1564876179 -1850310488 -2092829256 1640706991 1299256426 uY='Y_E1Z6 3P[*',-11,7.371844530105591
