Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Command.5,Parameters.5,Command.6,Parameters.6,Command.7,Parameters.7,Command.8,Parameters.8,Command.9,Parameters.9,Exit Code,Total Time
obc_update_status,'',gssb_reset,'',fp_set_cmd_dt,'1114128610 -848783057 926692174 W.+#m?w[ :mS;^$i4',gssb_get_uuid,'',tm_set_ack,'2581665488514927703 1575187348604796358',gssb_set_addr,'-1219264328',gssb_get_uuid,'',obc_pwm_pwr,'462531780',eps_get_hk,'',gssb_get_version,'',-6,6.37916898727417
tm_get_last,'13563160196251937346',obc_prop_tle,'7151348716868737226',fp_set_cmd_dt,'1366970602 1656796339 837249590 KR~1SwVmv} !]4(=',rw_set_speed,'692720368 1540767447',gssb_get_status,'',gssb_fss_get_sun,'',gssb_pwr,'1288689869 892523513',gssb_get_burn_config,'',fp_set_cmd_dt,'1406464692 -339404283 -498834590 M nEx_g5n',obc_get_mem,'',-6,6.734186887741089
eps_update_status,'',drp_get_vars,'',fp_set_cmd_unix,'759499010 163876224 1290634186 6'4u_7{81 Z{\jZ#:^k',obc_get_tle,'',com_send_cmd,'831233999 .Xk',fp_reset,'',gssb_msp_cal_temp,'1247475839 -2061408868',gssb_antenna_release,'559041565 -1434508114 -1198188002 137678419',gssb_arm_manual,'184780674',com_send_data,'',-6,6.548655271530151
eps_hard_reset,'',gssb_get_model,'',gssb_fss_commit_config,'',gssb_msp_cal_temp,'2096837035 399740865',com_ping,'-1841862286',tm_send_all,'15936985573887548820 13980611668535347679',tm_set_ack,'9582032404640248734 86983955494595310',rw_get_current,'',rw_get_current,'',tm_send_status,'740728302',-6,9.487040519714355
gssb_get_sun,'',com_reset_wdt,'817041867',test,'',init_dummy_sensor,'',gssb_get_version,'',eps_hard_reset,'',fp_set_cmd_unix,'923762919 -1857633471 749561641 U*'Yw.p pyD-',com_get_config,'>',fp_show,'',gssb_msp_get_temp,'',-6,6.646169662475586
com_debug,'',drp_add_hrs_alive,'-1952582741',tm_send_status,'-1683159992',rw_get_current,'',gssb_antenna_release,'-267029298 129363248 -1920602955 -941055665',obc_set_tle,'1294363979 @}D',com_debug,'',gssb_msp_cal_temp,'562598036 289027390',gssb_reset,'',com_update_status,'',-6,6.679807662963867
fp_set_cmd_dt,"'-1326470638 -1404050752 -1738460469 EI_ehugl~ s)B?""+'",com_reset_wdt,'-545813524',tm_set_ack,'8252222650220444563 2610508598338713219',gssb_get_burn_config,'',gssb_update_status,'',eps_update_status,'',gssb_pwr,'1213306768 1013076858',tm_parse_status,'',fp_set_cmd,"'769308392 661160208 1667995592 118609523 749191602 1165688301 -47889125 1557967477 @^0^c L,<7'9Hi_'",gssb_update_status,'',-6,6.3461668491363525
gssb_set_addr,'362675484',obc_reset_wdt,'',fp_set_cmd_unix,'1701182807 182238431 -693198621 p~+s BL',obc_get_sensors,'',gssb_get_sun,'',gssb_fss_get_sun,'',rw_get_speed,'',fp_reset,'',gssb_fss_set_config,'2098311604',gssb_burn,'',-6,6.372353553771973
obc_prop_tle,'8785434257101020648',com_ping,'1461011345',obc_set_pwm_duty,'-323529840 -838506404',test,'$[78o',gssb_msp_get_temp,'',fp_set_cmd,'-1347545258 728128258 2055460753 1552544271 370264084 1824731754 1273960353 -307486590 [M[ *-]{q-',com_get_node,'',tm_send_from,'15040051463887680649 4335205358409784188 12560183474660976653',com_debug,'',obc_prop_tle,'6336763550349105607',-11,9.245233535766602
com_update_status,'',com_reset_wdt,'-1487767591',gssb_arm_auto,'-1923499278',init_dummy_sensor,'',tm_send_last,'16751394101319949567 16398213677751130995',set_state,'5107380514481254551 9433625904222023586 1889688808',tm_parse_status,'',init_dummy_sensor,'',gssb_get_burn_config,'',fp_set_cmd_dt,"'349258992 230878226 -1296658031 *Ne*!RBZh, '",-6,6.859093427658081
fp_del_cmd,'-2017547455 129176370 1064818862 1830490737 -1804120400 742169425',tm_set_ack,'3628429890659141276 15000689989961122755',gssb_commit_addr,'',set_state,'7641029535152213972 10328027837855718365 -207889620',obc_get_sensors,'',obc_reset_wdt,'',gssb_get_sun,'',drp_test_system_vars,'',com_set_config,'@|ZMig}X< {MINMR6J',com_update_status,'',-11,6.248358488082887
obc_prop_tle,'-5489678425862382660',obc_set_pwm_freq,'511080786 287828336725322414526557156537715833800',fp_del_cmd,'-1929068782 2051989347 -933861627 -500548991 740716121 -1544218000',tm_send_last,'8527816650596302197 2108134100817612003',eps_get_config,'',drp_clear_gnd_wdt,'',com_reset_wdt,'1383283364',gssb_antenna_release,'-1465498189 -1702424479 -907512569 586066417',fp_del_cmd,'2060688507 -1493954996 -301830363 -1634314977 877588055 -1323466749',obc_set_tle,'1092718084 CnCRr#cYO',-6,6.400632381439209
gssb_get_status,'',obc_get_tle,'',fp_set_cmd_unix,'252867155 359761628 1939884997 e?gdCI&w$ o*BAYjq',gssb_get_status,'',gssb_get_model,'',drp_get_vars,'',gssb_arm_manual,'-1732166060',obc_ident,'',obc_get_mem,'',com_update_status,'',-6,6.407290458679199
fp_set_cmd,'-1936579845 -1765071822 -1568597001 -1146528136 588563079 -1103533748 -2134620731 996436478 |lZ0:u RYfTrBrJ^',drp_add_hrs_alive,'1506869834',com_ping,'2120940928',tm_parse_status,'',gssb_commit_addr,'',fp_set_cmd,'1184729540 -132447725 -1765519179 1008800097 253722142 -697953551 1980482629 -1600004744 zd*g01CA^ ]',gssb_set_burn_config,'105322310 1224452015 865612906 -956880222 -1339589354 -1255617418 1418456090',fp_del_cmd,'-593742802 -2050165526 -493597363 -819435577 -937668521 798218547',com_send_cmd,'864158191 $arX<r',gssb_get_status,'',-6,6.20390772819519
gssb_get_burn_config,'',fp_del_cmd_unix,'-1923844254',com_reset_wdt,'1647076654',gssb_get_uuid,'',gssb_pwr,'2024893232 546053224',gssb_pwr,'-285799265 -1544961022',fp_del_cmd_unix,'1413490759',obc_update_tle,'',drp_get_vars,'',rw_get_speed,'',-6,6.280839443206787
drp_test_system_vars,'',obc_update_status,'',init_dummy_sensor,'',tm_send_from,'14144324481115665357 847088393644641825 12194307438690409562',gssb_set_addr,'-59222154',set_state,'16043091951875667399 5348379913758034740 -1555223041',obc_set_pwm_freq,'889322044 50512675504529161478954407728051355166',com_send_tc,'201341768 uSeWbk',tm_parse_status,'',gssb_set_burn_config,'-118935416 -762808936 -1136880199 467418180 -1061665982 -1586237959 -1606467645',-6,11.223658323287964
fp_test_params,"'38943999 'P)i#,HX""O -2118306838'",gssb_scan,'-1566336869 1691065666',gssb_arm_manual,'-523311125',gssb_pwr,'-225831830 1384045656',eps_hard_reset,'',gssb_get_burn_config,'',fp_del_cmd_unix,'-1506051192',com_send_tc,'-1565732052 e$zg',gssb_update_status,'',gssb_get_uuid,'',-6,6.84450626373291
obc_set_pwm_duty,'-729969754 -1913872960',gssb_fss_commit_config,'',fp_set_cmd_unix,'165007558 -1485076804 -1342097532 [Q Jg`7`',com_ping,'954820461',eps_set_heater,'-666187887 -30777077',obc_get_time,'1043347826',gssb_select,'670405322',gssb_reset,'',fp_del_cmd_unix,'431916882',drp_ebf,'905680616',-6,6.5819435119628915
com_get_node,'',gssb_msp_get_temp,'',gssb_get_temp,'',com_send_tc,'228433622 ',rw_get_speed,'',tm_send_last,'3721864072907328202 5563717066863236665',gssb_pwr,'-1472187234 -2015804323',fp_set_cmd_dt,'-76490922 118948732 -1289091652 D; #g{',gssb_fss_get_temp,'',gssb_arm_auto,'1124416733',-6,7.381961345672607
obc_set_pwm_freq,'1473272842 77139235655325534047119629576871203398',obc_set_tle,"'2141038315 ,JpF_\%'",gssb_get_temp_int,'',gssb_commit_addr,'',fp_del_cmd_unix,'-2064893706',gssb_update_status,'',gssb_fss_set_config,'-1707697402',gssb_msp_cal_temp,'-812535226 -338154832',com_ping,'-1663668138',gssb_scan,'-225031397 41640819',-6,6.513086080551148
com_reset_wdt,'-1197074223',gssb_msp_cal_temp,'-1918381071 -1653919515',gssb_set_burn_config,'-238596673 511335300 2000360087 -1244976182 -1887360884 -1428742089 658263378',gssb_fss_get_sun,'',gssb_unlock_config,'-248399444',gssb_msp_get_temp,'',gssb_pwr,'336371321 -2077456666',tm_send_status,'2613581',obc_get_tle,'',drp_add_hrs_alive,'-284934349',-6,6.86160683631897
gssb_get_burn_config,'',tm_send_last,'17086905116390094140 15810932106734884333',gssb_pwr,'-857999896 -924049133',gssb_set_addr,'748766473',gssb_get_uuid,'',fp_del_cmd_unix,'384399637',gssb_get_version,'',fp_set_cmd,'-1146350348 -358652292 2083912050 -1980492440 -788986733 -1032943027 992980807 2009424224 XnUWf;? oZFQg',com_set_node,'-1882825509',com_reset_wdt,'-448301983',-6,6.537391901016235
gssb_get_status,'',gssb_fss_get_sun,'',com_send_cmd,"'-1395209134 .,f'",drp_add_hrs_alive,'-1270622818',gssb_get_temp_int,'',com_send_tc,'1442645890 /DoI3',obc_set_tle,'-1776300427 wJv9|D*A',obc_ident,'',tm_parse_status,'',com_send_cmd,'-5757249 46qnR',-6,8.499184131622313
gssb_fss_get_temp,'',gssb_get_burn_config,'',obc_set_pwm_duty,'-668946970 1146820586',tm_send_status,'-234883115',gssb_get_temp_int,'',gssb_msp_get_temp,'',com_reset_wdt,'798390288',gssb_reset,'',com_set_config,'<KS%igN; ',com_set_node,'1911856382',-6,6.591613292694093
drp_clear_gnd_wdt,'',gssb_antenna_release,'-275376439 1449344047 -1530685221 891586464',obc_update_tle,'',gssb_burn,'',fp_del_cmd,'1265390161 -1620436074 -1218840449 -818946125 -2124709063 -1527517435',gssb_arm_auto,'-1010706817',gssb_pwr,'-797343758 -1659758121',drp_get_vars,'',obc_get_tle,'',com_get_config,"']tu""vZM=M8'",-6,6.606502771377564
com_send_tc,'-949247099 x&uq',gssb_fss_get_sun,'',gssb_get_sun,'',gssb_set_burn_config,'-991405394 -484418070 154719108 2054153521 624556048 1357805880 -125680172',gssb_unlock_config,'1651385763',gssb_select,'348510844',com_get_config,'*j',gssb_get_temp_int,'',drp_set_var,'-1697030991 2049119343',obc_prop_tle,'-7063184138118492248',-6,7.279213905334473
tm_send_last,'8328719376023921129 15984834627090305035',fp_del_cmd_unix,'-84389606',gssb_msp_get_temp,'',fp_set_cmd,"'345646525 332839750 -1013283153 -960813637 1634447956 1814519073 -2007872444 -289816723 7[H$fbaDLY S=!""v\'",obc_set_pwm_duty,'-750875613 -1775068359',gssb_arm_auto,'-1908273191',obc_get_tle,'',gssb_fss_get_temp,'',help,'',gssb_arm_manual,'-1564100890',-6,6.3611321449279785
gssb_get_burn_config,'',gssb_fss_get_temp,'',drp_add_hrs_alive,'-51136077',tm_send_last,'4569601261488838359 15161308524974644507',com_send_data,'UIqXrw2)',drp_test_system_vars,'',drp_get_vars,'',fp_set_cmd_unix,'845411119 -1764267436 1591702145 [YkVy {',drp_get_vars,'',obc_set_pwm_duty,'-1624259377 841109031',-6,11.214663743972778
obc_get_sensors,'',tm_get_last,'3509206161039973476',rw_set_speed,'1965349457 -888246269',gssb_arm_auto,'-1916812340',tm_set_ack,'9436184707272090291 10609020198300245808',tm_send_last,'15501563192502284311 11921990310330937338',rw_get_speed,'',obc_set_pwm_freq,'166988936 -34672216220290852231738223732319263627',fp_set_cmd_unix,"'-1985608646 290185833 118424278 Y)&RC#""O4 '",com_debug,'',-6,6.767335414886475
com_update_status,'',fp_set_cmd_unix,'1835947519 1490779287 1985249583 e(Ra v}Y8i;',com_ping,'860540814',set_state,'3459026447707453345 18395677506004387668 748457699',gssb_fss_get_temp,'',drp_test_system_vars,'',tm_send_last,'10279366386688853825 13924390509787761470',com_send_cmd,'-476286919 sO3l9(:5F',gssb_fss_commit_config,'',obc_get_sensors,'',-6,6.318857669830322
gssb_get_temp,'',obc_debug,'1648832553',gssb_get_temp,'',gssb_get_status,'',gssb_get_temp,'',gssb_get_model,'',fp_set_cmd_unix,'-1232998170 40653740 -1208259036 omxh*K ',com_ping,'123790597',obc_pwm_pwr,'-1259285595',gssb_get_temp,'',-6,6.639336824417113
obc_get_time,'-1646447931',gssb_unlock_config,'-1754159903',gssb_get_temp,'',gssb_burn,'',com_get_node,'',eps_get_hk,'',fp_set_cmd_unix,'-1388918255 -1817302063 480564937 'N m;60L'%N',drp_test_system_vars,'',fp_show,'',com_set_config,'aa_dN 'dW#5\2L8',-6,6.601032257080077
obc_set_pwm_freq,'2061200225 -122646652842546822114499646437441091050',gssb_scan,'129172039 1388214410',gssb_set_burn_config,'-458703039 -1844891137 2109658366 -2121330972 -431639114 500566781 302952750',rw_get_speed,'',gssb_fss_commit_config,'',gssb_antenna_release,'291201809 551355208 435998530 -637920071',gssb_arm_manual,'1004518547',tm_set_ack,'14786658377910505392 17682966530179228395',com_set_config,' C.r\QHoEau',fp_set_cmd,'1377816579 763551171 -1531202019 -729510899 -2035935505 -217771009 1010207960 2103790732 ~ |Z(NDT$BK',-6,6.953225135803223
gssb_get_burn_config,'',drp_set_var,'1652941512 1917010231',fp_del_cmd_unix,'-1974438545',drp_set_var,'372274707 1203938254',gssb_arm_auto,'70236637',tm_set_ack,'5204772806443460228 7449332517717157848',gssb_get_temp,'',gssb_fss_get_temp,'',rw_set_speed,'758915755 -1524339002',com_get_config,'FL;(',-6,6.322007656097412
drp_set_var,'-1528104596 -925384792',gssb_update_status,'',fp_reset,'',rw_get_speed,'',obc_debug,'239125398',obc_reset_wdt,'',eps_get_config,'',tm_send_last,'11863062589070362613 14462933896371117754',tm_send_status,'422569646',fp_show,'',-6,6.843968391418457
fp_set_cmd_unix,'-177416283 1775291910 1008425734 6A|n ',fp_show,'',obc_get_tle,'',gssb_update_status,'',gssb_get_status,'',rw_set_speed,'1239044706 564760997',fp_reset,'',obc_update_status,'',obc_get_sensors,'',obc_update_status,'',-6,6.424102783203125
gssb_pwr,'-1793554844 156169530',drp_add_hrs_alive,'371603697',fp_show,'',com_get_config,'3',fp_del_cmd,'-1020269067 1714763840 -550586527 -1518550432 1954015582 1043213274',drp_get_vars,'',fp_set_cmd_dt,'-1887691851 -317463794 1936954263  %bKt',eps_hard_reset,'',gssb_msp_get_temp,'',gssb_fss_set_config,'117577694',-6,6.570042371749878
rw_get_current,'',drp_test_system_vars,'',com_ping,'-1476609173',com_set_node,'458311294',gssb_commit_addr,'',test,'Vn',fp_show,'',gssb_arm_manual,'-1121755658',tm_send_status,'-765372444',obc_get_time,'-557548009',-6,13.260363101959227
gssb_set_addr,'-1178299608',help,'',com_set_config,'Gl 5x[O3JVkm',gssb_get_uuid,'',gssb_get_temp_int,'',fp_del_cmd,'-417485204 -1115140118 1719522294 236464066 -1144173411 -1496321114',tm_send_last,'6108425011097065091 13933324960498459006',gssb_get_status,'',gssb_get_temp,'',obc_get_sensors,'',-11,6.534843444824219
fp_set_cmd,'-259620921 1470484916 1695852696 151532278 1021422913 -1762380152 1662814699 535085261 IVq`y 7\5^',eps_set_heater,'30960966 1938633150',tm_set_ack,'17147970347771332822 15267339901282956106',com_set_node,'1556967602',com_send_rpt,'1922234866 0Hn'g+',eps_hard_reset,'',tm_send_from,'15744942614479918890 8181217462295940933 6806097061767068229',gssb_pwr,'-348907604 966987703',gssb_get_temp_int,'',com_update_status,'',-11,6.268605947494508
drp_add_hrs_alive,'749066855',tm_send_last,'7119176986145906955 6998868045161181657',obc_get_sensors,'',drp_test_system_vars,'',com_reset_wdt,'-1660183761',com_send_tc,'-1355710162 SmK',tm_send_status,'302254052',obc_get_tle,'',eps_get_config,'',com_send_tc,'-781781568 LW=>yM',-6,11.468919277191162
gssb_get_status,'',gssb_reset,'',gssb_fss_get_temp,'',obc_set_tle,'-1503771486 ?qsVN',com_send_tc,'-292000305 oK7&wpN:8d',gssb_fss_commit_config,'',obc_update_status,'',drp_clear_gnd_wdt,'',fp_del_cmd_unix,'-928338375',fp_show,'',-6,7.709667444229126
gssb_get_uuid,'',tm_send_status,'1071105376',obc_pwm_pwr,'-1601097604',fp_show,'',drp_set_var,'1477190171 -1634564237',fp_reset,'',help,'',gssb_fss_get_sun,'',com_send_rpt,'-114136148 ',obc_prop_tle,'-6093452730793322485',-6,6.439222812652588
