Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Command.5,Parameters.5,Command.6,Parameters.6,Command.7,Parameters.7,Command.8,Parameters.8,Command.9,Parameters.9,Command.10,Parameters.10,Command.11,Parameters.11,Command.12,Parameters.12,Command.13,Parameters.13,Command.14,Parameters.14,Command.15,Parameters.15,Command.16,Parameters.16,Command.17,Parameters.17,Command.18,Parameters.18,Command.19,Parameters.19,Command.20,Parameters.20,Command.21,Parameters.21,Command.22,Parameters.22,Command.23,Parameters.23,Command.24,Parameters.24,Command.25,Parameters.25,Command.26,Parameters.26,Command.27,Parameters.27,Command.28,Parameters.28,Command.29,Parameters.29,Command.30,Parameters.30,Command.31,Parameters.31,Command.32,Parameters.32,Command.33,Parameters.33,Command.34,Parameters.34,Command.35,Parameters.35,Command.36,Parameters.36,Command.37,Parameters.37,Command.38,Parameters.38,Command.39,Parameters.39,Command.40,Parameters.40,Command.41,Parameters.41,Command.42,Parameters.42,Command.43,Parameters.43,Command.44,Parameters.44,Command.45,Parameters.45,Command.46,Parameters.46,Command.47,Parameters.47,Command.48,Parameters.48,Command.49,Parameters.49,Exit Code,Total Time
gssb_get_burn_config,'',eps_get_hk,'',fp_set_cmd_unix,"'-178818721 -1167881844 1572405574 s,N|Z&%w e(*hd($>JB'",gssb_scan,'-234345589 -1753336101',gssb_get_burn_config,'',com_set_config,"'M{=*Sr9dD v,fC'",tm_set_ack,'2661488748209082817 236837307904227985',com_set_node,'-1012073850',drp_add_hrs_alive,'-582440974',obc_ident,'',gssb_update_status,'',gssb_arm_auto,'-1318229583',gssb_get_model,'',obc_debug,'-1750531',gssb_arm_manual,'919616945',tm_get_last,'6636604136396321342',tm_send_last,'18427886399108087737 660855393538354327',obc_get_tle,'',help,'',tm_get_last,'2856840750857212185',tm_send_from,'3516503548111465430 15407193260181652127 9899243521232638755',gssb_get_temp_int,'',obc_get_tle,'',fp_set_cmd_dt,'152088129 1404912563 1459265080 de }XF',rw_get_speed,'',set_state,'17002531793831073430 7068818781156056851 310673694',com_ping,'-2083340971',eps_get_hk,'',eps_set_heater,'1610182446 -1536843472',fp_reset,'',drp_add_hrs_alive,'-1348135257',drp_set_var,'-266966559 -544635489',gssb_get_temp_int,'',gssb_pwr,'1103885311 831114034',obc_set_pwm_freq,'95310525 -168264680052272103462860986351752800175',gssb_commit_addr,'',obc_set_tle,'9617449 $0!j1',gssb_get_sun,'',gssb_get_burn_config,'',eps_hard_reset,'',obc_reset_wdt,'',com_reset_wdt,'202528026',eps_update_status,'',obc_ident,'',obc_reset_wdt,'',gssb_msp_get_temp,'',gssb_unlock_config,'1658019768',tm_send_all,'4401828856343278325 1882569440533775141',com_get_config,"'c,J#;yI{'",drp_ebf,'1484938497',-6,6.584076881408691
com_update_status,'',tm_send_last,'3896238474727189742 3097658557755238613',fp_del_cmd_unix,'481103279',drp_ebf,'-1648777858',tm_set_ack,'740624144698185158 15105337959463000977',tm_parse_status,'',com_ping,'-1922874459',com_update_status,'',gssb_commit_addr,'',tm_parse_status,'',drp_set_deployed,'-727248148',drp_get_vars,'',obc_update_status,'',gssb_get_uuid,'',gssb_get_sun,'',eps_update_status,'',gssb_scan,'-269904597 452549958',com_send_data,'}=qp',com_get_config,'`t>#D&$',com_send_cmd,"'-1976039560 Bb,9iqk'",gssb_fss_get_temp,'',obc_debug,'-1660428230',com_send_rpt,'1439817917 >OCJ',com_debug,'',init_dummy_sensor,'',com_send_data,'3t9cm:4qZ',rw_get_current,'',eps_update_status,'',obc_debug,'-416142440',gssb_get_status,'',obc_set_pwm_freq,'157565360 -81808557603240621054025953892654023314',drp_get_vars,'',gssb_fss_get_temp,'',eps_set_heater,'-1611140980 463980360',eps_get_config,'',gssb_fss_commit_config,'',drp_set_var,'909284272 42713251',eps_hard_reset,'',fp_set_cmd_dt,'1942698116 1774615278 -1192640229 ]'.?Y ~',eps_update_status,'',com_set_config,'4k3S's|7 =&sF\m7nX-',gssb_get_sun,'',gssb_get_status,'',obc_ident,'',com_send_data,'.%?b1.`Z$',com_ping,'-2110278295',drp_set_var,'-2003496028 1442371953',tm_get_last,'17150570661451017456',drp_clear_gnd_wdt,'',gssb_set_addr,'-263125236',-6,6.345131158828735
eps_set_heater,'994951392 -702439844',com_set_node,'1255713408',gssb_unlock_config,'-1310382985',help,'',obc_pwm_pwr,'-357378744',eps_set_heater,'2026651404 -1363271751',tm_send_from,'12139516194791040837 5635979273699405339 11028819780524942151',fp_set_cmd,'-450903944 -925476920 1985514705 -1803996904 1477472627 1000801895 1705965234 -1524938514 7M a25>wc&$ef',tm_send_status,'1689659332',gssb_set_addr,'-1699120781',gssb_get_uuid,'',fp_show,'',eps_update_status,'',tm_get_last,'2991202384403569031',obc_debug,'-1201366665',gssb_reset,'',gssb_msp_cal_temp,'2019991621 -437205477',gssb_get_sun,'',tm_send_last,'8846753487178336279 12881237263783031829',gssb_fss_set_config,'-378436177',gssb_update_status,'',gssb_burn,'',fp_del_cmd_unix,'-188128125',gssb_msp_get_temp,'',obc_set_pwm_duty,'670112206 1236047240',gssb_fss_commit_config,'',gssb_arm_auto,'1008263041',set_state,'5922136389864733812 16171789294603811315 386994569',fp_test_params,'-274971264 EQ::?xMREb -1984208348',gssb_msp_get_temp,'',drp_test_system_vars,'',com_send_rpt,'229072398 0]BJV[',test,'88-~}',com_set_node,'1406117011',obc_get_time,'-476747146',tm_send_status,'-76736305',com_get_config,'',obc_set_tle,'1494192670 !S/#X@-]',com_ping,'1617723341',rw_set_speed,'1530465247 384186204',com_debug,'',com_ping,'770145812',gssb_get_temp,'',gssb_get_model,'',obc_set_tle,'-312033656 u',obc_set_pwm_freq,'1776785080 -180263594906682133692849419814850852586',com_get_config,'7#6',rw_set_speed,'-3420664 -469791448',gssb_antenna_release,'374159748 983459315 597291671 -510388756',gssb_get_version,'',-11,6.9422807693481445
init_dummy_sensor,'',obc_get_sensors,'',fp_reset,'',gssb_set_addr,'292947358',obc_pwm_pwr,'629248647',gssb_get_status,'',init_dummy_sensor,'',gssb_msp_get_temp,'',com_send_tc,"'-489379056 'y,iC'",gssb_set_burn_config,'-261946950 -1805444634 1298007260 -1892342521 144118586 -1177258820 -1532923093',gssb_unlock_config,'-1435815361',gssb_arm_manual,'-1340468209',eps_hard_reset,'',drp_test_system_vars,'',drp_get_vars,'',obc_set_pwm_duty,'1287561403 -923207957',fp_set_cmd_dt,'-1641607176 266551927 -1147210377 }QMI)&Ep 1VJf7+',gssb_get_temp_int,'',gssb_scan,'-1300167965 1291185514',tm_send_from,'3093955543295269961 16157624243271675814 5752125094709996073',drp_clear_gnd_wdt,'',rw_get_speed,'',gssb_select,'329531633',obc_get_mem,'',eps_get_hk,'',gssb_arm_auto,'36096236',gssb_update_status,'',com_get_node,'',set_state,'11187028089192428282 17778213166992268098 1805444765',obc_get_sensors,'',obc_prop_tle,'872050584691148887',gssb_get_version,'',fp_del_cmd_unix,'935150313',com_send_data,"'mI,S_{lu'",com_send_rpt,'-107555051 |snpC.kVv',gssb_fss_set_config,'406536897',eps_get_hk,'',fp_set_cmd_dt,'122764802 1217924518 613068979 R glhblaA[+',gssb_antenna_release,'1130457389 -1749849522 -429971401 -203252381',com_send_tc,'-1399890017 !^@OWIp',drp_ebf,'-1076665244',gssb_get_uuid,'',gssb_fss_get_sun,'',rw_get_speed,'',eps_update_status,'',com_ping,'-1565214052',fp_del_cmd_unix,'738627395',gssb_fss_commit_config,'',tm_send_from,'2454995848583417293 255594207632590881 16324663978171975928',gssb_antenna_release,'1023232923 -2066493461 304778652 -1265912553',-6,7.800960779190063
gssb_msp_cal_temp,'531429051 684584236',obc_pwm_pwr,'-569393322',com_ping,'-564019110',gssb_antenna_release,'455912275 1554843205 -154353028 -1987893602',tm_send_all,'1667633664699263306 15907810458187321155',gssb_reset,'',gssb_get_temp,'',com_get_node,'',tm_parse_status,'',gssb_fss_commit_config,'',fp_set_cmd_dt,'-323281648 -1485813751 1663304346 {$w1(QT$E$ `#)tE}2+',help,'',gssb_arm_auto,'1873173861',com_ping,'-2053854296',gssb_get_burn_config,'',drp_set_var,'1479686507 -410111082',init_dummy_sensor,'',obc_get_sensors,'',eps_get_hk,'',gssb_get_uuid,'',tm_get_last,'17761071353040313102',obc_get_sensors,'',drp_clear_gnd_wdt,'',tm_parse_status,'',eps_get_config,'',init_dummy_sensor,'',tm_send_status,'184296942',obc_set_tle,'-1663262232 mJ)',gssb_reset,'',tm_send_all,'926227682352502276 3450293378763505599',drp_test_system_vars,'',gssb_set_burn_config,'-1715067817 1939415449 -1110170315 1132002904 -624299125 -2102464483 -1807909574',gssb_scan,'-904532368 1658573026',gssb_scan,'-1747138140 1642042304',gssb_reset,'',com_send_data,'',obc_reset_wdt,'',obc_reset_wdt,'',gssb_get_uuid,'',gssb_reset,'',obc_set_tle,'668362898 6w<]RK-H)M',tm_send_from,'10871546640129125526 18331708104578661373 8825741595376193531',gssb_commit_addr,'',eps_get_hk,'',gssb_get_temp,'',gssb_msp_get_temp,'',fp_set_cmd_unix,'-1981869674 1315837145 549918492 B[)!J-a w$[-WT?5',tm_get_last,'4252242920628774889',fp_del_cmd,'-1659589225 1999943297 196186483 -548428513 -1739968992 292125982',fp_set_cmd,"'885786800 1291995730 642071406 -1714308908 -1285112636 -291920473 1637129177 -1449154246 :;""Z:, a{dbEY_'",-6,12.508981943130493
tm_send_last,'5016558748504620626 2440777423610285095',gssb_pwr,'1558662958 -940649236',obc_update_status,'',com_get_node,'',gssb_update_status,'',drp_ebf,'-183628668',obc_set_pwm_freq,'-1001271255 -334479742565038115802837916366635189020',gssb_antenna_release,'-985721434 -318863980 223599787 -201846595',com_set_node,'-562206512',init_dummy_sensor,'',help,'',drp_get_vars,'',tm_send_last,'10504993320549782694 18386486559612822961',fp_del_cmd_unix,'2143543770',fp_test_params,'204869526 v_sA1n)/3 529681539',com_send_tc,'520243006 gnD#uxBRGQ',obc_set_pwm_freq,'-837866051 41773428883069907309320629457083892648',drp_add_hrs_alive,'-1450167622',fp_set_cmd,'-1445098391 417664776 716722771 -264077663 119893773 1267924847 -389084200 -517489691 UGfj{;Y (T&{',gssb_get_version,'',fp_set_cmd_unix,'-1008543505 901824186 -377306302 1:L}2aq32 C',obc_update_status,'',gssb_update_status,'',gssb_update_status,'',com_send_tc,'-345517370 Jpj',tm_send_last,'9078177004303414686 1809715785564345492',eps_set_heater,'-1754247482 -1101893720',drp_get_vars,'',gssb_select,'-563765296',gssb_fss_get_temp,'',tm_parse_status,'',gssb_unlock_config,'1841577743',obc_set_pwm_duty,'45416646 -326661388',com_set_config,'LFsaz ia',gssb_update_status,'',init_dummy_sensor,'',fp_del_cmd_unix,'-1311210687',gssb_get_uuid,'',gssb_arm_manual,'-1295961241',obc_set_tle,'-35127083 (`GT',obc_update_status,'',obc_update_tle,'',obc_update_tle,'',tm_send_last,'14657048357878827477 7957083693230263448',com_debug,'',obc_set_pwm_freq,'1820318360 39852619695488824538900761297516113933',obc_prop_tle,'2340328824036405975',gssb_get_burn_config,'',obc_debug,'311566527',drp_get_vars,'',-6,7.265953063964844
obc_set_pwm_duty,'539443268 1221133333',gssb_msp_get_temp,'',test,'%z]NQK.0f',fp_show,'',com_set_config,' >D',tm_send_all,'8019173360738423959 15066290582852245950',init_dummy_sensor,'',gssb_fss_set_config,'-671465780',tm_send_all,'12374762490576659685 16419796188597470881',gssb_msp_get_temp,'',fp_del_cmd_unix,'-132965047',gssb_fss_get_temp,'',gssb_get_sun,'',gssb_get_temp_int,'',gssb_set_burn_config,'866272660 -566505312 734867243 -1708610837 -353774091 2099779629 1281770066',obc_get_sensors,'',tm_set_ack,'8409075282101927947 6704826589988766467',gssb_update_status,'',fp_test_params,'85525673 n!iay]0 915225939',eps_get_config,'',gssb_set_burn_config,'1825328379 -1966644964 -1012017589 -131028188 1875819997 1300672024 1111919457',drp_set_deployed,'-1972770204',gssb_arm_auto,'77464261',obc_set_pwm_freq,'1583094288 -119719975375793104496064061771360994633',gssb_arm_auto,'-500865394',gssb_unlock_config,'-1429609330',gssb_get_version,'',tm_send_last,'18154883920723524255 17719529216816312671',set_state,'4830429294289588205 14168349230578639001 131406257',gssb_fss_commit_config,'',drp_get_vars,'',obc_pwm_pwr,'-789901896',eps_get_hk,'',init_dummy_sensor,'',gssb_msp_cal_temp,'-2114433841 994180449',drp_clear_gnd_wdt,'',fp_set_cmd_dt,'91020087 -1532802318 1635507866 SIM:of]nq Qa',fp_del_cmd_unix,'1256232914',com_reset_wdt,'228446255',com_get_node,'',fp_del_cmd_unix,'-1615618037',obc_set_pwm_freq,'865816125 -149244856578928633334254159751813236423',fp_set_cmd_unix,'-1239982021 -795902781 -698314763 W3uIi^ X',fp_test_params,'-147472866 F6 1887211310',obc_get_mem,'',obc_pwm_pwr,'433768199',drp_add_hrs_alive,'1798770039',com_reset_wdt,'-795015105',tm_send_status,'1734245369',gssb_arm_manual,'2077419551',-6,6.975171327590942
gssb_fss_get_temp,'',com_ping,'-242427266',obc_get_tle,'',tm_send_from,'7624861014175317376 17913570726906424007 18353811375848470647',obc_set_pwm_duty,'-173747130 -1596344974',eps_get_config,'',tm_send_from,'16630218867604179965 7760398140246745735 4359760200439130648',obc_get_mem,'',rw_get_speed,'',eps_get_config,'',fp_set_cmd_unix,'-1065979935 -2082535801 2037305151 {lVf:W W=ks&v;',com_send_data,'o3H4$H',gssb_get_temp_int,'',drp_add_hrs_alive,'-1063724276',fp_set_cmd,'856469483 -88390753 -1697093334 -1037777331 -1739945823 825411561 970123743 1642953743 ? E',drp_clear_gnd_wdt,'',gssb_msp_cal_temp,'-377703790 -889205051',gssb_set_addr,'1703700912',fp_del_cmd,'-1208164288 -1514419403 -1366375351 -666529900 -1537741502 132364590',rw_get_current,'',obc_set_tle,'-1875443280 d',gssb_arm_auto,'1797642766',obc_get_tle,'',drp_test_system_vars,'',fp_set_cmd,'-948825597 -373734082 -1775781279 -1658587127 136242418 -1969002408 -426147724 -1859929731 {-Gu_v 78z3-',gssb_get_temp,'',gssb_unlock_config,'-57255225',com_get_config,'>i:p<q^Rs',tm_send_status,'-754319827',gssb_select,'1435868356',eps_get_config,'',com_ping,'573581840',obc_reset_wdt,'',com_send_rpt,'942495171 SjrLq4',help,'',gssb_get_sun,'',gssb_burn,'',gssb_antenna_release,'1731695313 -345304577 -1183493724 1790983550',obc_set_tle,"'995991003 i0^,a'",gssb_arm_auto,'-988913433',gssb_msp_cal_temp,'-786329694 -1378457715',rw_set_speed,'384014027 1715165321',fp_del_cmd_unix,'-1503302923',gssb_update_status,'',gssb_get_model,'',tm_set_ack,'12731522994706731352 9824599257111312104',tm_send_status,'-401137102',gssb_msp_get_temp,'',gssb_get_temp_int,'',com_send_tc,'1999371924 (/E',-11,10.479622125625609
com_send_tc,'93427906 A@fD/dk',eps_hard_reset,'',obc_set_pwm_freq,'-366091198 -204889683622798544989878143961068974310',com_set_config,'&tWNR%tvbI !7',gssb_get_sun,'',rw_get_current,'',gssb_set_addr,'-495769994',tm_get_last,'3492981376267989150',gssb_get_sun,'',tm_set_ack,'10617826042412480985 9835903873805890216',com_set_config,'@!Qnt Sr9]]',gssb_fss_get_sun,'',tm_send_status,'1422302729',drp_set_var,'1491819604 1370084977',obc_update_status,'',gssb_get_temp_int,'',gssb_get_temp_int,'',obc_debug,'651832183',gssb_get_temp_int,'',obc_get_sensors,'',gssb_get_version,'',gssb_fss_commit_config,'',tm_send_all,'15844745247630924084 6882569337219850812',gssb_update_status,'',gssb_arm_manual,'5822182',com_send_tc,"'-1116182138 v`xtkl[F,'",eps_set_heater,'1652603685 1196230213',gssb_msp_cal_temp,'-1537831619 723654841',gssb_msp_get_temp,'',gssb_set_addr,'1772685669',obc_get_time,'1168400240',tm_send_all,'5583384215495092289 14179594405130837031',gssb_arm_auto,'840002654',gssb_arm_auto,'1481981404',test,')[dA',obc_set_tle,'-1089858844 X1wGJ)WZU5',gssb_antenna_release,'326782223 396899673 279311497 697935917',fp_reset,'',com_set_config,'LwY[caxm~ ',drp_set_var,'1233034068 -1487311123',rw_get_current,'',fp_set_cmd_dt,'952515066 543990233 -1356330228 Q ZkV{q+.!',gssb_fss_commit_config,'',fp_del_cmd,'1828643677 -1641234003 455984746 -1927344951 -117825220 1977135040',obc_update_status,'',rw_set_speed,'1045719520 -1007211872',gssb_commit_addr,'',gssb_get_version,'',fp_set_cmd,"'-2001150365 -26632954 -1219570513 2143804068 407254900 -18090651 979539847 -919545264 m,sU*, .J""uw)~'",rw_set_speed,'-149718453 -891307716',-6,7.41505765914917
gssb_fss_get_temp,'',gssb_burn,'',gssb_fss_commit_config,'',gssb_get_version,'',gssb_burn,'',obc_get_time,'438467629',drp_set_var,'-128817313 -1330158416',drp_get_vars,'',obc_set_pwm_duty,'151020153 -1907722906',com_ping,'-205390674',gssb_antenna_release,'-390868434 -1359467036 509545633 1157396837',fp_del_cmd,'-1694074965 -790119706 1483888235 -241021250 -1046753933 1797246936',fp_set_cmd,'-141452543 -1519475634 -1281566153 -2095059696 2071113664 -1856560381 -1238188846 450760371  YfB_K`3~MP',gssb_burn,'',eps_get_config,'',tm_send_all,'8948232048362196011 7614078564660580721',gssb_select,'1928186474',eps_get_hk,'',eps_set_heater,'1982485782 -1179046699',fp_reset,'',eps_set_heater,'-2032970950 -1295499703',obc_set_pwm_freq,'-506391769 -187398648876468450772787712577481387042',gssb_get_version,'',gssb_unlock_config,'296159951',com_get_config,'',gssb_get_burn_config,'',obc_get_sensors,'',com_send_data,"'Z""/2{9BK-'",eps_get_hk,'',drp_set_deployed,'-338483321',rw_set_speed,'-1703506560 -1151762310',obc_get_sensors,'',fp_set_cmd,'2084035476 -817448984 1493920305 -442794662 494417705 -1905370695 -415917840 37946488 >~>B~h_I@$ _',eps_set_heater,'-1859253749 -190186164',gssb_commit_addr,'',com_set_node,'-1255339896',drp_get_vars,'',rw_get_speed,'',obc_set_pwm_freq,'2109062511 43853211985200715319520214982772743113',obc_update_tle,'',drp_clear_gnd_wdt,'',gssb_update_status,'',gssb_arm_auto,'989733054',fp_test_params,'2062619483 &[iq -2063045756',tm_send_all,'16250006776560101478 9612334602189841105',com_send_data,'DNs',fp_del_cmd,'1726037125 1044862069 -666839404 1691994543 -1653254167 2027105124',obc_set_tle,'-1925671707 ii.}c)3',com_set_node,'-2026799459',init_dummy_sensor,'',-11,9.976102590560911
obc_prop_tle,'5646743128048308686',gssb_burn,'',drp_test_system_vars,'',gssb_get_temp_int,'',obc_set_pwm_freq,'1979017471 -255798057541866547305923518546294209605',eps_get_hk,'',init_dummy_sensor,'',com_ping,'597547669',com_send_tc,'706095572 w._}Qv:(',eps_get_hk,'',rw_get_speed,'',obc_update_status,'',obc_set_tle,'-766940037 F',gssb_set_addr,'1020367435',help,'',test,'Qf#',com_get_config,"'tYA{,on#'",drp_test_system_vars,'',com_ping,'95010853',rw_get_speed,'',obc_prop_tle,'299612013189460854',obc_pwm_pwr,'1017214594',gssb_fss_get_temp,'',gssb_unlock_config,'1813137864',obc_update_tle,'',fp_test_params,'768079619 M#f -1991135690',gssb_get_status,'',tm_get_last,'9447942313374133559',fp_del_cmd_unix,'931579824',drp_clear_gnd_wdt,'',obc_ident,'',obc_set_pwm_duty,'-1954198468 -1233654897',obc_reset_wdt,'',obc_pwm_pwr,'-1738944199',com_get_node,'',eps_hard_reset,'',com_get_config,'5;@6.~{u_',com_send_data,'`',gssb_antenna_release,'-899904471 1311893448 859290883 1907982859',drp_set_var,'494197232 -352937907',rw_get_current,'',gssb_unlock_config,'-161264404',gssb_unlock_config,'1044000481',drp_clear_gnd_wdt,'',rw_get_current,'',eps_get_config,'',gssb_pwr,'1776453717 1272155024',obc_update_tle,'',fp_show,'',obc_get_tle,'',-6,14.116766929626465
obc_get_time,'-1462878521',gssb_msp_cal_temp,'-892129814 -335085529',com_send_tc,'-796273591 *N',com_set_config,' .#[D',gssb_msp_get_temp,'',fp_set_cmd_unix,'1834316567 1725995702 1600609093 QmvFr]g*& :C',obc_get_tle,'',fp_test_params,'-1975054816 WTv6Z?!-zO 1328147948',obc_pwm_pwr,'876916785',tm_send_last,'15031112273942716926 86967499350359278',tm_set_ack,'4958582741515255580 11066719074213399568',tm_set_ack,'4062615417217803236 9954844306839874548',drp_test_system_vars,'',gssb_fss_set_config,'-2043980735',fp_set_cmd,'-1467126757 -1050634664 -849628656 1537932144 -1241592916 1004693039 1872911772 1726630085 &G4kIbmfQ( 8E(h|!',eps_hard_reset,'',fp_test_params,'-1886143351 u5.6tJ&WX 631173725',fp_del_cmd_unix,'-969212851',obc_update_status,'',gssb_arm_manual,'-805623573',set_state,'16428228936548795060 2281360119925374559 -1063748671',gssb_fss_get_sun,'',com_get_node,'',gssb_fss_get_sun,'',fp_set_cmd,"'-1448396656 -760594088 558511286 1608893285 614849575 -1737835502 -1666518874 348054031 Wr<D'=K\ #Ml.RNh|""'",gssb_scan,'1379748808 614453343',gssb_arm_manual,'1664241247',help,'',gssb_get_model,'',gssb_get_burn_config,'',set_state,'8077869504653352706 16482572890330292806 37814317',obc_get_tle,'',com_send_rpt,'501116167 ?_/',gssb_fss_get_temp,'',com_get_node,'',gssb_fss_get_temp,'',gssb_get_burn_config,'',com_get_config,'z-%`l',gssb_fss_set_config,'-25664478',gssb_commit_addr,'',drp_get_vars,'',gssb_arm_manual,'118607794',gssb_fss_get_temp,'',eps_get_hk,'',drp_set_deployed,'-1133715991',obc_reset_wdt,'',gssb_get_burn_config,'',gssb_select,'-1793850895',eps_set_heater,'-1240936569 1572879662',gssb_fss_get_sun,'',-6,7.367481470108032
gssb_msp_get_temp,'',fp_set_cmd_dt,"'-230412363 1247155262 -1069114561  ,}'",gssb_commit_addr,'',gssb_get_uuid,'',com_send_tc,'921170677 G',init_dummy_sensor,'',fp_set_cmd,"'-82124190 -616598732 993148975 -1493554969 -48444495 -546111965 1418345494 -1836617397 xQ~;,k*( ig^'",gssb_update_status,'',eps_set_heater,'-1957067997 1899592796',gssb_arm_manual,'-407881625',gssb_antenna_release,'1437496229 1575226513 -1506982270 -1971621180',fp_del_cmd,'-2060981919 1076124436 308675762 -1521072047 -1868240699 1135750742',rw_get_current,'',fp_test_params,"'-54019075 'R.`,hg 1986479659'",obc_ident,'',obc_pwm_pwr,'1934328253',fp_reset,'',obc_set_tle,'-1361090837 ',obc_update_tle,'',com_update_status,'',drp_ebf,'-505523316',rw_get_current,'',rw_set_speed,'103316953 918279863',com_send_data,'U6^5zn<li@',fp_del_cmd,'1320484155 -1152423149 366583109 1128069305 1844857477 67963320',obc_set_pwm_duty,'811517809 -593975366',test,'!_%ERf#',test,'55W',fp_reset,'',fp_reset,'',drp_ebf,'665158601',com_send_cmd,'-772227416 s5Zy9lP<',fp_set_cmd_dt,'85852146 731726102 1508031758  G+-hD',gssb_fss_set_config,'-150102159',fp_set_cmd_unix,'-762084755 672110881 1363312818 dBm}x <',gssb_set_addr,'597233659',set_state,'14938696136320104719 7980847857894934124 751273483',fp_set_cmd_unix,"'1463544836 412968554 2138797172 C"" P\""C4/2#}'",tm_get_last,'8129888647849305401',obc_debug,'-1090337087',drp_test_system_vars,'',drp_get_vars,'',eps_update_status,'',com_send_rpt,'1857906218 NgZ$',obc_reset_wdt,'',drp_clear_gnd_wdt,'',drp_add_hrs_alive,'-1970562642',tm_get_last,'5510899158298785193',gssb_burn,'',gssb_get_burn_config,'',-6,6.267707347869872
obc_set_pwm_duty,'-867662605 1449217849',com_get_node,'',fp_show,'',gssb_fss_set_config,'166215566',obc_get_mem,'',gssb_arm_auto,'898236147',tm_send_from,'3795376652301888031 10286883288948964100 6739662469178631785',com_send_rpt,'1752224031 Ht',gssb_burn,'',eps_update_status,'',tm_send_status,'-1359547404',fp_show,'',obc_ident,'',gssb_commit_addr,'',eps_get_config,'',gssb_get_uuid,'',com_get_config,'6smk-Fr',tm_send_all,'9827654932450329465 14326842794750745617',eps_get_hk,'',obc_reset_wdt,'',obc_get_tle,'',com_reset_wdt,'1386605889',tm_send_from,'2451802238268782427 1408149792746883836 14644778891070789502',gssb_pwr,'314638593 840751819',com_send_tc,"'-1314740263 VgE-""IcO'",eps_set_heater,'683761152 308905036',fp_show,'',gssb_get_temp,'',fp_test_params,'-1027028081 ^p.)grg 546856755',com_send_cmd,'-581907251 DZ)EY',gssb_set_burn_config,'1439257720 -898896804 -1782797978 -584894066 114288385 1641294432 -1359303058',obc_prop_tle,'-4931707960849081752',eps_get_hk,'',com_send_cmd,'760092000 -]Mn',gssb_get_temp,'',obc_pwm_pwr,'-724470926',gssb_burn,'',tm_parse_status,'',obc_get_time,'-1274317333',help,'',obc_set_pwm_duty,'669140233 164639706',gssb_get_uuid,'',drp_clear_gnd_wdt,'',com_update_status,'',drp_ebf,'-1287204698',obc_update_tle,'',obc_update_status,'',tm_send_last,'9908991569207341255 11337979921489949419',gssb_set_addr,'1006741896',obc_set_pwm_duty,'137242691 -2073583242',-6,7.0610294342041025
com_get_node,'',rw_set_speed,'276137060 -1517841705',test,'L+2)',drp_add_hrs_alive,'955846427',eps_set_heater,'1995681173 1761125683',fp_set_cmd_dt,"'-1886995654 1624560561 -657000477 X]la`5h, Z=CC&'",obc_prop_tle,'1932256988524802739',obc_ident,'',com_debug,'',eps_get_hk,'',tm_parse_status,'',gssb_scan,'-1613922434 254724317',fp_del_cmd_unix,'-1990094763',gssb_fss_set_config,'-2003411616',gssb_arm_auto,'-1109673567',obc_get_tle,'',obc_set_tle,'-400035222 27',obc_set_pwm_duty,'1050004983 2134796328',drp_get_vars,'',obc_get_mem,'',fp_show,'',com_set_config,'%%me\* li',drp_ebf,'1617975169',gssb_update_status,'',drp_add_hrs_alive,'-1994274362',fp_del_cmd_unix,'283209880',eps_set_heater,'621651919 1445509759',fp_test_params,'-644769317 WWn'$CnA -1642363612',com_send_cmd,'-1736231274 MGf',gssb_fss_get_temp,'',gssb_arm_manual,'2125556155',com_debug,'',drp_get_vars,'',rw_set_speed,'1911231453 285087404',gssb_set_burn_config,'2086333024 -1340570798 -1292440943 -568712179 1331433443 827328162 2128923001',gssb_burn,'',tm_set_ack,'563037709209674110 10453636912062984539',com_reset_wdt,'1033624044',eps_get_hk,'',fp_set_cmd_unix,"'729635848 130315153 942883886 g,:\R#u* *7XwZ-,q(q'",com_update_status,'',com_ping,'-109271053',drp_set_var,'1098860060 -278767237',help,'',rw_get_current,'',com_ping,'-2023859168',gssb_get_burn_config,'',gssb_msp_get_temp,'',drp_set_deployed,'-434063043',obc_set_tle,'-852753056 E|ji',-11,7.311971187591553
