Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Command.5,Parameters.5,Command.6,Parameters.6,Command.7,Parameters.7,Command.8,Parameters.8,Command.9,Parameters.9,Exit Code,Total Time
obc_get_tle,'',gssb_arm_auto,'-55020813',tm_send_all,'2715785687705891888 10134224415406160916',obc_update_status,'',obc_pwm_pwr,'-1222668518',gssb_get_sun,'',gssb_fss_commit_config,'',gssb_select,'-1615938215',com_set_node,'-1166374769',fp_del_cmd_unix,'-112834424',-6,6.804213047027588
rw_get_current,'',com_debug,'',obc_get_tle,'',obc_set_pwm_duty,'-465824038 1361619307',fp_set_cmd_dt,"'1886224382 40645051 1791238963  Q""'",com_send_data,';n4$s',obc_update_status,'',com_reset_wdt,'1313436289',fp_set_cmd,'864040113 1568166161 1346063310 -14083917 545925281 -1482953672 -1774627158 -594387938 m{DCn *knsdIvT',drp_get_vars,'',-6,6.499991416931152
fp_set_cmd_unix,"'-1784516457 -533848675 -642885741 xSd'z ?&Pw(j""<>4'",eps_get_config,'',rw_set_speed,'-961955157 -1378669507',gssb_set_burn_config,'-516395850 804161782 124875297 -264986870 1363635336 -234478754 -378737772',gssb_get_model,'',com_set_config,'Gp*!eX]N X.J[hj:t8',gssb_pwr,'-545851531 1366345753',com_set_node,'-277306168',drp_add_hrs_alive,'-22271037',gssb_reset,'',-6,6.2675116062164316
eps_get_hk,'',obc_prop_tle,'3793864058801470695',tm_parse_status,'',com_reset_wdt,'1992916570',com_set_config,'%?j.Pm. Uhe94m98',fp_show,'',fp_del_cmd_unix,'1383168810',drp_ebf,'-843801326',com_send_tc,'-2023984309 U9',init_dummy_sensor,'',-6,6.631936550140381
fp_set_cmd_unix,'1830688103 -999129118 -416263027 +s akOs:6vw'',gssb_get_temp_int,'',drp_clear_gnd_wdt,'',obc_get_time,'143630459',obc_get_sensors,'',gssb_fss_commit_config,'',com_debug,'',obc_update_tle,'',obc_prop_tle,'-4881631859031675607',drp_clear_gnd_wdt,'',-6,6.395862340927124
gssb_get_status,'',gssb_get_version,'',com_send_tc,"'2017423020 D4`5E$,'",com_get_node,'',gssb_get_model,'',tm_send_status,'-723577258',tm_set_ack,'8941608296667971776 17015337436537753014',gssb_reset,'',com_get_config,'',obc_debug,'-666899977',-6,7.377180576324463
fp_set_cmd_dt,'-179500001 1216074484 92535193 DPb }',drp_clear_gnd_wdt,'',drp_set_deployed,'2079074326',gssb_commit_addr,'',gssb_set_addr,'2075133322',gssb_scan,'-681199737 1155426421',gssb_fss_commit_config,'',tm_send_from,'11185264139857966388 18024793072591772935 5029668742647294508',com_get_node,'',com_send_data,'/t8{F',-6,6.299449443817139
gssb_fss_get_temp,'',fp_set_cmd_dt,"'-1247101167 1368634598 463543770 X/""o#yX/aC YNT,h`&9'",com_set_config,"' l.,f7gx?'",gssb_msp_cal_temp,'2025871342 -21411039',com_get_node,'',eps_get_config,'',drp_set_var,'2114668790 2047290278',eps_set_heater,'-2119577413 -372607380',com_send_data,'X+',tm_parse_status,'',-6,6.41028904914856
obc_debug,'-234218076',drp_add_hrs_alive,'760668405',obc_reset_wdt,'',drp_ebf,'1015208200',obc_pwm_pwr,'85811142',gssb_pwr,'471955041 -352934379',fp_set_cmd_dt,'537913517 1582763897 818999769 AW[S z',obc_set_pwm_freq,'-1258284945 -254335241612268413601711228950424958451',obc_debug,'-1715502593',gssb_get_temp_int,'',-11,6.855133533477782
fp_set_cmd,'-1118143074 -2083747627 -1532004426 -1763001354 -1354695164 -1011049915 2024579936 -2138994563 *vUns* \qWz',drp_add_hrs_alive,'-1056240795',gssb_reset,'',drp_set_var,'-235711916 397859237',obc_get_mem,'',gssb_set_burn_config,'1166648480 1135446747 2045378493 1743056341 -1983254138 561567920 2080435246',set_state,'12656294851120717776 9846293701091099089 8676637',init_dummy_sensor,'',gssb_unlock_config,'-1418169882',gssb_get_uuid,'',-6,6.442347764968872
tm_parse_status,'',gssb_set_addr,'1217933419',fp_show,'',help,'',fp_set_cmd,"'-145508878 235119617 1376564972 2143872517 1985674453 805598496 -1649262865 -1216236012 R>Lc,P y0VL2N'",com_set_node,'-569623329',drp_clear_gnd_wdt,'',obc_prop_tle,'2685106693950936960',gssb_get_version,'',init_dummy_sensor,'',-11,6.586299419403076
gssb_fss_get_temp,'',fp_del_cmd,'1182162833 -629146930 1712426747 2065930263 880192478 77044442',com_get_node,'',drp_set_deployed,'1004086309',gssb_fss_get_temp,'',drp_add_hrs_alive,'448198047',obc_reset_wdt,'',obc_set_pwm_duty,'-1611982337 -1477158501',gssb_arm_auto,'1239776669',init_dummy_sensor,'',-11,6.440574169158936
obc_update_status,'',fp_reset,'',fp_set_cmd_unix,'936224372 -2004090644 -1276556565 Ao6/\&S? ',obc_set_tle,'-1609201720 PKw',fp_test_params,'-153167510 [W{_\0FG! 1951943015',com_get_config,'~F',gssb_arm_manual,'894910526',obc_set_pwm_freq,'1242813655 -159805416250304253690461913664398829527',drp_get_vars,'',com_get_config,'!BO|~*p',-6,6.537154674530028
obc_set_tle,"'-1647320524 uf,_u9''",tm_send_last,'1984627211239892409 5709312346944524606',tm_set_ack,'16857717594942201548 10636870487865571975',gssb_commit_addr,'',tm_send_status,'-1307683348',eps_hard_reset,'',fp_del_cmd_unix,'34069193',fp_test_params,"'696174357 -Oyy""=9Q4# 1263212539'",com_get_config,'me:',drp_clear_gnd_wdt,'',-6,6.729564905166626
gssb_get_model,'',eps_get_config,'',com_get_config,'[Z',gssb_commit_addr,'',gssb_msp_cal_temp,'976561904 -2053009469',tm_send_status,'-655796596',gssb_arm_auto,'1845577589',eps_hard_reset,'',help,'',gssb_set_addr,'-2131121225',-6,6.709958553314209
help,'',drp_set_deployed,'-1260182828',gssb_set_addr,'-2062221278',tm_send_from,'5267623314858515475 16615444613955578773 17702175509816775535',tm_send_status,'-1478739218',tm_send_status,'2116947438',obc_update_tle,'',drp_test_system_vars,'',com_send_tc,'-1382312641 y',gssb_scan,'-995940125 -1929781678',-6,6.870849847793579
obc_debug,'1299944858',gssb_get_uuid,'',obc_set_pwm_duty,'-2105732850 353647360',gssb_fss_commit_config,'',com_send_data,"'"";WkH(BXsq'",fp_set_cmd_dt,'1554555652 428239018 1492744889 [-= sVgko~j0',gssb_burn,'',obc_debug,'1140776701',com_debug,'',rw_set_speed,'1806620182 -1952506447',-11,7.5350501537323
eps_set_heater,'764574411 1390279893',obc_update_status,'',tm_parse_status,'',tm_set_ack,'7602011511116267435 7379308160790340603',drp_add_hrs_alive,'1730886012',gssb_set_burn_config,'-1467944357 1707942990 1455406521 796483755 310657006 -386174453 1472100011',obc_get_time,'-677927403',obc_update_tle,'',fp_show,'',fp_del_cmd_unix,'2103801189',-6,6.919102191925049
init_dummy_sensor,'',com_update_status,'',fp_set_cmd_dt,'1703332716 -1789753342 -1143886481 -B[iA9[A4 $5TY%FL',obc_update_tle,'',gssb_get_sun,'',eps_get_hk,'',tm_send_all,'16576785741090173017 12495096630417207170',rw_set_speed,'-948321649 1346718839',obc_update_status,'',gssb_get_burn_config,'',-6,6.391070604324341
com_ping,'2109486831',com_update_status,'',obc_set_tle,'-1724539472 _[Nns^m',fp_set_cmd,'-881479957 258021256 -386289733 -2141956110 -2110873849 -1204400781 -1068130052 -1084724442  u',obc_pwm_pwr,'275308304',com_debug,'',drp_add_hrs_alive,'-516591148',com_ping,'1914246942',obc_update_tle,'',obc_reset_wdt,'',-6,9.421728610992432
obc_get_mem,'',gssb_select,'-1864432169',fp_set_cmd_unix,'1791255108 1003326365 967897697  ++P)/JD',gssb_msp_cal_temp,'-487732744 -1095172078',gssb_get_temp_int,'',gssb_get_version,'',gssb_arm_manual,'1220851455',obc_ident,'',com_debug,'',gssb_get_status,'',-6,6.442941904067992
obc_update_status,'',com_ping,'-626783076',fp_set_cmd,'1764083354 763659098 1854846995 -2050073604 1980493651 819218448 1012771252 -652627944 d Yea8\HoT',gssb_scan,'4809405 -1138927577',rw_set_speed,'1197815621 -40681592',rw_get_current,'',obc_update_tle,'',gssb_scan,'-1345859688 -2060757251',help,'',tm_send_from,'12118929907282736866 2664555146228904963 3132136226610108382',-11,9.413873195648193
gssb_get_version,'',obc_get_tle,'',gssb_burn,'',drp_set_deployed,'260454392',gssb_get_version,'',fp_set_cmd,'1815895712 -917203022 1010872377 1608322395 -1650156710 -1353221076 136511729 926319028 7`% o3.W[gMSJp',gssb_fss_get_temp,'',com_send_data,'`JP',fp_test_params,'-860689430 U:^ru*{s -778228631',tm_set_ack,'7353096032443931522 3226938770477515479',-11,6.6426217555999765
eps_set_heater,'-820546841 1527794197',eps_get_hk,'',fp_set_cmd_unix,'-2027137398 1782100850 1067057489 ^{2ydaJ#5 =^jI>/',obc_get_tle,'',fp_del_cmd,'-105408930 1753128818 1150740497 786533442 1742718974 -1555902478',drp_ebf,'2138996552',gssb_set_burn_config,'-1644089680 -2058655644 -1901275006 1429616908 -883446253 -1927869073 808027731',obc_update_tle,'',obc_get_mem,'',drp_get_vars,'',-6,6.328115463256836
rw_get_current,'',eps_set_heater,'-668764772 -579435625',gssb_set_addr,'834213125',obc_update_tle,'',gssb_fss_get_temp,'',fp_set_cmd_dt,'1490658619 -333850267 936044339 @eJc]+3I tj',fp_show,'',obc_prop_tle,'-4210169858554018897',gssb_fss_set_config,'-554990450',drp_test_system_vars,'',-11,6.720541954040527
com_get_config,'|X9@|!;5D',eps_get_hk,'',tm_send_status,'1906726280',fp_set_cmd,'837618464 -1279257933 -289862009 -406957946 -743267348 84444902 2140296327 383664519 Jt =',gssb_get_sun,'',eps_hard_reset,'',obc_set_pwm_duty,'697808178 -1585438202',com_reset_wdt,'-566596675',gssb_fss_set_config,'1976317441',gssb_fss_commit_config,'',-6,6.5396246910095215
gssb_set_burn_config,'1044450781 -498063967 694413268 -1145684731 -1736667289 1126025311 528478205',rw_get_current,'',obc_update_status,'',fp_set_cmd_dt,'-1317987751 525034789 -142040198 ( @/q*R}~@O',obc_get_time,'324934320',obc_set_tle,'-546490002 VM&lB[I>I3',com_send_tc,'319693239 oO\L^',test,'DpTH^',drp_add_hrs_alive,'176312463',gssb_commit_addr,'',-6,6.5200560092926025
fp_set_cmd_unix,'328019605 -1409591780 1844957709 ZQaC p{bn',drp_test_system_vars,'',fp_set_cmd_unix,'1438221371 594383248 -1071291640 y3 G9S#6!FC',obc_debug,'-438030407',eps_get_hk,'',gssb_get_version,'',gssb_unlock_config,'1645632691',com_get_node,'',gssb_msp_cal_temp,'-1606582834 -491829766',init_dummy_sensor,'',-6,6.493816614151001
tm_send_last,'3419760452478538139 14097411495815837869',obc_get_mem,'',gssb_get_uuid,'',gssb_antenna_release,'1179856685 1132606987 -1177218861 -1322475615',fp_del_cmd_unix,'1698842347',drp_clear_gnd_wdt,'',fp_set_cmd_unix,'1585583821 1012842553 1723430231 `RS H1@Kz',com_update_status,'',obc_get_sensors,'',tm_get_last,'4641084412234628927',-6,6.480885982513428
drp_ebf,'2141358356',obc_prop_tle,'4641292830349396880',init_dummy_sensor,'',obc_update_status,'',obc_get_tle,'',fp_set_cmd,'1066748813 -2063107278 -1630754141 -1003728091 2089069750 -651023851 1558238489 97755040 g:%p2X1~= lrZ]K#h',fp_set_cmd,'324673697 1245288030 -2061605760 1626741013 -863043265 -317700102 -1638695451 -1246154733  ',gssb_get_model,'',gssb_get_temp,'',gssb_arm_manual,'1759783476',-6,6.571153163909912
com_update_status,'',tm_parse_status,'',gssb_pwr,'-467529402 1289640551',gssb_msp_cal_temp,'-25959356 1327077036',gssb_get_status,'',fp_set_cmd_unix,"'1582705084 -1739118026 1127904846 B& ,}T8'p~>'",fp_set_cmd_dt,'-1044901502 -1080665746 -113331020 /vdY{o8h Xc}:Q3|',gssb_get_version,'',com_send_tc,"'1796856501 fYW""'",gssb_update_status,'',-6,6.55005145072937
fp_reset,'',fp_del_cmd_unix,'1989589622',obc_set_pwm_duty,'-1736353916 -1272863434',gssb_burn,'',fp_set_cmd_dt,'667491896 -1878907523 -2138766384 fYqIL(* #W',gssb_msp_cal_temp,'1777201941 394968727',init_dummy_sensor,'',fp_reset,'',test,'(Xx{i',com_ping,'2069768533',-6,6.249959707260133
gssb_get_version,'',gssb_get_status,'',fp_set_cmd_dt,'1071600013 1313911666 1806777066 54janD]W XRcmL',fp_del_cmd_unix,'-1332148208',test,'l1bkO<CQ',drp_set_deployed,'-1328639025',com_set_config,' asg;1C',gssb_get_burn_config,'',fp_reset,'',gssb_reset,'',-6,6.3242576122283936
gssb_get_uuid,'',gssb_msp_get_temp,'',fp_set_cmd,'576117948 433717009 -55684088 -1246775694 -1504600643 -1312617393 139182746 -1274679549 HumMj Ertb5',gssb_get_model,'',fp_show,'',tm_set_ack,'12111833199849162549 1291758241568411092',eps_set_heater,'-1330074237 -1853112550',com_reset_wdt,'718316392',eps_update_status,'',rw_set_speed,'1147678180 1883266522',-6,6.346806526184082
drp_get_vars,'',gssb_fss_get_temp,'',gssb_get_temp,'',gssb_fss_set_config,'1043504772',obc_set_tle,'-1820657205 T',tm_send_last,'7907741659811838342 1718188885269932166',tm_send_from,'3285017116782310352 12104106388467101695 16840214497508761062',fp_set_cmd_unix,'212276633 -54939592 1994592768 <\57Yd ',gssb_msp_cal_temp,'-740393903 994273102',obc_reset_wdt,'',-6,6.720139265060425
com_send_rpt,'-2048599736 7g(8',gssb_unlock_config,'-546596900',gssb_commit_addr,'',obc_reset_wdt,'',com_send_tc,"'-1596111935 ""3S>^Aoj#'",tm_send_all,'11987501624984476382 7068773148404866814',fp_reset,'',rw_set_speed,'-1699333876 2030494312',tm_send_status,'185147888',gssb_get_model,'',-6,7.491787433624268
gssb_fss_get_sun,'',fp_set_cmd_unix,'1951704024 2078015889 1377994183 jrI`0bF8 ',gssb_scan,'-1503772576 374713795',obc_prop_tle,'4013547814291442686',fp_del_cmd,'-183056447 -583099671 -885039159 1030002121 985683671 -1186933944',gssb_reset,'',eps_get_config,'',obc_get_tle,'',com_get_config,''U:da.Wf:v',eps_get_hk,'',-6,6.2555625438690186
gssb_update_status,'',tm_parse_status,'',help,'',gssb_reset,'',fp_reset,'',drp_set_deployed,'1725929129',fp_del_cmd,'1311648249 -348232962 662048929 -622782633 1714741769 -2077848931',obc_set_tle,'-650905062 #6qX[*im',obc_set_pwm_freq,'-454107483 -114331713909648123254745237062427830307',obc_ident,'',-11,6.680834531784058
com_send_rpt,'-1804809822 ?[d)',drp_test_system_vars,'',gssb_pwr,'984409105 1462057364',obc_ident,'',gssb_set_addr,'1233337870',fp_del_cmd_unix,'1851355102',obc_get_time,'-1524635435',gssb_arm_auto,'1849906560',fp_reset,'',eps_get_config,'',-6,10.352244138717653
fp_set_cmd,"'11457833 676577861 -474380631 -1034788593 578753704 262392112 1649136025 -1289363733 VfDf1,wRP E*vSZ?q'",eps_update_status,'',eps_get_hk,'',gssb_msp_cal_temp,'-530718659 1118756477',eps_hard_reset,'',drp_ebf,'1683533393',rw_get_current,'',com_send_rpt,'592921031 T'=~&.',test,'o|dn@5<',gssb_get_status,'',-6,6.222714424133301
gssb_fss_commit_config,'',obc_update_tle,'',fp_del_cmd_unix,'-2036219562',com_send_rpt,'1165739467 !F{CwY',gssb_arm_auto,'1825607629',obc_pwm_pwr,'1099196361',obc_set_pwm_freq,'-1625750210 -108868655028201686546477505613473726030',drp_test_system_vars,'',drp_add_hrs_alive,'1472666562',drp_test_system_vars,'',-6,6.567088842391968
gssb_get_version,'',rw_get_current,'',tm_send_all,'14824440323198528264 6100570617055550104',gssb_msp_cal_temp,'1761344236 577547900',gssb_msp_get_temp,'',obc_update_status,'',gssb_antenna_release,'55055137 1467288930 1621221090 610203618',fp_del_cmd,'790209636 2144015343 -609952669 457457043 1717876989 -1060692956',com_ping,'516030421',obc_get_sensors,'',-6,6.700094223022461
eps_update_status,'',com_get_config,"'""AP'",gssb_msp_get_temp,'',obc_get_time,'698465602',gssb_get_temp,'',tm_get_last,'14342644507612426689',init_dummy_sensor,'',drp_add_hrs_alive,'839673887',fp_show,'',fp_del_cmd_unix,'712394420',-6,7.028133869171143
gssb_select,'140132436',drp_clear_gnd_wdt,'',gssb_antenna_release,'-1708533166 -1254162491 596173215 -175496514',fp_set_cmd,"'545638146 -1760255634 558631968 -1015167642 -1962651787 778623354 -1190486880 999658408 4VD}04c 5""Kx3yH#;-'",obc_get_tle,'',rw_get_speed,'',drp_clear_gnd_wdt,'',obc_reset_wdt,'',obc_get_time,'660332658',com_send_tc,'878551719 X&a7b',-11,6.447934865951537
fp_reset,'',tm_send_all,'238709563514516125 7254840358648763855',obc_set_pwm_freq,'1808982289 284830947515737886490034386880000002310',gssb_get_model,'',gssb_pwr,'-1207709879 879374009',fp_set_cmd,'473402019 -1363215055 -363009140 639847401 -199035784 -2075908696 682095288 -686842843 QK|g9:k)} zn5E6j>|^',gssb_msp_cal_temp,'346746324 1773060993',drp_add_hrs_alive,'-537032153',set_state,'8526448456759120709 2629476286969638905 -1529098556',obc_set_tle,'-272895202 ',-6,6.628865957260133
drp_add_hrs_alive,'929530707',com_reset_wdt,'874310767',gssb_burn,'',fp_set_cmd_unix,'-1025364587 -664961260 951172393  ln9',gssb_arm_manual,'-1723913166',gssb_reset,'',drp_set_deployed,'1640834754',com_set_node,'2083050375',obc_update_status,'',obc_debug,'468975777',-11,6.449351072311401
gssb_get_sun,'',gssb_arm_manual,'1062061321',tm_send_from,'10606889741340218568 2732290856037777599 7076021584565440886',gssb_get_temp_int,'',gssb_get_burn_config,'',gssb_get_model,'',fp_show,'',eps_hard_reset,'',fp_set_cmd_unix,'-1407460483 1200687618 728247244 E';\ hpl=N5Sf',tm_send_status,'689046335',-6,6.978933572769165
obc_reset_wdt,'',gssb_arm_manual,'1279023100',com_send_cmd,"'1691493366 R,f'm`'",tm_send_from,'14642830741576835837 3447683424505635131 11068773697607146836',fp_del_cmd,'830468550 -436061410 -671570811 -1721899237 -955981916 -862385327',com_send_tc,'1054979366 dhPjisV'',fp_set_cmd,'1941359311 -981688379 1040954752 1735471328 2124416021 -1885439438 -1221095943 -1521865273 [:[w5~ !FEma',eps_set_heater,'1160605959 1192096790',tm_parse_status,'',gssb_pwr,'1780047086 1643446940',-6,7.368409872055054
help,'',com_send_rpt,'-677771782 p%1v{(',obc_get_time,'2058192596',obc_debug,'-1547151380',fp_set_cmd_unix,'1237888759 -1013480535 2051655847  +',gssb_pwr,'-1952763149 -926458421',gssb_reset,'',com_send_cmd,'1899681964 ]4VOI<^jT',fp_set_cmd_unix,"'-1198666178 -284740946 -1080555159 |4U_+,Gz^< J^#-jQD%2'",gssb_select,'-1457526979',-11,6.602941036224365
tm_send_all,'17813221938358555911 3237962974390687054',com_update_status,'',tm_send_all,'15290049819510067114 14706434062634594561',gssb_get_burn_config,'',eps_get_config,'',gssb_pwr,'-267265763 419308935',drp_test_system_vars,'',com_send_tc,'713268747 h9',eps_set_heater,'430387576 242615466',gssb_get_uuid,'',-6,11.770246028900145
fp_set_cmd,"'212093366 -926402888 799402208 -107784242 1652298970 2047435313 328924599 -666205902 KU_d-R""! >`?zL+.8'",obc_update_tle,'',gssb_scan,'764198872 -1315724689',drp_clear_gnd_wdt,'',gssb_commit_addr,'',fp_reset,'',obc_set_pwm_duty,'1278126076 987823004',obc_update_status,'',gssb_set_burn_config,'-580419106 -395919211 1508362693 1856279958 1114770238 2046645765 -198440534',gssb_get_uuid,'',-11,6.461963176727295
init_dummy_sensor,'',drp_set_deployed,'-870160843',gssb_select,'-1256876855',gssb_commit_addr,'',drp_ebf,'-1270463330',eps_get_hk,'',drp_ebf,'321210540',gssb_get_temp_int,'',fp_set_cmd,'980850602 -873845442 -518712049 -521327129 277768969 48051649 -1399800349 127592959 h A|dVn',drp_test_system_vars,'',-11,6.751494646072388
com_ping,'431172477',eps_get_config,'',gssb_commit_addr,'',com_send_tc,'-2123587772 :dXovETl;',com_debug,'',obc_pwm_pwr,'-140050493',gssb_arm_manual,'-1950633261',gssb_msp_cal_temp,'-632693338 1737150012',fp_reset,'',gssb_update_status,'',-6,10.203941345214844
gssb_get_sun,'',gssb_arm_auto,'2144744361',eps_set_heater,'-2099701255 -1601759600',eps_get_config,'',tm_send_all,'12105577167285293796 14136357616396516916',gssb_burn,'',rw_get_speed,'',com_reset_wdt,'-752617339',fp_set_cmd_dt,'1557225592 -1838841721 799555361 96w@ ',com_send_cmd,'-572238648 dct9',-6,6.777514696121216
gssb_get_temp,'',fp_set_cmd_unix,'-1390948307 445860962 1207904434 D*F P9~Qe7',com_send_rpt,'-294624494 ',com_debug,'',drp_set_var,'963933472 -1907016547',drp_add_hrs_alive,'1207965278',drp_add_hrs_alive,'-2065259085',gssb_burn,'',com_set_config,'v[S- 0/FNs'',drp_set_deployed,'-583256414',-6,6.2475104331970215
drp_add_hrs_alive,'1894158227',gssb_get_version,'',fp_set_cmd_unix,'537433373 -210630398 580653869 %. %8EJ|wFG',tm_send_status,'-1687446530',obc_get_mem,'',obc_debug,'-511930674',gssb_get_status,'',obc_get_time,'-1646773941',obc_reset_wdt,'',obc_set_pwm_duty,'-1652784593 680145630',-11,6.508691072463988
gssb_arm_auto,'405843679',fp_del_cmd,'-1508520833 1782051516 -504658435 -302372369 -1849459073 1729050070',gssb_reset,'',drp_ebf,'-1452504901',gssb_fss_get_temp,'',init_dummy_sensor,'',obc_pwm_pwr,'-29441040',drp_get_vars,'',com_set_node,'1402844579',com_set_config,'X8'yU`T$5g =mBKE9V{M|',-6,6.246157646179199
obc_get_mem,'',drp_set_deployed,'907997261',tm_send_all,'13354308426893912283 11799203248723216452',drp_clear_gnd_wdt,'',fp_test_params,'-721401857 sJ 1539938377',tm_set_ack,'7412167146196020218 9532291994533111067',com_get_config,']EVRa4Q@',com_send_tc,'568819423 -KX$76sDGR',eps_get_config,'',gssb_msp_get_temp,'',-6,7.833132982254027
gssb_get_status,'',eps_set_heater,'2125637844 -1546950974',eps_hard_reset,'',fp_set_cmd,'-2085581010 -1112647693 -1181969374 1440485458 685573508 1326974385 -355792384 -1395755768 A =H/0:n!+1',gssb_set_burn_config,'-143276079 1365151813 1834380673 -1905210936 -1873284798 -843358019 1123349219',com_reset_wdt,'1869281799',rw_set_speed,'551386425 -881104942',eps_get_hk,'',com_ping,'2019893614',gssb_arm_manual,'-2088138162',-6,6.382183313369751
gssb_set_burn_config,'1692576773 -1845977992 111880531 -628301573 170468751 1165900355 -799200712',obc_debug,'-424599362',set_state,'14115354546053350641 12956063228814765023 -452282159',eps_get_config,'',gssb_fss_commit_config,'',gssb_scan,'244936973 377926796',gssb_msp_get_temp,'',gssb_set_addr,'769164813',gssb_get_sun,'',fp_del_cmd_unix,'-1999722168',-6,6.8798744678497314
gssb_get_temp,'',fp_set_cmd_dt,'1930495189 -776581541 601060508  nswQSzt',com_set_config,' ',com_ping,'-603098140',obc_update_status,'',tm_set_ack,'2752436069827958283 2846098622529398880',drp_add_hrs_alive,'-1421936495',com_send_data,'YW37^xSd:#',fp_show,'',gssb_get_status,'',-6,6.248953819274902
rw_get_current,'',drp_set_var,'-1184255565 -20344259',gssb_msp_get_temp,'',obc_set_pwm_freq,'14300884 290254362323964061535252588354945883798',drp_add_hrs_alive,'-1517062200',fp_set_cmd,"'-939752800 1564426644 1930883216 -1231189494 -1286130247 1905133568 1981969147 -554098707 #,D U4AA&`'",obc_ident,'',obc_update_tle,'',tm_send_status,'-111094736',fp_set_cmd,'-550110790 -1150376393 70254391 -623742860 1339969378 1068686082 -1684986405 705659355 p1eAU+! DQ[5@ZXtRr',-11,6.626322984695435
