Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Exit Code,Total Time
fp_show,'',tm_send_status,'-1852418287',eps_get_hk,'',drp_get_vars,'',fp_del_cmd,'-1901867110 -1446631342 -733040208 1991717092 -879459589 -305989532',-6,6.365296363830566
obc_pwm_pwr,'-2037152277',drp_ebf,'-1844138148',tm_send_status,'-1745440035',drp_test_system_vars,'',help,'',-6,6.461979627609253
obc_ident,'',fp_show,'',gssb_get_sun,'',gssb_antenna_release,'1582182765 1972009468 -836824252 563832151',tm_send_status,'1600920425',-6,6.505119800567628
com_send_data,'RNo',fp_del_cmd,'-1091310910 614868563 1081399260 1379746797 1728853295 109047494',obc_prop_tle,'-7465857601367379789',com_send_cmd,'2098057242 u',tm_send_from,'10357291230461637189 8363355674560231124 10398165702462024281',-11,7.469460964202881
gssb_msp_get_temp,'',gssb_get_temp,'',drp_set_deployed,'1090289080',com_update_status,'',com_send_tc,'1622552637 D$!Ot&5(',-6,7.564711809158325
gssb_commit_addr,'',rw_get_current,'',obc_get_tle,'',tm_send_all,'15103884348772787146 13227134577382154924',fp_del_cmd_unix,'-860321620',-6,6.65890645980835
com_set_config,"'NVdtZ#^/iy cF""l'",fp_del_cmd,'-1375842116 -839674683 -1601045628 1664296695 -48120755 1858796399',fp_test_params,'24097010 8 61886025',com_get_node,'',gssb_set_addr,'-1719419945',-6,6.249849319458008
gssb_get_version,'',com_reset_wdt,'1276535824',tm_send_status,'-290262624',gssb_select,'-639053470',obc_reset_wdt,'',-6,6.407297611236572
gssb_fss_set_config,'748099769',fp_del_cmd_unix,'1336298516',tm_send_status,'1450899062',gssb_get_burn_config,'',obc_update_tle,'',-6,6.370126962661742
gssb_get_burn_config,'',com_send_cmd,'-1885181839 s*x@D6Y',fp_set_cmd,'1600099687 -1110704216 557634962 1355534227 -1917654563 -35374132 1582296371 650805194 I$mb%q/ 8',com_send_tc,'-653717037 ^<a',gssb_get_temp,'',-11,7.435222387313843
obc_set_tle,"'634390891 ry"":""6+Ov0'",gssb_get_model,'',gssb_get_uuid,'',fp_del_cmd,'24720426 40602735 431409798 2018997702 1525045127 -1515173140',com_reset_wdt,'949764191',-11,6.455583095550537
eps_get_config,'',gssb_fss_set_config,'1096925199',fp_set_cmd_unix,'-1800319319 226961519 -194171160 D !G.',gssb_set_addr,'-1171621653',gssb_unlock_config,'1457075193',-6,6.3339881896972665
gssb_fss_set_config,'-127324751',rw_set_speed,'482896769 -1379895686',fp_set_cmd_dt,"'229227807 -640206914 242132183 l!0Lyq>`O, r-'",obc_update_tle,'',com_send_rpt,'-32487191 ZwL.siX',-6,6.382508277893066
fp_del_cmd,'103422857 1275475891 407212748 -1024242 1582343425 -200906803',drp_add_hrs_alive,'-1560406831',eps_set_heater,'-2044495017 -2091476479',gssb_reset,'',gssb_get_burn_config,'',-11,6.328442096710205
gssb_get_burn_config,'',obc_reset_wdt,'',fp_set_cmd_unix,'1749792287 2025537060 -1915965092 zqouGHiVmH <Ks^*',gssb_burn,'',obc_debug,'-946420518',-6,6.344665765762329
tm_parse_status,'',fp_set_cmd,'-446525574 -1248989634 -339951287 -1292009216 965963510 1270568223 -985947832 669016074 D) a\',com_set_node,'1611825302',eps_set_heater,'-1060768875 -1905533975',obc_set_pwm_freq,'-284727590 -11601216237911492532184269041848748117',-6,6.262723684310912
gssb_get_model,'',com_send_tc,'-595392826 ',com_send_data,"'(BA""Tu[M'",fp_del_cmd,'245699886 98543787 -581020402 1338846102 507437160 1025844314',gssb_get_model,'',-6,7.470185279846191
test,'!U',help,'',fp_del_cmd,'-151535843 1718416490 1535011952 2066665699 74509399 -732981227',gssb_commit_addr,'',eps_set_heater,'500717473 72389446',-11,6.466768980026245
eps_hard_reset,'',com_get_node,'',tm_send_status,'-1714177344',tm_set_ack,'6421718870391027733 984864609420799841',com_get_config,'cE{<4',-6,6.603715419769287
com_set_node,'-391078393',gssb_set_burn_config,'302740976 1407455343 413775967 275072422 -1600657548 591200025 263589891',gssb_get_sun,'',gssb_reset,'',fp_del_cmd_unix,'1171678480',-6,6.505383014678955
drp_set_deployed,'-1908126650',com_send_tc,'-717484415 ]+',drp_ebf,'1680348071',fp_set_cmd_unix,'-1816529443 -1541506262 1974441667 $ F',com_set_node,'-141367967',-6,7.709611654281616
obc_get_time,'1274583446',fp_del_cmd_unix,'433616507',gssb_get_version,'',gssb_get_temp_int,'',help,'',-6,6.402230978012085
gssb_fss_get_sun,'',gssb_antenna_release,'-1281357768 -36729494 93313585 775366530',gssb_msp_cal_temp,'-1521748812 -1270307666',fp_reset,'',fp_set_cmd_dt,'-1317499549 1669016632 1327061674 pAPwJW$ 9U',-6,6.474070549011231
fp_set_cmd_unix,"'-2094762485 -54544540 1277844956 O8U!([H c*""z'",gssb_get_model,'',gssb_pwr,'-364243919 1918178068',fp_set_cmd_dt,'1427904949 -1130890437 -1041123832 gOoy#8RA o0wil;0-',com_send_data,'',-6,6.427693128585815
fp_del_cmd,'-1161432936 -847572931 1928822834 -1698231912 -494296844 -921124283',gssb_get_version,'',obc_reset_wdt,'',gssb_commit_addr,'',tm_send_status,'-1046650280',-11,6.4294800758361825
gssb_get_version,'',gssb_set_addr,'1362122229',fp_del_cmd,'-1269675472 -514266596 -1465580724 -2139071275 1401717908 -1389942764',help,'',com_get_node,'',-6,6.5048696994781485
obc_update_status,'',help,'',fp_del_cmd,'-1666581443 -1480801709 -1102890273 -301325269 2089240616 614676399',gssb_get_status,'',gssb_unlock_config,'1705506246',-6,6.594655990600586
tm_get_last,'4440727101722163167',com_send_cmd,'-618771753 kKi8=%>',gssb_arm_auto,'1355424151',tm_send_status,'-1984169353',gssb_fss_commit_config,'',-6,7.480968236923218
gssb_get_sun,'',test,'!?^fb%',eps_update_status,'',eps_set_heater,'-1580206625 1145923323',fp_del_cmd_unix,'1961385501',-6,6.595324516296388
gssb_unlock_config,'549247607',rw_get_current,'',fp_set_cmd_dt,'1755777869 2087046948 -1474504900 '? )|Nt;x4',gssb_get_model,'',gssb_pwr,'-2054161542 633966759',-6,6.439913034439088
help,'',tm_send_status,'-1176197695',tm_send_status,'256682336',gssb_msp_cal_temp,'-1654726606 -1588890855',gssb_pwr,'959133541 -2013924627',-6,6.341487646102905
gssb_unlock_config,'1074103837',obc_set_pwm_freq,'-33616502 -299550692089146264760535729062976095673',drp_set_deployed,'-1297193709',gssb_scan,'1728970597 1401523931',fp_set_cmd,'1538692492 401245411 899246851 718466003 -84301145 1804675626 -440016360 921366249 =<8B8 9~',-11,6.594621181488037
com_set_node,'565774171',fp_del_cmd_unix,'2083147363',com_get_node,'',obc_update_tle,'',com_update_status,'',-6,6.317635536193848
com_set_config,' S/(e>.U|',gssb_get_sun,'',obc_get_mem,'',tm_send_status,'-1706487259',drp_test_system_vars,'',-6,6.479652643203735
gssb_msp_cal_temp,'-709506230 1150893163',fp_set_cmd_dt,'-573265032 1323398784 -366280647 JzEhVv=q-b ',test,'\',com_send_data,'{>2@:ZI:C',gssb_fss_get_sun,'',-6,6.298686981201173
drp_get_vars,'',com_get_config,'!*8w1R'',obc_set_pwm_duty,'-185464642 1895151562',com_send_tc,'-1514307908 ',gssb_get_status,'',-6,7.447317361831665
obc_pwm_pwr,'-2133211570',com_get_config,'?`\j=<;9',gssb_set_addr,'463613399',fp_set_cmd,"'-203426725 1681411828 -1718766549 2064448463 1190875615 999376189 -119616446 -282286587 JRrc -?,-PS?)'",eps_update_status,'',-6,6.392386436462402
rw_get_current,'',eps_hard_reset,'',tm_send_all,'651102214865564607 12727813683788107963',fp_del_cmd,'-1964970335 -1982581007 -1028317774 506781539 -503518638 -1736715724',set_state,'13562497304014323760 16667168298509822419 319272724',-6,6.425677299499513
eps_hard_reset,'',fp_set_cmd,"'-622033936 39788072 -198518578 8752749 -369498735 2115404920 -1241462431 1868767022 XVR p`!,kc^~'",obc_pwm_pwr,'1791697533',com_send_tc,'-1968917916 iv@|P',drp_test_system_vars,'',-6,6.273151874542236
obc_update_tle,'',fp_set_cmd_dt,'1191357354 2103701772 1889581201  W[^K!e',obc_debug,'1093094488',gssb_scan,'-1140555800 -83869507',gssb_pwr,'1788126602 -2029532541',-11,6.5677103996276855
obc_get_mem,'',com_set_config,' Mw:XS\kHm',rw_get_current,'',fp_del_cmd,'-640472688 155763562 -2096899951 -946693980 235461342 -574186086',eps_update_status,'',-6,6.545527696609497
fp_set_cmd,'58551832 -927557596 -580366659 -575841163 -1919931323 -271303384 -1818128198 -341942450  pJA-lVv[;',gssb_unlock_config,'1473003292',gssb_fss_commit_config,'',com_debug,'',gssb_update_status,'',-6,6.2654175758361825
fp_set_cmd_unix,"'1950446784 -513086678 1629634024 3J""4B f?a+'",eps_update_status,'',tm_parse_status,'',gssb_commit_addr,'',eps_get_config,'',-6,6.589938163757324
fp_set_cmd_dt,'1720622904 -144439347 -227928948 e)im N',drp_set_var,'-1488795400 1659060299',gssb_msp_get_temp,'',gssb_fss_set_config,'-407189803',rw_get_speed,'',-6,6.239248991012572
eps_hard_reset,'',com_get_node,'',fp_set_cmd_dt,'-499421322 -455285369 -817711466 G+ gW=TwYXo84',obc_ident,'',gssb_arm_manual,'-996357339',-6,6.328471422195435
fp_del_cmd_unix,'1941385461',obc_pwm_pwr,'1207332720',fp_del_cmd,'-363138500 -1154449331 88449013 -1240626968 1766444434 -973078227',init_dummy_sensor,'',gssb_get_version,'',-6,6.412402391433716
obc_pwm_pwr,'-88049479',gssb_fss_get_temp,'',obc_get_tle,'',tm_send_last,'2736131136660559732 4683170548008737593',fp_set_cmd_dt,"'1789500610 -551937707 -1437842008 67 Ktdj""t'",-6,6.452008247375487
obc_get_mem,'',com_send_rpt,'337239635 i',gssb_set_addr,'195152406',obc_ident,'',com_send_tc,'340899842 >p03Ib7',-6,7.45366358757019
com_send_cmd,'907171454 S+g:f'*v',obc_ident,'',fp_del_cmd_unix,'2066479790',tm_get_last,'1185994508393485931',tm_send_all,'17285240278530667152 12974136397657458874',-6,7.209479808807372
drp_test_system_vars,'',gssb_get_status,'',eps_update_status,'',fp_del_cmd_unix,'726805660',obc_get_mem,'',-6,10.235872507095335
tm_send_all,'958405956702087440 1997307356917453638',fp_test_params,'-213285631 &6 -1476851621',gssb_fss_commit_config,'',obc_get_mem,'',com_send_tc,'-1585620015 8Qg[x;',-6,7.461116313934326
tm_send_last,'17604018941805018994 7255151308393209254',obc_debug,'-214677490',drp_ebf,'1741576419',fp_set_cmd_unix,'-2083752090 -1640077223 128338795 jv>V ~_~p',gssb_get_uuid,'',-6,6.425508737564088
gssb_select,'1417509207',tm_send_status,'-278183459',fp_set_cmd,'-2090305292 1965570733 -1851880426 -1784047244 487577549 515178137 1674699012 68587836 ?Q?H-WA 6',rw_get_current,'',com_update_status,'',-6,6.360772132873535
obc_debug,'16324712',fp_set_cmd_unix,'-217459543 1420133898 -770850520 6kfU@k.p TC{MN',gssb_set_burn_config,'-1790245858 1861502992 657849533 -689856559 1503973531 425186460 -2029859787',com_ping,'-1952607433',gssb_set_burn_config,'-212852072 200213882 -1663776975 -2099871351 -309288033 2027611096 -2046846095',-6,6.6326093673706055
com_send_tc,'223759886 {24',eps_get_config,'',com_send_rpt,'-1664935441 w',fp_set_cmd_unix,"'420082379 1128791505 1660961535 |"",!Yyu YN*U'",drp_set_var,'-138936731 822813377',-6,7.274563074111938
fp_del_cmd,'-1259470739 -1969602963 1758289321 641808572 -261311721 -400913876',com_set_config,'T=;~b;0S |#oD@',fp_reset,'',fp_set_cmd_unix,'-1579260955 -835044635 1794969788 cMA/7qqi ^-l-e',tm_parse_status,'',-11,6.509889125823975
drp_set_deployed,'1165792778',fp_del_cmd,'-1128466019 -900840859 -1532770400 -256120161 913503526 -473135027',eps_hard_reset,'',com_update_status,'',help,'',-6,6.49807596206665
rw_get_current,'',gssb_reset,'',fp_set_cmd_unix,'836740861 1468658353 427869972 ?rx'AL[ H2',com_get_config,'UV(P$|q',obc_set_tle,"'836147758 \CE7k,*ZC'",-6,6.316214561462402
tm_send_from,'581239899946794541 5736718344506324370 15520403922977973337',gssb_set_burn_config,'-1353089214 -405455333 1560712227 -472657836 1178536501 -2147189300 838791679',gssb_arm_auto,'1955127812',fp_set_cmd,'100695966 -1056291042 229192689 1241964105 1882222668 1105765055 -886253190 2087613249 T)+P## 5'TN\^F-',fp_set_cmd,'921235606 -1579199428 1933008118 -1523994686 1149352373 706536309 -1401965740 645132648 F%`HA.~0} w..',-11,6.410083293914795
fp_set_cmd_unix,'973718915 -861909152 1917532960 o6%m2\u} ',com_ping,'17514858',gssb_get_model,'',gssb_select,'-1986212617',com_set_config,'2Bl Hsi',-6,6.211776256561278
obc_get_mem,'',drp_ebf,'1685479473',fp_del_cmd,'2026044747 573642405 244731915 -1903357812 1437057992 991427413',init_dummy_sensor,'',drp_ebf,'-336895345',-11,6.515495300292969
fp_test_params,'160778273 c -1473482427',drp_ebf,'1213237507',fp_del_cmd_unix,'-790844966',fp_show,'',obc_set_pwm_freq,'-1486612375 -175224222486031189392463463838375420491',-6,6.5990960597991934
gssb_set_burn_config,'-320329019 -1491697172 1568138366 754594333 -1073175959 1359605617 -821993474',com_send_rpt,'-498633736 0XT_v',obc_pwm_pwr,'-2073972043',fp_del_cmd_unix,'280175731',eps_get_hk,'',-6,6.425576448440553
init_dummy_sensor,'',tm_send_status,'-1366963144',obc_get_time,'-264932279',obc_get_sensors,'',tm_set_ack,'11061522634683064383 1993104530857367261',-6,6.5016865730285645
obc_get_time,'-584964472',eps_get_hk,'',com_send_tc,'1717935432 ',gssb_reset,'',obc_debug,'1816049959',-6,7.398946523666383
gssb_fss_set_config,'611359077',tm_send_all,'15513098480707446315 13999318436295756879',obc_set_pwm_freq,'920824540 284731463034485892431129310915365669233',fp_del_cmd,'-1304822678 -1099311400 809917035 -170105650 2121898487 -341268658',gssb_antenna_release,'494239949 446845442 973782906 1578007331',-11,6.403409481048584
obc_set_pwm_freq,'-1309084753 43736137941503631736401806284713787017',gssb_update_status,'',gssb_antenna_release,'-2023349364 -1953082693 -595219081 228945826',rw_set_speed,'1106819773 1030625783',fp_set_cmd,'314973064 2126597878 1085010749 479736939 1212944065 -610098172 -770999184 1951403225 va8E sw02l',-11,6.672472953796388
eps_update_status,'',fp_set_cmd_unix,'-1773565138 1405180575 643040412 1+ZvorSqq> `r)w}Y#(',drp_set_var,'964773101 -868287657',com_send_cmd,'-838524639 yxz]1O',obc_set_tle,'-102960708 JMVWxI^',-6,6.26356840133667
help,'',fp_set_cmd,"'-193412681 -384545818 -172789464 1366135273 1660659618 1722084890 -1872255321 490452760  ,q&w&'",fp_set_cmd_unix,'913145149 -1183803401 -129628075 @nT] <*nj',eps_update_status,'',eps_update_status,'',-6,6.382451057434082
com_get_node,'',tm_send_status,'1040635958',drp_ebf,'1901484812',drp_set_var,'1212170526 -1116702817',rw_get_speed,'',-6,6.475428104400635
fp_del_cmd,'475583321 -1558257744 2014146994 -830204241 1166976988 -315412208',gssb_scan,'1331129275 982632406',rw_set_speed,'870076996 1769480217',gssb_arm_auto,'-543766703',com_send_cmd,'926637483 b~Pu@;W+`',-11,6.2735347747802725
drp_test_system_vars,'',fp_set_cmd_unix,"'390743188 -15724613 -2067441134 I}v&y*@""M '",fp_set_cmd,'729726162 -34484453 1756371594 369173250 -1463133561 1338580546 -1248232995 -2074549015 tcvbDK-U) YlmBr',obc_debug,'721096301',fp_reset,'',-6,9.904026746749876
gssb_pwr,'1723927337 1135496854',rw_set_speed,'-269896054 1783105946',init_dummy_sensor,'',fp_set_cmd_unix,'-763884557 -1284104407 795409411 I!EVX Sjzz',eps_update_status,'',-6,6.463631868362428
com_send_rpt,'96778240 QD<ySX&[I',rw_get_speed,'',tm_send_status,'-1688084784',com_ping,'290853531',fp_set_cmd_dt,'-223409381 -878850416 -729879154 `/ p)!5p=',-6,6.675801038742065
eps_hard_reset,'',gssb_commit_addr,'',fp_set_cmd_unix,'146703974 -422754748 101689595 $9dpY\q J;._j',test,'pF!#<',tm_parse_status,'',-6,6.362828493118286
gssb_get_sun,'',fp_set_cmd,'147273080 -1977459599 95077816 -1372327665 146338286 378062254 -1943769994 -742724266 Q_(}fLH5 ]fr+N$`]',drp_test_system_vars,'',eps_get_hk,'',gssb_burn,'',-6,6.284813642501831
fp_set_cmd_unix,'1217409745 606399197 -1122771194 HTh#`MO': SW/CjW',fp_set_cmd,'-1745443007 524373198 2018123648 1461705510 -718400462 -483361202 -1724007894 -1789845791 L:~LUPqq ',fp_set_cmd_unix,'-91119963 -822480308 -1961112889  uh~(BZ`A}O',tm_send_all,'13504467740744861206 1025610478955975645',gssb_update_status,'',-6,6.345580339431763
fp_set_cmd_dt,"'-581340692 1164189263 1287439201 O05;, 9q9'",tm_get_last,'9113371542446487536',com_send_rpt,'-1689945240 ',gssb_select,'-1211272590',fp_show,'',-6,6.326472282409668
gssb_fss_get_temp,'',gssb_fss_set_config,'-324560661',fp_set_cmd_unix,'1939634828 806176372 272203683 &8X0 ',gssb_commit_addr,'',obc_get_tle,'',-6,6.385739803314209
fp_del_cmd,'-726614116 1641794494 918109362 1377904254 562301026 -1658192686',gssb_fss_get_temp,'',com_send_data,'PC',fp_set_cmd_unix,'377392248 2021360337 -70357218  %F~pp?',drp_add_hrs_alive,'-1017910960',-11,6.4540255069732675
drp_set_deployed,'-839622825',fp_set_cmd_unix,'719411561 -1080384919 -421721260 * i',com_send_data,'aEh',test,"',2'",gssb_get_version,'',-11,6.540348291397095
tm_get_last,'11673807751880822806',gssb_unlock_config,'14933554',fp_set_cmd,'1856862104 -1947957384 1654078950 -668233617 -509988553 944907418 1653263086 -776317587 87]!\P !b>neH8f',obc_set_tle,'775335326 ',eps_get_hk,'',-11,6.341411828994751
obc_get_time,'-537846391',fp_set_cmd_dt,'607816647 1153128490 -490916961 1q7URJaB B*D)N[cw',obc_get_sensors,'',com_send_rpt,'1488281938 ^%D7',drp_test_system_vars,'',-6,6.518228054046631
gssb_get_status,'',tm_get_last,'3024418665748415924',gssb_update_status,'',com_ping,'110219635',fp_set_cmd,'-27525785 1936078338 -1035625191 1133542387 -1492326324 494321484 -2054733808 -419152334 X9kRr vYPcp',-6,9.413739919662477
fp_del_cmd_unix,'-142809529',set_state,'11354109800346690012 2042300644914360929 -1603590455',obc_pwm_pwr,'-1913620600',gssb_select,'-293574147',tm_set_ack,'11275208076739692901 8521679861237907858',-6,6.68397855758667
rw_get_speed,'',gssb_burn,'',tm_send_last,'5050375040749576054 140565010297727568',fp_del_cmd,'282904117 -982484645 1714726147 215698650 178750010 -2087561314',gssb_msp_get_temp,'',-11,6.485653877258301
fp_del_cmd,'-520856613 775243986 -848007918 469989026 -2092193688 -700255869',com_ping,'-1490853755',eps_hard_reset,'',fp_show,'',com_send_cmd,"'2145498165 f(d""'",-6,6.411747217178345
obc_update_tle,'',gssb_fss_set_config,'1273055868',eps_get_hk,'',eps_set_heater,'-1434064666 -1439939706',fp_set_cmd,"'-1756245975 1387752407 -816692736 -1453344188 -1314419152 256218477 103012877 -998527670 q""DK r#}'",-11,6.540839195251465
gssb_get_model,'',gssb_scan,'2095086793 525705828',fp_set_cmd_dt,'-1759518418 150366195 -568197981  aT:w',obc_get_time,'-1104302559',obc_update_tle,'',-6,6.321911096572876
com_get_config,'qDg)&',fp_set_cmd_dt,"'268023133 979492021 -1824614355 oU IF6""c;+~pk'",com_send_data,'AM1_F',gssb_fss_get_temp,'',obc_prop_tle,'1398907494766221049',-6,6.442576885223389
obc_get_time,'-1583909501',gssb_pwr,'-1228408052 847293296',fp_test_params,'-1565494226 !P0` -2018772010',com_debug,'',fp_set_cmd,'-1347180703 -2049271396 -1743769923 -710701358 -2113458319 1159885802 597484150 -1989667137 qW6z_ \[lo{q)>',-11,6.428705930709839
gssb_fss_commit_config,'',com_send_data,'u^z%p#',drp_test_system_vars,'',fp_del_cmd_unix,'1413959402',obc_get_time,'-1320441051',-6,11.435659408569336
fp_set_cmd_unix,'25943556 432231111 -1655887617 Vxj V>[wbsUE4S',com_get_config,'$Bpo/wV)',init_dummy_sensor,'',com_send_tc,'-159448318 5[k',fp_del_cmd_unix,'315186656',-6,6.374756336212157
obc_debug,'1876449018',gssb_commit_addr,'',help,'',fp_del_cmd_unix,'-519143751',gssb_get_sun,'',-6,6.38316822052002
obc_update_status,'',drp_test_system_vars,'',drp_ebf,'-1239559337',gssb_get_model,'',fp_del_cmd_unix,'-1658932004',-6,10.158193111419678
tm_send_status,'-370400960',gssb_reset,'',gssb_arm_auto,'23202944',gssb_get_sun,'',rw_get_current,'',-6,6.390920639038086
gssb_antenna_release,'-202000676 63009254 1238064447 1211748974',com_get_node,'',obc_ident,'',gssb_get_model,'',tm_send_status,'-1700059969',-6,6.503247261047362
gssb_arm_manual,'1882874972',fp_set_cmd,"'142835191 -1206459993 -1740112234 2056745950 -1983536077 -2114856136 893061944 1434543237 .U`4S{X{ D'"",~^7X'",fp_test_params,'2080433485 }mCK) -952856653',fp_del_cmd,'231151520 -639126541 1207712903 -106101841 -45613801 -450416244',gssb_arm_manual,'1342584664',-6,6.44816255569458
gssb_update_status,'',fp_set_cmd_unix,'-1174641565 -311533074 -521808085 AJU>><B C',drp_get_vars,'',tm_set_ack,'3591866416597530966 1523336785211678216',obc_set_tle,'174008726 uluGD%j',-6,6.245220899581909
fp_set_cmd_dt,'215013718 1114170416 -738716845 O2N ',com_debug,'',com_send_tc,'-1614716843 ',com_send_rpt,'2019500205 :`6Of',gssb_fss_get_sun,'',-6,6.372473001480103
fp_set_cmd,'-1427809735 1232512844 -1849613775 -1064962581 1737361694 -219725113 -1094613788 1859014430 0YDeI^P8/ y+@&S',com_update_status,'',eps_update_status,'',eps_update_status,'',fp_set_cmd,'585241810 -1705448992 201721199 -1528960338 2056625063 1998671551 1287265619 -2047518413 XL4'Cx- -',-6,6.406019449234009
test,'Ej',com_send_rpt,'384932258 K.v9e.8O',eps_get_hk,'',tm_send_status,'-879719829',com_send_rpt,'635486458 N',-6,6.485976219177246
fp_set_cmd,"'-1577180653 -2068842662 1909456531 -1407498517 -2016892345 392637132 -1238158467 1495667503 W#""7bb^^~/ mAl)gQ-n!'",com_send_data,'5',com_send_rpt,'-1631729746 ZyI3kf@MZ@',drp_ebf,'957256965',gssb_scan,'1652132466 993910042',-11,6.191876649856567
drp_clear_gnd_wdt,'',com_send_tc,'1103961045 Ys6cYDaBp',drp_test_system_vars,'',drp_clear_gnd_wdt,'',drp_add_hrs_alive,'82165820',-6,7.323991775512695
gssb_get_status,'',test,"',#].'",fp_set_cmd_dt,'856665299 1400412188 -776073921 Dy0>q-i?^p jz',obc_prop_tle,'2285374959195137214',com_send_data,'Pe7^U',-6,6.449875831604004
fp_del_cmd_unix,'674492350',fp_set_cmd_unix,'70287314 2035404988 -243461114 N3``.upJOT FT[Z9#FdB{',gssb_set_burn_config,'808068085 1309576489 306545224 1401130184 1654584542 1013220187 -135240039',obc_get_time,'-598054437',gssb_arm_manual,'-1574072959',-6,6.343162536621094
tm_parse_status,'',gssb_get_model,'',gssb_fss_get_temp,'',fp_set_cmd,'95377812 2128175835 191199938 1414099595 671796502 1976823884 -798230531 781722444 B ',obc_get_mem,'',-11,6.408494472503662
gssb_msp_cal_temp,'-1375527023 -530256839',rw_set_speed,'869971380 224142862',tm_send_status,'1604304023',obc_set_tle,'-224556370 JI@Y'',drp_test_system_vars,'',-6,6.498509168624878
drp_clear_gnd_wdt,'',gssb_fss_get_temp,'',gssb_update_status,'',obc_prop_tle,'8210564996668087824',fp_set_cmd,'517340828 -1215025169 73697159 -2047398726 -1189391580 -1470695340 362360612 1837618444 00B2G Pdi7XP;{$',-6,6.479366064071655
fp_set_cmd,'1439040907 606068684 -1344291550 -1971357141 -766439518 -1877742080 -1717194408 1656459833 (o9rPVP o>@J',com_reset_wdt,'102537106',gssb_fss_get_sun,'',drp_test_system_vars,'',gssb_fss_get_temp,'',-6,6.194767713546753
fp_set_cmd_dt,'670805169 617915102 142481637 9{ Z2hL5+t4!t',tm_get_last,'9946142130314222519',com_send_tc,'-713807103 iyS2L',fp_test_params,'-944833518 bT7^u 760590849',tm_parse_status,'',-6,6.357908010482787
fp_del_cmd,'-30925508 1885695418 -959432899 951818659 -293837529 -1330452444',fp_test_params,'308891922  1591969238',gssb_select,'1520737746',obc_get_time,'-1973159792',fp_show,'',-6,6.321153163909912
