Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Command.5,Parameters.5,Command.6,Parameters.6,Command.7,Parameters.7,Command.8,Parameters.8,Command.9,Parameters.9,Command.10,Parameters.10,Command.11,Parameters.11,Command.12,Parameters.12,Command.13,Parameters.13,Command.14,Parameters.14,Command.15,Parameters.15,Command.16,Parameters.16,Command.17,Parameters.17,Command.18,Parameters.18,Command.19,Parameters.19,Command.20,Parameters.20,Command.21,Parameters.21,Command.22,Parameters.22,Command.23,Parameters.23,Command.24,Parameters.24,Command.25,Parameters.25,Command.26,Parameters.26,Command.27,Parameters.27,Command.28,Parameters.28,Command.29,Parameters.29,Command.30,Parameters.30,Command.31,Parameters.31,Command.32,Parameters.32,Command.33,Parameters.33,Command.34,Parameters.34,Command.35,Parameters.35,Command.36,Parameters.36,Command.37,Parameters.37,Command.38,Parameters.38,Command.39,Parameters.39,Command.40,Parameters.40,Command.41,Parameters.41,Command.42,Parameters.42,Command.43,Parameters.43,Command.44,Parameters.44,Command.45,Parameters.45,Command.46,Parameters.46,Command.47,Parameters.47,Command.48,Parameters.48,Command.49,Parameters.49,Exit Code,Total Time
com_send_tc,'1298649358212489347 186098104236050565331743460432379261751',tm_send_from,'273934781549510382971733416941691472002 5408274407976562759 -6247073222780483287',com_debug,'',eps_hard_reset,'',gssb_get_burn_config,'',gssb_get_burn_config,'',com_update_status,'',com_update_status,'',com_get_node,'',com_get_node,'',gssb_fss_get_temp,'',eps_hard_reset,'',gssb_burn,'',com_send_rpt,'105319616212302297771679314916268881909 2189539552654174345',tm_get_last,'-1580615041470314192',obc_set_tle,'-5251114785618333439 -227921115',obc_debug,'-1437410039',rw_get_current,'',drp_ebf,'5313210998948498986',com_send_cmd,'2115980705 1257454677307259765',com_send_cmd,'6848048493655487088 2793336457357500634',com_reset_wdt,'J?0+(',fp_set_cmd,';W_&HG 1668288839 -4419719498872127946 -226861027 13371785524433707337 1954667389 mKA*(O K)Ww4X' 1474554924 171910849916059055784345023007209432542',gssb_reset,'',obc_pwm_pwr,'1796468284001986133',gssb_msp_cal_temp,'-8545123978714870030 -55306193720921097228980554744508422121',gssb_unlock_config,'AiS',com_send_data,'15093164631217504266',rw_get_current,'',gssb_fss_set_config,'278791221',gssb_antenna_release,'-1625857053 22985178562173535148042577471809086745 460513487 6942934647212461303',eps_get_hk,'',obc_get_time,'-5617234937038423640',gssb_get_temp_int,'',gssb_get_temp_int,'',gssb_get_status,'',test,'-8491333555155182823',obc_get_sensors,'',drp_set_deployed,'15252868489944582213',gssb_set_addr,'-101209347869127296109410815104911578937',gssb_pwr,'18048676902970841272 N:z',gssb_commit_addr,'',obc_set_tle,'8920885855147865580 2421902165179267330',gssb_select,'1253471482874227408',eps_get_hk,'',com_set_node,'-318502340',help,'',drp_clear_gnd_wdt,'',gssb_update_status,'',gssb_update_status,'',-6,7.283020257949829
obc_ident,'',com_get_node,'',fp_test_params,'2055332347 69118921358463657459596061191578259298 221804875288575433467779292474620105404',gssb_arm_manual,'740638291898344398',gssb_get_temp,'',drp_get_vars,'',gssb_fss_commit_config,'',obc_update_status,'',gssb_get_status,'',obc_pwm_pwr,'8082812993026064920',gssb_antenna_release,'-23093116557780631956998226563384904146 -301575603179036471077542353422170514312 39480981987768942435347618543225674896 9923089230917863291',drp_test_system_vars,'',obc_set_tle,'5004301145781250022 247705735',obc_update_tle,'',gssb_select,'-1733333064865220137',tm_set_ack,'-4247572939118398442 +4~',gssb_unlock_config,'1678483757',gssb_arm_manual,'qKJa&>',com_send_rpt,'1161567265568426385 3415216071893713979',com_send_rpt,'2278027424787517233 -1677678068',gssb_get_burn_config,'',obc_prop_tle,'3940352365836353454',com_send_tc,'-1598651026 311615660862768001280781723983490312687',gssb_scan,'-169838011 295560618196949357340606037439468771136',gssb_reset,'',rw_get_current,'',fp_show,'',drp_get_vars,'',gssb_reset,'',init_dummy_sensor,'',com_send_tc,'-2883018498470070644 -332653582',gssb_msp_cal_temp,'q]; -1789102625',com_send_tc,'11220237200595776763 -307074681',obc_get_tle,'',drp_clear_gnd_wdt,'',obc_update_tle,'',drp_set_var,'[NSd!zP> 14994809306116448928',fp_del_cmd,"'5871911503185397012 2020005474 1282017439 ({,Nr,~l#' -837866308 72'",com_reset_wdt,'-1126526706',gssb_arm_auto,'1199228815226547716',com_set_config,'-1518957542 2429348123739711069388471076401716746',tm_get_last,'2760633152397064099',gssb_set_burn_config,'72047399 16566754603620500281 1287441704470039171 -1115773203 3494542195651765259 (x'JI( -B`7+',obc_get_sensors,'',fp_set_cmd_dt,'B~v LAn#3R@ RXTRhywO! -5048389616603566238 -505772023',gssb_reset,'',fp_reset,'',com_get_node,'',gssb_update_status,'',tm_get_last,'1092016303056654855',-6,12.61061429977417
gssb_set_addr,'-2000395410424891510',drp_set_deployed,'7087502224047797447',com_send_data,'16084643439077839260',com_send_cmd,'-266570436151948954707575458868607512494 14944232993665511881',gssb_arm_auto,'-1732083814',fp_show,'',set_state,'%7omFWQw 'JfN -5022094255054542745',gssb_scan,'13567118018704040277 -627773868',drp_get_vars,'',gssb_msp_get_temp,'',gssb_get_uuid,'',fp_test_params,'82669504622604232211704811515388569640 979483931 Kez%E>MUK',com_ping,'-288065379099604151796077518997602228668',init_dummy_sensor,'',tm_send_last,'-1938226673069327469 -358173171067085658',com_set_config,'-157983934 -6141233171791718432',gssb_fss_set_config,'102140212868300406508234437160135031694',eps_get_hk,'',com_ping,'xb:@pM',obc_get_tle,'',obc_debug,'96357238131053075005870575761254945757',gssb_commit_addr,'',gssb_get_sun,'',fp_del_cmd_unix,'-1612021861',fp_set_cmd_dt,'-142659331029392940805261203011850490967 16870563201518323492 -1618785002 -7442667762414644339 2709371213995143606',drp_ebf,'mw{',rw_get_current,'',set_state,'1 392734095224245104 q@)',fp_del_cmd,'17864932461602463526 10376445250293284837 4315723722030478895 277659142610511462359723858175962126319 Gd0N3|=DKK 5479714777121617141',com_debug,'',tm_send_all,'20850011 147024218264016897724217161559099212661',drp_set_var,'!fmz^ ^j+/Wu%',fp_show,'',obc_set_tle,'1112848689 1673906561',rw_set_speed,'3953336799723469947 514886109',obc_set_pwm_freq,'_{n~ -7775051590471738320',eps_get_config,'',obc_update_tle,'',eps_set_heater,'1685546091 5018663579458868140',com_reset_wdt,'u18L%rU9',gssb_set_addr,'-5353808967350072634729232370413480288',gssb_get_temp,'',com_ping,'-117591041910716836309134689122425219383',obc_update_status,'',eps_set_heater,''T1Y#t -735404340',drp_test_system_vars,'',com_update_status,'',gssb_reset,'',fp_del_cmd,'-1521243788 18409557760602449162 1481265660 Zi 23173689988762748484008583805565089844 27532954714553642837268363200988006121',gssb_unlock_config,'6127331293207169843',-6,12.15703558921814
gssb_fss_get_temp,'',gssb_scan,'3181191186307291483 3866927224283142772',test,'1197038012',tm_send_last,'10541981287490402435 -1862761012',drp_clear_gnd_wdt,'',fp_del_cmd_unix,'-656253096',eps_get_hk,'',obc_get_mem,'',obc_ident,'',obc_get_mem,'',tm_send_status,'7389761925476100931',com_get_config,'-205553442067284951692586439306791373593',drp_test_system_vars,'',eps_get_hk,'',tm_send_last,'-721854885 -1674343987',set_state,'422334049 932067624 -472121151',drp_ebf,'1904336378506359999',gssb_fss_set_config,'-1051791644',tm_parse_status,'',com_get_config,'207104588331260221178774061221609175041',com_send_tc,'-1780787125 1428737578',com_get_node,'',com_send_tc,'-122037229219095378812860337222131023381 -40107469219505283231826382277476871044',com_get_config,'-5152720930774936121',gssb_get_temp,'',drp_get_vars,'',com_set_node,'1876589234',gssb_update_status,'',fp_set_cmd,'8630757562352881401 16221032538523606572 3286376708610107911 7983461304560229969 -328256099729646963418495062691817239081 5493743109914579367 L''+{[d8* fn 230355899369916265369456890292255713037 -195331213395543868341539219808290615504',eps_set_heater,'4276031716624454910 -305509275',gssb_get_status,'',gssb_fss_get_temp,'',obc_reset_wdt,'',fp_set_cmd_dt,'7 $er~x Efc|Dn^ mqa~ICh [',tm_send_from,'124062895046063433320622645952449514195 ~r 347467189037629867',tm_send_all,'18225282268630727654 276028569871378988963268658650274959836',com_set_node,'130646448009122186',obc_set_pwm_duty,'-5074763874346025468013938920939696044 1597001130920505975',com_get_config,'f',test,'ShE',gssb_fss_get_temp,'',com_get_node,'',gssb_select,"'LmF""$:'",drp_test_system_vars,'',fp_del_cmd,'1257261512 ;TTP 9506749062750927585 11956143898317943253 -177293447023927703096805574774690444114 -1259879537',tm_parse_status,'',set_state,'37502440461424254865237625221073861453 -289916162394005797 -90834163',obc_set_pwm_duty,'-981422822 ',gssb_msp_cal_temp,'428551847 16773606290472989282',gssb_unlock_config,'26209051552781727627236911326414075412',-6,6.663459777832031
fp_show,'',com_reset_wdt,'15447732551769371414',fp_set_cmd,'3244516451467037958 Et'Kg(-Z  -231172260714760180350566653622210622810 M$(mX 9Wm1Boh -2666616248990446676347497257840812236  1920058936 16568887067286591864',gssb_fss_set_config,'P{w0M`>r/',gssb_pwr,'2054550609 758547274943217062',gssb_burn,'',gssb_reset,'',gssb_fss_get_sun,'',gssb_commit_addr,'',tm_send_from,'-27042625031963159760161895842463154993 -4983016800579886482 -8416801583395344817',obc_update_status,'',com_set_node,'-167175200',drp_ebf,'%JB:IDiC'',gssb_fss_set_config,'1358371975',com_send_tc,'7941867454467460374 -129948027364500682596812138624924145294',tm_send_last,'1422140813338783013 9547803546844641657',gssb_fss_get_temp,'',gssb_arm_manual,'',obc_get_sensors,'',obc_get_mem,'',drp_add_hrs_alive,'16690437311285018062',fp_show,'',obc_ident,'',obc_update_status,'',rw_get_current,'',obc_prop_tle,'203472982',com_send_rpt,'-76283611883300229032539313334559305486 3223144452725331792',drp_set_var,'c[grk-?*l 101173786',obc_debug,'17478551294492303599',gssb_burn,'',rw_get_current,'',obc_get_mem,'',fp_reset,'',gssb_get_burn_config,'',fp_set_cmd_dt,'5151737232599406900 -239920937158018036853187079384787292930 9129118337567152757 14163654479556155701 17830239599895120734',eps_get_config,'',fp_set_cmd_unix,'442478964878995120 11922050546105880428 13380339310170380127 326229294297784727019610093422703176926 4198582780024739155',gssb_commit_addr,'',fp_del_cmd_unix,'-7075685841686566118',tm_send_last,'-1107448025 -1434635645',gssb_get_status,'',obc_update_tle,'',gssb_get_burn_config,'',drp_ebf,'166262614887966211942744985586267254848',set_state,'704009916 -92013052 741040010',gssb_arm_manual,'u`',fp_del_cmd_unix,'263960564627422242962682262910765800377',eps_get_hk,'',set_state,'Am)`H; 17256358503320435059 10161814576193027974',gssb_fss_get_temp,'',-6,8.401894330978394
obc_set_pwm_duty,'-76449588294100937462122025386279543898 -4318528246876065575',gssb_antenna_release,'-193481872628486811552334988101116469022 6537858326973561839 147828167935567130663752922602493258883 -4426710187765691929',init_dummy_sensor,'',gssb_commit_addr,'',gssb_fss_get_temp,'',obc_get_mem,'',drp_test_system_vars,'',com_debug,'',obc_set_tle,'329040035328027096651674046454129010172 360854638',obc_ident,'',obc_get_tle,'',gssb_fss_set_config,'oTB',rw_get_current,'',gssb_set_addr,'-602570025',eps_get_hk,'',com_update_status,'',gssb_get_temp,'',com_set_config,'-2075516721 1677406607',gssb_get_temp,'',drp_test_system_vars,'',gssb_reset,'',fp_set_cmd,'12031502121606752561 3595099234432840888 1192383200 bv<<8Ok( [#.7y@k- %] -2009919898 `NQ6O97 -2004619314 u:I_dTW`5m',drp_ebf,'-5391301239202224140',gssb_pwr,'17956857370891446798 1605698616',rw_get_current,'',fp_del_cmd_unix,'1661288487',gssb_msp_get_temp,'',com_get_config,'61173701606463619160228407739986182107',gssb_scan,'5488116244834255537718214631715304345 6599067523963809423',tm_send_status,'7851282169974069589',obc_pwm_pwr,'939861996',gssb_fss_get_sun,'',test,'-5995307668134489410',obc_update_status,'',com_get_node,'',tm_parse_status,'',gssb_get_burn_config,'',fp_test_params,'18171891325659226608 T*mo)3}!cP 2579937374396214725',drp_set_deployed,'-332332949152288668762465936769226860385',rw_get_speed,'',rw_set_speed,'157529915454406309910413263984423683435 4992681420077549506',gssb_pwr,'* -7971248985502687049',tm_set_ack,'_& -5787982235288742223',obc_update_tle,'',fp_set_cmd_unix,'1930096603 9029086766835459311 2382865646389379945 122320009 8285118505834572365885794841804040151',drp_set_deployed,'-8891341927621887689',obc_get_mem,'',obc_pwm_pwr,'-391407148',com_ping,'15276092921829939675',obc_get_sensors,'',-6,15.339569091796875
init_dummy_sensor,'',gssb_fss_get_temp,'',gssb_msp_get_temp,'',rw_get_speed,'',tm_send_from,'nXK'i[hu 286990825345964083685652752596972594393 z',rw_get_current,'',obc_ident,'',gssb_update_status,'',com_get_node,'',tm_set_ack,'2715820 443367187',test,'WcY:v?gec',gssb_select,'1706147902',gssb_get_model,'',tm_parse_status,'',obc_set_tle,'526390387 13450271671049052693',tm_send_status,'13363868271738765458',eps_hard_reset,'',obc_prop_tle,'IlVX',eps_get_config,'',com_get_config,'-1054954638',tm_parse_status,'',fp_set_cmd,'-519400383356768402 b`&yfxp 344654445 71786802 -1584907365 -542005475 -1678388265 10912998370967043680  -255672393691002498180725043379506957847',gssb_scan,'3969518119907141085 jybO\s',fp_set_cmd_dt,'5289637275433134946  -318749484003570996388669209832297335855 >p/QrL0 174698439449718207190892254642584323701',tm_send_last,'-240771166 1192985253270154533',drp_set_var,'596184550898025893 1445583474581317019',set_state,'1971518490 5Nr?C 11249022580049440760027999977913856405',gssb_reset,'',gssb_fss_set_config,'544575843540703564',drp_test_system_vars,'',tm_send_status,'230526859421789467790153406070934644429',com_reset_wdt,';q?le&03%',obc_update_tle,'',gssb_commit_addr,'',help,'',obc_update_tle,'',gssb_get_sun,'',fp_del_cmd,'276537784879148813224076966730002647404 1919054901873090028 -5252110056893975804 U/)bP 224956195482794588914464636177468081815 2526113900859760009',drp_clear_gnd_wdt,'',gssb_set_burn_config,'-1458041470 R[x1 13990000547711220601 -47887533679513968215522177181377799197 4781589456593043475 70822820721504432076791706944795119173 `.',rw_get_current,'',com_get_config,'1915505824770708752',gssb_get_burn_config,'',obc_set_pwm_duty,'895738982012385195 18247770811347496106',gssb_set_addr,'O}JtSO9et',com_debug,'',obc_get_tle,'',gssb_reset,'',fp_set_cmd,'y#anjf -236410754434037119239773802569099000503 127254785 15723023928708515898 10046189911476525362 13390123873400665770 17813348792514420574 8530074746892578634 -810161733 -1503342159328218236',obc_set_tle,'13141581801001319334 3202606207859260174',-6,7.307654619216919
tm_send_status,'-8798967094137332242',eps_hard_reset,'',com_send_data,'*Y+kr8p',com_send_cmd,'12392400381218770767 8233809920148051304',fp_set_cmd_unix,'14215626309777299157 236054387 610445234 16767656322656495593 2075192824146200980',eps_set_heater,'rp 242681628187181066818752513923921491726',tm_parse_status,'',drp_set_var,'-47606438 -324294513281387976415667418541814143188',gssb_pwr,'318465030942123480142364212097599279635 -1618853452',com_get_config,'-256336149419862170716928580444230157338',tm_get_last,"'V~p9v$!36,'",gssb_reset,'',obc_reset_wdt,'',com_set_config,'EW -5473343561180060654',gssb_msp_cal_temp,'-66930248814348009186378597431198830300 1426161704',tm_parse_status,'',drp_test_system_vars,'',gssb_arm_manual,'12077155010452446566',gssb_fss_get_sun,'',rw_get_current,'',gssb_set_burn_config,' 13416837568692106255 J\~~ 4840208515659980045 _D] dP -8250528010885720425',drp_ebf,"'c>jh8""pRcx'",obc_debug,'8088559290698528757',gssb_fss_get_temp,'',gssb_get_version,'',com_get_config,'-2026873972',help,'',fp_del_cmd_unix,'987151866466062660',drp_test_system_vars,'',gssb_scan,'333624148615796915749553251179383748018 -30411052765522232671960964831264172199',rw_get_speed,'',gssb_msp_get_temp,'',obc_get_tle,'',gssb_fss_commit_config,'',drp_clear_gnd_wdt,'',init_dummy_sensor,'',gssb_fss_get_temp,'',help,'',obc_ident,'',obc_set_pwm_freq,'2541451399360454656 304432762232006585',com_get_config,'=mMT}4H)m',com_get_node,'',tm_parse_status,'',gssb_fss_commit_config,'',gssb_get_model,'',drp_get_vars,'',gssb_msp_cal_temp,'+CU3*B2 154151505425372422',rw_get_current,'',eps_hard_reset,'',com_send_rpt,'9439899299125386919 ;Zko+pl',-6,6.804332971572876
test,'CxLN7d}'@',drp_set_deployed,'-3649955824962698375',obc_get_tle,'',gssb_get_temp,'',help,'',gssb_scan,'-2321691806284467138 -8691944572288791099',fp_show,'',gssb_get_version,'',help,'',tm_parse_status,'',obc_get_tle,'',test,'8938212722720609780',fp_set_cmd_dt,'A 8952685509084788501 316751377305138212009473547473443528278  -4075104289088362311',obc_get_sensors,'',gssb_arm_manual,'17749278086048725226',obc_ident,'',tm_send_all,'3413342526246550962 -2020025910',gssb_get_temp,'',tm_set_ack,'5735760036098743854 308189215509071300808957745585551054020',gssb_get_burn_config,'',gssb_get_temp,'',tm_parse_status,'',gssb_arm_manual,'3681374066015884453',tm_send_status,'-5874104909037337250',drp_set_deployed,'4676468505278534677',test,'-193512570948751025933057888048437445239',gssb_arm_auto,'239197933112159822052123025672743013850',gssb_reset,'',obc_set_pwm_duty,"'39X,9[Pcb] 13269406961081177795'",obc_update_tle,'',gssb_pwr,'4482792160918119659 1292231990',gssb_commit_addr,'',com_debug,'',com_send_rpt,'273643333284529437101106299836397903062 -665050558',tm_set_ack,'5557619488017986844 -2376011220271864852',fp_del_cmd_unix,'-752663492',gssb_burn,'',fp_set_cmd_dt,'-306141047376339832374624606044847069359 -6517517894799608855 l 8519378192121237640 -2139439695',fp_show,'',fp_set_cmd,'313193952 1951593015 -5564887092649376680 572736278 266607941 6191948173773662760794751556842901625 4315682397497048430 -1201547316 1176678307157292880 256894105515884183182171581948646786242',tm_send_status,'6116514429193027554',gssb_msp_get_temp,'',gssb_burn,'',fp_set_cmd_dt,'-1170398228781906761 9428958920956902291 4850898048270593328 -26626017103289007560646771204345817514 -879922670',obc_set_pwm_duty,'8750565165495730823 )4s',com_send_data,'-336504766292161955326725922388767663141',com_get_config,']M;6;4UyTx',obc_ident,'',fp_del_cmd,'BNlc[ ;' 443961371 168554739858188085 -1242105519 5021380298383177934',gssb_get_status,'',-6,8.002913475036621
fp_set_cmd,'11461844787592808523 14241046363469930426056616910486388380 1188390159032945338 112073301891568142719105654567724535252 3562477959550290269  a}; 13285591034040744432 -7828810008520571984 -4127906694117565235',obc_update_tle,'',obc_get_tle,'',com_send_rpt,'-43032022891299100105437615583458868483 -8993059978641733211',eps_set_heater,'6098024435960562646 6175531799069390867',gssb_get_temp,'',eps_set_heater,'2627976929146171287 -7878760575853023965',gssb_reset,'',gssb_fss_get_sun,'',obc_get_mem,'',com_set_config,'4505501391974948479 V!>Dd0(',com_set_config,'17805381831560080988 -2131416349',gssb_get_sun,'',init_dummy_sensor,'',fp_test_params,'-258083069300774894669531286667017265865 55B;XuFN 13657774139923429397',obc_update_tle,'',gssb_fss_get_temp,'',fp_set_cmd_dt,'5126869230371667272462213562579839739 211860906034510830 1781981285 ia7y_ -339192687809498299720691955484718857712',obc_update_tle,'',com_set_config,'161432861299034119698340898385972774851 6062361532516483074',gssb_set_burn_config,"'K,*SchsDz UXk>-6%$ [Cfv* 708376993 -80781838210212048775265877877604263046 -62807598129597417207413250148305266431 -5073115299348755038'",com_get_node,'',fp_del_cmd,'616754489 -318568236365612151558910835732452717340 -1654183474 -180735343874266041485647723255216963582 5?S 7855106098425485545',gssb_select,'X',drp_set_deployed,'1H',com_send_rpt,'5714526096793530486 17452413387470225701',fp_test_params,'-5265730931230744897 12179182268554256375 7677338151565566955',gssb_get_sun,'',test,'v3~',obc_update_tle,'',com_update_status,'',gssb_set_addr,'6047297839968925647',gssb_scan,':.^>leq 4923789789184121793',fp_set_cmd_unix,'-2515445216121276426 565552079 ZFH9'|{ -1669660469 6016486592378852749',gssb_get_model,'',rw_get_current,'',gssb_reset,'',eps_get_config,'',rw_get_speed,'',fp_set_cmd_unix,'357612780 K_&:/nm@o -71364294256399632034442036995817255897 -282544825835963641393961197377325426634 2',gssb_fss_get_sun,'',gssb_pwr,'-8433537289263746261 -52946687175760992742754655231326030108',tm_send_last,'6647881542450284918 3695194123548175214',gssb_burn,'',obc_set_pwm_freq,'199713252441695223253982140105526896391 137254066',gssb_commit_addr,'',com_send_data,'M{=LE]yiOK',eps_get_config,'',gssb_get_temp,'',drp_test_system_vars,'',-11,7.447061777114867
drp_test_system_vars,'',drp_clear_gnd_wdt,'',tm_send_status,'12988958963551721963193609587977865301',eps_update_status,'',gssb_update_status,'',eps_get_config,'',eps_update_status,'',tm_send_from,'-32536706789047181306473123355420493298 5147252350360540075 320811196050558893319882527672478234436',drp_set_var,'-38006285163039680762284055148604745815 13475994267233845278',obc_update_tle,'',tm_get_last,'52090365',fp_del_cmd_unix,'1603977733',gssb_arm_manual,'-65177297536240169340550059029623654808',fp_del_cmd_unix,'x9&lm)',com_send_rpt,'11373078658535716908 -55552323072377484001850707044793883241',obc_reset_wdt,'',gssb_antenna_release,'Bh.B 1209324341 -646479364 622945348144854760',obc_update_tle,'',tm_send_from,'136525977451456647064387515547108890103 -108151889995033020167947435658641644474 2032580078305100684',gssb_burn,'',com_ping,'12089343600341516959',gssb_get_model,'',gssb_get_model,'',drp_set_var,'-209339319825743963251556776191452242298 -328746022385916510806840284490211572737',gssb_msp_get_temp,'',drp_get_vars,'',obc_reset_wdt,'',gssb_fss_set_config,'-153588184355333687348479246119194376801',obc_get_mem,'',obc_get_tle,'',obc_update_status,'',rw_set_speed,'12369459316646500342 -27929246',tm_send_last,'-529954771 634693277676922685',fp_test_params,'=^$ -150789566 -125795141',fp_del_cmd,' 7492682821985820442 q- 53159070826083859452744186894408800055 4992168546193660181 7073215507646629354',obc_debug,'698821348',gssb_arm_manual,'`',drp_ebf,'-2934716742643396470',gssb_get_temp,'',com_send_data,'J8cK',obc_get_mem,'',tm_get_last,'-3565118993677811136',gssb_arm_auto,'r<>i',eps_set_heater,'1007146581 -2051091112',com_ping,'KKnYJiqOm9',help,'',gssb_set_burn_config,'-1846335098 1464440841 4872078045888123065 2362912033927507897 S`\q}] -254600150105538414545819341270555620874 E8cv',tm_set_ack,'938326931971981007 -933060271',obc_get_time,'',rw_get_speed,'',-6,10.236610412597656
gssb_get_temp_int,'',drp_set_deployed,'2894314100043578556',obc_get_mem,'',test,'10793389635559093501',drp_set_deployed,"'""V*g'",gssb_antenna_release,'14338516343944013406 -130047960109571483 284222555312960006 -311852558016398665211697836809613097661',gssb_arm_manual,'10645450089147536302',gssb_get_burn_config,'',drp_set_var,'1660587094 43469993355066032289141450727846466606',gssb_pwr,'403840972 t|P',gssb_get_temp_int,'',obc_get_mem,'',gssb_get_uuid,'',com_update_status,'',gssb_commit_addr,'',set_state,'5970738189746887214  GL]KU8h^x',tm_parse_status,'',obc_set_tle,'EQ4<-}h5VE -1403949619',obc_prop_tle,'-67881164103415415014860640390480944197',gssb_set_addr,'-159666526483451850140137318083102901367',obc_set_tle,'-265144669065211576029818219820351695318 -3719765888603627595',gssb_fss_set_config,'1180399868',obc_get_time,'|8LNT&h',fp_del_cmd_unix,'Qg)',com_get_node,'',com_debug,'',drp_clear_gnd_wdt,'',drp_test_system_vars,'',com_send_tc,"'-1701670796 ""$tn'",gssb_arm_manual,'3848616756506652392',obc_get_mem,'',tm_send_status,'Y2S',drp_set_deployed,'-121203884919901284862146661367789808840',gssb_get_sun,'',drp_add_hrs_alive,'1570419393407932673',eps_get_hk,'',gssb_antenna_release,'gt:{f;cn 322567848768793030232275357370658354767 1107333756 8917364606919048363',eps_update_status,'',com_reset_wdt,'OIi;Y',obc_get_time,'270602309292867659354500940068607323653',gssb_msp_get_temp,'',fp_set_cmd,'T|#a -155736741112943724175229372848338307061 4899586967054707752 15383556920165300541 2066315002 W.dzVO 768099975969278686 -305424680804590887300441020695838779985 -1540587937 -202699582',tm_send_all,'QZ8W64jB) 9463063020762513295',drp_clear_gnd_wdt,'',drp_set_deployed,'-746686986',drp_clear_gnd_wdt,'',gssb_reset,'',tm_send_last,'-847114228708493387 863192064',gssb_select,'-332411625031835503203704320218584723039',com_send_cmd,'97274310537506942402440457755711560445 #4@W{>w;W',-6,13.70914912223816
gssb_msp_cal_temp,'18284166746851029287 1292961908',gssb_select,"'IP?0""5l^c'",com_set_config,'f\[O$d$+ 8152452386846035525',drp_add_hrs_alive,'-988691785',drp_test_system_vars,'',gssb_reset,'',fp_set_cmd,'7013164088940330528 vET&? 20995800241534466624044310210208691689 -36224970996353125783648828265181158942 ohFB -1107701094523970010 /\kAK 2775637274639482814 -6625286108817773439 292628214129123499923162337943553862227',gssb_get_status,'',init_dummy_sensor,'',drp_clear_gnd_wdt,'',obc_get_tle,'',init_dummy_sensor,'',drp_set_var,'7081829762609277314 11206954594182770965',gssb_set_burn_config,'-8354140208140767527 -2004186156 3589125847422944702 1297611684 861563163 XBk@N^ bM|.;VO',fp_test_params,'4295982305441840556 -7647803800468549878 4614370416372238191',tm_send_last,'-1006859351 -4394404700668094903',gssb_arm_manual,'11627360080167580102',gssb_set_addr,'106231729151555775855324475136843206494',gssb_get_version,'',com_ping,'Pi7\-2uk',tm_set_ack,'833075612 12895951981131528969',com_get_node,'',fp_reset,'',gssb_pwr,'8092714724835197583 -210016011',gssb_burn,'',rw_set_speed,'^-UeXC 7319654857146425279',com_send_tc,'-758433936 11954360748505605412',eps_get_config,'',drp_set_deployed,'1604129239',gssb_set_addr,'2039288382',com_set_node,'V=dy<tN',gssb_get_uuid,'',com_ping,'-461816170085961237',rw_get_speed,'',gssb_get_temp,'',fp_set_cmd_unix,'218062218 -966971300 -202367544107362426485488883598295694737 /% 151688597613501451688341621309776086825',obc_update_tle,'',obc_get_tle,'',gssb_msp_cal_temp,'M -316035836689974028116108074505635055682',gssb_arm_manual,'296547575559461689684180568970948374417',rw_get_current,'',gssb_unlock_config,'15245560672480700518',com_set_node,'-254823660756313210773433674236089203114',drp_add_hrs_alive,"'l""T}$j'",eps_set_heater,'-1933389657 -1392038579195401606',rw_get_current,'',com_get_node,'',eps_set_heater,'5470658789984241868 >Hbp\5vj._',obc_get_sensors,'',eps_get_config,'',-6,12.5578875541687
