Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Command.5,Parameters.5,Command.6,Parameters.6,Command.7,Parameters.7,Command.8,Parameters.8,Command.9,Parameters.9,Exit Code,Total Time
com_send_cmd,'8542960348639419440 b',fp_del_cmd_unix,'7331713065838059663105593325060166001',com_send_tc,'1432650099636551753 16473587253885313534',com_send_data,'-782783674',obc_ident,'',fp_del_cmd,'14197152876719847009 5928151504269092271 SEvRnq8 u:&I 5608677130859282000 -148231788829541733486362950163400765837',obc_pwm_pwr,'3996949218336184332',set_state,'-1628934987 319655225136108580923665756187733632373 865781467',drp_set_deployed,'272687010313239415745715777103779426982',com_debug,'',-6,7.59027624130249
gssb_fss_commit_config,'',gssb_commit_addr,'',gssb_update_status,'',obc_get_time,'4003223',drp_set_deployed,'-29345479795220257845311929610385463911',fp_set_cmd_dt,'4784977950933002364 -191894316231900089355294160324331448343 899771343 -836027566 9657500342287886145',tm_parse_status,'',tm_send_status,'-319983682737836228803818473665235921207',tm_send_last,'-69443894486527857131875190953566915513 5740509023277538661',tm_send_all,'7432402377629446525 -4030055330502008315',-11,6.654389142990112
help,'',obc_update_status,'',obc_debug,'r<(',gssb_burn,'',obc_set_pwm_freq,'2690991349073610573 -50802181137531920232110506594832556953',tm_parse_status,'',obc_get_time,'13744902571714993430',eps_get_hk,'',gssb_set_burn_config,'X7QA79Z -226468798326863468698590968844748398379 65651939373777233389620154609463567560 6922016828037924817 kEOC-|[ -698568636 2608934522949142623',fp_del_cmd,'10603875746214447307 21952245092979422117345538460915361558 -268676292561859357046392432418525815725 1594871872 -1733207699647874490 89902338019809961',-11,6.792656660079956
com_send_tc,'628769967 -5028528019583320973',gssb_unlock_config,'-232615451886935180912433152644700694314',obc_reset_wdt,'',obc_update_status,'',set_state,'-123695550109515272513895000605579111604 3370990039038539568 FdvF&k',fp_del_cmd,'4129059079883180959 -1383015999 -18117853479215092704385203436707666742 -236229738664411105652110016453103667495 4958302205293295010 789956741',eps_hard_reset,'',com_reset_wdt,'m',gssb_commit_addr,'',drp_clear_gnd_wdt,'',-6,7.303647994995117
drp_set_var,'-524779918 908152698',fp_set_cmd_dt,'-174222819872690687179081451070261057068 792156745 938215472 150539051299338981384568114472727547065 219015913382742165196361829433823807209',gssb_fss_set_config,'2150535339942992346',gssb_unlock_config,'1300828653665979397',com_get_config,'17114358245787372190',drp_add_hrs_alive,'8715585276686510686',obc_ident,'',fp_del_cmd,'3823094178395577529 15268574614351299371 6877624363121288766 -173459105630615922639384599018472571169 209732260633053914107988712827104724262 9168696702106471246',gssb_fss_commit_config,'',gssb_get_burn_config,'',-6,6.521796226501465
gssb_reset,'',obc_debug,'-6889632553318673333',obc_update_tle,'',tm_send_status,'-351067234',gssb_pwr,'969677378 268011334747990367823971691800416778490',com_get_node,'',com_ping,'2803883701864937659',gssb_select,'2604103852105020461',fp_del_cmd,'7148915258134642133 l}M8;oU*]G -256953772053666886864948898959432164699 -2395763305986992326 4001309600536318342 5003315321922459809',com_send_data,'742652743',-6,6.607441186904907
gssb_get_temp_int,'',fp_set_cmd_dt,'2873581788868966192 17101774412819279261 -295325300685632492374981062512363171949 -301078610293913176677326835388066262707 -325686659838397976106231912314122089495',gssb_get_uuid,'',gssb_reset,'',gssb_get_version,'',gssb_set_burn_config,'-152199400934045974958439557198298421632 4976273690531669877 -4054987191797918684 10207083850804001541 -247208601948241970144362016066591894373 -108710171389194216408615733245866988152 56806033',com_reset_wdt,'3066724770488257010',drp_get_vars,'',fp_set_cmd_dt,'-1573117951 -6870019477212604523 KT 1108559292986809721 a>#It^',gssb_get_temp,'',-6,6.3009283542633066
gssb_set_burn_config,'-2143558886 -8571363961615233412 10940561541222364573 27247041865944315129837347425977815939 -792316957576326253 8oQz<7 608536624',com_reset_wdt,'&}2tbI3b',init_dummy_sensor,'',gssb_commit_addr,'',eps_get_hk,'',tm_send_all,'-14294582397321356226305087277908248915 #!z]i-12',gssb_get_temp,'',fp_set_cmd,'17889914301151937742 -195881321 -7114909689727084832 9215425818549549835 -1447398678 ) 4200461479071134281 976778632 u+e}c(U[bO 4179959698042074702',fp_set_cmd_unix,'16421156076007569347 -756369929 -8604087294173965372 ebCG;jOQ} 9122049877304524265',gssb_unlock_config,'332138961711529821',-6,6.842737674713135
tm_set_ack,'go)dZ -199478258306873796289477878958895960332',gssb_get_status,'',com_send_cmd,'-7263566401433788322 #cBL',tm_set_ack,'p%8zfm:BC H6jdpr$|#s',obc_set_pwm_duty,'-1103203043 1304862292615540168',com_send_rpt,'657768743707121212 -247553607484472415149596234664283556734',gssb_msp_cal_temp,'681512260 4755539284872043096',com_get_config,'4000283686439631945',gssb_get_sun,'',fp_set_cmd_unix,'-316131636 673272890 461464325 150081303 4190322198711498971',-6,7.424414873123169
tm_send_status,'15512067635909940422',obc_update_status,'',gssb_get_version,'',fp_set_cmd_unix,'8224579330899592189 4673953333483281479 2170042174729405934 44595176 -1335145505',rw_get_speed,'',fp_show,'',obc_pwm_pwr,'-9019926796387051797',gssb_fss_commit_config,'',tm_set_ack,'49291679773762207153763350156269378688 1616038045',gssb_pwr,'T1k#SCy 6834082136745165237',-6,24.12101244926453
set_state,'10665858745564509193 ZL>HU:G}dT -275777319',gssb_reset,'',fp_set_cmd_dt,'XN>: -1995989219 6740773950635848119 -268522935807618315060822781589610218497 #<\',obc_update_tle,'',tm_set_ack,'-28309413945329401109386236440990218053 V',drp_add_hrs_alive,'482144312337258796',set_state,"' 1150692143 )""V_#pi/C'",rw_get_speed,'',gssb_get_temp_int,'',tm_send_status,'-1245465879',-6,29.303764581680298
drp_test_system_vars,'',com_set_node,'1906323657980981379',gssb_arm_auto,'289411982031012339',obc_update_tle,'',obc_set_pwm_duty,'892907820 2003078545',tm_get_last,'-7174770404451763947',obc_set_tle,'338789404865992665718999313044197091314 -2253335088657125529',test,'1026565226',gssb_get_status,'',fp_del_cmd_unix,'-173019613854471382343048221560353049456',-6,55.77972745895386
tm_send_status,'17854181959080085686',init_dummy_sensor,'',tm_get_last,'225626101428104855339186294859473590943',fp_set_cmd,'-1342595919  8911070265635404229 1924133845 8610249239096016465 -8958552387318088872 -1206603094 -169064614224012591853829695861393625305 625432756021030730 -1363301537689501427',fp_set_cmd_dt,'-1506257432 12046203197348799560 11322585545662612856 -1638816176994487166 -158506878962648196800786119821597638889',gssb_get_sun,'',drp_add_hrs_alive,'264283825837853152243239056927812412721',fp_del_cmd_unix,'326688212663990551180845988497289995381',gssb_scan,'-23518213174476064228697097048861441774 462490945801911132',com_reset_wdt,'977484424',-6,24.02661395072937
gssb_get_version,'',com_update_status,'',fp_set_cmd,'-254673742061507210473267544211272767032 1774133812 -123947615457059054774581082945838613182 -757703648 176572311653532553038799094539882005740 2377528211702406569 3~/BT ZpCn^F1 4045566270972278040 228363117769048423504531829981819357592',obc_debug,'984527079',com_get_config,'\D-$q&S_v',set_state,'1582848579412791961 e^K_ayY/ 1559581961253268145',gssb_get_model,'',com_debug,'',tm_send_status,'-2659188156845394980',gssb_scan,'-1227816924 -225329216588223019672127352505145758122',-6,23.933934688568115
rw_get_speed,'',fp_reset,'',gssb_fss_commit_config,'',gssb_arm_manual,'5',com_send_rpt,'-2730441634978311643 4061401977400151977',gssb_set_burn_config,'9170148946657795090 18105965760463177052 -925536574 6368638729531163232 $dfNPeun 7145054625735478787 5715655033671418686',gssb_get_temp_int,'',fp_set_cmd_unix,'-1652594765 6736568559336851564 -7886249085887646382 5050149268934084797 2J9',drp_test_system_vars,'',eps_set_heater,'1750813487 14798817143878416900',-6,12.15031385421753
gssb_get_temp_int,'',com_update_status,'',gssb_get_version,'',gssb_select,''M[t)o$dS',gssb_get_uuid,'',com_ping,'-4400681786826747930',fp_set_cmd,'24T^FUyBF 1423695405 8989871096356062967 930756654967484296 5230806841951284040 AT K -52677331643878787339658150722497786302 -8937805802386505480 81550958133517922325603816997503945460',fp_del_cmd_unix,'-775243575',obc_get_tle,'',eps_hard_reset,'',-6,9.604618310928343
gssb_get_model,'',fp_set_cmd_dt,'-783658950 uL:r 15663600821624010293 R 81861840763190148243556019217875258895',drp_add_hrs_alive,'-1120573809984847110',gssb_fss_commit_config,'',gssb_reset,'',drp_add_hrs_alive,'4003451776754905241',com_get_config,'327275828189817710123398114655131017036',gssb_arm_manual,'5251043578253847434',fp_set_cmd_unix,'9103119792130422558 8745742071332076594 1630937320 17530757605025258865 298327071914158329649271077923614925332',drp_add_hrs_alive,'-6915477549293319659',-11,7.6843316555023184
gssb_get_sun,'',obc_pwm_pwr,'-7569923144864289630',fp_test_params,'247868194761636336215698099578541388286 1260789444 56936285',drp_clear_gnd_wdt,'',obc_prop_tle,'5087416491868192391',gssb_get_burn_config,'',gssb_get_version,'',com_ping,'5265413531649685079',gssb_pwr,"'|""[hUk3n 1379760158'",tm_send_status,'178694014678133065905532349102596190247',-6,9.747422456741331
gssb_get_status,'',gssb_scan,'7696344841933143367 16404642651523388543',fp_set_cmd,'-209253384952605138414956771235890066093 -6742600063681374006 -238357062238150220111667507366585202815 9504831179280255207 -215969609258624286244598496402713642804 3560660892705674321 -939159532 4106416665100372237 7h[k1PEf&a /OG',tm_send_last,'y ep(~\',obc_debug,'17493420866482659545',com_reset_wdt,'324705241',com_get_config,'0gPG.Aaf',gssb_burn,'',rw_set_speed,'32360529 -1295093323',gssb_get_temp_int,'',-11,6.336820840835571
tm_send_all,'201396372000955198728011235367965986773 -744678571',obc_get_mem,'',gssb_antenna_release,"'-163175956945122340633098908475777660512 Oj3HC,K,R( -2077660994800134163987437445555277608 66312946164748811182755901996127301730'",fp_set_cmd_unix,"'2130903206 1787509147 44811928594334535596610229011183575192 -272780143 l,P2Y)PQ'",gssb_get_uuid,'',gssb_set_addr,'bn&ws]9',gssb_msp_cal_temp,'YASAziO -732806625',gssb_commit_addr,'',gssb_fss_commit_config,'',test,"'o1X/Q+,'",-6,6.4476871490478525
fp_set_cmd_unix,'4586645328445727866 1252062792 10473696222408386349 12520521217614714747 4596650810757514492',tm_send_all,'4922735340567259390 -1934053305',eps_hard_reset,'',gssb_antenna_release,'-162698106 -4384001519696552955 -4018918960026784819 -334976810843458103856318005532825539713',gssb_select,'-264179823698714897213918737015576873130',gssb_commit_addr,'',obc_get_sensors,'',eps_get_config,'',fp_set_cmd,"'+""W2!USo 1998213450 267060233 mp -7803357361991095628 8350185519702757957 -8140056843120761071 1672756863840602217 16384653870773192178 3829784000785967'",fp_set_cmd,'-8482976100954909573 -4800608972622494773 1307632896260757299 a/ -7762527250276663613  -4505675987096437680 12337040986074035221 -224577746123019788507572396128606831449 43557900242129464105270321609340195342',-6,6.31827449798584
obc_set_pwm_duty,'*4l| -2948851111122910667',obc_set_pwm_freq,'9184594256690580335 -1666610525',tm_send_last,'-1827469786049478512 AX^a',fp_set_cmd_unix,'-4737738509363257548 15261039547119927773 -639601604 137695380110207130214230693273887493546 -5041188659909438749',gssb_msp_get_temp,'',gssb_antenna_release,"'PbUw719h, 8450504291544298745 1094313995 Mga!5,am)i'",eps_update_status,'',gssb_fss_get_sun,'',eps_get_config,'',gssb_get_burn_config,'',-6,6.488424062728883
obc_reset_wdt,'',rw_set_speed,'14981933125373168421 ',obc_ident,'',obc_get_time,'1024723538740144080',gssb_msp_cal_temp,'-9180771922950540418 1958804419',tm_send_status,'3516845539908485537',com_set_config,'3@w[I+$Fv 4645981560956697369',obc_debug,'-2030438887',gssb_set_addr,'.wKv2',gssb_fss_get_temp,'',-6,6.640361785888673
gssb_fss_set_config,'4108028190669826579',drp_get_vars,'',fp_set_cmd_dt,'3774078036120576631 230832387 197233801972025003759207838641292148531 -5057043579735090340 298290916',tm_send_status,'8',gssb_get_status,'',tm_parse_status,'',obc_get_sensors,'',drp_ebf,'8455031087863376934',gssb_fss_set_config,'-2484673168989540077',com_send_tc,'4979746883512621678 93797886538771276405149276369855253105',-6,6.63986611366272
gssb_get_temp_int,'',tm_send_from,'297951537724745720139638791198652174944 -788133470 -1559200982',obc_debug,'11196535',obc_set_pwm_freq,'Qp5^s@ 7597415863972897004',com_set_node,'10742051501512958434',com_update_status,'',fp_set_cmd_unix,'-488841560 2085470705443751826 5171321669943306774 D| -1305763220',tm_send_last,'232159222800394041031919478320103432819 -248870349',drp_set_deployed,'-2241310576676449718',rw_set_speed,'1629342673 c[Fr~',-6,6.658729076385497
tm_send_all,'-44034466883290731026978372105884002854 553189982408503942',gssb_get_status,'',drp_test_system_vars,'',obc_ident,'',test,'7788593470915459682',gssb_set_burn_config,'6918601354581785897 -1507660330 12088804682967563904 -767574764 -1102258765 -1073089088 -1655570568',gssb_fss_commit_config,'',init_dummy_sensor,'',gssb_get_temp,'',fp_set_cmd_dt,'-599343389 -8620590944858893123 14389594624283481723 6643756412739623253 5359328989971086622',-6,10.482606172561647
gssb_set_burn_config,'-301753701016584352579083492782905332419  15459931997136013706 482677340 1728514281525608460 -108581061 8301646965397471140',com_get_node,'',tm_send_status,'461534760993561850',fp_set_cmd_dt,'-182395081 -5283718603448627656 -2159736515373993973 9851698329914782807 _$.c',obc_get_sensors,'',fp_test_params,'-1004389594380502804 m{x\\3i7K -960059930517267821',tm_set_ack,'-181059307124226650144331269646619893891 zby<vV{?mV',gssb_fss_get_temp,'',obc_get_time,'243125103086858414809324833242097066211',gssb_scan,'4613254965870408822 1144802385901495132',-6,6.620699167251588
tm_send_status,'1599295516',fp_del_cmd_unix,'5402075239141293870',tm_send_status,'13544350712470498237',gssb_fss_get_sun,'',gssb_arm_manual,'-81553078033742286988711580952233283504',com_send_data,'16447478662142743688',obc_reset_wdt,'',drp_ebf,'8143888695041545022',gssb_pwr,'-873869544 ',tm_send_all,'626226397806033463 -3740995566510305859',-6,6.434291362762451
