Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Exit Code,Total Time
gssb_fss_commit_config,'',fp_set_cmd,'rq|F3bP_B -5300440876468262049 3297391867249133066 8081327300607959845 7625169105886627944 7776405799385877983 LTC{MNV+6 178154233776582501469872811219656919056 322443453019109322637785893818537244944 11049533978752170551',com_send_tc,'836986972480370037 -349070260',set_state,'10083284116048434433 -1663776975 4251490472362028799',gssb_fss_get_temp,'',-6,7.63755202293396
drp_set_var,'17016621981437808226 6458335531594470391',com_update_status,'',tm_send_status,'1380795497',gssb_get_model,'',gssb_update_status,'',-6,6.551565885543822
drp_set_deployed,'jC>(Yi',fp_del_cmd_unix,'6173139587028722806',gssb_get_status,'',fp_set_cmd,"'3122715309205076116 -1419553359 |Z""7C--w @EWXfA\G 5720828694210750259 -69062045080977774011088931501811000505 mZ<yWb`} 1308477136 mX^?rx'A 6203293399404582217'",eps_hard_reset,'',-6,6.501263618469237
com_send_data,'636242769',eps_get_hk,'',gssb_update_status,'',obc_pwm_pwr,'AqjBeI{)c5',com_send_tc,'1921435338 -287922683339802397409603312045052063508',-6,8.362669706344603
gssb_get_status,'',obc_set_pwm_duty,'-5294127636889415159809707132629045472 1652218985',fp_set_cmd_unix,"'3HsPu44 0?^d| ,1>: 633460339 -5264234441294325141'",gssb_get_version,'',fp_del_cmd_unix,'11346116456210429646',-6,6.505979776382446
help,'',fp_reset,'',gssb_set_burn_config,'5301033173262352889 1906278286 -1661127857 -123149290744494022262491174921065447862 -226436526656676561225865535565506976106 -3202888557358806933 eF9k45TpN',help,'',fp_set_cmd,'2536162717390401050 -1263500210 6496577425877219096 -127418399887550978858042081963546253592 738448281 13145300589238172029 818269795738753015 82641824327400723727824048068623926609 -429026064 4804307871237558522',-6,6.52289605140686
init_dummy_sensor,'',gssb_fss_commit_config,'',rw_get_speed,'',drp_set_deployed,'79113367814809375969538584914644448868',com_send_tc,'16182784517928034523 1901484812',-6,7.4900712966918945
tm_send_from,'6916378737655590052 +`23D! RO54',obc_prop_tle,'BaV4A+4<l',com_send_tc,'16255350599597944789 6909663272054543',tm_send_from,'2339985438050302047 6957328488035842838 ?d;[',com_send_cmd,'6132671184807544028 )OYlmB',-6,7.387637853622436
obc_set_pwm_freq,"'-63044250812019324346548084237090243879 ""c!kQD'",fp_set_cmd_unix,'11878222841255392028 16350830413682692642 -223409381 16580658751383849483 5514432080197526507',eps_get_config,'',eps_hard_reset,'',obc_get_mem,'',-6,6.930659294128418
gssb_commit_addr,'',fp_set_cmd_unix,'^$9 2287708259381972023 11535152367907019636 16100817072417212740 _',obc_update_tle,'',test,'-9134488469079623139',fp_set_cmd_unix,'9631728149923146516 -79441695221708204429652631721014315006 81eYl4#v% 1014596664 6033395606083591611',-11,6.5645432472229
obc_set_tle,'-5849262947446191199 -8886770604609641490',obc_get_tle,'',fp_del_cmd,'2415064520423086529 -328629146674118844584294239016225997614 321961252138350561241726062642327124359 10844259402125531650 129076332117144115585081427979402969809 100246442633637055226635589337972429009',init_dummy_sensor,'',init_dummy_sensor,'',-6,6.409436464309692
fp_del_cmd_unix,'-326724945407251973559120743732667000307',gssb_fss_get_temp,'',gssb_get_temp_int,'',fp_set_cmd_unix,'?+*0i% 302749545727750772643185557347471215800 1113490330199733455 -224760732011625617602791042449238043354 -966177872',fp_test_params,'-1823582074 mTpuUWpg }c|l',-6,6.22730278968811
gssb_fss_set_config,'h4rh',fp_del_cmd_unix,'15086163946894983730',obc_ident,'',obc_update_tle,'',obc_get_time,'-195974647627995469508828438634387287248',-6,6.2891154289245605
drp_get_vars,'',eps_update_status,'',tm_send_from,'267208619891670883393707105271196671341  JW7/Y',com_send_tc,'78120752757113706078083426650660960700 6986309922320146610',obc_get_time,"'""]GToC1Sa0'",-6,8.011303901672362
tm_send_status,'-4288643684454639617',gssb_scan,'-731021454 2578275073033460417',gssb_fss_get_sun,'',rw_get_current,'',com_send_rpt,'7934875824908686030 2385572366879018465',-6,6.446728706359862
rw_set_speed,'-1039648018 2499625536387411231',gssb_fss_set_config,'1199575514',drp_get_vars,'',obc_get_mem,'',com_send_tc,'-1259535751 -852451574',-6,7.544377088546753
gssb_fss_set_config,'568472200',gssb_get_model,'',gssb_update_status,'',fp_set_cmd_unix,'-230449315338483207816003392819389170543 88571684301168678740602682413789788501 4978208718072697798 8895226320618358777 14485682790240758383',obc_get_tle,'',-6,6.570513725280763
tm_send_status,"'8""s+'",help,'',gssb_get_model,'',fp_set_cmd,"'-281654637777545469555974153774833343643 -296978454194217931971458410996140152470 -5317850122160454950 {O?aPsW#""7 -99902742 -136421580658083178931307802946767897402 130050917828511682864241005155867536546 -337939978017377909248534376335920262427 18288697060392375444 5830064718091704192'",obc_prop_tle,'MZ@',-6,6.47996187210083
com_send_tc,'Ys6cYDaBp -6581600766987394820',obc_set_pwm_duty,'-3278189772259765782 1235424021',obc_set_tle,'-125058553855643400483370653088361613665 13511270947954365956',gssb_msp_cal_temp,'63166844 1437690681',fp_set_cmd_dt,'414070224196197406 12902721483323959967 1400412188 -6927077947327418590 554808981',-11,6.532033681869508
obc_set_tle,'-11432146151016248192701755414126926601 11508746996049913022',com_send_data,'-343445865056808081',fp_del_cmd_unix,'9525253752725505642',gssb_unlock_config,'17965369898264312799',gssb_unlock_config,'6589082268483593503',-6,7.389028549194336
fp_set_cmd_dt,'-294852024710276562777034412256521459237 2170236972345825752 3624942672462229093 9688173548504234133 WeH*alYa',eps_set_heater,'-1159434967 bd~MP',gssb_get_sun,'',com_send_data,'-339862372326477598507986994527896592078',drp_get_vars,'',-6,6.296205759048463
obc_set_pwm_duty,'3386121921804582060 69864530206880970687109898893180177920',fp_del_cmd_unix,'-6611117772299650942',gssb_fss_get_temp,'',gssb_update_status,'',obc_prop_tle,'206953981037607113532712756768446981050',-6,6.286458492279053
gssb_msp_get_temp,'',fp_set_cmd,'1540602044 7746581240177520834 -834085526271353503962191107761356745 5053863387386693943 1056394495 9186982250621985320 -177737986 25878024729623060834894466296674777965 -194401904774658603124630967930301860580 4559906608117594330',tm_send_all,'9762949985770166022 8J',fp_reset,'',gssb_get_status,'',-11,6.340086221694946
tm_send_status,'291569594098540496203517545921981418177',obc_get_sensors,'',eps_get_config,'',obc_get_mem,'',obc_get_sensors,'',-6,6.5192415714263925
obc_get_tle,'',gssb_fss_commit_config,'',gssb_fss_set_config,'-697622609',gssb_fss_get_sun,'',fp_del_cmd_unix,'-318911171148005857154937447973943852645',-6,6.48413610458374
tm_set_ack,'330117430406165580848429136351082357413 Z]',com_send_tc,'-1347626064546917665 -2437867473079079772',drp_get_vars,'',gssb_commit_addr,'',obc_get_time,'25579310630163634235042783980479726689',-6,7.5512845516204825
tm_send_all,'258084242406304433793214254593492448937 16396635219193711713',gssb_pwr,'9132704656829182346 -1869537949',drp_add_hrs_alive,'-310650769844023737359383536596715290028',fp_del_cmd,'9040955145281313187 128007676714389160328186678409957198352 294863865361854490999497903604031273236 382895725 6685930980547326257 3509122301604387931',fp_test_params,'15754890924773117238 &E@;v|(r -1972150709',-6,6.725938320159912
com_debug,'',gssb_get_temp_int,'',com_send_data,'1390887955',fp_set_cmd_dt,'3514596924987345383 1014777242 5822074220149644203 166185895958946302345640406965583562001 4456059410709097456',obc_prop_tle,'7357002135272670652',-11,7.404474973678589
com_send_data,'',gssb_fss_set_config,'-234149228021087215154834846794947731858',fp_show,'',gssb_fss_get_temp,'',com_send_tc,'251216027403961168538373796196097566681 fLb}Nz',-6,7.519009351730348
fp_set_cmd_unix,'6503490517932229065  104424695677202472209114149456147314614 419479350 3718631720212982583',gssb_arm_manual,'54565215631184050687660291757779725255',tm_set_ack,"'bC,*r]$BLM 2372521497103509034'",fp_reset,'',gssb_get_uuid,'',-6,6.282277345657349
fp_del_cmd,'12555556160862104696 4633375204485558392 3311654103203659110 -1520585835 8041751951296534895 12861041002404482415',fp_del_cmd,"'9234571792600950810 KEQ0mMk(b -232902548395033240301636920219728786126 12888800941179625023 10241593271423604529 ""x0K'",fp_show,'',com_debug,'',tm_send_all,'757660357263997500 11475341591445270288',-11,6.290649175643921
gssb_fss_set_config,'4797285839015955011',rw_set_speed,'qOpSiJj ',com_send_data,'452293539254946239',fp_del_cmd_unix,'8082953602219228899',tm_send_from,'148025903246297203201257350102890826731 1844233192 -1900196488',-6,7.622695922851562
drp_test_system_vars,'',fp_del_cmd_unix,'-5436643131852723428',gssb_burn,'',gssb_fss_set_config,'170101219826048596380648760633256457553',fp_show,'',-6,10.589283227920534
tm_send_status,'-121754646007931474081215985276613364626',obc_get_sensors,'',obc_debug,'275505037062620751045841223347359752976',gssb_get_temp,'',eps_get_hk,'',-6,6.443840980529785
fp_del_cmd_unix,'118336891146492795397807805108870778384',fp_show,'',rw_get_speed,'',gssb_fss_commit_config,'',rw_get_current,'',-6,6.227767467498778
obc_set_tle,'-285600039855062482800991264458719794343 K`}kr^5',obc_prop_tle,'2502709687915655145',gssb_get_model,'',gssb_fss_get_sun,'',fp_del_cmd,'3201482121968021979 11209659749877372262 183910997451274397 961109090 -381837774 12806464645772439511',-6,6.495077133178711
com_send_cmd,'5008088025266436013 -2566647876709905296',fp_del_cmd_unix,'9417816921072280584',gssb_select,'9;',gssb_msp_cal_temp,'xZ~ 1093101176',gssb_fss_get_temp,'',-6,7.777359485626222
gssb_burn,'',com_send_tc,'-4893228036599883620 7391967241794972471019542990290804882',com_reset_wdt,'-1039762402634315668',obc_update_status,'',help,'',-6,7.333786725997925
fp_show,'',eps_set_heater,'2127888333691518241 5978488068882810060',gssb_get_burn_config,'',fp_del_cmd_unix,'175035213916700104172286402261290414554',gssb_get_temp,'',-6,6.420941591262817
obc_set_pwm_freq,'1409375775 -257394051',gssb_burn,'',gssb_get_burn_config,'',eps_hard_reset,'',com_send_tc,'554374394 228786989',-6,7.5327231884002686
obc_get_mem,'',gssb_burn,'',gssb_fss_get_temp,'',gssb_get_temp_int,'',fp_set_cmd_unix,'1051767218 -6095358965953211990 -8644372008213314894 -158223865307134494851276900465652808291 4804351272107404236',-6,6.542576551437378
obc_ident,'',drp_get_vars,'',obc_get_time,'-286728679138276671652274718971711124426',gssb_get_version,'',tm_send_status,'1}}dz',-6,6.749514102935791
gssb_update_status,'',tm_set_ack,'-263800869027125512244968330131426558640 |'}oUXR`',fp_set_cmd_dt,'1284513670 -423398373 -4505939792031143075 17158395184572740204 14561066493963079374',drp_clear_gnd_wdt,'',gssb_burn,'',-6,6.31920862197876
gssb_pwr,'6043292890540000754 -7780055548737253128',tm_set_ack,'-2961950864435898465 jEI',gssb_antenna_release,'12679333957260472410 1869309428470008408 42009029718224140940931939478782335097 428277079',gssb_set_addr,'1112420831',com_send_tc,'-1742110578 1573346395',-6,7.5344860553741455
fp_set_cmd_unix,'2894707406292423628 -140264758237980545735247599151416115889 -129918093805704421597320883629125606148 128970031103304668057409905483592081785 -413387743',fp_del_cmd,'270570243470827183114196701947304565026 -3544141675144782186 8 644880735 14057959701153151976 -256117885373900847539256902355054156803',gssb_get_burn_config,'',drp_clear_gnd_wdt,'',drp_set_var,'8C 8948451036808264523',-6,6.39761757850647
rw_get_current,'',gssb_unlock_config,'5DvttlbX',rw_set_speed,'u=Lxa|4Z .^xM$',fp_set_cmd_unix,'12739224885739284964 7682790344961883701 243233816152633635913468383494152116482 13319724654276540212 6694336462058136222',fp_set_cmd,'-1667818951 -2002870696797652550 1268409454 -4232618517544110178 1204951541992869705 -114316315574567625092166708227504597281 15944928921318280156 914635562898972436 ^;VN= -39462142609357169',-6,6.52252197265625
drp_get_vars,'',set_state,' -69432787701465742392790508545104907217 -2021161469',obc_debug,'8hQZM+Gvk',gssb_get_status,'',tm_send_status,'195382375735836614036637109507553818076',-6,6.597727060317992
tm_parse_status,'',drp_test_system_vars,'',com_send_tc,'1955703254 -151367125181802358661531030641644234615',drp_ebf,'-4731910959038675994',obc_update_tle,'',-6,11.05176591873169
obc_debug,'53693373',gssb_get_temp,'',com_send_cmd,'bx}r -6419147624553628497',tm_send_status,'8326394086717957698',fp_set_cmd,'1667410804 6595558273489946834 893534589248076789 -1247838950 1173180476 .m53kwL$=4 174842926444879745108606393813424090995 207333412547305478497672197612445249786 -7129935441922694072 -296397301885592467898628575274314633854',-6,6.5884764194488525
rw_set_speed,'-41686805992573504498682400602292198872 128211094571719093299450576029198870683',drp_add_hrs_alive,"'3|uS\S/El""'",com_send_tc,'273233403342388250648831884416166531964 -714155434',obc_get_tle,'',com_send_rpt,'2656382625351473452 16580249058092441400',-6,7.443604946136475
gssb_fss_commit_config,'',set_state,'1889395894 18235327887598627680 -216329065284129382688792191952646136979',fp_set_cmd_dt,'13415052517181001514 15629979861190291930 2210171052269726248 ytHG2CR 4347535702926678321',drp_set_var,'4433060586577570356 -278421444894424869386910835132838294203',eps_update_status,'',-6,6.414873600006104
eps_get_hk,'',tm_send_status,'3343062641925098853',gssb_msp_get_temp,'',com_update_status,'',obc_ident,'',-6,6.386487483978272
com_set_node,'-1119848032484959381',fp_del_cmd_unix,'1636898088',obc_set_tle,' y{?7GI',com_get_config,'1180369187',gssb_scan,'1805853000 6938323811294265058',-6,6.301350116729736
set_state,'5602083177244003707 '-Q| ',fp_reset,'',com_debug,'',gssb_fss_set_config,'-98409207705951663398512394934872237894',com_send_tc,'-137752118380113769937252201599095939873 YmMbb}PT',-6,7.5791356563568115
gssb_scan,'466050338 -1939185531',com_set_node,'WqP',rw_get_current,'',com_debug,'',com_send_tc,'-206453998427586789531856968771499250876 7162654033807266672',-6,7.529314041137695
com_set_node,'296359021155235051887567764588878481265',obc_get_time,'3787787916058465614',drp_get_vars,'',com_send_tc,'764553642 -182022098368948438050374679370470973272',fp_test_params,'D<nWvA 7250469004963067296 9UNF.',-6,7.770080327987671
fp_del_cmd_unix,'4926842459611055492',obc_update_tle,'',com_debug,'',gssb_arm_auto,'1750588557',com_get_node,'',-6,6.407913684844972
gssb_antenna_release,"'7234700666210284132038539393517915441 243765707238396626594761230617947146084 2027184200 =A-,`I'",eps_get_config,'',tm_send_status,'-46909247190192803588712678006709368671',eps_update_status,'',eps_hard_reset,'',-6,6.472205400466919
fp_set_cmd_unix,'-508552202 363598359 11973956921518846087 222378605922033310282682719952113434920 -1204789327417683595',fp_del_cmd_unix,')',com_send_rpt,'x^r5`: $e'Vw',gssb_burn,'',gssb_get_burn_config,'',-6,6.242861032485963
com_send_cmd,'-198498387147629050936716321829009834477 -6473473291991833211',gssb_get_model,'',com_send_tc,'-199457281949796478721289265075962655060 -3155375363908857370',fp_reset,'',gssb_reset,'',-6,8.285660743713379
tm_send_all,'1890990668 4x<yqf',rw_set_speed,'14184461809879033940 -25876136914658493434412844902902052997',eps_get_hk,'',fp_set_cmd_unix,'8872562619774698713 17906385601085123009 1807458955896726528 17279225044178484832 -337843053697858964079488519191762936049',obc_update_status,'',-6,6.425241947174072
com_send_tc,'-8246914166865048407 15252877102575117457',obc_set_tle,'2953178173259729214 -6199438257622115536',eps_update_status,'',com_get_node,'',gssb_get_sun,'',-6,7.228195905685425
init_dummy_sensor,'',gssb_reset,'',com_send_tc,'5755820799532591973 115509859115081462508703097646134956999',gssb_get_model,'',com_send_rpt,'-425564108 208165270562402949874183457250289538702',-6,7.386201620101929
gssb_burn,'',com_send_data,'-7485254403973933048',fp_set_cmd_dt,'-188223929523715040571074414358983263015 1706304179 15887203079669199420 4007673971743132550 -812026286',gssb_arm_manual,'-322336697875315267763829889884602752408',fp_del_cmd,'[?e>AF -170205105698953030790949338763099967212 13915097741505345724 My^ D 14459478317551729076',-11,7.426112651824951
gssb_get_temp_int,'',gssb_get_model,'',gssb_get_sun,'',com_send_tc,' 1761716140022905098',gssb_antenna_release,'1706216936 171656905477643054302777241911909139581 1846128911 158565271803873007567085838787728878750',-6,7.367274522781372
drp_get_vars,'',tm_send_status,'219283617026467959069678621682616914516',obc_set_tle,'15279440923035724320 -1833198326',com_debug,'',gssb_burn,'',-6,6.497414588928223
com_get_node,'',rw_get_speed,'',obc_set_pwm_duty,'-537189072 6866381170321421932',eps_get_hk,'',fp_del_cmd_unix,'',-11,6.765498399734497
obc_reset_wdt,'',fp_del_cmd_unix,'882875056464821989',gssb_reset,'',init_dummy_sensor,'',com_send_cmd,'-1671235929 -272727807290976462110668750270540652906',-6,6.287545919418335
gssb_update_status,'',rw_set_speed,'44423889243008856808466103324208858006 -309162919686949150225014785926540426280',gssb_arm_auto,'-5635098103488738662',fp_del_cmd,'-2059029582693771781 E]n+ 7666029625421283560 160272048587961044870986764718212835106 2170208377782105790 8124462949857796973',fp_set_cmd_unix,'10038956655516035878 7156296688225293860 17446731720382972227 191511856336308956657335496649184179114 726375325667267163',-11,6.59976053237915
gssb_reset,'',fp_del_cmd_unix,'-66695398023652417275278358486487197957',rw_set_speed,'984912847 6Y$',obc_get_tle,'',obc_debug,'70797872176261447408457635731135448007',-6,6.390935182571411
fp_del_cmd_unix,'5707420324434911434',gssb_fss_commit_config,'',com_set_node,'d',obc_get_sensors,'',rw_get_speed,'',-6,6.3670411109924325
