Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Command.5,Parameters.5,Command.6,Parameters.6,Command.7,Parameters.7,Command.8,Parameters.8,Command.9,Parameters.9,Exit Code,Total Time
com_send_rpt,'-567800659 ',tm_set_ack,'14841090400648230996 Yb(F1JO+',gssb_get_version,'',fp_del_cmd,'10988326562481771596 -307909948872149091552107620571372748655 9992596293817693457 1968036663 -2073649580 -28928628343290442785435600955836462842',obc_get_time,'1618930581',gssb_set_burn_config,"'cF9o&~J -308588066777244246343201224762202713678 <05,("")(fH jHcLln -857196346 5369031570483575175 -155570441874708457346970447437777242157'",tm_send_from,"'7086408950475521019 1202854399 A?i,CiB7r,'",fp_set_cmd_unix,"')dW.2h&,^o 3738066747977149441 -855934486 4139768359455463193 12598287964753275454'",tm_send_all,'.V; -3146770962825987928',gssb_get_burn_config,'',-11,6.432602405548097
fp_del_cmd_unix,'-146917952026852252355207511752160775146',init_dummy_sensor,'',com_ping,'9025893620226135124',obc_ident,'',obc_update_tle,'',fp_set_cmd_dt,'! Ug 1122381804 -69440346742542722164588662194564803732 1692713527',obc_get_sensors,'',gssb_get_version,'',drp_add_hrs_alive,'sms=;sh(1',gssb_get_status,'',-6,6.8048717975616455
fp_del_cmd,'-1574603081 6808614321950892501 12765817982796349441 174208773060061723106084612287019003906 7517953256259853533 4057238192701489693',drp_test_system_vars,'',com_get_config,'2125178567',com_get_config,'C@',tm_get_last,'1900054911',rw_get_current,'',com_reset_wdt,'-1406557120',rw_get_current,'',obc_ident,'',gssb_fss_commit_config,'',-6,6.584935426712036
obc_prop_tle,'?#I',gssb_msp_get_temp,'',gssb_arm_manual,'-783784573',drp_set_deployed,'<XdAazlc',drp_set_var,'181351322085178524251884821576662074566 3678222880174697574',gssb_fss_commit_config,'',fp_set_cmd_dt,'17278776918734372370 3448259290093975393 132064023844643317405643130781399282499 14843816376835760533 119491765',eps_get_config,'',drp_ebf,'-1300762466850303672',fp_set_cmd_unix,'E@<a/LQ4 897757524080743178 -3500599161758664113 7698371672914242935 -96350912',-6,6.7735135555267325
fp_reset,'',drp_ebf,'.}e8vE',gssb_scan,'8704264203699391369 1741222758',gssb_set_burn_config,' 223472025 -1171433832 -1673184879 8347555355616834687 2340620945837075581 yO~',fp_set_cmd_dt,'-31890069 6275183238992332825 -6236488180902980713 -309458415105286013149004187441594577230 10774183497803357447',tm_send_status,'5095657092503347624',tm_send_all,'457883536 -310358616669361760864448896913378787408',set_state,'-1866093331 337256355724442213808842711413896968914 178152420394737282254904477195558867801',tm_send_from,'4574000936127495402 -7784605096992965382 16928108079557129181',com_get_node,'',-6,6.529319524765015
com_set_node,'-4507468963376402053',tm_send_from,'336913086165124660840885012256162507169 3204635245345851728 -1547625768',tm_parse_status,'',obc_reset_wdt,'',obc_prop_tle,'1377602443',gssb_get_temp_int,'',drp_set_deployed,'Q`p[',eps_hard_reset,'',tm_send_status,'-199110947559616251927392778916867284723',drp_test_system_vars,'',-6,6.899558067321777
gssb_get_burn_config,'',tm_send_status,'-1020815141636339264',gssb_antenna_release,'225359263 9R 12481561999661231467 1029260793',gssb_set_burn_config,'230960520297888585778398277239566432162 =&tU;-ZoYN 1133087875 70525980562531296408906872032458914964 -334722524651786236488597703381695228000 ? 8467741245474024708',obc_get_sensors,'',fp_reset,'',obc_prop_tle,'kQZ{y#w)',fp_test_params,'1637503928300223693 -129061694973490963315143768668745816205 2663267515065093901',com_debug,'',fp_set_cmd_dt,'14921730109251896549 -119242034208297982042153187961410285784 X mj Jnjz$+VI',-6,6.612255811691284
obc_debug,'30160308853558357354588904174980751933',gssb_unlock_config,'-321134090580710767569232776396487719480',gssb_arm_manual,'-7458050722978748672',com_debug,'',com_get_node,'',obc_ident,'',gssb_antenna_release,'-1359412174 -524441964 3w -6878521006943224614',tm_send_last,'+om -774829247',gssb_get_model,'',drp_set_deployed,'',-11,6.86600136756897
rw_get_speed,'',drp_get_vars,'',eps_update_status,'',fp_del_cmd,'8775374168473729079 1989684452 -272435055927616411887517580662619809500 -1637123706927375604 -7095729158212645204 -1530247326482748824',gssb_get_burn_config,'',tm_send_from,'d$?G 2496004100566381618 *+oOPg5',gssb_scan,'(-L= V^|Qc:',fp_set_cmd,'783582168 -304128932602918552520545460211045687096 1362685429 $@d?{5Y 1114632935818816630 -316852617435590822673695265606374128696 7359853013697810844 74361351099268624 I2Zp(S\Mmu 8132420773777501422',fp_show,'',obc_set_tle,'777110301 F9H3$Ad',-11,6.530898094177246
tm_send_status,'60856159',rw_get_speed,'',obc_reset_wdt,'',drp_set_var,'ySJaE!G 5494253018071825966',obc_get_tle,'',com_ping,'12058825974591676985',gssb_fss_get_sun,'',obc_set_tle,'7212856707956317391 8m\aFh|a',gssb_fss_commit_config,'',init_dummy_sensor,'',-6,6.662993431091309
gssb_arm_manual,'-5279183218826241685',gssb_fss_get_temp,'',rw_set_speed,'7327879143434400607 -208122011189513902264364056057866078667',rw_get_speed,'',drp_set_deployed,'6056554222352341449',init_dummy_sensor,'',gssb_arm_auto,'1790241135',com_send_rpt,'235092727340638579444004297584440991686 239897278238624767981877155032719866559',gssb_antenna_release,'-8515674679670636787 -198151333375742428933877139038831025555 Dla&4 v{(q4U]Wb5',fp_del_cmd,'-2029318376070775659 12198288455930644012 -1204174589248530317 1527598062 1868121924 433081333',-11,6.9311394691467285
gssb_antenna_release,'-1591011363988956937 382975205  -1774746987',tm_send_last,'-975598535 4696959967597451903',rw_set_speed,'12326772328159586167 -7382371883238175669',tm_send_from,'-6008951089698374407 -23720245129847591518702150168738301689 -99063688650222754231850697024326573330',fp_del_cmd_unix,'-6185796970955579924',help,'',gssb_select,'9548111434444621473',gssb_scan,'RY4I.4-D`e ',gssb_update_status,'',drp_set_var,'3282474409186741632 123410870905168174024125807803129052424',-6,6.614185571670532
gssb_msp_cal_temp,'od}@xY 9839255760802519903',drp_set_deployed,'12731024051022854804',tm_send_last,'280383541490918997224237815372294966221 6289529792196081632',gssb_fss_get_sun,'',com_send_data,'-158227512272485229934568065888564493354',com_get_node,'',com_get_config,'4230750782181842631',com_get_node,'',tm_send_status,'4043025652483491836',gssb_fss_commit_config,'',-6,7.838635206222534
fp_del_cmd_unix,'-687847272381824409',gssb_fss_get_sun,'',test,'22247106405259388983073255374719325200',gssb_antenna_release,'286711760236846246490471956120419098254 FY6 357137271 5872076971183680345',com_debug,'',com_set_config,'-8929286099821651551420915830170193719 4091481252313601567',gssb_pwr,'6953051530318529871 -274930810378886553188694257264344184299',tm_send_all,'-1801837910 !1f0',init_dummy_sensor,'',drp_test_system_vars,'',-6,6.315467357635497
fp_set_cmd_dt,'8176027641848957501 -677955950 -2018112910 12344166280893985037 -8702730329741696356',com_reset_wdt,'4230586757849842445',com_debug,'',com_get_config,'?|>paL7V0_',gssb_get_burn_config,'',eps_get_config,'',drp_get_vars,'',com_get_node,'',obc_get_sensors,'',com_set_config,'1535343434 2755502497067830743',-6,6.521741151809692
gssb_get_temp,'',rw_get_current,'',com_ping,'14896313266911567567',gssb_set_burn_config,'3868217528402508374 -100301834328202515635383011979318441056 -3076266707566079996 744197037704484664 -7254045107910222903 -5127378127351051815 -329677292619703981021349790390800189785',obc_set_tle,'16029148049335435890 5561230825057819514',fp_del_cmd_unix,'-1798679007',tm_get_last,'-270302240',obc_get_sensors,'',drp_add_hrs_alive,'58\h504',gssb_set_burn_config,'4XzS1 17293744950986596742 12368803240657353684 311069417802070864505069484265794134175 -293623607 / -5614708438204095119',-6,9.484241247177122
eps_update_status,'',gssb_scan,'41882094021815902933214318207514364956 I<M',com_set_config,'-1306842706850527189 1463085130',gssb_reset,'',tm_send_status,'1699608550530647221',tm_send_all,'m}aj -1815525761',gssb_get_version,'',gssb_fss_commit_config,'',fp_set_cmd_dt,'90878519622767745509273050261107248860 6359268575216702956 7246175056245391371 502315934 1167360188',gssb_scan,'1135896928459061211 e'',-6,6.64585280418396
gssb_set_burn_config,'.KJ4ZZ S=/[b]E 4598909167702975044 -3553165372403747310 -880730148753908506670127086593614958 1976449415402945139 T$/Z2|YC',gssb_pwr,'387391182 1069676348',obc_set_pwm_freq,'3103454251995478929 306783204599434078839690724436322556464',fp_set_cmd_unix,'5312325116709134687 8231338164764945481 9202373443942734762 1458596620 4132590940021099640',com_get_config,"'1_,(M$;5D'",gssb_fss_set_config,'ZsM',gssb_get_version,'',drp_ebf,'O`',com_get_node,'',gssb_arm_auto,'998993424',-6,6.474929094314575
rw_get_current,'',gssb_fss_commit_config,'',com_send_data,'1556138464',obc_pwm_pwr,'276193585051367758290259666233406334855',drp_ebf,'12095893353543739296',drp_ebf,'6784805918194647376',obc_reset_wdt,'',com_send_tc,'2541055647947169791 -1650477842483264825',drp_clear_gnd_wdt,'',gssb_pwr,' 1396740299',-6,8.383498191833496
com_get_config,'-1433514962',obc_set_pwm_duty,'1227802174 -6635775631047356476',rw_set_speed,'8085773851698712859 m<@L=k:p',drp_get_vars,'',obc_set_pwm_duty,'228360640371256570904278033296546901561 525357551',tm_set_ack,'jj0W@J ;CfiA'',gssb_get_uuid,'',tm_send_all,"'-1054231525 ^""66};U"":'",fp_del_cmd,'16654324854610868862 10999485792221509993 16731116253547032888 1591059926 9246942780522611729 -641790732',com_get_config,'330444956571552543465365689960667303495',-11,6.842050313949585
obc_ident,'',fp_set_cmd_unix,'-304565600906009316846103077167077345049 -916671305873587079 1674405298 -2241035449812124536 -821730755',tm_send_all,' -8179579523901493085',gssb_get_status,'',set_state,' -3157096467310094065 327765011792968795',com_send_cmd,'-20560195992174575396518207480896339987 -292672385499772604304439780183761261042',tm_send_all,'7Uti 1954707735',eps_get_hk,'',tm_parse_status,'',drp_add_hrs_alive,'`_6MP',-6,6.417928695678711
rw_get_speed,'',fp_set_cmd_dt,'2058868270128630483 9042225279954644139 -1959570042 -149851357117903027844406837450155057275 L{0*',obc_update_tle,'',obc_get_time,'-40081227518950536739378306464590512749',gssb_get_sun,'',rw_get_speed,'',obc_get_mem,'',fp_reset,'',com_set_node,'9210995720997403033',eps_hard_reset,'',-6,6.388401508331299
com_reset_wdt,'6925582551863915704',gssb_fss_set_config,'16336322151726933012',gssb_get_status,'',rw_get_current,'',gssb_fss_set_config,'-218604767667687163769679337662177925816',gssb_pwr,'-1124177205030258855 11060591081145327958',gssb_fss_commit_config,'',fp_set_cmd_unix,'189774119876497085516687526833240710152 -1348231478 -5899463454327330988 -696459963 18150014235381063110',rw_get_current,'',obc_get_time,'-390359877',-6,6.6788580417633066
obc_set_tle,'8284049750077088910 -1158216279527966898',gssb_get_version,'',eps_update_status,'',test,'277027875836318116525234771727911063830',fp_del_cmd_unix,'17257771253202388265',obc_prop_tle,'-137443995975436604258129715501054317741',obc_set_tle,'-111504438277155638503674049058064242224 -6597926896233323927',eps_update_status,'',gssb_get_sun,'',com_send_tc,'-1715086024 Y>',-6,6.484787940979004
gssb_antenna_release,'4358707824689339652 518617456848745999 -49340608 -1333605890',rw_get_speed,'',drp_add_hrs_alive,'116614654748611405856500798604784345840',drp_add_hrs_alive,'92894112399854600973786214732698787069',gssb_commit_addr,'',gssb_commit_addr,'',com_set_node,'-102959580',gssb_fss_get_temp,'',fp_del_cmd,'2540000310677030801 266531386917382395204004278685119221238 708947775743249682 -8954033178257635725 -1493155512278174921 -191798966434600546119101031405165663471',obc_get_tle,'',-6,6.9760377407073975
gssb_msp_cal_temp,'1113676126 1880892777',gssb_msp_get_temp,'',fp_set_cmd,'3637962150780857400 6670495286091289533 -246709079669900695880954190205954711824 9803081397663067325 13266570782633037624 -565965568 -634607592 -837760908 E5t -698635495733326246',tm_get_last,'-2131082006',test,'11416376293418728691',com_send_cmd,'3007094054439747561 1595141369',com_send_tc,'913138561 -1357805112499983252',gssb_fss_get_temp,'',fp_show,'',tm_send_from,'1972842508122803577 17373632930077481435 12282622007874915710',-6,6.611039638519287
obc_get_time,'3448869094666843909',fp_del_cmd_unix,'1114011636',gssb_fss_get_temp,'',fp_set_cmd_unix,'420183410 -83788056 17611015216288636367 -88153358813351463696348400035940272034 3387503782210568199',drp_clear_gnd_wdt,'',eps_update_status,'',obc_update_status,'',obc_get_time,'270056862880376786985875153223661389076',drp_set_deployed,'-1805829846',gssb_arm_manual,'-81449932613038460302469997951572917119',-6,6.319039344787598
com_update_status,'',fp_set_cmd_unix,'-203120871220823439822440842139925388207 15940273829202563359 5700410891000340915 1701665074245977 9840260165017995698',obc_get_sensors,'',gssb_fss_commit_config,'',com_debug,'',obc_update_tle,'',obc_prop_tle,'8?R3N^f4C',init_dummy_sensor,'',gssb_fss_set_config,'We;/.ZAS[L',com_send_tc,'-170870961052434947461555004931477519922 1133549042110947413',-6,6.327238082885742
tm_send_status,'3283857229408712837',gssb_get_burn_config,'',rw_get_speed,'',com_send_rpt,'17015337436537753014 1399454817',com_get_config,'870868310',gssb_get_uuid,'',com_set_node,'1698985614467379445',gssb_fss_get_temp,'',eps_hard_reset,'',gssb_select,'-202468742249854230584575855543465063778',-6,6.454575061798097
drp_ebf,'M8v>1Ej^',obc_update_tle,'',eps_set_heater,'-220627455551698998339431749006095717929 720112388940163038',fp_del_cmd_unix,'-37651795737602228640242251050112642512',gssb_arm_manual,"'>5s%fW,]'",com_set_node,'7726343611866063439',drp_test_system_vars,'',fp_reset,'',com_get_node,'',obc_debug,"'v7u9,'",-6,6.665590047836304
gssb_fss_commit_config,'',drp_ebf,'-89207290822348713283822439258435633869',fp_set_cmd_dt,'-115076583286338468836233841862086943270 1105764306754957637 7444950587911020870 `&9+&fl. 193932215',obc_update_status,'',fp_del_cmd_unix,'6664411400581961710',obc_update_tle,'',rw_get_speed,'',init_dummy_sensor,'',obc_get_mem,'',gssb_set_burn_config,"'-2119577413 -290536305816927340797382822465436486036 -7323599532915958180066779727562921271 ""{2NWwN 13583658058357444651 11250403504285385246 -127523216978564038746835874967657732587'",-6,6.363632917404175
init_dummy_sensor,'',obc_update_status,'',fp_reset,'',fp_set_cmd_unix,"'-1276556565 -8425771332099768608 -1126183670 100159295375024560957594770378841557176 1""<PKwB\'",obc_get_mem,'',rw_set_speed,'13025389211134314274 5380717763168450136',com_ping,'',com_get_config,'-25187634706940781790224783014939524662',gssb_fss_set_config,'|y5C!',eps_get_config,'',-6,6.873362302780151
tm_send_status,'-436627818',set_state,'15194578711868337477 238965280241440710210974277197914628039 -273135523706179753268753045858953538615',drp_set_var,'5858660889718897020 328166120354857427264868706292026179066',fp_reset,'',drp_set_deployed,'12644243716976729248',drp_set_var,'n{UX;a_ay 242391770260540032840328174288488600161',fp_show,'',fp_del_cmd_unix,'338231777026884484668809590899457529731',com_update_status,'',fp_set_cmd_dt,'-4912955024950463175 -B[iA9[A4 7390703884397088743 TY -2004537656',-6,6.794238328933716
gssb_select,'1215696847781716281',fp_set_cmd_unix,'-214789951123869126031850985648754423956 7009243429756501915 -256909587873446444208326842588079715696 1531803219 7958764023742643244',tm_get_last,'-502413700',com_debug,'',gssb_get_status,'',gssb_arm_auto,'1934833456',com_reset_wdt,'229443482028717204920607291331728938035',obc_prop_tle,'13591782237691424813',test,'11638773835060729817',drp_set_deployed,'-965964722',-6,6.38520622253418
drp_set_deployed,'L;dw>J',gssb_scan,'322942092688216497792828636207127530843 2136002938378121181',eps_get_config,'',gssb_fss_get_sun,'',eps_set_heater,'>7`%qo3 1226136430',gssb_arm_auto,'6346483290882379151',gssb_set_addr,'%;`J',gssb_msp_get_temp,'',fp_test_params,'224297073 8535430281037764925 12203324000005842570',tm_send_status,'4w\+T',-6,6.996994018554688
gssb_unlock_config,'-90381224845877776937762795000146129146',fp_reset,'',eps_hard_reset,'',eps_get_hk,'',fp_set_cmd_unix,'2009652298 912411 13592036255860352410 -81523434191317151963877030808530987325 I>/h>][@z',drp_set_deployed,'451593588235646129594098740512067733',rw_get_current,'',drp_add_hrs_alive,'6905963531708059634',gssb_fss_commit_config,'',gssb_set_burn_config,'209103023841839812622665684340446278450 244444803618580963410525096776546773180 -1375823091 1150802896 -592786688 1364523872 15365674753470635236',-6,6.5625367164611825
eps_get_hk,'',gssb_get_version,'',gssb_unlock_config,'128167169966704319314818488189102923622',drp_set_var,'354734999 211263441617699603592605553643052075339',gssb_fss_get_sun,'',eps_get_config,'',gssb_reset,'',init_dummy_sensor,'',obc_get_mem,'',fp_del_cmd_unix,'8715277010325488148',-6,6.886923551559447
obc_set_pwm_freq,'4864509970634920962 J9#',fp_del_cmd_unix,'1077737414',fp_set_cmd_unix,'-4582287624620146881 -2956672582382234261 367141858262184114 50062862799559867561706111889002710497 7303235942580098674',gssb_get_temp,'',gssb_get_temp_int,'',com_ping,'2465115982780484',fp_show,'',gssb_fss_commit_config,'',obc_get_tle,'',obc_get_time,'1597527170',-6,6.307919025421143
gssb_unlock_config,'-220054635023353042362175074269840419011',gssb_arm_manual,'7215348546494445564',eps_get_config,'',gssb_msp_cal_temp,'189119690874563024751604031749098824772 [<',drp_get_vars,'',help,'',tm_get_last,'-1512115877',fp_test_params,'966414671 'p 978372534',fp_set_cmd_dt,'-486753020757993654 11281457605968081958 176650429700273169458726434051576256245 6942573880453801223 10251643472631807430520825947773601458',com_reset_wdt,'-1331836027642143111',-6,6.895457744598389
gssb_fss_get_sun,'',fp_del_cmd,'}4gS 272034263 -1752855706 -2142875860 -8910935551236300582 -153115960081327419097657122896291276219',gssb_set_burn_config,"'P,mdMD 1170347694 6279897765557416347 2480188977233886295 -127579918 1974371763161483847 1401607054'",obc_update_status,'',gssb_get_burn_config,'',com_reset_wdt,'-1440279228',gssb_get_status,'',fp_set_cmd_unix,'-348806316 -6310098678569411845 -266163525908900164063037567123425459770 135944582308203170139644659093587424674 2717197103008808179',gssb_fss_get_temp,'',gssb_get_version,'',-11,6.9253482818603525
gssb_get_version,'',gssb_get_status,'',fp_set_cmd_dt,'1806777066 10139029785375594681 1955082665909468982 270841892837443235856109500907304462293 XRcmL',fp_del_cmd_unix,'3501839052438387950',test,'1bkO<CQ59',com_send_tc,'1754073089 -1594823784',gssb_get_burn_config,'',fp_reset,'',gssb_reset,'',com_ping,'-1306019298',-6,6.390538692474365
tm_send_last,'1151502506 }4<gUuirj',obc_update_tle,'',obc_debug,'1994592768',gssb_get_temp_int,'',fp_set_cmd_unix,'17967616273496217937 -228801164971087961281990376184444321979 -188153201748945874456748686362204215474 17256030793962538768 )SjSx',com_reset_wdt,'4700075175483140138',gssb_update_status,'',obc_ident,'',obc_update_status,'',obc_get_sensors,'',-11,6.565722465515138
fp_del_cmd_unix,'4799487421154150811',init_dummy_sensor,'',obc_set_tle,'8905903802759725512 908613366441877095',obc_prop_tle,'3789057530818536032',rw_get_current,'',tm_send_all,'8275485251030108974 -1384827642758708687',gssb_set_burn_config,'9459832051782011801 WTuSs7 ex2 N4 457457043 A4!p$f 4151405058296236974',fp_reset,'',gssb_msp_get_temp,'',gssb_msp_get_temp,'',-6,6.352729082107544
rw_get_current,'',gssb_arm_manual,'2343497994770544129',com_update_status,'',eps_get_config,'',gssb_set_burn_config,"' 5888862918403479930 1379642682 4293500172205812032 -145074042 -1637727663 r5""Kx3yH'",com_send_cmd,'49122333398006931724142416235688811147 660332658',com_send_tc,'245886645633984681077247182698101562088 ',gssb_set_addr,'9429981667024030098',tm_send_all,'1405278369 2365380258243285269',gssb_burn,'',-6,8.555574417114258
gssb_antenna_release,'2483491793086181830 |PT*L[-0 -212508164009624037174626232753949712476 176643786780429362751017469726683149606',obc_get_tle,'',gssb_msp_get_temp,'',obc_update_tle,'',obc_set_tle,'17561446788282607476 -981688379',com_get_config,'221730719990645283107732217084984417606',fp_set_cmd_unix,'-1221095943 1769204253706563015 8597139751768016852 37593693102707557 ;@b6qCzka!',drp_get_vars,'',obc_pwm_pwr,'1610843535',init_dummy_sensor,'',-11,6.652162075042725
help,'',obc_set_tle,"'ul,H=) -121989055476138626'",drp_ebf,'-8012809747386461273',tm_send_last,'312886252 8745417799234622668',gssb_msp_get_temp,'',obc_get_mem,'',fp_del_cmd,'-2041153741998622794 -219453924144239429054192890112081520716 246599230607128403791417373729765404401 58469985644464327629724171817029703697 -635501969 14194911730582836287',tm_send_last,'-7012719199549005600 -41950602',drp_ebf,'1865728575',obc_update_status,'',-11,6.869127988815308
gssb_set_burn_config,'7676302200019750798 -407912656 -211444906998680040128772865147534485416 -7019764262296013375 331700650519119024620811554594084906160 -733101144 450860572',com_set_node,'3422223629899201956',obc_get_time,'-315689856954514154714076586649185923141',gssb_set_addr,'-7945572643305281031',obc_ident,'',com_send_data,'1259549092938519850',gssb_get_version,'',tm_parse_status,'',com_update_status,'',fp_del_cmd,'15201027562732536248 -132953523285356305726279316504292851781 859801815354211638 15194033099689826085 2761347737040741112 -1553738080',-11,7.807499647140503
gssb_fss_get_sun,'',com_reset_wdt,'-57884639684241356',gssb_set_addr,'356476625',obc_get_tle,'',com_reset_wdt,'1319654665771308012',rw_get_current,'',com_debug,'',eps_get_config,'',gssb_commit_addr,'',com_send_tc,'1529444938 15904570364004649037',-6,7.809857368469237
fp_set_cmd_dt,'540740017 74ad 81622481669190538691835108446331211325 -130531362085755839602700941544830350862 1573325140',fp_set_cmd_dt,'56599413261091810272958788761408883546 902015853 -7435021462019598795 -146209196438824826 -2363726947139286979',gssb_fss_set_config,'10359194238213999768',eps_get_config,'',obc_set_pwm_duty,'8029637547394039527 <7[+c',rw_get_speed,'',rw_set_speed,'-315422616230179147783733086308131536411 64237004637387549614175258519115644831',gssb_msp_cal_temp,' 18527534967244883179176475797317800393',com_get_node,'',com_debug,'',-6,6.321408987045287
drp_set_var,'(Q2km 4989336951317337694',fp_set_cmd_unix,'v[S- -295813537 -3884929026920232589 951067095209576323 -583256414',drp_add_hrs_alive,'17358719679112097267',gssb_get_version,'',fp_set_cmd_unix,'-101053178978263011562017705276818188638 -328254556139409216004599364418394516923 5189225399961827453 12411264648691247840 11848697632796041649',obc_set_pwm_duty,'-2273677 -511930674',gssb_get_status,'',obc_get_time,'83598098',drp_clear_gnd_wdt,'',tm_set_ack,'680145630 317285092559297356501384522472939929244',-11,6.596491813659668
rw_get_current,'',gssb_get_model,'',com_send_tc,'-249198677 4748045206983473664',com_reset_wdt,'5195251219054484262',gssb_get_temp_int,'',drp_clear_gnd_wdt,'',gssb_get_model,'',rw_set_speed,'D}4 xxW`[9',gssb_set_burn_config,'-263786378161034791163683506328300866470 15410209972227412946 292695344944410280275936973847113922676 -198329893325151268298911631690015906156 11961786075713589134 16239580665618172399 -1181360201',drp_ebf,'1019274990',-6,7.378804683685303
