Command,Parameters,Command.1,Parameters.1,Command.2,Parameters.2,Command.3,Parameters.3,Command.4,Parameters.4,Command.5,Parameters.5,Command.6,Parameters.6,Command.7,Parameters.7,Command.8,Parameters.8,Command.9,Parameters.9,Exit Code,Total Time
obc_set_pwm_freq,'c' 299827388004844140426679931450433317452',com_ping,'4842991931648064332',gssb_get_model,'',com_get_node,'',com_send_tc,'431935494250677148 3202852395619276084',test,'-4065882873395841312',gssb_scan,'+X=6ej 9824091943344503362',rw_set_speed,'111029880703096930500337822389209816066 V'<B)',obc_update_status,'',gssb_get_version,'',-6,10.304278373718262
obc_get_time,'1877996394',tm_send_status,'-269573577484840649701306993476624117601',gssb_arm_auto,'175971125953666852088989100894240878793',gssb_fss_commit_config,'',gssb_arm_auto,'2006074063',com_send_rpt,'-1538604691 -6179630166562828664',com_update_status,'',com_send_rpt,'17206338327977233277 1047845631',com_get_config,'-1919369596611514282',obc_get_tle,'',-6,6.501346111297607
com_ping,'7924468699445873858',gssb_select,"'e""JBr,bx-0'",com_reset_wdt,'-1444901364',fp_del_cmd_unix,'3966451691720090772',tm_parse_status,'',drp_set_deployed,'6047624344883406154',help,'',eps_set_heater,'o=?WK-e 1836930317',fp_show,'',rw_get_speed,'',-6,9.447813749313353
tm_send_status,'920495398270707483894124346424425837',tm_set_ack,'2359135389446292973 8389704369714731578',com_set_node,'-172716919343568968863097283899740063311',gssb_set_burn_config,'-5552477200710801933 -748626048168281831 8648431229065755561 1726558918231469766 -137074874156379171915235547889694780161 -1771939313 6980200563839709754',drp_get_vars,'',gssb_scan,"'\""B:SVn 331591277228039006140949629160049027157'",tm_parse_status,'',gssb_msp_get_temp,'',fp_reset,'',tm_set_ack,'-1083954878 -165943093672657759880287996974721806660',-6,6.427558898925781
gssb_fss_set_config,'2670266694456823675',com_reset_wdt,'-1127689426',obc_set_pwm_duty,'-23215717571331126056321270096259099256 -8635482210185681702',gssb_antenna_release,'174512897 187062841 1667488701602168132 P',com_update_status,'',fp_set_cmd_dt,"'-1955750490210308850 8420049829820942484 -1008075122 1405096941896884035 &HR)""`>q6]'",obc_set_tle,'3793887337373039226 -567812948031007919',obc_get_time,'-1210696838112909048',com_get_config,'-52865423504999928150164142426738404340',drp_ebf,'15339063575111474025',-6,6.537659168243407
eps_get_hk,'',gssb_get_version,'',drp_get_vars,'',obc_set_pwm_freq,"'|""t:q3 65507421050022038114370077868816977419'",fp_del_cmd,'4935884104068286386 6038745593680989802 -1299543215 13355764230115873708 67158732 8415598578758350750',com_set_config,' 17881702965338030630',gssb_arm_manual,'-1320955080',gssb_get_burn_config,'',com_send_tc,'1420027548 -937733227',gssb_get_version,'',-6,6.531780958175659
gssb_unlock_config,']u3L',fp_del_cmd_unix,'157878658499966212381976884264183211075',com_set_node,'-321805047535038274360318692523237616156',tm_send_all,'-1231699612741799604 -1361126949',obc_get_sensors,'',com_set_node,'-318125198643941759716238018915072503836',help,'',gssb_get_uuid,'',gssb_get_status,'',gssb_set_burn_config,'8444901165470027511 -251147166043722962351225730378853196599 8364688283274712603 69088354802092490585389815185754023014 -323679415176999327423004900921673404098 = 887975762173486748',-6,6.293459892272949
tm_send_status,'8781791029738513031',com_set_config,'1869230611734970798 2081316621',gssb_get_version,'',obc_debug,'4845908672393050861',gssb_antenna_release,'1393341155814818174 102874620084451701757804894145903489562 175076212 11251766920210693867',obc_get_tle,'',eps_update_status,'',help,'',tm_send_status,'5836506529487287029',set_state,'266284069 -5195468556347789472 -1849567152',-6,6.6291043758392325
com_send_tc,'-1902069619 -4875030181107791902',fp_set_cmd,'-1603181589 3645793792501183371 BFg<4Zm7O sIG( 8156968049393914613 q]T8)^X@X :;>gP3 -2033665463 vDW? 3466046515565972827',gssb_antenna_release,'-4727863518238235330 -808034577 -61813033594540368540275839185322445708 1834337498',gssb_msp_get_temp,'',gssb_get_burn_config,'',fp_del_cmd,'}i'l\ L]6B^e$J*_ 217691095026559965881333043654891939739 -260792751 2304264912607605447 ux',gssb_update_status,'',tm_set_ack,'-18373556056270218999777230764340029393 325757771494839007969008896755920281733',drp_set_deployed,'-104078868866016779687873482320844978179',fp_del_cmd,'-300271003 -6315743765511852086 -heP>W4/& -2571662825697197515 -945498898 9588558068652228652',-6,7.38049840927124
obc_prop_tle,'1941246293',tm_send_all,'1623303540190197657 4771526292013263185',gssb_unlock_config,'WIqYc&',drp_set_deployed,'',com_send_data,'15827131129226908053',com_set_config,'uUf -1383525182',gssb_get_status,'',gssb_get_status,'',com_update_status,'',gssb_reset,'',-11,6.416531324386598
gssb_get_version,'',gssb_pwr,'+tKb`f ?/.j',tm_get_last,'-216916121',fp_del_cmd,'-99440441249943015785810990053785188757 -252469484054989288626190177446169849027 -169132844274511214720002776055830605600 5228641017970604354 -3781444241694134924 334906169',gssb_unlock_config,'d/bMJn'',tm_send_last,'-596688605 3928949489324777353',com_send_cmd,'11063063293864510083 13600844407818265790',gssb_set_burn_config,'-195183259577740449245915080496979371396 -189328858 310091276998550406699084715481876069065 V7 1468170987446985632 -262644433419914163198898805975624663915 13681656712627986144',drp_clear_gnd_wdt,'',gssb_scan,'-6697182717307637180 -883703068443393999',-6,6.4431519508361825
rw_get_speed,'',tm_send_status,'-1524901622333015995',com_reset_wdt,'-2226383117817309386',obc_get_sensors,'',obc_get_mem,'',drp_clear_gnd_wdt,'',help,'',fp_reset,'',gssb_set_burn_config,'330257185232916216841221232126674219819 -3015602427678473569 **% -104966252877072125 -92385939358425767494167485282620185749 16905262667614858240 17461800923766128779',gssb_set_addr,'15665571970278827401',-6,6.43883490562439
com_send_data,'-323613665944729470757872846775354255731',gssb_reset,'',eps_get_hk,'',tm_send_last,"'bpqx-b\^U, -7069250825586845120'",obc_get_tle,'',com_get_node,'',obc_set_pwm_freq,'61448003941068152092303370856056323863 -46546610454439935364814835701899868992',gssb_burn,'',tm_send_status,'1274149191718527059',eps_get_config,'',-6,7.335787057876588
gssb_fss_get_temp,'',gssb_select,'UPIfuYkOu',tm_set_ack,'13974921488954042362 9123253302305399973623843339596789588',gssb_arm_manual,'?;y',com_get_config,'524937372',obc_set_pwm_freq,'-2102905493 -7605056778163683878595454603293684397',gssb_get_temp_int,'',tm_send_status,'62992066052761949205715050871197968611',gssb_burn,'',fp_show,'',-6,6.84141731262207
obc_reset_wdt,'',tm_send_status,'-1432421197',gssb_antenna_release,'14857444983666275015 -489063513411340537 56712604330589068901866401216754959181 6092363762224482786',obc_get_tle,'',drp_clear_gnd_wdt,'',drp_test_system_vars,'',gssb_commit_addr,'',set_state,'-3336784597615010178 z8DQKf!Wd -27463283249422752573251362840126531462',fp_test_params,"'mmVo i+k O""8'",tm_send_last,'Uc(^% 6949153197749711030',-6,6.635873317718506
gssb_get_temp_int,'',rw_set_speed,'-1318937970 -394730630',com_send_cmd,'69093849 6122415769931245406203855192795491904',gssb_fss_set_config,'-77292285476620961778317646928815825300',com_send_cmd,'636870280 13994595694987727673',gssb_fss_commit_config,'',fp_set_cmd,'13307542820255091366 )wIzjN-H s) 6477957999551037267  5908701964266198680 0(.m 208590996440325936818207613515598737368 239112826603329437041001243124684546295 IT]}]',gssb_get_temp_int,'',gssb_get_sun,'',tm_send_status,'-3352677290380104191',-6,8.384537935256956
gssb_fss_get_sun,'',obc_prop_tle,'*g7&',rw_get_current,'',set_state,'1236958759 10400184428037655256 _nu\h-df',fp_set_cmd,'T}%Ks~Q 1805114905 13265745501600868187 5:! ~.> 12154342334283172067 7657185033569527358 11371935933847739646 -6188027903291100734 6787671394513751750',rw_get_current,'',gssb_msp_get_temp,'',gssb_select,'C-@au',com_debug,'',com_send_tc,'1669826009 857178531',-6,7.904542446136475
fp_set_cmd_unix,'-164893939660147392077774034978438722739 95009275839721845691121107510637288572 -1124287714 67738568271580608737033607840095010996 -386373239',gssb_get_version,'',fp_test_params,'-817602514 1196614566 -3337441046262617751',gssb_fss_commit_config,'',obc_reset_wdt,'',gssb_arm_manual,'930451375',gssb_pwr,'229721591584632658072621629896636760563 2010862624434651146',gssb_burn,'',tm_set_ack,'66685188915286828025322802195631667907 ',gssb_get_model,'',-6,6.219344615936278
eps_get_config,'',obc_set_pwm_duty,'16807058824655002015 2377621026602730894',fp_del_cmd_unix,'367064851',com_set_node,'12648313783561529670',gssb_get_model,'',gssb_get_status,'',gssb_fss_set_config,'-34168628482666830918847522290683303495',gssb_msp_cal_temp,''/# 10191769193260434640',gssb_fss_set_config,'192110852203399153480699938497381119911',gssb_msp_cal_temp,'15901591916035418944 1354257196',-6,6.5112621784210205
tm_send_status,'17890174750663091115',com_set_node,'16444668306167251457',obc_set_pwm_duty,'2217434364056559192 -1119481769',com_debug,'',gssb_scan,'11779683737910835449 5_#$t',gssb_arm_auto,'1377351678',obc_update_status,'',drp_set_var,'-843662000738011618 1365894957',obc_get_sensors,'',rw_get_speed,'',-6,6.588215827941895
com_send_rpt,'-13889171046344579441931297163821404583 332922794000182386',gssb_get_temp,'',obc_set_pwm_freq,'1558766856 -1692636076982978669',com_send_tc,'77086813498354948343618794202675897871 8113254049515707880',com_set_node,'9727429982912355876',gssb_commit_addr,'',gssb_get_status,'',fp_set_cmd,'-5267126433671862990 14738800526301909402 -982779171 )'UE64K /a*<{>Dg} 161842465 ?= -282832352024717242451691251560372412558 TB[c\2cUv 6151589993900390392',obc_set_pwm_freq,'18446284799111612648 -107175786313889034795802535552390253647',fp_show,'',-6,7.448201656341553
com_send_rpt,'-5342380843693913691 1295905287',com_get_node,'',fp_del_cmd_unix,'6',gssb_msp_get_temp,'',eps_update_status,'',gssb_set_burn_config,"'suT -1201447090 ""T3 2636921389165837889 6326874659924658021 4938115136350351909 1567280213'",com_get_node,'',com_update_status,'',drp_add_hrs_alive,'56531223381874631758280158046292315467',gssb_set_addr,'-55658058395615337737315418767274467532',-6,6.4171648025512695
drp_ebf,'-29636585298340692881701876249219389831',com_send_cmd,'-1432072143234303449 -518642772',drp_set_var,'12821880714951581654 6450601186704473331',com_send_cmd,'1744587140 33189083651342895945099894790054369480',com_send_rpt,'29755923133410904458030932516576719054 2063607397',fp_del_cmd_unix,'1298011432467009928',gssb_get_burn_config,'',drp_set_deployed,'4597128895045179340',obc_debug,'-131557865',gssb_commit_addr,'',-6,8.629738569259644
tm_send_last,'18091160343634508479 -164755635433147192170029877752599217372',gssb_get_version,'',tm_send_status,'15150019291097447735',eps_get_config,'',eps_update_status,'',gssb_reset,'',drp_set_deployed,'-96377304574309950386587092120690754742',gssb_scan,'514493550746944282 -365518545504904781',drp_test_system_vars,'',gssb_get_sun,'',-6,6.657492160797119
drp_get_vars,'',gssb_fss_get_sun,'',gssb_commit_addr,'',fp_test_params,'-107701281262432329978583868436962431400 15158194176728257584 14941651950868237756',obc_get_time,'9236012624727485771',fp_test_params,'-6651323583829458054 1591853374 -1422178115',tm_send_status,'1499964815814867694',fp_show,'',gssb_set_burn_config,'111779315354954097841121426674117775579 -4228904651744288175 16935925616420276939 5116730110136769481 QC9^/R 7492993887280579091 21745115585302355346812074032170885291',gssb_select,'1193110653',-6,7.224810838699341
tm_send_all,'194980008813548653771387653717366263813 6112943298295976470',gssb_fss_set_config,'3431695649777744912',test,'15030021870928466333',obc_get_tle,'',gssb_fss_get_temp,'',drp_test_system_vars,'',tm_send_status,'-1900644390',obc_get_tle,'',obc_debug,'334925548570679169352873215071597118100',init_dummy_sensor,'',-6,10.385035037994383
tm_send_status,'-5157959062186358072',com_set_config,'-2152050502040171548 4166622176315557832',drp_get_vars,'',obc_update_tle,'',gssb_get_temp,'',com_send_cmd,'9285311049892380178 -225845289785577529299325387630498859530',gssb_get_uuid,'',tm_send_all,'K~V@bJ -171480835559825433',gssb_unlock_config,'2776813226063722427',gssb_pwr,'-621529820 163948244896445558',-6,6.498900890350343
obc_set_tle,'17124127285927548619 -593325645',obc_set_pwm_freq,'-4381102833253313486 az',drp_get_vars,'',com_send_rpt,'174011594862743699491392152183059489039 xXc6vmM6c$',tm_set_ack,'2000448639 -319166421167604689446519931924797711917',com_ping,'-136990026335788165376521410337160339767',gssb_select,'-158586462140386690599431310995995261410',gssb_update_status,'',tm_send_status,'834845927344062506',gssb_burn,'',-6,10.37911295890808
obc_get_time,'11874142098599445540712151556034854510',gssb_msp_get_temp,'',gssb_antenna_release,'-1197982945 O71Y -154129038229891152738275559884542602489 130437577257170933',gssb_get_uuid,'',obc_update_status,'',rw_get_speed,'',fp_show,'',rw_set_speed,'8001898345357100827 -2936380319519727227',gssb_get_uuid,'',tm_send_status,'5993845873745560868',-6,6.88222336769104
fp_reset,'',com_send_tc,'-1379224178 -1101112583267564199',obc_get_time,'142705035063160037787233027405021602268',gssb_scan,'-814077459 QD',eps_update_status,'',gssb_reset,'',com_ping,'6096731531492579935',gssb_scan,'JMg~O$F?p 1861784447493295113',gssb_reset,'',obc_get_mem,'',-6,7.377747058868407
tm_send_last,'7573851764334971116 -1493505050540206554',drp_add_hrs_alive,'1063002262',eps_update_status,'',eps_hard_reset,'',tm_send_status,'7737681623068818315',gssb_get_temp_int,'',gssb_set_burn_config,'18194974052473915060 -89805857483264868772092238416988425547 17844129810881064207 15504958189407815594 3980780044943110946 Ng@gp&'EM ^kPzl'JQ',tm_send_last,'_Om: 6805265053485814214',tm_parse_status,'',obc_get_time,'34243638267733151303535256922620762574',-6,6.637656927108765
drp_add_hrs_alive,'5868618494050962232',com_debug,'',obc_get_tle,'',gssb_commit_addr,'',gssb_get_status,'',obc_set_pwm_duty,'7Zmus<~gS 11329721397001144757',tm_send_status,'-5764892807493629868',drp_ebf,'-2296775500765800414',com_debug,'',tm_set_ack,'TlI=?d4[ Z',-6,6.924640417098999
fp_set_cmd_dt,'-39708598770549407197677552359698686666 -3684069898821877713 86231038 -87416877380056807232215339905442924011 ZtgUd',gssb_arm_auto,'-1770081428',gssb_select,'-4660368836388899060',gssb_set_burn_config,"'257715215199621998729463206872093767208 7Z0[Z*Qc9 12411266607752833891 6197065941352376603 -1189016478 -74964467883675894711540595009710798840 6oP<tJ""'",tm_send_status,'87095914068337064274964972068205869032',gssb_get_uuid,'',drp_set_deployed,'-1457412729',test,'1660443323',fp_reset,'',gssb_fss_set_config,'-68931702',-6,6.281245946884155
gssb_pwr,'145788857477631856750954964049157126931 2586529059992829628',tm_send_status,'317556790953131113972328445473943171009',com_set_config,'289503999626289182523952838755281517960 11967517208316770319',tm_parse_status,'',com_ping,'3802619253843277474',fp_set_cmd_dt,'6847407420905703306 >l^; GmnjZ 15715779150331700048 stJqvt(4',com_get_config,'288516024245671773268146378556083562639',com_send_tc,' -851779488',gssb_fss_commit_config,'',obc_update_status,'',-6,6.528119325637817
tm_send_status,'-450996698',gssb_get_version,'',gssb_update_status,'',obc_get_tle,'',com_set_config,'3246426679851142776 2126670032525690827',tm_set_ack,'-2495615805361918001 O-\V',eps_get_hk,'',gssb_update_status,'',obc_debug,'4246896281821071415',gssb_get_model,'',-6,6.503159284591675
fp_set_cmd,'D(5G3<B*K 1929847649 8841172884388040799 5792293785423057396 gUhc2<$p9 d^3a1t. &+}uY 15079402798771768092 734214882 -6196459046544685406',eps_update_status,'',com_update_status,'',obc_get_mem,'',obc_pwm_pwr,'/4._d@rK',obc_get_sensors,'',gssb_get_temp,'',obc_set_tle,'1679270268 -3931928922481820889',rw_get_current,'',fp_set_cmd_unix,'71901255941390714273899543418936909720 4307803337452257196 34262376715123038541264115710960344010 6295507876626781371 6388599446390000479',-6,7.109320402145387
fp_del_cmd_unix,'14010563626055909648',rw_get_current,'',gssb_get_model,'',test,'29372388258283651102657680100636214679',gssb_fss_commit_config,'',gssb_get_model,'',gssb_fss_get_sun,'',help,'',gssb_antenna_release,'2863474581795552539 59252197376664742342659136887019013949 1035112220 251614298856022896767634985748019023976',gssb_get_uuid,'',-6,6.399828672409058
com_send_tc,'223596752176959156760710257318064407471 2113445713',init_dummy_sensor,'',tm_send_status,'1208326081198080923',init_dummy_sensor,'',obc_update_status,'',gssb_get_temp_int,'',gssb_fss_commit_config,'',fp_set_cmd_unix,'-544818625 -256250930202355603384983275918567411388 -493015107 4528415410830309651 5623182673490141825',rw_get_speed,'',drp_add_hrs_alive,'-330479954375750537730682607608625326339',-6,7.362912654876709
drp_clear_gnd_wdt,'',gssb_get_status,'',drp_test_system_vars,'',tm_send_status,'6683609221445816653',obc_reset_wdt,'',drp_clear_gnd_wdt,'',fp_del_cmd_unix,'-644952702',obc_pwm_pwr,'%QlYv/bA',tm_send_from,'1760669822 -584638848 -82300715912037137448733162368297665051',eps_hard_reset,'',-6,10.47415542602539
obc_ident,'',eps_get_hk,'',obc_get_tle,'',obc_update_tle,'',gssb_msp_get_temp,'',eps_hard_reset,'',tm_send_status,'-23610123988443566604604860037459176943',gssb_get_sun,'',rw_get_current,'',com_get_node,'',-6,7.253382921218872
com_set_config,'-1993003440 212000851327867256564409796058304145294',fp_set_cmd_unix,'46258727543061119043156735566256597504 -1912045062 -8634351153562221987 -233046483793767881639719604353083326103 2103355583721546804',gssb_get_sun,'',set_state,'-5864993384103765575 2092612466885226834 316759105630842601432226322323179426948',gssb_select,'16827748218219093384',rw_set_speed,'2088671461 2267693001167036823',gssb_fss_set_config,'5272054203329246699',eps_set_heater,'212973263420969243647643949248642435403 d1a'4|'',obc_ident,'',tm_get_last,'2737001342924726709',-6,6.321717023849487
tm_send_from,']t-Z FhtBy2 10073149243153711027',eps_hard_reset,'',eps_update_status,'',obc_set_tle,'S=`\Psp (',com_get_node,'',com_send_tc,'1876409796 CO6TOYVC',com_update_status,'',eps_set_heater,'17759908925295553486 -31008858886167336760063360278383323262',fp_set_cmd,'-7851498626718012534 -6994196032725643187 -62244749965860194777432118342350426416 -305577325852639700412007645781943097706 5404938084961464627 8354093748027171841 -334587581601415692436393531824443245346 607015272 Y}cNW6LZw Sd97z!C',gssb_get_temp_int,'',-6,7.800344944000244
tm_send_status,'-3689555528272834715',gssb_update_status,'',set_state,' 5802681766160769622 790887555',gssb_get_temp_int,'',fp_reset,'',obc_set_pwm_duty,'-144981333799616921611204054914855450339 JFcGgzI',tm_parse_status,'',obc_ident,'',gssb_antenna_release,'2154990139766541408 -44976304787802845942736417473837946841 :}v9%+d n',com_set_config,'57690484 -288697883942884921121339074662130641864',-6,6.4303271770477295
com_ping,'c',init_dummy_sensor,'',gssb_get_temp_int,'',obc_pwm_pwr,'-1111528628',fp_del_cmd_unix,'-6377832947741824653305904638082601172',gssb_pwr,'2264242832651548209 10648622024140717908',obc_update_tle,'',gssb_set_addr,'14344086885471397887',fp_reset,'',tm_parse_status,'',-6,6.5144784450531015
