Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
com_send_tc,'-1028883449 2hzN^|u'&',set_state,'10038449553138029046 2436719765298582954 -1413080529',set_state,'11493043852946320452 11505848927845685425 -2029675465',obc_get_time,'201046200',eps_update_status,'',-6,7.295004844665527,444020.0,10688.0
drp_clear_gnd_wdt,'',fp_reset,'',gssb_scan,'993830912 1433457211',gssb_msp_get_temp,'',com_get_config,'gYn',0,7.032778024673462,444020.0,10560.0
gssb_pwr,'-130758780 1808042093',obc_ident,'',drp_get_vars,'',obc_get_time,'1446590917',gssb_fss_get_sun,'',0,6.884436130523682,444020.0,10664.0
drp_set_deployed,'1100483701',eps_set_heater,'-1832109570 -1025846206',obc_get_tle,'',fp_reset,'',gssb_msp_cal_temp,'-236311285 401493219',0,6.963451385498047,444020.0,10728.0
gssb_get_sun,'',drp_test_system_vars,'',fp_show,'',gssb_burn,'',fp_del_cmd,'1250071352 -306616152 -838344265 1503543284 1193162724 -341090049',-6,9.955172061920166,444020.0,10844.0
init_dummy_sensor,'',obc_set_pwm_freq,'-306016049 -224097854712171705183652407104797660557',fp_test_params,'70655404 X5r8{I -125051734',gssb_scan,'1953633487 1589940876',drp_ebf,'496440922',0,6.884341239929199,444020.0,10864.0
obc_get_sensors,'',tm_send_all,'18108305330700531628 17247007286453160198',eps_update_status,'',tm_get_last,'17163462182091000329',gssb_select,'-1914914197',0,6.92631459236145,444020.0,10656.0
tm_send_all,'18039623267985162008 401514694009574059',tm_send_status,'-714000951',fp_set_cmd_dt,'2118551134 1820821889 1044184796 Mr5=p_m^\w g.=',drp_set_var,'922586541 -299872239',obc_get_mem,'',-6,6.422513246536255,444020.0,10560.0
fp_set_cmd_dt,"'1710400103 -1838784421 1308553305 ;VTV,w AlNA8'",com_reset_wdt,'21404837',obc_set_pwm_freq,'72979426 102013788800448488613622515242958390720',drp_clear_gnd_wdt,'',gssb_burn,'',-6,6.238330364227295,444020.0,10852.0
obc_get_tle,'',drp_get_vars,'',gssb_fss_set_config,'1646573428',fp_set_cmd_dt,'-1759514095 2083090921 -1330795567 nDy2DBl 8T0i',tm_send_status,'443019521',-6,6.582515001296997,444020.0,10660.0
help,'',gssb_get_burn_config,'',obc_debug,'-122446724',tm_send_from,'10811917589580093324 15231038732202110280 3113847547336444946',tm_set_ack,'12683341876078929598 15659490905392627842',0,6.88944149017334,444020.0,10752.0
fp_set_cmd_dt,'849666954 -1782123969 -2001401758 jOR_Yh)r rlB[-n',gssb_antenna_release,'-1037866598 1392241569 308661789 -110331395',com_send_rpt,'1818146455 TFX-EQ;/0'',drp_get_vars,'',gssb_arm_manual,'-412354116',-6,6.294676780700684,444020.0,10652.0
gssb_fss_commit_config,'',gssb_pwr,'1575214517 395936687',eps_update_status,'',gssb_arm_manual,'432277346',tm_parse_status,'',0,6.916109323501587,444020.0,10564.0
tm_set_ack,'9302426438004694007 7371047025678580582',drp_test_system_vars,'',fp_test_params,'-1178309038 ' -1599336888',tm_set_ack,'15505794549709239844 15359257719465636958',fp_del_cmd_unix,'405580189',-6,10.102478504180908,444020.0,10540.0
gssb_fss_commit_config,'',obc_update_tle,'',gssb_arm_manual,'271931988',gssb_fss_get_sun,'',tm_parse_status,'',0,6.939599514007568,444020.0,10892.0
gssb_scan,'-1382440404 -1548498729',tm_set_ack,'8861864885725031538 6447452098715753720',gssb_get_model,'',com_ping,'-477926882',obc_get_sensors,'',0,9.278347492218018,444020.0,10848.0
fp_del_cmd,'2131528536 1886881581 -1355819131 1365577540 -541359318 1276636512',fp_set_cmd,"'553261676 1957826289 1726292216 -1314512903 1234479013 -361544944 1322223944 -1065421830 ""==-$CO `K+<'",tm_set_ack,'16234775609339929638 14061108437129197909',eps_hard_reset,'',fp_set_cmd,'309709995 1057848700 1997504724 -1326902808 -984788307 1010678764 435232517 1672206457 m ',-6,6.25269889831543,444020.0,10612.0
gssb_set_addr,'-2015954513',tm_send_status,'551876274',test,"'""F@'",gssb_get_sun,'',com_send_data,'lR(7Hqu',-6,6.469803333282471,444020.0,10724.0
tm_parse_status,'',drp_get_vars,'',gssb_arm_auto,'-1690200336',drp_add_hrs_alive,'-144263555',eps_get_config,'',0,6.949228525161743,444020.0,10844.0
init_dummy_sensor,'',gssb_arm_manual,'-862894307',gssb_update_status,'',rw_get_speed,'',gssb_antenna_release,'-936779971 -450059746 408841896 -738392483',0,6.991565942764282,444020.0,10728.0
rw_get_current,'',com_ping,'-996792107',gssb_get_uuid,'',gssb_get_model,'',drp_add_hrs_alive,'368612925',0,9.320144176483154,444020.0,10488.0
gssb_fss_get_temp,'',com_set_node,'1715448613',com_debug,'',gssb_reset,'',obc_pwm_pwr,'618622923',0,7.0241477489471436,444020.0,10536.0
obc_set_tle,'-1244682369 ^\PdLAoU;Y',gssb_get_model,'',rw_set_speed,'939647518 -2050746559',gssb_reset,'',tm_send_last,'2660568421412141028 11426040643702442591',0,6.93306827545166,444020.0,10492.0
gssb_fss_commit_config,'',help,'',eps_get_hk,'',com_send_data,'*f}=/',obc_reset_wdt,'',0,7.26021671295166,444020.0,10904.0
obc_reset_wdt,'',fp_set_cmd_dt,'-88063717 630736205 -178779080 02BW>t_tu `UZYD)$',obc_reset_wdt,'',drp_set_deployed,'-431981711',com_set_config,'% /(',-6,6.28111720085144,444020.0,10504.0
eps_hard_reset,'',gssb_scan,'-1912987925 294709250',gssb_reset,'',gssb_get_status,'',obc_update_status,'',0,7.012817859649658,444020.0,10688.0
obc_update_tle,'',com_get_node,'',gssb_msp_get_temp,'',drp_get_vars,'',tm_send_all,'860070434212343368 10178394626011082808',0,6.976605653762817,444020.0,10868.0
gssb_get_temp,'',drp_clear_gnd_wdt,'',gssb_msp_cal_temp,'1363972749 604747930',gssb_commit_addr,'',fp_set_cmd,"'1895195371 2101275338 1722502429 -2045116496 269522783 -1664566929 1976911999 75696973 K`[Ye~(lD e""b)Zl'",-11,6.505266427993774,444020.0,10596.0
com_send_rpt,'1338765695 rf',obc_prop_tle,'5709880263235651060',tm_set_ack,'15306871430220166793 7114436964443655917',gssb_reset,'',gssb_set_addr,'156855024',0,7.036911964416504,444020.0,10536.0
com_get_node,'',fp_set_cmd_unix,"'-1314823369 1824767595 -102110362 nRLP4JC $,~{M'",com_set_node,'-1480715343',com_get_node,'',gssb_fss_commit_config,'',-6,6.291456460952759,444020.0,10464.0
eps_set_heater,'1745996334 624471990',com_reset_wdt,'-767373830',obc_set_pwm_freq,'-1590320075 329219829133096786032847519704590036425',obc_update_tle,'',tm_get_last,'3138384202006498452',0,7.302873611450195,444020.0,10564.0
gssb_pwr,'1938137041 1417649021',drp_test_system_vars,'',gssb_get_uuid,'',com_get_config,'WCoo2W_Eo',obc_ident,'',0,10.452624797821045,444020.0,10548.0
drp_set_var,'-2087723985 -1666536729',gssb_get_status,'',gssb_arm_auto,'1255353454',com_send_data,'h',obc_get_time,'-1575191502',0,7.326111078262329,444020.0,10868.0
com_get_node,'',obc_pwm_pwr,'-1066732703',drp_ebf,'-1840449200',obc_set_pwm_duty,'35207440 -841330811',obc_set_tle,'-53664425 |X',0,7.075134754180908,444020.0,10628.0
gssb_scan,'-493173170 1762114156',tm_send_all,'3891853987079391613 9388915944212370679',obc_pwm_pwr,'-336004227',tm_send_status,'-1029280490',rw_get_current,'',-6,6.483815670013428,444020.0,10492.0
drp_set_deployed,'-1144519045',tm_send_from,'7953512844526025913 6119324566521176829 1731877108372632710',obc_prop_tle,'6876559353995026980',tm_get_last,'14307312976795986654',tm_get_last,'15892370348417509905',0,7.0093300342559814,444020.0,10516.0
gssb_select,'-833031',obc_reset_wdt,'',gssb_get_model,'',rw_get_current,'',drp_ebf,'272725268',0,6.868476390838623,444020.0,10736.0
tm_send_last,'9836651065995004873 2038077538907247235',tm_send_all,'9488584524903642003 825155032000156232',gssb_msp_get_temp,'',com_get_config,'ac`ci%R<',gssb_antenna_release,'98863985 -367407164 1989960087 -76356773',0,6.922307014465332,444020.0,10604.0
gssb_unlock_config,'-1225566842',test,"'5L($lS,xp'",gssb_fss_set_config,'-1950244487',com_get_node,'',gssb_msp_cal_temp,'1155627200 -307135417',0,6.8832573890686035,444020.0,10884.0
fp_del_cmd,'10001903 775477104 -1303348156 -1156110389 1773767778 324427414',gssb_fss_set_config,'-1781049767',tm_send_last,'13593698442858351913 152317533603785379',fp_show,'',fp_reset,'',-6,6.388525724411011,444020.0,10844.0
gssb_get_burn_config,'',drp_clear_gnd_wdt,'',drp_set_var,'368484935 -1445509611',gssb_pwr,'451853131 1214310865',gssb_select,'678655500',0,6.989025592803955,444020.0,10840.0
gssb_get_version,'',obc_get_time,'907155447',gssb_reset,'',gssb_get_model,'',help,'',0,6.916504859924316,444020.0,10492.0
obc_ident,'',gssb_get_uuid,'',com_send_tc,'-1233544286 @[xTy??',com_get_config,"'%\""l|+'",rw_get_speed,'',-6,7.391626834869385,444020.0,10728.0
tm_get_last,'13319724654276540212',gssb_get_temp,'',com_send_data,"'sTuB{FO,;'",tm_set_ack,'2223929112476981092 992096303630239566',gssb_fss_get_temp,'',0,7.274945974349976,444020.0,10584.0
drp_test_system_vars,'',gssb_get_burn_config,'',gssb_msp_get_temp,'',rw_set_speed,'-983583934 1863443047',drp_add_hrs_alive,'1119448297',0,9.9705810546875,444020.0,10872.0
com_get_config,'bS%(=C=-',obc_set_tle,'-1429507194 L)vIP`$Duq',init_dummy_sensor,'',tm_send_all,'15944928921318280156 10138007599753748244',gssb_fss_commit_config,'',0,6.4191367626190186,444020.0,10612.0
obc_ident,'',fp_set_cmd,'-360564569 1848723070 501129916 50250035 1873905295 -846127508 -498579284 753464509 53_ Q3!6RvQmTS',gssb_get_burn_config,'',drp_set_var,'-2075312082 -359107098',set_state,'16748862993583910815 2873813764143448046 33624798',-11,6.246085166931152,444020.0,10836.0
gssb_fss_commit_config,'',gssb_get_sun,'',tm_set_ack,'10565468972039419107 15888663053864584782',fp_reset,'',tm_set_ack,'16460855531899469419 10962652184083119221',0,6.942015171051025,444020.0,10628.0
com_ping,'-1591846025',com_debug,'',obc_get_mem,'',rw_get_speed,'',com_update_status,'',0,9.100931167602539,444020.0,10624.0
gssb_antenna_release,'2054619167 800517669 724069653 32999468',obc_set_pwm_duty,'-1396298728 1670172847',obc_get_sensors,'',rw_get_current,'',obc_reset_wdt,'',0,7.025705575942993,444020.0,10836.0
fp_set_cmd_dt,'147924625 -983632984 -1298517251 X d^',obc_set_tle,'1428079891 }7%#',gssb_set_addr,'-1299894165',gssb_set_addr,'-958700304',gssb_get_sun,'',-6,6.171184062957764,444020.0,10548.0
gssb_burn,'',gssb_pwr,'-379807388 -1931903973',com_debug,'',gssb_arm_manual,'560162210',gssb_get_temp,'',0,6.880061864852905,444020.0,10596.0
com_send_data,'dQ$0Z',com_get_config,'@M96}0om=',com_ping,'2058212435',fp_del_cmd_unix,'-2021161469',obc_debug,'1410744209',-6,10.365679502487183,444020.0,10564.0
gssb_reset,'',gssb_get_uuid,'',com_set_config,'vk[s /j',obc_get_time,'-1367139367',fp_set_cmd_dt,'1487585178 -718459656 -1930927498 :y-!a&Q &Cj',-6,6.504335165023804,444020.0,10612.0
gssb_arm_manual,'-98773600',gssb_antenna_release,'-303394182 -166678633 2075316986 2142096883',obc_pwm_pwr,'-785420386',com_ping,'961314831',drp_set_deployed,'561549323',0,9.307626008987427,444020.0,10660.0
com_send_tc,'-1860118796 ',gssb_scan,'-1675851087 309236555',gssb_scan,'-1101733875 326953864',gssb_scan,'755835884 1437447123',com_send_cmd,'1674718038 `<7W',-6,7.365736722946167,444020.0,10660.0
com_send_data,'q&',gssb_get_burn_config,'',fp_show,'',drp_test_system_vars,'',com_send_rpt,'-1333233559 ZcQ',0,10.651140689849854,444020.0,10468.0
obc_get_sensors,'',com_debug,'',gssb_arm_manual,'635568698',gssb_get_version,'',com_debug,'',0,7.117007493972778,444020.0,10876.0
gssb_commit_addr,'',tm_get_last,'980568904351431505',gssb_scan,'-1787475663 1800069340',tm_parse_status,'',obc_get_time,'1680494976',0,6.941892862319946,444020.0,10728.0
gssb_set_burn_config,'-45316436 53693373 872713776 1571830959 1117934659 761082538 1390872951',gssb_get_burn_config,'',obc_get_tle,'',tm_send_last,'3883893554909469350 13354506634278817007',com_send_cmd,'1812371667 =<P>9*Fl',0,7.34231424331665,444020.0,10848.0
com_get_config,'f'$;$',obc_set_pwm_freq,'1173180476 -136562086612943793658912905087181559125',drp_clear_gnd_wdt,'',obc_prop_tle,'8084557939362648992',com_send_tc,'-1481981288 b<Unj/(',-6,7.663433313369751,444020.0,10832.0
gssb_get_burn_config,'',fp_set_cmd,"'-384559827 -1385522929 -497490763 1891383840 -2121748324 292772583 1724598347 1441260682 sxqCj\^ ,AHwmZq'",fp_set_cmd,'-1667255309 -1820869356 1979891444 -607840087 -8467396 -1623134389 -1463313447 -2125176280 `W HQv2pv3|uS',gssb_update_status,'',gssb_burn,'',-6,6.406872510910034,444020.0,10636.0
drp_ebf,'1291258969',eps_update_status,'',com_ping,'1630147452',rw_get_speed,'',obc_prop_tle,'-3067274229268242856',0,9.239924669265747,444020.0,10908.0
obc_get_tle,'',com_send_rpt,'858919418 Zs5anbR',drp_add_hrs_alive,'1712906412',com_send_rpt,'-147278652 ',fp_del_cmd_unix,'-624999050',-6,6.5782928466796875,444020.0,10900.0
tm_send_last,'9980153145599141602 14098883259456973449',com_send_cmd,'2024440274 W~',gssb_burn,'',obc_set_tle,'2088241202 llopd@dw[a',init_dummy_sensor,'',0,7.408756256103516,444020.0,10580.0
eps_get_hk,'',obc_prop_tle,'686621396879301344',rw_set_speed,'-1735552254 -1140431475',set_state,'17338265611837344255 18235327887598627680 -1767173761',com_set_config,'XXI XG4d=~/Q',0,6.90092396736145,444020.0,10636.0
drp_test_system_vars,'',obc_set_pwm_duty,'664197709 -841687035',gssb_pwr,'-486011672 -1135244112',drp_set_var,'1912367980 -1115331299',com_debug,'',0,10.477735757827759,444020.0,10612.0
obc_get_time,'-1366689886',eps_update_status,'',gssb_arm_auto,'-1716455314',tm_send_all,'18251824539642154198 1043747440959240918',obc_reset_wdt,'',0,6.867740631103516,444020.0,10824.0
gssb_get_temp_int,'',fp_del_cmd_unix,'1420185384',rw_get_speed,'',fp_set_cmd,'-1276032115 -475770310 1955767877 1252376917 -957060755 -1871317188 -1572503609 -1682414571 D] ]dWYa7',gssb_commit_addr,'',-6,6.361860752105713,444020.0,10600.0
gssb_get_burn_config,'',fp_set_cmd_unix,'-1159861442 -1251771908 1695673328 tKpL [uBQ@4:',gssb_fss_commit_config,'',com_send_tc,'985000388 V=(L'Y<W',drp_ebf,'-47837764',-6,6.493379831314087,444020.0,10840.0
tm_send_from,'15769805142825264950 15667740635137876322 14078279637703990261',com_send_data,'v)]?:M4O',eps_get_hk,'',tm_send_status,'-127354077',obc_update_tle,'',-6,7.639397144317627,444020.0,10868.0
gssb_get_model,'',obc_ident,'',obc_update_status,'',eps_get_config,'',gssb_get_sun,'',0,6.863447666168213,444020.0,10804.0
gssb_msp_get_temp,'',com_update_status,'',obc_ident,'',obc_set_tle,'1977463335 ',init_dummy_sensor,'',0,7.0834245681762695,444020.0,10900.0
obc_get_sensors,'',fp_set_cmd,'-451574680 -1853282663 -768081366 -787820941 -932031660 -1265399446 -651939405 943243967  KY/',gssb_update_status,'',fp_show,'',fp_del_cmd,'-1961561173 72345672 1405864759 1996866825 -1240992412 -415437670',-11,6.507492303848267,444020.0,10644.0
gssb_arm_manual,'-1562285556',set_state,'2476927415519379493 9954955856144351232 880149385',eps_get_hk,'',gssb_fss_get_temp,'',gssb_fss_commit_config,'',0,6.870031356811523,444020.0,10596.0
com_get_config,'',fp_set_cmd_unix,'1615454398 1538820320 1976700283 E'-Q ',fp_reset,'',com_debug,'',gssb_fss_set_config,'854880678',-6,6.297315359115601,444020.0,10736.0
gssb_burn,'',obc_update_tle,'',gssb_arm_auto,'-2025590872',init_dummy_sensor,'',obc_set_pwm_duty,'408806630 128283685',0,6.9187092781066895,444020.0,10592.0
rw_get_current,'',gssb_get_uuid,'',obc_reset_wdt,'',obc_reset_wdt,'',gssb_msp_get_temp,'',0,7.136378765106201,444020.0,10664.0
gssb_get_sun,'',gssb_get_temp_int,'',eps_update_status,'',com_send_cmd,'-1896593318 A*$',drp_ebf,'-887271419',0,7.299726724624634,444020.0,10640.0
com_debug,'',gssb_get_uuid,'',gssb_burn,'',obc_get_sensors,'',tm_set_ack,'13849775495732612913 3532833852169363621',0,6.43572211265564,444020.0,10892.0
tm_send_all,'7714384653727843269 1052722382310023686',com_send_cmd,'1025334530 ('*'m9WqP',rw_get_current,'',com_debug,'',com_send_tc,'1712320675 S#R:g0',-6,8.240097999572754,444020.0,10608.0
gssb_get_sun,'',gssb_get_sun,'',tm_set_ack,'12766771049607115113 3304514244478432519',obc_reset_wdt,'',fp_test_params,'188664633 QL 1244169580',0,6.926909685134888,444020.0,10880.0
com_send_cmd,'-1182225147 A',gssb_get_temp,'',gssb_fss_get_sun,'',fp_show,'',drp_set_deployed,'-1214492523',0,7.235578536987305,444020.0,10652.0
fp_show,'',gssb_get_temp_int,'',tm_set_ack,'6748541513237416554 4593654824148184309',gssb_fss_commit_config,'',test,'AmUS0',0,6.874380826950073,444020.0,10896.0
gssb_antenna_release,'59829084 2099883310 212637469 -1094374981',tm_send_status,'1819794532',obc_ident,'',drp_ebf,'1648956990',gssb_update_status,'',-6,6.460211992263794,444020.0,10828.0
tm_send_status,'1445843886',rw_get_speed,'',fp_show,'',obc_set_tle,'-1019069707 U5~S',gssb_get_model,'',-6,6.496011972427368,444020.0,10612.0
tm_set_ack,'13132280926489486071 5665189959953899524',tm_get_last,'11699744135370321099',com_set_node,'-220929248',com_set_node,'53700020',obc_update_status,'',0,6.913936376571655,444020.0,10900.0
obc_ident,'',rw_set_speed,'343885890 -1825645353',gssb_msp_get_temp,'',com_set_node,'-987275645',obc_update_status,'',0,6.923710823059082,444020.0,10596.0
init_dummy_sensor,'',obc_set_pwm_freq,'569958445 -68434698825657830979272142443769970881',com_get_node,'',rw_get_speed,'',rw_get_current,'',0,6.9518141746521,444020.0,10660.0
com_set_node,'20839326',obc_update_status,'',eps_hard_reset,'',obc_get_sensors,'',eps_get_config,'',0,6.905469655990601,444020.0,10540.0
gssb_get_version,'',rw_get_current,'',obc_set_pwm_duty,'-1265570550 -1821016657',tm_send_from,'3972492252901976398 8579302721319003513 11292894257568931427',rw_get_current,'',0,6.900325536727905,444020.0,10752.0
gssb_burn,'',gssb_select,'-1043635519',init_dummy_sensor,'',obc_pwm_pwr,'-1211255392',eps_set_heater,'855076960 -1320138864',0,6.9415507316589355,444020.0,10888.0
gssb_get_model,'',gssb_fss_get_sun,'',help,'',obc_prop_tle,'-6674680042588020557',tm_send_status,'743484900',-6,6.720892906188965,444020.0,10832.0
rw_get_speed,'',drp_ebf,'-1043530636',help,'',fp_del_cmd_unix,'1211557638',fp_set_cmd_dt,'-1988619134 1631015687 94308604 h/ VeI',-6,6.380406618118286,444020.0,10488.0
obc_reset_wdt,'',gssb_arm_manual,'-1301041737',gssb_pwr,'-1896250675 -630971052',gssb_get_temp,'',rw_get_speed,'',0,6.961049556732178,444020.0,10488.0
obc_get_mem,'',obc_set_pwm_duty,'1571309678 507458001',gssb_get_uuid,'',drp_ebf,'-72902156',gssb_get_temp,'',0,6.957717180252075,444020.0,10676.0
tm_send_status,'559629423',gssb_select,'-815325599',test,'}%mo31p+l',help,'',obc_get_tle,'',-6,6.494821786880493,444020.0,10656.0
gssb_fss_commit_config,'',fp_del_cmd_unix,'647828457',gssb_fss_get_temp,'',gssb_antenna_release,'-1904303833 -955754579 -800980251 -1413570952',gssb_fss_get_temp,'',-6,6.276545524597168,444020.0,10668.0
com_send_data,'g)Eq9',gssb_burn,'',eps_get_config,'',drp_get_vars,'',eps_hard_reset,'',0,7.293240785598755,444020.0,10820.0
gssb_msp_cal_temp,'-860010717 2095479302',eps_get_config,'',tm_get_last,'9695848305754662303',com_send_rpt,'-515058107 e')^Ti+c!',drp_clear_gnd_wdt,'',0,7.211840867996216,444020.0,10492.0
gssb_select,'1130885527',tm_send_from,'16189872691230601407 15973715889059407557 9719924481690398018',fp_test_params,'-1837918073 }Ky]yaW -538530527',eps_set_heater,'-1380358394 1508370328',set_state,'9807671175175452946 1646633732079120470 -705774004',0,6.994004964828491,444020.0,10656.0
eps_update_status,'',com_get_node,'',gssb_reset,'',gssb_set_addr,'-832815175',gssb_get_version,'',0,6.957490921020508,444020.0,10596.0
fp_reset,'',fp_del_cmd_unix,'-645424384',com_set_node,'-1954881594',com_set_node,'1750588557',com_get_node,'',-6,6.315305948257446,444020.0,10616.0
eps_get_config,'',gssb_pwr,'849017404 -1565453588',obc_reset_wdt,'',gssb_commit_addr,'',gssb_arm_auto,'16051691',0,7.006145477294922,444020.0,10820.0
gssb_get_status,'',obc_update_status,'',gssb_get_burn_config,'',gssb_get_uuid,'',gssb_set_burn_config,'345988670 1503763491 916721794 -50457083 -1963707932 1647553092 1958137034',0,6.9278154373168945,444020.0,10844.0
tm_get_last,'9019777517292273715',drp_ebf,'-734568194',com_send_cmd,'-837166691 EOA(C`3',obc_update_status,'',obc_ident,'',0,7.300349473953247,444020.0,10808.0
drp_test_system_vars,'',drp_add_hrs_alive,'816273079',tm_parse_status,'',gssb_msp_cal_temp,'344358293 1857365959',obc_get_mem,'',0,10.472350835800171,444020.0,10664.0
fp_show,'',com_set_config,';G_/#KCEy wJ}g<<6',gssb_select,'-682447420',fp_reset,'',obc_set_tle,'352667341 ',0,6.893407106399536,444020.0,10876.0
drp_set_deployed,'-1534929638',tm_send_last,'17481523631109755666 12719012633972280531',gssb_burn,'',eps_update_status,'',fp_del_cmd,'97198458 -1927666496 1947343002 -1667081595 2089657670 1080196386',-11,6.53211522102356,444020.0,10884.0
obc_get_tle,'',tm_send_status,'-739832444',drp_set_var,'408207076 -1986913702',eps_hard_reset,'',rw_set_speed,'1888842832 1391868679',-6,6.605751037597656,444020.0,10648.0
rw_get_current,'',rw_get_speed,'',drp_clear_gnd_wdt,'',obc_set_pwm_duty,'1866602746 1031473059',gssb_msp_get_temp,'',0,7.007300138473511,444020.0,10772.0
obc_prop_tle,'7087577707838753029',obc_get_sensors,'',gssb_get_burn_config,'',fp_show,'',gssb_get_version,'',0,6.907991647720337,444020.0,10460.0
gssb_arm_auto,'-306771032',rw_get_speed,'',gssb_get_uuid,'',gssb_fss_get_temp,'',tm_set_ack,'16382082100749105674 5667398162521584387',0,6.884363889694214,444020.0,10880.0
gssb_set_addr,'839232623',gssb_pwr,'688722753 984759215',gssb_pwr,'175431820 -285472511',tm_parse_status,'',com_send_cmd,'-1409358278 D#X6`Zy',0,7.303049564361572,444020.0,10556.0
init_dummy_sensor,'',gssb_get_temp,'',tm_get_last,'10902965682496638181',fp_set_cmd,'1581941348 -1548929485 1064606096 332843113 1593692591 1618800636 1401438031 1363038306 ]S-FG>! S]9?z0',obc_prop_tle,'1583979497859929851',-11,6.406720876693726,444020.0,10816.0
gssb_select,'-1052212244',com_update_status,'',obc_get_mem,'',gssb_fss_commit_config,'',eps_get_config,'',0,7.013892412185669,444020.0,10868.0
tm_send_status,'-1383394560',drp_add_hrs_alive,'-1278514864',gssb_fss_get_sun,'',obc_pwm_pwr,'2067576633',rw_get_speed,'',-6,6.508193492889404,444020.0,10832.0
rw_get_current,'',test,'zA'pgt',obc_get_mem,'',gssb_burn,'',com_set_config,'Qtc %e/7h]%r',0,6.886224746704102,444020.0,10752.0
