Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
gssb_reset,'',obc_get_sensors,'',tm_get_last,'6804695734179701825',gssb_fss_get_temp,'',com_ping,'843642101',0,9.335503816604614,444020.0,10644.0
fp_set_cmd,'1125392460 -748801444 -17667836 1167873977 1876032560 -1552643680 605676518 2069477781 ]5m/RHxi0L gw#',rw_get_current,'',fp_set_cmd,"'-1284001995 2128634399 948398628 -1908594046 -1319491174 -705856385 -1016911847 -1600640814 g,Pei6OQZ"" :(w6t*'",gssb_fss_get_sun,'',fp_set_cmd_dt,'2140406035 214600802 573809612 n4>L] W9+'WM?Iq',-6,6.436899900436401,444020.0,10684.0
rw_set_speed,'-467348819 1894542063',obc_update_status,'',gssb_pwr,'1536762966 -730412532',gssb_antenna_release,'-1865156173 -2118534141 1856894995 -485320319',eps_set_heater,'832896253 -1048086638',0,7.000397682189941,444020.0,10716.0
gssb_get_uuid,'',gssb_get_burn_config,'',com_send_data,'M',gssb_get_temp_int,'',obc_update_status,'',0,7.299902439117432,444020.0,10860.0
gssb_arm_manual,'1085978543',gssb_msp_get_temp,'',gssb_get_temp_int,'',eps_set_heater,'-1848862282 -540423434',com_send_rpt,'41802368 lu&',0,6.904559850692749,444020.0,10600.0
gssb_msp_cal_temp,'1624171546 1402630623',gssb_reset,'',obc_get_sensors,'',set_state,'4481987021838852531 13080332762265753551 2136345097',com_get_node,'',0,7.045899391174316,444020.0,10564.0
gssb_fss_get_sun,'',eps_hard_reset,'',com_debug,'',gssb_select,'1051778233',com_update_status,'',0,6.678267240524292,444020.0,10580.0
fp_del_cmd_unix,'314360773',gssb_set_burn_config,'1847578363 -1084318772 -2096022005 964701135 -435839641 -1435471948 -1274893320',com_send_data,'TuPWcP0u',gssb_arm_auto,'687918662',gssb_select,'1596274939',-6,6.503460884094238,444020.0,10660.0
eps_hard_reset,'',obc_update_tle,'',gssb_reset,'',obc_update_status,'',com_send_tc,'-1197532412 h',-6,7.494762420654297,444020.0,10608.0
rw_get_current,'',drp_get_vars,'',obc_get_mem,'',com_debug,'',help,'',0,7.02105712890625,444020.0,10584.0
gssb_set_burn_config,'-1992898745 1396055526 -1955961904 -712298516 949495679 -443467160 -203361359',obc_get_time,'881700647',gssb_fss_get_sun,'',gssb_unlock_config,'-1049462571',gssb_set_addr,'1747476231',0,7.006345748901367,444020.0,10848.0
rw_get_current,'',gssb_antenna_release,'-2132623665 1700870069 981906523 1127009038',drp_ebf,'-1386515485',gssb_fss_get_temp,'',gssb_fss_set_config,'-1952097294',0,6.9127326011657715,444020.0,10544.0
gssb_get_version,'',tm_get_last,'15763932354349413772',gssb_fss_commit_config,'',gssb_get_temp_int,'',com_send_data,'y'pw',0,7.32012152671814,444020.0,10600.0
com_send_cmd,'422518367 7QZMayL',fp_set_cmd_unix,'-588719262 -1513890087 1849783202 h&Prm; l(Z5xHX',eps_get_config,'',gssb_get_sun,'',tm_set_ack,'11519647821954572688 1681927280064227706',0,7.339339971542358,444020.0,10684.0
eps_update_status,'',gssb_reset,'',tm_send_last,'1684267767754406057 8182599728308682809',obc_get_time,'123594565',com_update_status,'',0,6.9874114990234375,444020.0,10728.0
gssb_set_burn_config,'1299729329 1410186434 -1752716380 698114639 -1787190892 679951418 -137078890',test,'8-HMN',gssb_get_sun,'',gssb_fss_get_sun,'',com_reset_wdt,'-223885023',0,7.051451206207275,444020.0,10500.0
obc_get_tle,'',eps_get_hk,'',eps_get_hk,'',gssb_fss_set_config,'-2122913962',eps_set_heater,'195324734 -1366939867',0,6.9245030879974365,444020.0,10896.0
gssb_fss_set_config,'1796997683',drp_clear_gnd_wdt,'',gssb_fss_get_temp,'',tm_set_ack,'15543011947206367266 7958150358873723763',fp_show,'',0,7.086912631988525,444020.0,10648.0
gssb_fss_commit_config,'',obc_reset_wdt,'',gssb_msp_get_temp,'',obc_set_pwm_freq,'-1631396169 61117541533610888649194579445270742126',com_update_status,'',0,6.894539833068848,444020.0,10676.0
com_get_node,'',tm_send_all,'15472970304772381305 5438148172311143416',obc_get_sensors,'',gssb_get_temp_int,'',gssb_msp_cal_temp,'-2093632128 83951200',0,6.902117729187012,444020.0,10748.0
fp_set_cmd_unix,"'137792838 -125609664 774860656 T%{)SzVD"" n'",set_state,'10162509153075131215 4772557178179519756 -603336630',gssb_fss_get_temp,'',obc_update_tle,'',drp_get_vars,'',-6,6.350772142410278,444020.0,10656.0
fp_set_cmd_dt,'-1467332985 2101193232 -647619581 \P dUdlI~o>',com_get_config,"'S,#'",gssb_set_burn_config,'-1802347227 622041556 -374164682 1149478088 736170975 450847186 -867216553',com_send_data,"'E""'",gssb_unlock_config,'-1290939150',-6,6.280822277069092,444020.0,10660.0
tm_get_last,'13557304960504831468',obc_ident,'',gssb_scan,'-1630410520 -122490465',com_send_cmd,'-2071217893 ?Nths'R6',gssb_set_burn_config,'-502398946 -1221357441 1659381696 -780069557 405909907 -285031803 1419907319',0,7.349311590194702,444020.0,10684.0
drp_ebf,'203874887',obc_set_tle,'-16804329 5',drp_get_vars,'',rw_set_speed,'1176798372 -1124225080',gssb_select,'1305592286',0,7.033718109130859,444020.0,10440.0
tm_set_ack,'8275562188423157794 4904899170439867391',fp_set_cmd_dt,'-17170822 -267810154 -1521108655 >v})n %WQb8Z}z_@',tm_set_ack,'39927442089091161 6146120028019132654',rw_get_speed,'',fp_set_cmd_unix,'-880469654 1631444751 317030991 o-=ibiQ 6C5mI?',-6,6.502809762954712,444020.0,10844.0
com_set_config,'vDnQ=~@]B] fpx35Q',tm_send_status,'697650798',obc_debug,'2135663812',gssb_arm_auto,'-524375892',fp_test_params,"'2088436853 czHQ#To,D 1742330642'",-6,6.423168182373047,444020.0,10824.0
tm_get_last,'8287883324088204631',gssb_get_version,'',gssb_fss_commit_config,'',fp_del_cmd,'-747525922 1861296160 -1353335629 -681574210 -879880592 -1228781666',help,'',-6,6.507639646530151,444020.0,10848.0
test,'2uuv',com_set_node,'-785898901',gssb_reset,'',gssb_fss_get_sun,'',gssb_arm_manual,'-762369769',0,6.869306802749634,444020.0,10840.0
drp_ebf,'1939091749',gssb_get_uuid,'',gssb_get_burn_config,'',eps_hard_reset,'',gssb_get_status,'',0,7.097809076309204,444020.0,10564.0
gssb_set_burn_config,'751616573 1188036329 -775452339 124971998 2063593806 1939905391 -375886979',obc_get_sensors,'',gssb_get_temp_int,'',rw_get_speed,'',com_send_cmd,'-1675110276 <(`W',0,7.445443868637085,444020.0,10872.0
drp_add_hrs_alive,'628105144',set_state,'13555523611238747071 13716853136081805798 -487100339',obc_ident,'',gssb_scan,'-1030893647 252407616',gssb_get_burn_config,'',0,7.028503656387329,444020.0,10724.0
rw_get_current,'',gssb_commit_addr,'',gssb_msp_cal_temp,'55254823 1864146536',gssb_get_version,'',com_set_node,'407323536',0,7.011740446090698,444020.0,10580.0
tm_send_from,'2534587404576810586 9925273813729090089 13589058126097464706',com_ping,'-907696850',gssb_pwr,'-1515118482 282283554',obc_reset_wdt,'',gssb_arm_auto,'-1785970631',0,9.2859628200531,444020.0,10612.0
gssb_commit_addr,'',set_state,'14981396109387323814 15273052174451552804 -152651073',gssb_set_addr,'557287753',gssb_set_burn_config,'-1661001790 -1687384921 -1581944195 -100904321 276090837 1130111082 -114419237',gssb_get_temp,'',0,6.941664457321167,444020.0,10644.0
gssb_commit_addr,'',gssb_get_sun,'',fp_set_cmd,"'-2145654474 131837131 1952782820 -1275874406 885846871 -306020174 1141649087 -2008360110 #4J^Ayl""d) Xj!/'",gssb_arm_auto,'-192473296',com_send_rpt,'-1538888070 &q%`iV-\c',-11,6.411285877227783,444020.0,10864.0
drp_get_vars,'',eps_set_heater,'-1345638589 -251701638',gssb_msp_cal_temp,'1729700035 -1408553649',help,'',obc_pwm_pwr,'-810204712',0,7.416982412338257,444020.0,10844.0
rw_set_speed,'1208724263 -1483206567',tm_send_last,'11380170710253747911 17779959645096409270',com_ping,'-1006585789',obc_get_tle,'',gssb_set_burn_config,'443631693 -654793185 679525884 -1804347566 1817974327 382708728 -845779898',0,9.31116271018982,444020.0,10640.0
tm_send_all,'10717315826065206220 1658406900054595046',eps_get_config,'',fp_del_cmd,'-328348201 -333363540 1323843124 181958064 39897739 1977172033',gssb_arm_auto,'-339798478',com_get_config,'Lz-q{',-11,6.344223976135254,444020.0,10648.0
obc_set_tle,'444045144 KD+F',tm_get_last,'14429896540003457566',gssb_select,'-781269557',obc_set_pwm_duty,'-2098242311 429194646',rw_set_speed,'1966072943 1546871152',0,6.3738720417022705,444020.0,10832.0
fp_set_cmd_unix,"'-1402368514 -162765450 -1751350871 ;z/Jj qqJ,J+,7'",fp_reset,'',drp_test_system_vars,'',gssb_get_model,'',fp_reset,'',-6,6.2755327224731445,444020.0,10840.0
fp_set_cmd_dt,'50838493 -72048621 451833024 L v}T8',obc_debug,'933158368',gssb_fss_commit_config,'',com_send_data,'5',help,'',-6,6.189860105514526,444020.0,10844.0
com_send_cmd,'-1885841370 Jt~lC[',gssb_set_addr,'-1872187477',fp_set_cmd_dt,'2121917443 2143419537 517858288 / {MZF(',obc_set_pwm_freq,'-1584217031 79041799371188135889759941967801321322',gssb_antenna_release,'559532453 -853693513 -640751910 2105394757',0,7.109396696090698,444020.0,10584.0
fp_set_cmd_unix,'-1110005350 687055776 134661750 y-K3eoLv-~ +HL/eU',gssb_fss_set_config,'-986599262',gssb_get_sun,'',tm_get_last,'15973660467613345933',drp_ebf,'-1044952997',-6,6.267890453338623,444020.0,10596.0
tm_get_last,'15374146454374837843',fp_set_cmd,'-308759040 85766520 1734413760 1596958481 -567753568 1063351245 -1619585278 1164867167  ~+##?`',gssb_set_addr,'224041449',gssb_fss_get_sun,'',gssb_get_model,'',-11,6.264707088470459,444020.0,10632.0
tm_parse_status,'',com_reset_wdt,'-1098165939',tm_send_last,'2043507296139113529 2761340489526907434',com_set_config,"'^""!g]qT9`o zNZ'",gssb_get_temp,'',0,6.917819976806641,444020.0,10872.0
gssb_get_model,'',gssb_reset,'',tm_send_status,'1194177080',drp_test_system_vars,'',drp_test_system_vars,'',-6,6.597545862197876,444020.0,10660.0
drp_add_hrs_alive,'-1089196654',gssb_set_addr,'-462034708',obc_reset_wdt,'',obc_debug,'-1328714969',fp_show,'',0,6.909412145614624,444020.0,10480.0
com_send_cmd,'-364585969 !=*Y',com_set_node,'1924880826',rw_set_speed,'-1595698364 -1825745521',tm_send_status,'1156510795',init_dummy_sensor,'',-6,8.039677619934082,444020.0,10684.0
tm_send_last,'5717721344183267197 13789058288581600469',drp_ebf,'1514888281',gssb_update_status,'',gssb_arm_manual,'-263267708',fp_del_cmd_unix,'190725188',-6,6.459677696228027,444020.0,10456.0
